aerosolitölkki	['N_HÄKKI']	boundaries=aerosoli|tölkki
afebriili	['A_STYDI']	boundaries=a_febriili
affektihäiriö	['N_HÄIRIÖ']	boundaries=affekti|häiriö
affenpinseri	['N_KEHVELI']	boundaries=affen|pinseri
afgaaninvinttikoira	['N_SOITTAJA']	boundaries=afgaanin|vintti|koira
afgaaniturkki	['N_LOKKI']	boundaries=afgaani|turkki
aforismikokoelma	['N_SOITTAJA']	boundaries=aforismi|kokoelma
afrikanpingviini	['N_KEHVELI']	boundaries=afrikan|pingviini
afrikkalaisamerikkalainen	['N_AAKKOSTAMINEN']	boundaries=afrikkalais|amerikkalainen
afroaasialainen	['A_AAKKOSELLINEN']	boundaries=afro|aasialainen
afroaasialainen	['A_AAKKOSELLINEN']	boundaries=afro|aasialainen
afroaasialainen	['N_AAKKOSTAMINEN']	boundaries=afro|aasialainen
afroaasialainen	['N_AAKKOSTAMINEN']	boundaries=afro|aasialainen
afroamerikkalainen	['A_AAKKOSELLINEN']	boundaries=afro|amerikkalainen
afroamerikkalainen	['A_AAKKOSELLINEN']	boundaries=afro|amerikkalainen
afroamerikkalainen	['N_AAKKOSTAMINEN']	boundaries=afro|amerikkalainen
afroamerikkalainen	['N_AAKKOSTAMINEN']	boundaries=afro|amerikkalainen
afrokampaus	['N_VAKUUTUS']	boundaries=afro|kampaus
afrokommunismi	['N_RUUVI']	boundaries=afro|kommunismi
afroperuukki	['N_LOKKI']	boundaries=afro|peruukki
agarmalja	['N_KIRJA']	boundaries=agar|malja
ageneesi	['N_TYYLI']	boundaries=a_geneesi
agenttifilmi	['N_TYYLI']	boundaries=agentti|filmi
agenttiromaani	['N_RUUVI']	boundaries=agentti|romaani
agenttirooli	['N_RUUVI']	boundaries=agentti|rooli
agentuuriliike	['N_LÄÄKE']	boundaries=agentuuri|liike
agglutinogeeni	['N_TYYLI']	boundaries=agglutino_geeni
agraaripolitiikka	['N_POLITIIKKA']	boundaries=agraari|politiikka
