new_paras	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
['N_SAARET']	NOUN	24	None	obligatory	weaken	back	None	None	False	False
['N_SAARET']	NOUN	26	None	obligatory	weaken	back	None	None	False	False
['N_SAKSET']	NOUN	7	None	obligatory	weaken	back	None	None	False	False
['N_SALONTEET']	NOUN	48	J	obligatory	strengthen	back	None	None	False	False
['N_SALPA']	NOUN	9	E	False	weaken	back	a	None	False	False
['N_SAMMALET']	NOUN	49	None	obligatory	strengthen	back	None	None	False	False
['N_SAMPI']	NOUN	7	H	False	weaken	back	None	None	False	False
['N_SAMPO']	NOUN	1	H	False	weaken	back	None	None	False	False
['N_SANKARI']	NOUN	6	None	False	weaken	back	None	None	False	False
['N_SEIKKAILU']	NOUN	2	None	False	weaken	back	None	None	False	False
['N_SEIVÄS']	NOUN	41	E	False	strengthen	front	None	None	False	False
['N_SELENE']	NOUN	2	None	False	weaken	front	None	None	False	False
['N_SELJÄT']	NOUN	10	L	obligatory	weaken	front	None	None	False	False
['N_SEPPÄ']	NOUN	10	B	False	weaken	front	ä	None	False	False
['N_SERGEJ']	NOUN	22	None	False	weaken	back	None	None	False	False
['N_SERGEJ']	NOUN	22	None	False	weaken	front	None	None	False	False
['N_SERKUKSET']	NOUN	39	None	obligatory	strengthen	back	None	None	False	False
['N_SHOW']	NOUN	22	None	False	weaken	back	None	None	False	False
['N_SHOW']	NOUN	22	None	False	weaken	back	u	None	False	False
['N_SIEMEN']	NOUN	32	None	False	strengthen	front	None	None	False	False
['N_SIIRTO']	NOUN	1	K	False	weaken	back	None	None	False	False
['N_SIIVILÄ']	NOUN	13	None	False	weaken	front	ä	None	False	False
['N_SILAKAT']	NOUN	14	A	obligatory	weaken	back	None	None	False	False
['N_SILMÄKKEET']	NOUN	48	A	obligatory	strengthen	front	None	None	False	False
['N_SISÄLTÖ']	NOUN	1	I	False	weaken	front	None	None	False	False
['N_SIUNAAMATTOMAT']	NOUN	34	C	obligatory	strengthen	back	None	None	False	False
['N_SIVELLIN']	NOUN	33	I	False	strengthen	front	None	None	False	False
['N_SIVISTYNYT']	NOUN	47	None	False	strengthen	front	y	None	False	False
['N_SKEITTI']	NOUN	5	C	False	weaken	front	None	None	False	False
['N_SOINTI']	NOUN	5	J	False	weaken	back	None	None	False	False
['N_SOKEA']	NOUN	15	None	False	weaken	back	a	None	False	False
['N_SOTA']	NOUN	10	F	False	weaken	back	a	None	False	False
['N_STADION']	NOUN	6	None	False	weaken	back	None	None	False	False
['N_SUHTEET']	NOUN	48	F	obligatory	strengthen	back	None	None	False	False
['N_SUKAT']	NOUN	10	A	obligatory	weaken	back	None	None	False	False
['N_SULKA']	NOUN	10	D	False	weaken	back	a	None	False	False
['N_SUODATIN']	NOUN	33	C	False	strengthen	back	None	None	False	False
['N_SUOT']	NOUN	19	None	obligatory	weaken	back	None	None	False	False
['N_SYDÄN']	NOUN	33	None	False	strengthen	front	None	None	False	False
['N_SYLI']	NOUN	23	None	False	weaken	front	None	None	False	False
['N_SYLTÄ']	NOUN	10	I	False	weaken	front	ä	None	False	False
['N_SYNNYTTIMET']	NOUN	33	C	obligatory	strengthen	front	None	None	False	False
['N_SYÖMINGIT']	NOUN	5	G	obligatory	weaken	front	None	None	False	False
['N_SÄEN']	NOUN	49	D	False	strengthen	front	None	None	False	False
['N_SÄNKY']	NOUN	1	G	False	weaken	front	None	None	False	False
['N_SÄRKÄT']	NOUN	10	A	obligatory	weaken	front	None	None	False	False
['N_SÄRVIN']	NOUN	33	E	False	strengthen	front	None	None	False	False
['N_SÄÄDIN']	NOUN	33	F	False	strengthen	front	None	None	False	False
['N_SÄÄNNÖT']	NOUN	1	J	obligatory	weaken	front	None	None	False	False
['N_SÄÄRET']	NOUN	26	None	obligatory	weaken	front	None	None	False	False
['N_TAIMI']	NOUN	25	None	False	weaken	back	None	None	False	False
['N_TAIVAL']	NOUN	49	E	False	strengthen	back	None	None	False	False
['N_TALKOOT']	NOUN	17	None	obligatory	weaken	back	None	None	False	False
['N_TALO']	NOUN	1	None	False	weaken	back	None	None	False	False
['N_TANHUA']	NOUN	15	None	False	weaken	back	a	None	False	False
['N_TARPEET']	NOUN	48	E	obligatory	strengthen	back	None	None	False	False
['N_TARVE']	NOUN	48	E	False	strengthen	back	None	None	False	False
['N_TAUDIT']	NOUN	5	F	obligatory	weaken	back	None	None	False	False
['N_TAUTI']	NOUN	5	F	False	weaken	back	None	None	False	False
['N_TAVAT']	NOUN	9	E	obligatory	weaken	back	None	None	False	False
['N_TEE']	NOUN	18	None	False	weaken	front	e	None	False	False
['N_TEHDAS']	NOUN	41	F	False	strengthen	back	None	None	False	False
['N_TEHTAAT']	NOUN	41	F	obligatory	strengthen	back	None	None	False	False
['N_TEKO']	NOUN	1	D	False	weaken	back	None	None	False	False
['N_TIENOO']	NOUN	17	None	False	weaken	back	o	None	False	False
['N_TIE']	NOUN	19	None	False	weaken	front	None	None	False	False
['N_TIETEET']	NOUN	48	F	obligatory	strengthen	front	None	None	False	False
['N_TIET']	NOUN	19	None	obligatory	weaken	front	None	None	False	False
['N_TIKKAAT']	NOUN	41	A	obligatory	strengthen	back	None	None	False	False
['N_TIKKAAT']	NOUN	41	D	obligatory	strengthen	back	None	None	False	False
['N_TIKKU']	NOUN	1	A	False	weaken	back	None	None	False	False
['N_TIPPA']	NOUN	9	B	False	weaken	back	a	None	False	False
['N_TOIMET']	NOUN	25	None	obligatory	weaken	back	None	None	False	False
['N_TOKEE']	NOUN	17	None	False	weaken	back	e	None	False	False
['N_TONGIT']	NOUN	5	G	obligatory	weaken	back	None	None	False	False
['N_TORTTU']	NOUN	1	C	False	weaken	back	None	None	False	False
['N_TOULAT']	NOUN	40	None	False	strengthen	back	None	None	False	False
['N_TRIKOO']	NOUN	20	None	False	weaken	back	o	None	False	False
['N_TUHANNES']	NOUN	45	None	False	strengthen	back	None	None	False	False
['N_TULI']	NOUN	23	None	False	weaken	back	None	None	False	False
['N_TUNNIT']	NOUN	5	J	obligatory	weaken	back	None	None	False	False
['N_TUNTO']	NOUN	1	J	False	weaken	back	None	None	False	False
['N_TUOMIO']	NOUN	3	None	False	weaken	back	None	None	False	False
['N_TYPPI']	NOUN	7	B	False	weaken	front	None	None	False	False
['N_TYTÄR']	NOUN	32	C	False	strengthen	front	None	None	False	False
['N_TYTÖT']	NOUN	1	C	obligatory	weaken	front	None	None	False	False
['N_TYYLI']	NOUN	5	None	False	weaken	front	None	None	False	False
['N_TYYPPI']	NOUN	5	B	False	weaken	front	None	None	False	False
['N_TYÖ']	NOUN	19	None	False	weaken	front	None	None	False	False
['N_TYÖT']	NOUN	19	None	obligatory	weaken	front	None	None	False	False
['N_TYÖTTÖMÄT']	NOUN	34	C	obligatory	strengthen	front	None	None	False	False
['N_TÖLPÄKÖT']	NOUN	4	A	obligatory	weaken	front	None	None	False	False
['N_TÖLPÄT']	NOUN	10	B	obligatory	weaken	front	None	None	False	False
['N_TÖRPPÖ']	NOUN	1	B	False	weaken	front	None	None	False	False
['N_UDAR']	NOUN	49	F	False	strengthen	back	None	None	False	False
['N_UKKO']	NOUN	1	A	False	weaken	back	None	None	False	False
['N_UKSI']	NOUN	29	None	False	weaken	back	None	None	False	False
['N_ULAPPA']	NOUN	14	B	False	weaken	back	a	None	False	False
['NUM_ENSIMMÄINEN']	NUMERAL	38	None	False	strengthen	front	None	None	False	False
['NUM_KAHDEKSAN']	NUMERAL	10	None	False	weaken	back	None	None	False	False
['NUM_KAKSI']	NUMERAL	31	None	False	weaken	back	None	None	False	False
['NUM_KOLMAS']	NUMERAL	45	None	False	strengthen	back	None	None	False	False
['NUM_KOLMASOSA']	NUMERAL	10	None	False	False	back	a	None	False	False
['NUM_KOLME']	NUMERAL	1008	None	False	weaken	back	None	None	False	False
['NUM_KUUSI']	NUMERAL	27	None	False	weaken	back	None	None	False	False
['NUM_KUUTISEN']	NUMERAL	99	None	False	False	back	None	None	False	False
['NUM_KYMMENEN']	NUMERAL	32	None	False	strengthen	front	None	None	False	False
['NUM_KYMMENKUNTA']	NUMERAL	10	J	False	weaken	back	a	None	False	False
['NUM_KYMMEN']	NUMERAL	32	None	False	strengthen	front	None	None	False	False
['NUM_KYMMENTÄ']	NUMERAL	99	None	False	False	back	None	None	False	False
['NUM_KYMMENTÄ']	NUMERAL	99	None	False	False	front	None	None	False	False
['NUM_MILJARDI']	NUMERAL	6	None	False	weaken	back	None	None	False	False
['NUM_MILJOONA']	NUMERAL	10	None	False	weaken	back	a	None	False	False
['NUM_NELJÄ']	NUMERAL	10	None	False	weaken	front	ä	None	False	False
['NUM_NELJÄS']	NUMERAL	45	None	False	strengthen	front	None	None	False	False
['NUM_PARI']	NUMERAL	7	None	False	False	back	None	None	False	False
['NUM_PUOLI']	NUMERAL	24	None	False	False	back	None	None	False	False
['NUM_SATA']	NUMERAL	9	F	False	weaken	back	a	None	False	False
['NUM_TOINEN']	NUMERAL	38	None	False	strengthen	back	None	None	False	False
['NUM_TUHAT']	NUMERAL	46	None	False	strengthen	back	None	None	False	False
['NUM_VIISI']	NUMERAL	27	None	False	weaken	front	None	None	False	False
['NUM_VIITISEN']	NUMERAL	99	None	False	False	front	None	None	False	False
['NUM_YHDEKSÄN']	NUMERAL	10	None	False	weaken	front	None	None	False	False
['NUM_YKSI']	NUMERAL	31	None	False	weaken	front	None	None	False	False
['N_UROS']	NOUN	41	None	False	strengthen	back	None	None	False	False
['N_VAADIN']	NOUN	33	F	False	strengthen	back	None	None	False	False
['N_VAAKA']	NOUN	9	D	False	weaken	back	a	None	False	False
['N_VAASAN']	NOUN	99	None	False	False	back	None	None	False	False
['N_VAATTEET']	NOUN	48	C	obligatory	strengthen	back	None	None	False	False
['N_VAINAA']	NOUN	17	None	False	weaken	back	a	None	False	False
['N_VAKUUTUS']	NOUN	39	None	False	strengthen	back	None	None	False	False
['N_VALJAAT']	NOUN	41	None	obligatory	strengthen	back	None	None	False	False
['N_VALLAT']	NOUN	9	I	obligatory	weaken	back	None	None	False	False
['N_VALTA']	NOUN	9	I	False	weaken	back	a	None	False	False
['N_VANHEMMAT']	NOUN	16	H	obligatory	weaken	back	None	None	False	False
['N_VANHEMPI']	NOUN	16	H	False	weaken	back	None	None	False	False
['N_VANKI']	NOUN	5	G	False	weaken	back	None	None	False	False
['N_VANTUS']	NOUN	41	C	False	strengthen	back	None	None	False	False
['N_VARAS']	NOUN	41	D	False	strengthen	back	None	None	False	False
['N_VARAT']	NOUN	9	None	obligatory	weaken	back	None	None	False	False
['N_VARPAAT']	NOUN	41	E	obligatory	strengthen	back	None	None	False	False
['N_VARSI']	NOUN	28	None	False	weaken	back	None	None	False	False
['N_VARSI']	NOUN	28	K	False	weaken	back	None	None	False	False
['N_VARVAS']	NOUN	41	E	False	strengthen	back	None	None	False	False
['N_VASEN']	NOUN	37	None	False	strengthen	back	None	None	False	False
['N_VEHKEILY']	NOUN	2	None	False	weaken	front	None	None	False	False
['N_VEITSI']	NOUN	30	None	False	weaken	front	None	None	False	False
['N_VELI']	NOUN	1007	None	False	weaken	front	None	None	False	False
['N_VELJET']	NOUN	1007	L	obligatory	weaken	back	None	None	False	False
['N_VELJET']	NOUN	1007	L	obligatory	weaken	front	None	None	False	False
['N_VEMMEL']	NOUN	49	H	False	strengthen	front	None	None	False	False
['N_VERI']	NOUN	1026	None	False	weaken	front	None	None	False	False
['N_VERSAILLES']	NOUN	22	None	False	weaken	back	i	None	False	False
['N_VETIMET']	NOUN	33	F	obligatory	strengthen	front	None	None	False	False
['N_VETO']	NOUN	1	F	False	weaken	back	None	None	False	False
['N_VETY']	NOUN	1	F	False	weaken	front	None	None	False	False
['N_VIENTI']	NOUN	5	J	False	weaken	front	None	None	False	False
['N_VIHKIÄISET']	NOUN	38	None	obligatory	strengthen	front	None	None	False	False
['N_VIIRRET']	NOUN	44	K	False	strengthen	front	None	None	False	False
['N_VIIS']	NOUN	27	None	False	weaken	front	None	None	False	False
['N_VIIVE']	NOUN	48	E	False	strengthen	front	None	None	False	False
['N_VIKA']	NOUN	9	D	False	weaken	back	a	None	False	False
['N_VINKU']	NOUN	1	G	False	weaken	back	None	None	False	False
['N_VIRRET']	NOUN	28	None	obligatory	weaken	front	None	None	False	False
['N_VIRSI']	NOUN	28	None	False	weaken	front	None	None	False	False
['N_VIRSI']	NOUN	28	K	False	weaken	front	None	None	False	False
['N_VODĂ']	NOUN	10	None	False	weaken	back	None	None	False	False
['N_VODĂ']	NOUN	10	None	False	weaken	front	None	None	False	False
['N_VOIMA']	NOUN	10	None	False	weaken	back	a	None	False	False
['N_VUODET']	NOUN	27	None	obligatory	weaken	back	None	None	False	False
['N_VUOLLE']	NOUN	48	I	False	strengthen	back	None	None	False	False
['N_VUOLLET']	NOUN	44	I	False	strengthen	back	None	None	False	False
['N_VUO']	NOUN	19	None	False	weaken	back	None	None	False	False
['N_VUOSITUHAT']	NOUN	46	None	False	strengthen	back	None	None	False	False
['N_VÄRTÖ']	NOUN	1	K	False	weaken	front	None	None	False	False
['N_YHTIÖT']	NOUN	3	None	obligatory	weaken	front	None	None	False	False
['N_YKSIKKÖ']	NOUN	4	A	False	weaken	front	None	None	False	False
['N_YLKÄ']	NOUN	10	L	False	weaken	front	ä	None	False	False
['N_YLÄNKÖ']	NOUN	1	G	False	weaken	front	None	None	False	False
['N_YLÖÖ']	NOUN	17	None	False	weaken	front	ö	None	False	False
['N_YMPÄRYSTÄ']	NOUN	9	None	False	weaken	front	ä	None	False	False
['N_YRITTÄ']	NOUN	9	C	False	weaken	front	ä	None	False	False
['N_YSTÄVYKSET']	NOUN	39	None	obligatory	strengthen	front	None	None	False	False
['N_YÖKKÖ']	NOUN	1	A	False	weaken	front	None	None	False	False
['N_ZEN']	NOUN	5	None	False	weaken	front	None	None	False	False
['N_ZOMBIE']	NOUN	3	None	False	weaken	back	None	None	False	False
['N_ÄYRÄS']	NOUN	41	None	False	strengthen	front	None	None	False	False
['PCLE_AIKANSA']	PARTICLE	99	None	False	False	back	None	None	obligatory	True
['PCLE_ALLE']	PARTICLE	99	None	False	False	back	None	None	optional	True
['PCLE_HYVILLÄÄN']	PARTICLE	99	None	False	False	front	None	None	obligatory	True
['PCLE_IKINÄ']	PARTICLE	99	None	False	False	front	None	None	optional	False
['PCLE_ILKOSILLAAN']	PARTICLE	99	None	False	False	back	None	None	obligatory	True
['PCLE_ISTUALLEEN']	PARTICLE	99	None	False	False	back	None	None	obligatory	True
['PCLE_JONNE']	PARTICLE	99	None	False	False	back	None	None	False	False
['PCLE_JO']	PARTICLE	99	None	False	False	back	None	None	False	False
['PCLE_KOTONA']	PARTICLE	99	None	False	False	back	None	None	optional	True
['PCLE_KUHUN']	PARTICLE	99	None	False	False	back	None	None	False	True
['PCLE_LEVÄLLEEN']	PARTICLE	99	None	False	False	front	None	None	obligatory	True
['PCLE_LISÄKSI']	PARTICLE	99	None	False	False	front	None	None	optional	True
['PCLE_MITEN']	PARTICLE	99	None	False	False	front	None	None	False	True
['PCLE_NOPEASTI']	PARTICLE	99	None	False	False	back	None	None	False	True
['PCLE_NÄHDEN']	PARTICLE	99	None	False	False	front	None	None	optional	True
['PCLE_NÄKYVIIN']	PARTICLE	99	None	False	False	front	None	None	optional	True
['PCLE_TYHMÄSTI']	PARTICLE	99	None	False	False	front	None	None	False	True
['PCLE_TYKÖ']	PARTICLE	99	None	False	False	front	None	None	optional	True
['PCLE_VAAN']	PARTICLE	99	None	False	False	back	None	None	False	False
['PCLE_VALTAAN']	PARTICLE	99	None	False	False	back	None	None	optional	True
['PCLE_VUOKSI']	PARTICLE	99	None	False	False	back	None	None	optional	True
['PCLE_YLIPÄÄNSÄ']	PARTICLE	99	None	False	False	front	None	None	obligatory	True
['PCLE_YLLE']	PARTICLE	99	None	False	False	front	None	None	optional	True
['PRON_AINOA']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_ERÄS']	PRONOUN	41	None	False	strengthen	front	None	None	False	False
['PRON_HÄN']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_IKINEN']	PRONOUN	38	None	False	strengthen	front	None	None	False	False
['PRON_ITSE']	PRONOUN	8	None	False	weaken	front	None	None	False	False
['PRON_JOKAINEN']	PRONOUN	38	None	False	strengthen	back	None	None	False	False
['PRON_JOKA']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_JOKA']	PRONOUN	1101	None	False	weaken	back	None	None	False	False
['PRON_JOKIN']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_JOKU']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_JOMPIKUMPI']	PRONOUN	101	None	False	weaken	back	None	None	False	False
['PRON_KAIKKI']	PRONOUN	7	A	False	weaken	back	None	None	False	False
['PRON_KOKO']	PRONOUN	99	None	False	False	back	None	None	False	False
['PRON_KUKAAN']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_KUKAKIN']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_KUKA']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_KUKIN']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_KUMPIKAAN']	PRONOUN	101	None	False	weaken	back	None	None	False	False
['PRON_KUMPIKIN']	PRONOUN	101	None	False	weaken	back	None	None	False	False
['PRON_KUMPI']	PRONOUN	16	H	False	weaken	back	None	None	False	False
['PRON_MA']	PRONOUN	99	None	False	False	back	None	None	False	False
['PRON_ME']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MIE']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MIKIN']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MIKÄKIN']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MIKÄ']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MIKÄ']	PRONOUN	1101	None	False	weaken	front	None	None	False	False
['PRON_MIKÄÄN']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MINÄ']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MOLEMMAT']	PRONOUN	16	H	obligatory	weaken	back	None	None	False	False
['PRON_MONES']	PRONOUN	45	None	False	strengthen	back	None	None	False	False
['PRON_MONIAS']	PRONOUN	41	None	False	strengthen	back	None	None	False	False
['PRON_MONI']	PRONOUN	23	None	False	weaken	back	None	None	False	False
['PRON_MONTA']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_MUUAN']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_MUU']	PRONOUN	18	None	False	weaken	back	u	None	False	False
['PRON_MUUTAMA']	PRONOUN	10	None	False	weaken	back	a	None	False	False
['PRON_MÄ']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_MÄÄ']	PRONOUN	99	None	False	False	front	None	None	False	False
['PRON_NE']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_NOI']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_NUO']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_NÄMÄ']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_SAMA']	PRONOUN	9	None	False	weaken	back	a	None	False	False
['PRON_SE']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_TOINEN']	PRONOUN	38	None	False	strengthen	back	None	None	False	False
['PRON_TOI']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_TUO']	PRONOUN	101	None	False	False	back	None	None	False	False
['PRON_TÄMÄ']	PRONOUN	101	None	False	False	front	None	None	False	False
['PRON_USEAMPI']	PRONOUN	16	H	False	weaken	back	None	None	False	False
['PRON_USEA']	PRONOUN	15	None	False	weaken	back	a	None	False	False
['PRON_USEIMMAT']	PRONOUN	36	None	False	strengthen	back	None	None	False	False
['PRON_YKSI']	PRONOUN	31	None	False	weaken	front	None	None	False	False
['SYMBOL_PISTE','PUNCT_NONSTD_EXCL_LOOP']	PUNCTUATION	99	None	False	None	front	None	None	True	True
['SYMBOL_PISTE']	PUNCTUATION	99	None	False	None	front	None	None	True	True
['V_AALLOTA']	VERB	75	I	False	strengthen	back	None	None	False	False
['V_AHNEHTIA']	VERB	61	F	False	weaken	back	None	None	False	False
['V_AMPUA']	VERB	52	H	False	weaken	back	None	None	False	False
['V_ARVATA']	VERB	73	None	False	strengthen	back	None	None	False	False
['V_AUTTAA']	VERB	56	C	False	weaken	back	None	None	False	False
['V_DIGATA']	VERB	73	O	False	strengthen	back	None	None	False	False
['V_EHTIÄ']	VERB	61	F	False	weaken	front	None	None	False	False
['V_EI']	VERB	1099	None	False	weaken	front	None	None	False	False
['V_ENTÄÄ']	VERB	55	J	False	weaken	front	None	None	False	False
['V_ERATA']	VERB	72	D	False	strengthen	back	None	None	False	False
['V_HALAJAA']	VERB	78	None	False	weaken	back	None	None	False	False
['V_HALJETA']	VERB	74	L	False	strengthen	back	None	None	False	False
['V_HAPATA']	VERB	72	B	False	strengthen	back	None	None	False	False
['V_HARPPOA']	VERB	52	B	False	weaken	back	None	None	False	False
['V_HAUKKOA']	VERB	52	A	False	weaken	back	None	None	False	False
['V_HELLITÄ']	VERB	75	I	False	strengthen	front	None	None	False	False
['V_HELPOTA']	VERB	72	B	False	strengthen	back	None	None	False	False
['V_HELÄJÄÄ']	VERB	77	None	False	weaken	front	None	None	False	False
['V_HERMOTTUA']	VERB	52	C	False	weaken	back	None	None	False	False
['V_HERÄTELLÄ']	VERB	67	C	False	strengthen	front	None	None	False	False
['V_HIIPUA']	VERB	52	E	False	weaken	back	None	None	False	False
['V_HIVENTÄÄ']	VERB	54	J	False	weaken	front	None	None	False	False
['V_HUMALTUA']	VERB	52	I	False	weaken	back	None	None	False	False
['V_HUONONTAA']	VERB	54	J	False	weaken	back	None	None	False	False
['V_HUUTAA']	VERB	54	F	False	weaken	back	None	None	False	False
['V_HYLJÄTÄ']	VERB	73	L	False	strengthen	front	None	None	False	False
['V_HYLKIÄ']	VERB	61	L	False	weaken	front	None	None	False	False
['V_HYPELLÄ']	VERB	67	B	False	strengthen	front	None	None	False	False
['V_HYPPIÄ']	VERB	61	B	False	weaken	front	None	None	False	False
['V_HÄVÄISTÄ']	VERB	66	E	False	strengthen	front	None	None	False	False
['V_ILJETÄ']	VERB	72	L	False	strengthen	front	None	None	False	False
['V_ILJETÄ']	VERB	74	L	False	strengthen	front	None	None	False	False
['V_INNOTA']	VERB	74	J	False	strengthen	back	None	None	False	False
['V_IRROTA']	VERB	74	K	False	strengthen	back	None	None	False	False
['V_ISÄNNÖIDÄ']	VERB	68	None	False	strengthen	front	None	None	False	False
['V_JAHDATA']	VERB	73	F	False	strengthen	back	None	None	False	False
['V_JOUTAA']	VERB	55	F	False	weaken	back	None	None	False	False
['V_JULJETA']	VERB	72	L	False	strengthen	back	None	None	False	False
['V_JUOSTA']	VERB	70	None	False	strengthen	back	None	None	False	False
['V_JYRKETÄ']	VERB	72	A	False	strengthen	front	None	None	False	False
['V_JYRKETÄ']	VERB	72	D	False	strengthen	front	None	None	False	False
['V_JÄÄDÄ']	VERB	63	None	False	strengthen	front	None	None	False	False
['V_KAATAA']	VERB	57	F	False	weaken	back	None	None	False	False
['V_KAIKOTA']	VERB	74	A	False	strengthen	back	None	None	False	False
['V_KAIKOTA']	VERB	74	D	False	strengthen	back	None	None	False	False
['V_KAIVATA']	VERB	73	E	False	strengthen	back	None	None	False	False
['V_KALPPIA']	VERB	61	B	False	weaken	back	None	None	False	False
['V_KAMMETA']	VERB	74	H	False	strengthen	back	None	None	False	False
['V_KANTAA']	VERB	56	J	False	weaken	back	None	None	False	False
['V_KARHETA']	VERB	72	None	False	strengthen	back	None	None	False	False
['V_KARHUTA']	VERB	74	None	False	strengthen	back	None	None	False	False
['V_KASVAA']	VERB	56	None	False	weaken	back	None	None	False	False
['V_KAUNISTUA']	VERB	52	None	False	weaken	back	None	None	False	False
['V_KAVETA']	VERB	72	E	False	strengthen	back	None	None	False	False
['V_KERETÄ']	VERB	74	D	False	strengthen	front	None	None	False	False
['V_KERITÄ']	VERB	75	D	False	strengthen	front	None	None	False	False
['V_KIERTYÄ']	VERB	52	K	False	weaken	front	None	None	False	False
['V_KIETOA']	VERB	52	F	False	weaken	back	None	None	False	False
['V_KIHERRELLÄ']	VERB	67	K	False	strengthen	front	None	None	False	False
['V_KIILLELLÄ']	VERB	67	I	False	strengthen	front	None	None	False	False
['V_KIINNETÄ']	VERB	72	J	False	strengthen	front	None	None	False	False
['V_KIITÄÄ']	VERB	55	F	False	weaken	front	None	None	False	False
['V_KIRVOTA']	VERB	74	E	False	strengthen	back	None	None	False	False
['V_KIVETTYÄ']	VERB	52	C	False	weaken	front	None	None	False	False
['V_KIVISTÄÄ']	VERB	53	None	False	weaken	front	None	None	False	False
['V_KIVUTA']	VERB	74	E	False	strengthen	back	None	None	False	False
['V_KOMENNELLA']	VERB	67	J	False	strengthen	back	None	None	False	False
['V_KONTIA']	VERB	61	J	False	weaken	back	None	None	False	False
['V_KOPIOIDA']	VERB	62	None	False	strengthen	back	None	None	False	False
['V_KORVETA']	VERB	74	E	False	strengthen	back	None	None	False	False
['V_KOSIA']	VERB	61	None	False	weaken	back	None	None	False	False
['V_KOUKUTA']	VERB	74	A	False	strengthen	back	None	None	False	False
['V_KUHERTAA']	VERB	54	K	False	weaken	back	None	None	False	False
['V_KUKKIA']	VERB	61	A	False	weaken	back	None	None	False	False
['V_KUKKIA']	VERB	61	D	False	weaken	back	None	None	False	False
['V_KUMMUTA']	VERB	74	H	False	strengthen	back	None	None	False	False
['V_KUTEA']	VERB	58	F	False	weaken	back	None	None	False	False
['V_KYNTÄÄ']	VERB	53	J	False	weaken	front	None	None	False	False
['V_KYTKEÄ']	VERB	58	None	False	weaken	front	None	None	False	False
['V_KÄRKKYÄ']	VERB	52	A	False	weaken	front	None	None	False	False
['V_KÄYDÄ']	VERB	65	None	False	strengthen	front	None	None	False	False
['V_KÄÄNNELLÄ']	VERB	67	J	False	strengthen	front	None	None	False	False
['V_LASSOTA']	VERB	75	None	False	strengthen	back	None	None	False	False
['V_LEIKELLÄ']	VERB	67	A	False	strengthen	front	None	None	False	False
['V_LEPPYÄ']	VERB	52	B	False	weaken	front	None	None	False	False
['V_LEUDOTA']	VERB	72	F	False	strengthen	back	None	None	False	False
['V_LEVÄTÄ']	VERB	73	E	False	strengthen	front	None	None	False	False
['V_LIIDUTA']	VERB	74	F	False	strengthen	back	None	None	False	False
['V_LOBATA']	VERB	73	P	False	strengthen	back	None	None	False	False
['V_LOITOTA']	VERB	72	C	False	strengthen	back	None	None	False	False
['V_LOPPUA']	VERB	52	B	False	weaken	back	None	None	False	False
['V_LOTOTA']	VERB	74	C	False	strengthen	back	None	None	False	False
['V_LUNTATA']	VERB	73	C	False	strengthen	back	None	None	False	False
['V_LUUTUTA']	VERB	74	C	False	strengthen	back	None	None	False	False
['V_LÄHTEÄ']	VERB	60	F	False	weaken	front	None	None	False	False
['V_LÄMMETÄ']	VERB	72	H	False	strengthen	front	None	None	False	False
['V_LÄMMITÄ']	VERB	75	H	False	strengthen	front	None	None	False	False
['V_LÄNTÄTÄ']	VERB	73	C	False	strengthen	front	None	None	False	False
['V_MARISTA']	VERB	66	None	False	strengthen	back	None	None	False	False
['V_MAUKUA']	VERB	52	D	False	weaken	back	None	None	False	False
['V_MELLAKOIDA']	VERB	68	None	False	strengthen	back	None	None	False	False
['V_MENNÄ']	VERB	67	None	False	strengthen	front	None	None	False	False
['V_MERKITÄ']	VERB	69	None	False	strengthen	front	None	None	False	False
['V_MIELTYÄ']	VERB	52	I	False	weaken	front	None	None	False	False
['V_MIETTIÄ']	VERB	61	C	False	weaken	front	None	None	False	False
