new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics	suffix_regex	deletion
NUM_51kuusitsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kuusitsiljoonaa	sitsiljoonaa
NUM_51kuusituhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kuusituhatta	situhatta
NUM_51kuusiundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kuusiundekiljardia	siundekiljardia
NUM_51kuusiundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	kuusiundekiljoonaa	siundekiljoonaa
NUM_51kuusiviidettä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	kuusiviidettä	siviidettä
NUM_51kuusiyhdeksättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	kuusiyhdeksättä	siyhdeksättä
NUM_51neljäbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäbiljardia	äbiljardia
NUM_51neljäbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäbiljoonaa	äbiljoonaa
NUM_51neljädekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljädekiljardia	ädekiljardia
NUM_51neljädekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljädekiljoonaa	ädekiljoonaa
NUM_51neljäduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäduodekiljardia	äduodekiljardia
NUM_51neljäduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäduodekiljoonaa	äduodekiljoonaa
NUM_51neljäkahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkahdeksatta	äkahdeksatta
NUM_51neljäkiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkiljardia	äkiljardia
NUM_51neljäkiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkiljoonaa	äkiljoonaa
NUM_51neljäkolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkolmatta	äkolmatta
NUM_51neljäkuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkuudetta	äkuudetta
NUM_51neljäkvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkvadriljardia	äkvadriljardia
NUM_51neljäkvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkvadriljoonaa	äkvadriljoonaa
NUM_51neljäkvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkvintiljardia	äkvintiljardia
NUM_51neljäkvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäkvintiljoonaa	äkvintiljoonaa
NUM_51neljäkymmentä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäkymmentä	äkymmentä
NUM_51neljämiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljämiljardia	ämiljardia
NUM_51neljämiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljämiljoonaa	ämiljoonaa
NUM_51neljäneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäneljättä	äneljättä
NUM_51neljänoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljänoniljardia	änoniljardia
NUM_51neljänoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljänoniljoonaa	änoniljoonaa
NUM_51neljäoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäoktiljardia	äoktiljardia
NUM_51neljäoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäoktiljoonaa	äoktiljoonaa
NUM_51neljäpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäpiljardia	äpiljardia
NUM_51neljäpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäpiljoonaa	äpiljoonaa
NUM_51neljäsataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsataa	äsataa
NUM_51neljäsbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsbiljardis	sbiljardis
NUM_51neljäsbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsbiljoonas	sbiljoonas
NUM_51neljäsdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsdekiljardis	sdekiljardis
NUM_51neljäsdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsdekiljoonas	sdekiljoonas
NUM_51neljäsduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsduodekiljardis	sduodekiljardis
NUM_51neljäsduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsduodekiljoonas	sduodekiljoonas
NUM_51neljäseitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäseitsemättä	seitsemättä
NUM_51neljäsentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsentiljardia	sentiljardia
NUM_51neljäsentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsentiljoonaa	sentiljoonaa
NUM_51neljäseptiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäseptiljardia	septiljardia
NUM_51neljäseptiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäseptiljoonaa	septiljoonaa
NUM_51neljäskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskahdeksatta	skahdeksatta
NUM_51neljäskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskiljardis	skiljardis
NUM_51neljäskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskiljoonas	skiljoonas
NUM_51neljäskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskolmatta	skolmatta
NUM_51neljäskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskuudetta	skuudetta
NUM_51neljäskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskvadriljardis	skvadriljardis
NUM_51neljäskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskvadriljoonas	skvadriljoonas
NUM_51neljäskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskvintiljardis	skvintiljardis
NUM_51neljäskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäskvintiljoonas	skvintiljoonas
NUM_51neljäskymmenes	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäskymmenes	skymmenes
NUM_51neljäsmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsmiljardis	smiljardis
NUM_51neljäsmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsmiljoonas	smiljoonas
NUM_51neljäsneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäsneljättä	sneljättä
NUM_51neljäsnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsnoniljardis	snoniljardis
NUM_51neljäsnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsnoniljoonas	snoniljoonas
NUM_51neljäsoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsoktiljardis	soktiljardis
NUM_51neljäsoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsoktiljoonas	soktiljoonas
NUM_51neljäspiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäspiljardis	spiljardis
NUM_51neljäspiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäspiljoonas	spiljoonas
NUM_51neljässadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljässadas	ssadas
NUM_51neljässeitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljässeitsemättä	sseitsemättä
NUM_51neljässentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljässentiljardis	ssentiljardis
NUM_51neljässentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljässentiljoonas	ssentiljoonas
NUM_51neljässeptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljässeptiljardis	sseptiljardis
NUM_51neljässeptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljässeptiljoonas	sseptiljoonas
NUM_51neljästoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästoista	stoista
NUM_51neljästredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästredekiljardis	stredekiljardis
NUM_51neljästredekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästredekiljoonas	stredekiljoonas
NUM_51neljästriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästriljardis	striljardis
NUM_51neljästriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästriljoonas	striljoonas
NUM_51neljästsiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästsiljardis	stsiljardis
NUM_51neljästsiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästsiljoonas	stsiljoonas
NUM_51neljästuhannes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljästuhannes	stuhannes
NUM_51neljäsundekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsundekiljardis	sundekiljardis
NUM_51neljäsundekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäsundekiljoonas	sundekiljoonas
NUM_51neljäsviidettä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäsviidettä	sviidettä
NUM_51neljäsyhdeksättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäsyhdeksättä	syhdeksättä
NUM_51neljätoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätoista	ätoista
NUM_51neljätredekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätredekiljardia	ätredekiljardia
NUM_51neljätredekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätredekiljoonaa	ätredekiljoonaa
NUM_51neljätriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätriljardia	ätriljardia
NUM_51neljätriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätriljoonaa	ätriljoonaa
NUM_51neljätsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätsiljardia	ätsiljardia
NUM_51neljätsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätsiljoonaa	ätsiljoonaa
NUM_51neljätuhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljätuhatta	ätuhatta
NUM_51neljäundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäundekiljardia	äundekiljardia
NUM_51neljäundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	neljäundekiljoonaa	äundekiljoonaa
NUM_51neljäviidettä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäviidettä	äviidettä
NUM_51neljäyhdeksättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	neljäyhdeksättä	äyhdeksättä
NUM_51puolitoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	puolitoista	itoista
NUM_51seitsemänbiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänbiljardia	änbiljardia
NUM_51seitsemänbiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänbiljoonaa	änbiljoonaa
NUM_51seitsemändekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemändekiljardia	ändekiljardia
NUM_51seitsemändekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemändekiljoonaa	ändekiljoonaa
NUM_51seitsemänduodekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänduodekiljardia	änduodekiljardia
NUM_51seitsemänduodekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänduodekiljoonaa	änduodekiljoonaa
NUM_51seitsemänkahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkahdeksatta	änkahdeksatta
NUM_51seitsemänkiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkiljardia	änkiljardia
NUM_51seitsemänkiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkiljoonaa	änkiljoonaa
NUM_51seitsemänkolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkolmatta	änkolmatta
NUM_51seitsemänkuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkuudetta	änkuudetta
NUM_51seitsemänkvadriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkvadriljardia	änkvadriljardia
NUM_51seitsemänkvadriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkvadriljoonaa	änkvadriljoonaa
NUM_51seitsemänkvintiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkvintiljardia	änkvintiljardia
NUM_51seitsemänkvintiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänkvintiljoonaa	änkvintiljoonaa
NUM_51seitsemänkymmentä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemänkymmentä	änkymmentä
NUM_51seitsemänmiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänmiljardia	änmiljardia
NUM_51seitsemänmiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänmiljoonaa	änmiljoonaa
NUM_51seitsemänneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemänneljättä	änneljättä
NUM_51seitsemännoniljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemännoniljardia	ännoniljardia
NUM_51seitsemännoniljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemännoniljoonaa	ännoniljoonaa
NUM_51seitsemänoktiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänoktiljardia	änoktiljardia
NUM_51seitsemänoktiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänoktiljoonaa	änoktiljoonaa
NUM_51seitsemänpiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänpiljardia	änpiljardia
NUM_51seitsemänpiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänpiljoonaa	änpiljoonaa
NUM_51seitsemänsataa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänsataa	änsataa
NUM_51seitsemänseitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemänseitsemättä	änseitsemättä
NUM_51seitsemänsentiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänsentiljardia	änsentiljardia
NUM_51seitsemänsentiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänsentiljoonaa	änsentiljoonaa
NUM_51seitsemänseptiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänseptiljardia	änseptiljardia
NUM_51seitsemänseptiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänseptiljoonaa	änseptiljoonaa
NUM_51seitsemäntoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntoista	äntoista
NUM_51seitsemäntredekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntredekiljardia	äntredekiljardia
NUM_51seitsemäntredekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntredekiljoonaa	äntredekiljoonaa
NUM_51seitsemäntriljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntriljardia	äntriljardia
NUM_51seitsemäntriljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntriljoonaa	äntriljoonaa
NUM_51seitsemäntsiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntsiljardia	äntsiljardia
NUM_51seitsemäntsiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntsiljoonaa	äntsiljoonaa
NUM_51seitsemäntuhatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäntuhatta	äntuhatta
NUM_51seitsemänundekiljardia	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänundekiljardia	änundekiljardia
NUM_51seitsemänundekiljoonaa	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemänundekiljoonaa	änundekiljoonaa
NUM_51seitsemänviidettä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemänviidettä	änviidettä
NUM_51seitsemänyhdeksättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemänyhdeksättä	änyhdeksättä
NUM_51seitsemäsbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsbiljardis	sbiljardis
NUM_51seitsemäsbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsbiljoonas	sbiljoonas
NUM_51seitsemäsdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsdekiljardis	sdekiljardis
NUM_51seitsemäsdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsdekiljoonas	sdekiljoonas
NUM_51seitsemäsduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsduodekiljardis	sduodekiljardis
NUM_51seitsemäsduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsduodekiljoonas	sduodekiljoonas
NUM_51seitsemäskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskahdeksatta	skahdeksatta
NUM_51seitsemäskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskiljardis	skiljardis
NUM_51seitsemäskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskiljoonas	skiljoonas
NUM_51seitsemäskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskolmatta	skolmatta
NUM_51seitsemäskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskuudetta	skuudetta
NUM_51seitsemäskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskvadriljardis	skvadriljardis
NUM_51seitsemäskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskvadriljoonas	skvadriljoonas
NUM_51seitsemäskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskvintiljardis	skvintiljardis
NUM_51seitsemäskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäskvintiljoonas	skvintiljoonas
NUM_51seitsemäskymmenes	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemäskymmenes	skymmenes
NUM_51seitsemäsmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsmiljardis	smiljardis
NUM_51seitsemäsmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsmiljoonas	smiljoonas
NUM_51seitsemäsneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemäsneljättä	sneljättä
NUM_51seitsemäsnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsnoniljardis	snoniljardis
NUM_51seitsemäsnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsnoniljoonas	snoniljoonas
NUM_51seitsemäsoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsoktiljardis	soktiljardis
NUM_51seitsemäsoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsoktiljoonas	soktiljoonas
NUM_51seitsemäspiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäspiljardis	spiljardis
NUM_51seitsemäspiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäspiljoonas	spiljoonas
NUM_51seitsemässadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemässadas	ssadas
NUM_51seitsemässeitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemässeitsemättä	sseitsemättä
NUM_51seitsemässentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemässentiljardis	ssentiljardis
NUM_51seitsemässentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemässentiljoonas	ssentiljoonas
NUM_51seitsemässeptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemässeptiljardis	sseptiljardis
NUM_51seitsemässeptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemässeptiljoonas	sseptiljoonas
NUM_51seitsemästoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästoista	stoista
NUM_51seitsemästredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästredekiljardis	stredekiljardis
NUM_51seitsemästredekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästredekiljoonas	stredekiljoonas
NUM_51seitsemästriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästriljardis	striljardis
NUM_51seitsemästriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästriljoonas	striljoonas
NUM_51seitsemästsiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästsiljardis	stsiljardis
NUM_51seitsemästsiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästsiljoonas	stsiljoonas
NUM_51seitsemästuhannes	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemästuhannes	stuhannes
NUM_51seitsemäsundekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsundekiljardis	sundekiljardis
NUM_51seitsemäsundekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	seitsemäsundekiljoonas	sundekiljoonas
NUM_51seitsemäsviidettä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemäsviidettä	sviidettä
NUM_51seitsemäsyhdeksättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	seitsemäsyhdeksättä	syhdeksättä
NUM_51viidesbiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesbiljardis	sbiljardis
NUM_51viidesbiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesbiljoonas	sbiljoonas
NUM_51viidesdekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesdekiljardis	sdekiljardis
NUM_51viidesdekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesdekiljoonas	sdekiljoonas
NUM_51viidesduodekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesduodekiljardis	sduodekiljardis
NUM_51viidesduodekiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesduodekiljoonas	sduodekiljoonas
NUM_51viideskahdeksatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskahdeksatta	skahdeksatta
NUM_51viideskiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskiljardis	skiljardis
NUM_51viideskiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskiljoonas	skiljoonas
NUM_51viideskolmatta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskolmatta	skolmatta
NUM_51viideskuudetta	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskuudetta	skuudetta
NUM_51viideskvadriljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskvadriljardis	skvadriljardis
NUM_51viideskvadriljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskvadriljoonas	skvadriljoonas
NUM_51viideskvintiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskvintiljardis	skvintiljardis
NUM_51viideskvintiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viideskvintiljoonas	skvintiljoonas
NUM_51viideskymmenes	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	viideskymmenes	skymmenes
NUM_51viidesmiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesmiljardis	smiljardis
NUM_51viidesmiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesmiljoonas	smiljoonas
NUM_51viidesneljättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	viidesneljättä	sneljättä
NUM_51viidesnoniljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesnoniljardis	snoniljardis
NUM_51viidesnoniljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesnoniljoonas	snoniljoonas
NUM_51viidesoktiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesoktiljardis	soktiljardis
NUM_51viidesoktiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesoktiljoonas	soktiljoonas
NUM_51viidespiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidespiljardis	spiljardis
NUM_51viidespiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidespiljoonas	spiljoonas
NUM_51viidessadas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidessadas	ssadas
NUM_51viidesseitsemättä	NUM	NUMERAL	51	None	False	weaken	front	None	None	False	False	viidesseitsemättä	sseitsemättä
NUM_51viidessentiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidessentiljardis	ssentiljardis
NUM_51viidessentiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidessentiljoonas	ssentiljoonas
NUM_51viidesseptiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesseptiljardis	sseptiljardis
NUM_51viidesseptiljoonas	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidesseptiljoonas	sseptiljoonas
NUM_51viidestoista	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidestoista	stoista
NUM_51viidestredekiljardis	NUM	NUMERAL	51	None	False	weaken	back	None	None	False	False	viidestredekiljardis	stredekiljardis
