lemma	homonym	new_para	origin
As Sulayyil	PROPN	PROPN_ZEN	finer
As Suwaydah	PROPN	PROPN_PUNK	finer
Asbe Teferi	PROPN	PROPN_TYYLI	finer
Ascoli Piceno	PROPN	PROPN_TALO	finer
Aserrio de Gariche	PROPN	PROPN_ROSÉ	finer
Aserrío de Gariché	PROPN	PROPN_ROSÉ	finer
Aseveljien Työjärjestö	PROPN	PROPN_JÄÄTELÖ	finer
Ashok Nagar	PROPN	PROPN_PUNK	finer
Asia Pacific Breweries	PROPN	PROPN_ZEN	finer
Asia Pacific Investment	PROPN	PROPN_ZEN	finer
Asiana Airlines	PROPN	PROPN_PUNK	finer
Asikkalan Raikas	PROPN	PROPN_ASUKAS	finer
Asikkalan kirkonkylä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
Askalan voimala	PROPN	PROPN_KITARA	finer
Askolan kanava	PROPN	PROPN_VOIMA	finer
Aspocomp Group	PROPN	PROPN_PUNK	finer
Assa Abloy	PROPN	PROPN_COWBOY	finer
Associated Press	PROPN	PROPN_ZEN	omorfi
Association for Computing Machinery	PROPN	PROPN_KÄRRY	finer
Astaneh Ashrafieh	PROPN	PROPN_PUNK	finer
Astir Palace Hotel	PROPN	PROPN_STADION	finer
Aston Martin	PROPN	PROPN_PUNK	finer
Astrahanin alue	PROPN	PROPN_ASTE	finer
Asunto Oy Kokkolan Grand	PROPN	PROPN_PUNK	finer
Asunto-, toimitila- ja rakennuttajaliitto	NOUN	NOUN_HIRTTO	unk
Asuntorakentamisen Kehityssäätiö	PROPN	PROPN_HÄIRIÖ	finer
Asustek Computer	PROPN	PROPN_STADION	finer
Atari Intercative	PROPN	PROPN_NALLE	finer
Atine Group	PROPN	PROPN_PUNK	finer
Atlantic City	PROPN	PROPN_KÄRRY	finer
Atlantin valtameri	PROPN	PROPN_MERI	enwikt
Atlas Copco	PROPN	PROPN_TALO	finer
Atlas Energy	PROPN	PROPN_KÄRRY	finer
Atlas Servicios Empresariales	PROPN	PROPN_PUNK	finer
Atlético Madrid	PROPN	PROPN_PUNK	finer
Atomic Object	PROPN	PROPN_PUNK	finer
Atomico Ventures	PROPN	PROPN_PUNK	finer
Atos Origin	PROPN	PROPN_PUNK	finer
Atria Skandinavia	PROPN	PROPN_MAKKARA	finer
Atria Suomi	PROPN	PROPN_ONNI	finer
Atron voimala	PROPN	PROPN_KITARA	finer
Attendo MedOne Hoiva	PROPN	PROPN_VOIMA	finer
Audi Electronics Venture	PROPN	PROPN_NALLE	finer
Auermavaaran Välimurista	PROPN	PROPN_KIRJA	finer
Augstsprieguma Tikls	PROPN	PROPN_ZEN	finer
Auhtijoen Latva-aapa	PROPN	PROPN_SALPA	finer
Aulangon Heikkilä	PROPN	PROPN_HÄKKYRÄ	finer
Aulin Peräsaari	PROPN	PROPN_RUUHI	finer
Aunen Matin saari	PROPN	PROPN_RUUHI	finer
Aunen ja Unton lampi	PROPN	PROPN_SAMPI	finer
Aura Basket	PROPN	PROPN_PUNK	finer
Auran Vannas	PROPN	PROPN_KINNAS	finer
Aurator Varainhoito	PROPN	PROPN_VETO	finer
Aureen Korpijärvi	PROPN	PROPN_KIVI	finer
Auringonpimennyksen muistomerkki	PROPN	PROPN_LOKKI	finer
Australian liittovaltio	PROPN	PROPN_TUOMIO	enwikt
Austrian Airlines	PROPN	PROPN_PUNK	finer
Aution Löyhinki	PROPN	PROPN_HÄMMINKI	finer
Aution Musta	PROPN	PROPN_VOIMA	finer
Autismi- ja Aspergerliitto	PROPN	PROPN_HIRTTO	finer
Auto- ja Konealan Unioni	PROPN	PROPN_KANAALI	finer
Auto- ja Kuljetusalan Työntekijäliitto	PROPN	PROPN_HIRTTO	finer
Auto- ja Kuljetustyöväen Liitto	PROPN	PROPN_HIRTTO	finer
Auto- ja konekaupan toimihenkilöliitto	PROPN	PROPN_HIRTTO	finer
Autoalan keskusliitto	PROPN	PROPN_HIRTTO	finer
Autoalan tiedotuskeskus	PROPN	PROPN_VAKUUTUS	finer
Autokoulunopettajain Liitto	PROPN	PROPN_HIRTTO	finer
Automatia Pankkiautomaatit	PROPN	PROPN_KASTANJETIT	finer
Autoparkki Norden	PROPN	PROPN_STADION	finer
Autotalo Laakkonen	PROPN	PROPN_AAKKOSTAMINEN	finer
Auttin asutusalue	PROPN	PROPN_ASTE	finer
Avain Asumisoikeus	PROPN	PROPN_AAKKOSELLISUUS	finer
Avery Dennison Corporation	PROPN	PROPN_STADION	finer
Avia Express	PROPN	PROPN_ZEN	finer
Avian Securities	PROPN	PROPN_PUNK	finer
Avitrans Nordic	PROPN	PROPN_PUNK	finer
Axe Private Equity	PROPN	PROPN_KÄRRY	finer
Axel Springer	PROPN	PROPN_BESSERWISSER	finer
Axis Bank	PROPN	PROPN_PUNK	finer
Aztec Analytics	PROPN	PROPN_ZEN	finer
B & B	NOUN	NOUN_ACRO_EE	unk
BAE Systems	PROPN	PROPN_ZEN	finer
BBC Worldwide	PROPN	PROPN_NALLE	finer
BC Jyväskylä	PROPN	PROPN_HÖPÖTTÄJÄ	finer
BC Nokia	PROPN	PROPN_MAKKARA	finer
BCA Research	PROPN	PROPN_PUNK	finer
BE Group	PROPN	PROPN_PUNK	finer
BHP Billiton	PROPN	PROPN_PUNK	finer
BNP Paribas Investment Partners	PROPN	PROPN_PUNK	finer
BNP Paribas	PROPN	PROPN_PUNK	finer
Babylonin riippuvat puutarhat	PROPN	PROPN_JUHLAT	enwikt
Bac Can	PROPN	PROPN_PUNK	finer
Bach Long Vi	PROPN	PROPN_BRIE	finer
Back Office Services Estonia	PROPN	PROPN_MAKKARA	finer
Backfill Specialists	PROPN	PROPN_PUNK	finer
Bad Aussee	PROPN	PROPN_MATEE	finer
Bad Homburg vor der Höhe	PROPN	PROPN_NISSE	finer
Bad Ischl	PROPN	PROPN_ZEN	finer
Bad Salzuflen	PROPN	PROPN_STADION	finer
Bad Tuschnad	PROPN	PROPN_PUNK	finer
Bago City	PROPN	PROPN_KÄRRY	finer
Bahia Blanca	PROPN	PROPN_KIRJA	finer
Bahir Dar	PROPN	PROPN_PUNK	finer
Baia Mare	PROPN	PROPN_NALLE	finer
Baia Sprie	PROPN	PROPN_BERNIE	finer
Baia de Arama	PROPN	PROPN_VOIMA	finer
Baia de Aramă	PROPN	PROPN_VODĂ	finer
Baia de Aries	PROPN	PROPN_PUNK	finer
Baia de Arieș	PROPN	PROPN_PUNK	finer
Baile Govora	PROPN	PROPN_VOIMA	finer
Baile Herculane	PROPN	PROPN_NALLE	finer
Baile Olanesti	PROPN	PROPN_RUUVI	finer
Baile Tusnad	PROPN	PROPN_PUNK	finer
Bain Capital	PROPN	PROPN_PUNK	finer
Bainbridge Group	PROPN	PROPN_PUNK	finer
Bajos de Haina	PROPN	PROPN_KIRJA	finer
Bajram Curri	PROPN	PROPN_RUUVI	finer
Bakov nad Jizerou	PROPN	PROPN_KUNGFU	finer
Baldor Electric Company	PROPN	PROPN_KÄRRY	finer
Baltian kilpi	PROPN	PROPN_RUUHI	enwikt
Baltian maa	PROPN	PROPN_MAA	enwikt
Baltian meri	PROPN	PROPN_MERI	enwikt
Baltic Business News	PROPN	PROPN_ZEN	finer
Baltic Pilot	PROPN	PROPN_PUNK	finer
Baltic Sea Action Group	PROPN	PROPN_PUNK	finer
Baltic Sea Trade Union Network	PROPN	PROPN_PUNK	finer
Baltoji Voke	PROPN	PROPN_ROSÉ	finer
Baltoji Vokė	PROPN	PROPN_ROSÉ	finer
Ban Houayxay	PROPN	PROPN_GAY	finer
Banca Carige	PROPN	PROPN_NALLE	finer
Banca Civica Savings Bank Group	PROPN	PROPN_PUNK	finer
Banca Monte dei Paschi di Siena	PROPN	PROPN_KIRJA	finer
Banco BPI	PROPN	PROPN_ACRO_II	unk
Banco Bilbao Vizcaya Argentaria	PROPN	PROPN_MAKKARA	finer
Banco Bilbao Vizcaya	PROPN	PROPN_KIRJA	finer
Banco Comercial	PROPN	PROPN_PUNK	finer
Banco PopularAllied Irish Banks	PROPN	PROPN_PUNK	finer
Banco Santander	PROPN	PROPN_PUNK	finer
Banco de Valencia	PROPN	PROPN_MAKKARA	finer
Banda Aceh	PROPN	PROPN_PUNK	finer
Bandar Abbas	PROPN	PROPN_PUNK	finer
Bandar Anzali	PROPN	PROPN_RUUVI	finer
Bandar Beyla	PROPN	PROPN_KIRJA	finer
Bandar Charak	PROPN	PROPN_PUNK	finer
Bandar Imam	PROPN	PROPN_PUNK	finer
Bandar Lampung	PROPN	PROPN_PUNK	finer
Bandar Lengeh	PROPN	PROPN_ZEN	finer
Bandar Seri Begawan	PROPN	PROPN_PUNK	finer
Bandar Torkman	PROPN	PROPN_PUNK	finer
Bang & Bonsomer	PROPN	PROPN_PUNK	finer
Bani Suwayf	PROPN	PROPN_ZEN	finer
Bani Walid	PROPN	PROPN_PUNK	finer
Banja Luka	PROPN	PROPN_VOIMA	finer
Bank Handlowy	PROPN	PROPN_KÄRRY	finer
Bank Moskvy	PROPN	PROPN_KÄRRY	finer
Bank United Financial Corp	PROPN	PROPN_PUNK	finer
Bank Zachod	PROPN	PROPN_PUNK	finer
Bank Zadhodni WBK	PROPN	PROPN_ACRO_OO	unk
Bank of Americ	PROPN	PROPN_PUNK	finer
Bank of America	PROPN	PROPN_KIRJA	finer
Bank of China Hong Kong Holdings	PROPN	PROPN_PUNK	finer
Bank of China	PROPN	PROPN_KIRJA	finer
Bank of Communications	PROPN	PROPN_PUNK	finer
Bank of Cyprus	PROPN	PROPN_PUNK	finer
Bank of Greece	PROPN	PROPN_NISSE	finer
Bank of Ireland	PROPN	PROPN_PUNK	finer
Bank of New Zealand	PROPN	PROPN_PUNK	finer
Bank of Tokyo-Mitsubishi	PROPN	PROPN_RUUVI	finer
BankInvest Asset Management	PROPN	PROPN_PUNK	finer
Bankhaus Lampe	PROPN	PROPN_NALLE	finer
Banovce nad Bebravou	PROPN	PROPN_KUNGFU	finer
Banque Federative du Credit Mutuel	PROPN	PROPN_PUNK	finer
Banque Nationale de Belgique	PROPN	PROPN_NALLE	finer
Banque Saudi Fransi	PROPN	PROPN_RUUVI	finer
Banska Bystrica	PROPN	PROPN_KIRJA	finer
Banska Stiavnica	PROPN	PROPN_KIRJA	finer
Banská Bystrica	PROPN	PROPN_KIRJA	finer
Banská Štiavnica	PROPN	PROPN_KIRJA	finer
Baptistien maailmanliitto	PROPN	PROPN_HIRTTO	finer
Baqa al-Gharbiyye	PROPN	PROPN_NISSE	finer
Bar Harbor	PROPN	PROPN_PUNK	finer
Baranow Sandomierski	PROPN	PROPN_RUUVI	finer
Baranów Sandomierski	PROPN	PROPN_RUUVI	finer
Barclays Bank	PROPN	PROPN_PUNK	finer
Barclays Capital	PROPN	PROPN_PUNK	finer
Barentsin euroarktinen neuvosto	PROPN	PROPN_RUIPELO	finer
Barnes & Noble	PROPN	PROPN_NALLE	finer
Bartholinin rauhanen	NOUN	NOUN_AAKKOSTAMINEN	enwikt
Basket Savonlinna	PROPN	PROPN_KIRJA	finer
Basse Santa Su	PROPN	PROPN_KUNGFU	finer
Bat Yam	PROPN	PROPN_PUNK	finer
Baton Rouge	PROPN	PROPN_NALLE	finer
Bats Global Markets	PROPN	PROPN_PUNK	finer
Battle Creek	PROPN	PROPN_ZEN	finer
Baupost Group	PROPN	PROPN_PUNK	finer
Bay City	PROPN	PROPN_KÄRRY	finer
Bayer 04 Leverkusen Fußball	PROPN	PROPN_PUNK	finer
Bayer CropSciences	PROPN	PROPN_PUNK	finer
Bayerische Landesbank	PROPN	PROPN_PUNK	finer
Bayerische Motoren Werke	PROPN	PROPN_NISSE	finer
Bayern München	PROPN	PROPN_ZEN	finer
Bazar Tete	PROPN	PROPN_NISSE	finer
Beach Volley Tampere	PROPN	PROPN_ASTE	finer
Bear Stearns	PROPN	PROPN_PUNK	finer
Becker Capital Management	PROPN	PROPN_PUNK	finer
Becov nad Teplou	PROPN	PROPN_KUNGFU	finer
Beef Products	PROPN	PROPN_PUNK	finer
Beijing Automotive Industry Holding	PROPN	PROPN_PUNK	finer
Beijing Foton Daimler Automotive	PROPN	PROPN_NALLE	finer
Beijing Zhongkun Investment Group	PROPN	PROPN_PUNK	finer
Beiqi Foton	PROPN	PROPN_PUNK	finer
Beit She’an	PROPN	PROPN_PUNK	finer
Bela nad Radbuzou	PROPN	PROPN_KUNGFU	finer
Bela pod Bezdezem	PROPN	PROPN_ZEN	finer
Belford Roxo	PROPN	PROPN_TALO	finer
Belgorodin alue	PROPN	PROPN_ASTE	finer
Beli Manastir	PROPN	PROPN_PUNK	finer
Belize City	PROPN	PROPN_KÄRRY	finer
Bella Union	PROPN	PROPN_PUNK	finer
Bella Unión	PROPN	PROPN_PUNK	finer
Bella Veneet	PROPN	PROPN_RÄMEET	finer
Belo Horizonte	PROPN	PROPN_NALLE	finer
Beluga Shipping	PROPN	PROPN_ZEN	finer
Ben Arous	PROPN	PROPN_PUNK	finer
Ben Bernanke	PROPN	PROPN_NALLE	finer
Benatky nad Jizerou	PROPN	PROPN_KUNGFU	finer
Bene Beraq	PROPN	PROPN_PUNK	finer
Benesov nad Ploucnici	PROPN	PROPN_GAY	finer
Benešov nad Ploučnicí	PROPN	PROPN_BRASSERIE	finer
Beni Abbes	PROPN	PROPN_PUNK	finer
Beni Hassen	PROPN	PROPN_PUNK	finer
Beni Mellal	PROPN	PROPN_PUNK	finer
Benin City	PROPN	PROPN_KÄRRY	finer
Benque Viejo del Carmen	PROPN	PROPN_STADION	finer
Benátky nad Jizerou	PROPN	PROPN_KUNGFU	finer
Berenberg Bank	PROPN	PROPN_PUNK	finer
Bergen Capital	PROPN	PROPN_PUNK	finer
Bergen Group Fosen	PROPN	PROPN_PUNK	finer
Bergen op Zoom	PROPN	PROPN_PUNK	finer
Bergisch Gladbach	PROPN	PROPN_PUNK	finer
Bergön lautta	PROPN	PROPN_MITTA	finer
Berkshire Hathaway	PROPN	PROPN_GAY	finer
Bermudan kolmio	PROPN	PROPN_TUOMIO	enwikt
Berne Declaration	PROPN	PROPN_STADION	finer
Bernstein Research	PROPN	PROPN_PUNK	finer
Bespoke Investment	PROPN	PROPN_ZEN	finer
Best Buy	PROPN	PROPN_COWBOY	finer
Bet Shemesh	PROPN	PROPN_ZEN	finer
Betsson Group	PROPN	PROPN_PUNK	finer
Better Place	PROPN	PROPN_NALLE	finer
Beverly Hills	PROPN	PROPN_ZEN	finer
Bečov nad Teplou	PROPN	PROPN_KUNGFU	finer
Be’er Sheva	PROPN	PROPN_KIRJA	finer
Bharat Sanchar Nigam	PROPN	PROPN_PUNK	finer
Bharti Airtel	PROPN	PROPN_PUNK	finer
Bhilai Nagar	PROPN	PROPN_PUNK	finer
Biala Piska	PROPN	PROPN_KIRJA	finer
Biala Podlaska	PROPN	PROPN_KIRJA	finer
Biala Prudnicka	PROPN	PROPN_KIRJA	finer
Biala Rawska	PROPN	PROPN_KIRJA	finer
Bialy Bor	PROPN	PROPN_PUNK	finer
Bialy Bór	PROPN	PROPN_ZEN	finer
Bibliofiilien seura	PROPN	PROPN_KIRJA	finer
Bielsk Podlaski	PROPN	PROPN_RUUVI	finer
Big Bend	PROPN	PROPN_ZEN	finer
Big Mac	NOUN	NOUN_PUNK	enwikt
Bijelo Polje	PROPN	PROPN_NALLE	finer
Bijou Brigitte	PROPN	PROPN_NISSE	finer
Bik Bok	PROPN	PROPN_PUNK	finer
Bike World	PROPN	PROPN_PUNK	finer
Bila Tserkva	PROPN	PROPN_KIRJA	finer
Biograd na Moru	PROPN	PROPN_ASU	finer
Biotie Therapies	PROPN	PROPN_PUNK	finer
Bir Moghrein	PROPN	PROPN_PUNK	finer
BirdLife International	PROPN	PROPN_PUNK	finer
BirdLife Suomi	PROPN	PROPN_ONNI	finer
Birgitan polku	PROPN	PROPN_ALKU	finer
Bjarmien maa	PROPN	PROPN_MAA	enwikt
Bjorkqvist Negociate	PROPN	PROPN_NALLE	finer
Björn Borg	PROPN	PROPN_PUNK	finer
Black Astrum	PROPN	PROPN_PUNK	finer
Black Lives Matter	PROPN	PROPN_PUNK	omorfi
Black River	PROPN	PROPN_BESSERWISSER	finer
Blaylock Robert Van	PROPN	PROPN_PUNK	finer
Blizzard Entertainment	PROPN	PROPN_PUNK	finer
Blohm + Voss	PROPN	PROPN_PUNK	finer
Bloomberg Finance	PROPN	PROPN_NALLE	finer
Blue Coat	PROPN	PROPN_PUNK	finer
Blue Lake Communications	PROPN	PROPN_PUNK	finer
Blue Oak Advisors	PROPN	PROPN_PUNK	finer
Blue Paper	PROPN	PROPN_STADION	finer
Blue Ridge Capital	PROPN	PROPN_PUNK	finer
Blue White Alternative Investments	PROPN	PROPN_ZEN	finer
Bluecrest Capital	PROPN	PROPN_PUNK	finer
Blues volley	PROPN	PROPN_JOCKEY	finer
Bo Rai	PROPN	PROPN_HAI	finer
Boa Vista	PROPN	PROPN_KIRJA	finer
Board of European Students of Technology	PROPN	PROPN_KÄRRY	finer
Bob Helsinki	PROPN	PROPN_HÄMMINKI	finer
Bobo Dioulasso	PROPN	PROPN_TALO	finer
Boca Raton	PROPN	PROPN_PUNK	finer
Boca de Parita	PROPN	PROPN_PATA	finer
Bocas Town	PROPN	PROPN_PUNK	finer
Bohusovice nad Ohri	PROPN	PROPN_BRASSERIE	finer
Bohušovice nad Ohří	PROPN	PROPN_BRASSERIE	finer
Bolsas & Mercados Espanoles	PROPN	PROPN_PUNK	finer
Bom Successo	PROPN	PROPN_TALO	finer
Bonnier Books Finland	PROPN	PROPN_PUNK	finer
Bons & Evers Holding	PROPN	PROPN_PUNK	finer
Boomareiden Olutseura	PROPN	PROPN_KIRJA	finer
Bordj Bou Arreridj	PROPN	PROPN_PUNK	finer
Borealis Polymers	PROPN	PROPN_ZEN	finer
Borek Wielkopolski	PROPN	PROPN_RUUVI	finer
Borenius & Kemppinen	PROPN	PROPN_KYLKIÄINEN	finer
Borgo Maggiore	PROPN	PROPN_NALLE	finer
Borne Sulinowo	PROPN	PROPN_TALO	finer
Borussia Dortmund	PROPN	PROPN_PUNK	finer
Bosanska Dubica	PROPN	PROPN_KIRJA	finer
Bosanska Gradiska	PROPN	PROPN_KIRJA	finer
Bosanska Gradiška	PROPN	PROPN_KIRJA	finer
Bosanski Brod	PROPN	PROPN_PUNK	finer
Bosanski Novi	PROPN	PROPN_RUUVI	finer
Bosanski Samac	PROPN	PROPN_PUNK	finer
Bosanski Šamac	PROPN	PROPN_PUNK	finer
Bosnia ja Hertsegovina	PROPN	PROPN_KITARA	finer|fiwikt
Bossier City	PROPN	PROPN_KÄRRY	finer
Boston Beer Company	PROPN	PROPN_KÄRRY	finer
Boston Consulting Group	PROPN	PROPN_PUNK	finer
Botanic Gardens Conservation International	PROPN	PROPN_PUNK	finer
Botnia Fox	PROPN	PROPN_PUNK	finer
Bou Arfa	PROPN	PROPN_KIRJA	finer
Bourse Direct	PROPN	PROPN_ZEN	finer
Bouygues Travaux Publics	PROPN	PROPN_PUNK	finer
Bowling Green	PROPN	PROPN_ZEN	finer
Braeburn Capital	PROPN	PROPN_PUNK	finer
Brandenburg an der Havel	PROPN	PROPN_STADION	finer
Brandys nad Labem-Stara Boleslav	PROPN	PROPN_PUNK	finer
Brandys nad Orlici	PROPN	PROPN_GAY	finer
Brandýs nad Labem-Stará Boleslav	PROPN	PROPN_PUNK	finer
Brandýs nad Orlicí	PROPN	PROPN_BRASSERIE	finer
Braskin teollisuusalue	PROPN	PROPN_ASTE	finer
Braunau am Inn	PROPN	PROPN_ZEN	finer
Brazzavillen Kongo	PROPN	PROPN_TALO	finer
Brezova nad Svitavou	PROPN	PROPN_KUNGFU	finer
Brezova pod Bradlom	PROPN	PROPN_PUNK	finer
Brezová pod Bradlom	PROPN	PROPN_PUNK	finer
Bridgewater Associates	PROPN	PROPN_PUNK	finer
Brighton and Hove	PROPN	PROPN_NALLE	finer
Brightwell Holdings	PROPN	PROPN_PUNK	finer
Brilliance Communications	PROPN	PROPN_PUNK	finer
Bring Citymail	PROPN	PROPN_PUNK	finer
British Airways	PROPN	PROPN_ZEN	finer
British American Tobacco	PROPN	PROPN_TALO	finer
British Energy	PROPN	PROPN_KÄRRY	finer
British Gas	PROPN	PROPN_PUNK	finer
British Petroleum	PROPN	PROPN_PUNK	finer
British Sky Broadcasting Group	PROPN	PROPN_PUNK	finer
British Telecom	PROPN	PROPN_PUNK	finer
Brittiläinen Kolumbia	PROPN	PROPN_MAKKARA	finer
Brittiläiset Neitsytsaaret	PROPN	PROPN_SAARET	finer
Brjanskin alue	PROPN	PROPN_ASTE	finer
Broken Arrow	PROPN	PROPN_SHOW	finer
Broken Hill	PROPN	PROPN_ZEN	finer
Bromma Conquip	PROPN	PROPN_PUNK	finer
Brookings Instution	PROPN	PROPN_PUNK	finer
Brookside Capital Management	PROPN	PROPN_PUNK	finer
Bruck an der Mur	PROPN	PROPN_PUNK	finer
Brzeg Dolny	PROPN	PROPN_KÄRRY	finer
Brzesc Kujawski	PROPN	PROPN_RUUVI	finer
Bua Chum	PROPN	PROPN_PUNK	finer
Budisov nad Budisovkou	PROPN	PROPN_KUNGFU	finer
Budišov nad Budišovkou	PROPN	PROPN_KUNGFU	finer
Budolajien suomalaiset kattojärjestöt	PROPN	PROPN_JÄRJESTÖT	finer
Budyne nad Ohri	PROPN	PROPN_BRASSERIE	finer
Budyně nad Ohří	PROPN	PROPN_BRASSERIE	finer
Buenos Aires	PROPN	PROPN_PUNK	finer
Bugbear Entertainment	PROPN	PROPN_PUNK	finer
Bulgarian tasavalta	PROPN	PROPN_VALTA	enwikt
Bur Saalax	PROPN	PROPN_PUNK	finer
Bur Safajah	PROPN	PROPN_PUNK	finer
Bureau ICE	PROPN	PROPN_ACRO_EE	unk
Bureau International Permanent de la Paix	PROPN	PROPN_PARFAIT	finer
Bureau International des Poids et Mesures	PROPN	PROPN_PUNK	finer
Burger King	PROPN	PROPN_ZEN	finer
Burkina Faso	PROPN	PROPN_TALO	finer
Bus-Trip Helsinki	PROPN	PROPN_HÄMMINKI	finer
Business Insider	PROPN	PROPN_BESSERWISSER	finer
Bysantin valtakunta	PROPN	PROPN_VOIMA	enwikt
Bystrice nad Pernstejnem	PROPN	PROPN_ZEN	finer
Bystrice pod Hostynem	PROPN	PROPN_ZEN	finer
Bystrzyca Klodzka	PROPN	PROPN_VOIMA	finer
Bystřice nad Pernštejnem	PROPN	PROPN_ZEN	finer
Bystřice pod Hostýnem	PROPN	PROPN_PUNK	finer
Bytom Odrzanski	PROPN	PROPN_RUUVI	finer
Bánovce nad Bebravou	PROPN	PROPN_KUNGFU	finer
Băile Govora	PROPN	PROPN_VOIMA	finer
Băile Herculane	PROPN	PROPN_NALLE	finer
Băile Olănești	PROPN	PROPN_RUUVI	finer
Băile Tușnad	PROPN	PROPN_PUNK	finer
Bělá nad Radbuzou	PROPN	PROPN_KUNGFU	finer
Bělá pod Bezdězem	PROPN	PROPN_ZEN	finer
Březová nad Svitavou	PROPN	PROPN_KUNGFU	finer
C More Entertainment	PROPN	PROPN_PUNK	finer
C More Group	PROPN	PROPN_PUNK	finer
CCS Insight	PROPN	PROPN_ZEN	finer
CGI Group	PROPN	PROPN_PUNK	finer
CIBE Participação	PROPN	PROPN_KUNGFU	finer
CIT Group	PROPN	PROPN_PUNK	finer
CLS Bank International	PROPN	PROPN_PUNK	finer
CMA CGM	PROPN	PROPN_ACRO_ÄKS	unk
CMC Markets	PROPN	PROPN_PUNK	finer
CME Group	PROPN	PROPN_PUNK	finer
CMPC Celulosa	PROPN	PROPN_VOIMA	finer
CMPC Maderas	PROPN	PROPN_PUNK	finer
CN Tetragen	PROPN	PROPN_PUNK	finer
CNP Assurances	PROPN	PROPN_PUNK	finer
CPS Color	PROPN	PROPN_STADION	finer
CTRL Clothing	PROPN	PROPN_PUNK	finer
CVC Capital Partners	PROPN	PROPN_PUNK	finer
CVR Energy	PROPN	PROPN_KÄRRY	finer
CWT Kaleva Travel	PROPN	PROPN_PUNK	finer
Ca Mau	PROPN	PROPN_KUNGFU	finer
Cadiz City	PROPN	PROPN_KÄRRY	finer
Cagayan de Oro	PROPN	PROPN_TALO	finer
Cairn Energy	PROPN	PROPN_KÄRRY	finer
Caisse des dépôts et consignations	PROPN	PROPN_PUNK	finer
Caixa Geral de Depositos	PROPN	PROPN_PUNK	finer
Caja Madrid	PROPN	PROPN_PUNK	finer
Caja Rural de Navarra	PROPN	PROPN_KIRJA	finer
Caja de Ahorros y Pensiones de Barcelona	PROPN	PROPN_VOIMA	finer
Cajasur Bank	PROPN	PROPN_PUNK	finer
Caldas da Rainha	PROPN	PROPN_KIRJA	finer
Calvin Klein	PROPN	PROPN_ZEN	finer
Calzada Larga	PROPN	PROPN_KIRJA	finer
Camara de Lobos	PROPN	PROPN_PUNK	finer
Cameco Corporation	PROPN	PROPN_STADION	finer
Cameron Hanover	PROPN	PROPN_STADION	finer
Cameron Winklevoss	PROPN	PROPN_PUNK	finer
Camino Maldonado	PROPN	PROPN_TALO	finer
Campbell Soup Company	PROPN	PROPN_KÄRRY	finer
Campia Turzii	PROPN	PROPN_HAI	finer
Campina Grande	PROPN	PROPN_NALLE	finer
Campo Grande	PROPN	PROPN_NALLE	finer
Campos dos Goitacazes	PROPN	PROPN_PUNK	finer
Campulung Moldovenesc	PROPN	PROPN_PUNK	finer
Canadian Imperial Bank of Commerce	PROPN	PROPN_NALLE	finer
Canal Digital	PROPN	PROPN_PUNK	finer
Cantiere Navale di Trapani	PROPN	PROPN_RUUVI	finer
Canton Properties	PROPN	PROPN_PUNK	finer
Cantor Fitzgerald	PROPN	PROPN_PUNK	finer
Cao Bang	PROPN	PROPN_PUNK	finer
Cap Haitien	PROPN	PROPN_PUNK	finer
Cap Skirring	PROPN	PROPN_ZEN	finer
CapMan Real Estate	PROPN	PROPN_NALLE	finer
Cape Coast	PROPN	PROPN_PUNK	finer
Cape Coral	PROPN	PROPN_PUNK	finer
Cape Girardeau	PROPN	PROPN_ESQUIMAU	finer
Cape Lambert Resources	PROPN	PROPN_PUNK	finer
Capgemini Finland	PROPN	PROPN_PUNK	finer
Capital Economics	PROPN	PROPN_PUNK	finer
Capital Mill	PROPN	PROPN_ZEN	finer
Capital One	PROPN	PROPN_NALLE	finer
Capital Research and Management	PROPN	PROPN_PUNK	finer
Capital Spreads	PROPN	PROPN_PUNK	finer
Capris Keittiöt	PROPN	PROPN_YHTIÖT	finer
Capstone Investments	PROPN	PROPN_ZEN	finer
Cardiff Aviation	PROPN	PROPN_STADION	finer
Carl Zeiss	PROPN	PROPN_ZEN	finer
Carlos Pellegrini	PROPN	PROPN_TYYLI	finer
Carlson Wagonlit Travel	PROPN	PROPN_PUNK	finer
Carlyle Group	PROPN	PROPN_PUNK	finer
Carl’s Jr	PROPN	PROPN_ACRO_ÄKS	unk
Carphone Warehouse	PROPN	PROPN_NALLE	finer
Carson City	PROPN	PROPN_KÄRRY	finer
Cartagena de Indias	PROPN	PROPN_PUNK	finer
Carti Sugtupu	PROPN	PROPN_APU	finer
Cartí Sugtupu	PROPN	PROPN_APU	finer
Castellon de la Plana	PROPN	PROPN_KIRJA	finer
Castellón de la Plana	PROPN	PROPN_KIRJA	finer
Castelo Branco	PROPN	PROPN_TALO	finer
Castle & Cooke	PROPN	PROPN_NALLE	finer
Castle Bruce	PROPN	PROPN_NALLE	finer
Castor Plus	PROPN	PROPN_PUNK	finer
Castrén & Snellman	PROPN	PROPN_PUNK	finer
Cat Fanciers of Finland	PROPN	PROPN_PUNK	finer
Catalunya Banc	PROPN	PROPN_PUNK	finer
Cathay Pacific	PROPN	PROPN_PUNK	finer
Catz Lappeenranta	PROPN	PROPN_KUTSUNTA	finer
Caxias do Sul	PROPN	PROPN_PUNK	finer
