continuation	stuffs	stempart	continuations... # <- HEADERS
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xabe	attanoniljarditta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xabl	altanoniljardilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xade	allanoniljardilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xall	allenoniljardille	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xela	astanoniljardista	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xess	ananoniljardina	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xgen	annoniljardin	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xill	aannoniljardiin	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xine	assanoniljardissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xnom	annoniljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xpar	aanoniljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljardia	CARDINAL|Nsg|Xtra	aksinoniljardiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xabe	ittanoniljoonitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xabl	iltanoniljoonilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xade	illanoniljoonilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xall	illenoniljoonille	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xcom	inenoniljoonine	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xela	istanoniljoonista	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xess	inanoniljoonina	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xgen	iennoniljoonien	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xill	iinnoniljooniin	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xine	issanoniljoonissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xins	innoniljoonin	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xnom	atnoniljoonat	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xpar	ianoniljoonia	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Npl|Xtra	iksinoniljooniksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xabe	attanoniljoonatta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xabl	altanoniljoonalta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xade	allanoniljoonalla	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xall	allenoniljoonalle	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xela	astanoniljoonasta	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xess	ananoniljoonana	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xgen	annoniljoonan	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xill	aannoniljoonaan	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xine	assanoniljoonassa	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xnom	annoniljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xpar	aanoniljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksannoniljoonaa	CARDINAL|Nsg|Xtra	aksinoniljoonaksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xabe	ittaoktiljardeitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xabl	iltaoktiljardeilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xade	illaoktiljardeilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xall	illeoktiljardeille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xcom	ineoktiljardeine	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xela	istaoktiljardeista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xess	inaoktiljardeina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xgen	ienoktiljardien	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xill	iinoktiljardeihin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xine	issaoktiljardeissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xins	inoktiljardein	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xnom	atoktiljardit	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xpar	iaoktiljardeja	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Npl|Xtra	iksioktiljardeiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xabe	attaoktiljarditta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xabl	altaoktiljardilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xade	allaoktiljardilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xall	alleoktiljardille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xela	astaoktiljardista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xess	anaoktiljardina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xgen	anoktiljardin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xill	aanoktiljardiin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xine	assaoktiljardissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xnom	anoktiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xpar	aaoktiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljardia	CARDINAL|Nsg|Xtra	aksioktiljardiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xabe	ittaoktiljoonitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xabl	iltaoktiljoonilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xade	illaoktiljoonilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xall	illeoktiljoonille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xcom	ineoktiljoonine	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xela	istaoktiljoonista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xess	inaoktiljoonina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xgen	ienoktiljoonien	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xill	iinoktiljooniin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xine	issaoktiljoonissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xins	inoktiljoonin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xnom	atoktiljoonat	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xpar	iaoktiljoonia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Npl|Xtra	iksioktiljooniksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xabe	attaoktiljoonatta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xabl	altaoktiljoonalta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xade	allaoktiljoonalla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xall	alleoktiljoonalle	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xela	astaoktiljoonasta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xess	anaoktiljoonana	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xgen	anoktiljoonan	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xill	aanoktiljoonaan	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xine	assaoktiljoonassa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xnom	anoktiljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xpar	aaoktiljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanoktiljoonaa	CARDINAL|Nsg|Xtra	aksioktiljoonaksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xabe	ittapiljardeitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xabl	iltapiljardeilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xade	illapiljardeilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xall	illepiljardeille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xcom	inepiljardeine	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xela	istapiljardeista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xess	inapiljardeina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xgen	ienpiljardien	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xill	iinpiljardeihin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xine	issapiljardeissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xins	inpiljardein	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xnom	atpiljardit	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xpar	iapiljardeja	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Npl|Xtra	iksipiljardeiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xabe	attapiljarditta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xabl	altapiljardilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xade	allapiljardilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xall	allepiljardille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xela	astapiljardista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xess	anapiljardina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xgen	anpiljardin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xill	aanpiljardiin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xine	assapiljardissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xnom	anpiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xpar	aapiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljardia	CARDINAL|Nsg|Xtra	aksipiljardiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xabe	ittapiljoonitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xabl	iltapiljoonilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xade	illapiljoonilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xall	illepiljoonille	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xcom	inepiljoonine	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xela	istapiljoonista	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xess	inapiljoonina	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xgen	ienpiljoonien	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xill	iinpiljooniin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xine	issapiljoonissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xins	inpiljoonin	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xnom	atpiljoonat	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xpar	iapiljoonia	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Npl|Xtra	iksipiljooniksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xabe	attapiljoonatta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xabl	altapiljoonalta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xade	allapiljoonalla	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xall	allepiljoonalle	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xela	astapiljoonasta	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xess	anapiljoonana	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xgen	anpiljoonan	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xill	aanpiljoonaan	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xine	assapiljoonassa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xnom	anpiljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xpar	aapiljoonaa	NUM_BACK_CLIT_OPT
NUM_51kahdeksanpiljoonaa	CARDINAL|Nsg|Xtra	aksipiljoonaksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xabe	ittasadoitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xabl	iltasadoilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xade	illasadoilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xall	illesadoille	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xcom	inesatoine	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xela	istasadoista	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xess	inasatoina	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xgen	iensatojen	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xill	iinsatoihin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xine	issasadoissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xins	insadoin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xnom	atsadat	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xpar	iasatoja	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Npl|Xtra	iksisadoiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xabe	attasadatta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xabl	altasadalta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xade	allasadalla	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xall	allesadalle	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xela	astasadasta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xess	anasatana	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xgen	ansadan	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xill	aansataan	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xine	assasadassa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xnom	ansataa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xpar	aasataa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansataa	CARDINAL|Nsg|Xtra	aksisadaksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xabe	ittaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xabl	iltaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xade	illaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xall	illeseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xcom	ineseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xela	istaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xess	inaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xgen	ienseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xill	iinseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xine	issaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xnom	atseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xpar	iaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Npl|Xtra	iksiseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xabe	attaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xabl	altaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xade	allaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xall	alleseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xela	astaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xess	anaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xgen	anseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xill	aanseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xine	assaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xnom	anseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xpar	aaseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksanseitsemättä	CARDINAL|Nsg|Xtra	aksiseitsemättä	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xabe	ittasentiljardeitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xabl	iltasentiljardeilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xade	illasentiljardeilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xall	illesentiljardeille	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xcom	inesentiljardeine	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xela	istasentiljardeista	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xess	inasentiljardeina	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xgen	iensentiljardien	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xill	iinsentiljardeihin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xine	issasentiljardeissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xins	insentiljardein	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xnom	atsentiljardit	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xpar	iasentiljardeja	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Npl|Xtra	iksisentiljardeiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xabe	attasentiljarditta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xabl	altasentiljardilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xade	allasentiljardilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xall	allesentiljardille	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xela	astasentiljardista	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xess	anasentiljardina	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xgen	ansentiljardin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xill	aansentiljardiin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xine	assasentiljardissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xnom	ansentiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xpar	aasentiljardia	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljardia	CARDINAL|Nsg|Xtra	aksisentiljardiksi	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xabe	ittasentiljoonitta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xabl	iltasentiljoonilta	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xade	illasentiljoonilla	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xall	illesentiljoonille	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xcom	inesentiljoonine	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xela	istasentiljoonista	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xess	inasentiljoonina	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xgen	iensentiljoonien	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xill	iinsentiljooniin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xine	issasentiljoonissa	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xins	insentiljoonin	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xnom	atsentiljoonat	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xpar	iasentiljoonia	NUM_BACK_CLIT_OPT
NUM_51kahdeksansentiljoonaa	CARDINAL|Npl|Xtra	iksisentiljooniksi	NUM_BACK_CLIT_OPT
