continuation	stuffs	stempart	continuations... # <- HEADERS
VERB_MULLATA		la	VERB_BACK_PASSIVE_T
VERB_MULLATA		taa	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_MULLATA		tas	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_MULLATA		ta	VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL
VERB_MUODOTA		don	VERB_BACK_POTENTIAL_N
VERB_MUODOTA		dot	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_MUODOTA		do	VERB_BACK_PASSIVE_T
VERB_MUODOTA		toa	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_MUODOTA		tos	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_MUTRISTAA		a	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_MUTRISTAA		et	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_MUTRISTAA		e	VERB_BACK_PASSIVE_T
VERB_MUTRISTAA			VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_MYYDÄ			VERB_FRONT_3SG_Y_PI|VERB_FRONT_CONDITIONAL|VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST
VERB_MYYDÄ		yd	VERB_FRONT_AINF|VERB_FRONT_EINF
VERB_MYYDÄ		y	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_PASSIVE_D|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_D|VERB_FRONT_DERIV_PCPS|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MÄDÄTÄ		dän	VERB_FRONT_POTENTIAL_N
VERB_MÄDÄTÄ		dät	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_IMPERATIVE|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0|VERB_FRONT_OPTATIVE_K_ARCHAIC
VERB_MÄDÄTÄ		dä	VERB_FRONT_PASSIVE_T
VERB_MÄDÄTÄ		täne	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_DERIV_PCPS
VERB_MÄDÄTÄ		tän	VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL
VERB_MÄIKYÄ		ky	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_Y|VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_DERIV_PCPS
VERB_MÄIKYÄ		yt	VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0
VERB_MÄIKYÄ		y	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_WEAK_PAST|VERB_FRONT_PASSIVE_T|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MÖNKIÄ		git	VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0
VERB_MÖNKIÄ		gi	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_PASSIVE_T
VERB_MÖNKIÄ		g	VERB_FRONT_WEAK_PAST
VERB_MÖNKIÄ		ki	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_I|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_DERIV_PCPS|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_MÖNKIÄ		k	VERB_FRONT_CONDITIONAL|VERB_FRONT_STRONG_PAST
VERB_NAKELLA		ell	VERB_BACK_AINF|VERB_BACK_EINF
VERB_NAKELLA		el	VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_L|VERB_BACK_PASSIVE_L|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_L|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_NAKELLA		kele	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_NAKELLA		keli	VERB_BACK_DERIV_JA
VERB_NAKELLA		kel	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_U
VERB_NAKERRELLA		rell	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_NAKERRELLA		rel	VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_L|VERB_BACK_PASSIVE_L|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_L
VERB_NAKERRELLA		tele	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_NAKERRELLA		teli	VERB_BACK_DERIV_JA
VERB_NAKERRELLA		tel	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_U
VERB_NIUKETA		en	VERB_BACK_POTENTIAL_N
VERB_NIUKETA		et	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_NIUKETA		e	VERB_BACK_PASSIVE_T
VERB_NIUKETA		kene	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_NIUKETA		keni	VERB_BACK_DERIV_JA
VERB_NIUKETA		ken	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL
VERB_NUOKKUA		ku	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_U|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_NUOKKUA		ut	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_NUOKKUA		u	VERB_BACK_WEAK_PRESENT|VERB_BACK_WEAK_PAST|VERB_BACK_PASSIVE_T
VERB_NÄHDÄ		e	VERB_FRONT_WEAK_PRESENT
VERB_NÄHDÄ		hd	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_NÄHDÄ		h	VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_PASSIVE_D|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_D
VERB_NÄHDÄ		ke	VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_DERIV_PCPS
VERB_NÄHDÄ		k	VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL
VERB_NÄHDÄ	Udial	h	VERB_FRONT_AINF|VERB_FRONT_EINF
VERB_NÄHDÄ			VERB_FRONT_WEAK_PAST
VERB_NÄPERTÄÄ		ret	VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0
VERB_NÄPERTÄÄ		re	VERB_FRONT_PASSIVE_T
VERB_NÄPERTÄÄ		rä	VERB_FRONT_WEAK_PRESENT
VERB_NÄPERTÄÄ		s	VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST
VERB_NÄPERTÄÄ		tä	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_Ä|VERB_FRONT_CONDITIONAL|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_DERIV_PCPS|VERB_FRONT_DERIV_PCPS|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_OLLA	Dja	olij	NOUN_MAKKARA
VERB_OLLA	Dminen	olemi	NOUN_AAKKOSTAMINEN
VERB_OLLA	Dnut	oll	ADJ_KULUNUT
VERB_OLLA		lie	VERB_FRONT_POTENTIAL_N
VERB_OLLA		ole	VERB_BACK_WEAK_PRESENT|VERB_BACK_DERIV_PCPS
VERB_OLLA		oll	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_OLLA		ol	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE_L|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_L
VERB_OLLA	Udial	oo	VERB_BACK_WEAK_PRESENT
VERB_OLLA	Vact|Cnut|Cpos|Xnom|Npl	olleet	#
VERB_OLLA	Vact|Cnut|Cpos|Xnom|Npl|Uarch	ollehet	#
VERB_OLLA	Vact|Cnut|Cpos|Xnom|Nsg	ollut	#
VERB_OLLA	Vact|Cnut|Cpos|Xnom|Nsg|Udial	ollu	#
VERB_OLLA	Vact|Dmaisilla	olemaisilla	VERB_BACK_POSS_AN
VERB_OLLA	Vact|Ie|Nsg|FTB3man	ollen	#
VERB_OLLA	Vact|Ima|Nsg|Xabe	olematta	VERB_BACK_POSS_AN_OPT
VERB_OLLA	Vact|Ima|Nsg|Xade	olemalla	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Ima|Nsg|Xela	olemasta	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Ima|Nsg|Xill	olemaan	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Ima|Nsg|Xine	olemassa	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Ima|Nsg|Xins	oleman	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Ppl1|Udial	oisimme	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Ppl2|Udial	oisitte	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Ppl3|Udial	oisivat	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg0|Udial	oisi	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg0|Udial	ois	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg1|Udial	oisin	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg2|Udial	oisit	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg3|Udial	oisi	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tcond|Psg3|Udial	ois	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpast|Npl|Ncon	olleet	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpast|Nsg|Ncon	ollut	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpast|Nsg|Ncon|Udial	ollu	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpot|Ncon	liene	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Ncon	lie	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Ppl1	lienemme	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Ppl2	lienette	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Ppl3	lienevät	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Psg1	lienen	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Psg2	lienet	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Psg3	lienee	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpot|Psg3	lie	VERB_FRONT_CLIT_OPT
VERB_OLLA	Vact|Tpres|Ppl3	ovat	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpres|Psg0	on	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpres|Psg0|Udial	ompi	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpres|Psg3	on	VERB_BACK_CLIT_OPT
VERB_OLLA	Vact|Tpres|Psg3|Udial	ompi	VERB_BACK_CLIT_OPT
VERB_OLLA	Vpss|Cnut	ol	ADJ_PARANNELTU
VERB_OMMELLA		mell	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_OMMELLA		mel	VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_L|VERB_BACK_PASSIVE_L|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_L
VERB_OMMELLA		pele	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_OMMELLA		peli	VERB_BACK_DERIV_JA
VERB_OMMELLA		pel	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_U
VERB_ONKIA		git	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_ONKIA		gi	VERB_BACK_WEAK_PRESENT|VERB_BACK_PASSIVE_T
VERB_ONKIA		g	VERB_BACK_WEAK_PAST
VERB_ONKIA		ki	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_I|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_ONKIA		k	VERB_BACK_CONDITIONAL|VERB_BACK_STRONG_PAST
VERB_PALKITA		n	VERB_BACK_POTENTIAL_N
VERB_PALKITA		tse	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_PALKITA		tsi	VERB_BACK_DERIV_JA
VERB_PALKITA		ts	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL
VERB_PALKITA		t	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_PALKITA			VERB_BACK_PASSIVE_T
VERB_PANNA		ne	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_PANNA		ni	VERB_BACK_DERIV_JA
VERB_PANNA		nn	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_PANNA		n	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_PASSIVE_N|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_N
VERB_PANNA	Udial	a	VERB_BACK_WEAK_PRESENT
VERB_PEITOTA		on	VERB_BACK_POTENTIAL_N
VERB_PEITOTA		ot	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_PEITOTA		o	VERB_BACK_PASSIVE_T
VERB_PEITOTA		toa	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_PEITOTA		tos	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_PENKOA		got	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_PENKOA		go	VERB_BACK_WEAK_PRESENT|VERB_BACK_WEAK_PAST|VERB_BACK_PASSIVE_T
VERB_PENKOA		ko	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_O|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_PENKOA		ko’	VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_PIDETÄ		den	VERB_FRONT_POTENTIAL_N
VERB_PIDETÄ		det	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_IMPERATIVE|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0|VERB_FRONT_OPTATIVE_K_ARCHAIC
VERB_PIDETÄ		de	VERB_FRONT_PASSIVE_T
VERB_PIDETÄ		tene	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_DERIV_PCPS
VERB_PIDETÄ		ten	VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL
VERB_PIERRÄ		e	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_DERIV_PCPS
VERB_PIERRÄ		r	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_OPTATIVE_R_ARCHAIC
VERB_PIERRÄ			VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_R|VERB_FRONT_PASSIVE_R|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_R
VERB_PIESTÄ		kse	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_DERIV_PCPS
VERB_PIESTÄ		ks	VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST|VERB_FRONT_CONDITIONAL
VERB_PIESTÄ		st	VERB_FRONT_AINF|VERB_FRONT_EINF
VERB_PIESTÄ		s	VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_S|VERB_FRONT_PASSIVE_T|VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0|VERB_FRONT_OPTATIVE_S_ARCHAIC
VERB_PINGOTA		gon	VERB_BACK_POTENTIAL_N
VERB_PINGOTA		got	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_PINGOTA		go	VERB_BACK_PASSIVE_T
VERB_PINGOTA		koa	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_PINGOTA		kos	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_PINGOTA		ko	VERB_BACK_CONDITIONAL
VERB_POIKETA		en	VERB_BACK_POTENTIAL_N
VERB_POIKETA		et	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_POIKETA		e	VERB_BACK_PASSIVE_T
VERB_POIKETA		kea	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_POIKETA		kes	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_POIKETA		ke	VERB_BACK_CONDITIONAL
VERB_POLKEA		jet	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_POLKEA		je	VERB_BACK_WEAK_PRESENT|VERB_BACK_PASSIVE_T
VERB_POLKEA		j	VERB_BACK_WEAK_PAST
VERB_POLKEA		ke	VERB_BACK_AINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_POLKEA		ki	VERB_BACK_EINF|VERB_BACK_DERIV_JA
VERB_POLKEA		k	VERB_BACK_CONDITIONAL|VERB_BACK_STRONG_PAST
VERB_PUKEA		et	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_PUKEA		e	VERB_BACK_WEAK_PRESENT|VERB_BACK_PASSIVE_T
VERB_PUKEA		ke	VERB_BACK_AINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_PUKEA		ki	VERB_BACK_EINF|VERB_BACK_DERIV_JA
VERB_PUKEA		k	VERB_BACK_CONDITIONAL|VERB_BACK_STRONG_PAST
VERB_PUKEA			VERB_BACK_WEAK_PAST
VERB_PULPUTA		pua	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_PULPUTA		pus	VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_PULPUTA		pu	VERB_BACK_CONDITIONAL
VERB_PULPUTA		un	VERB_BACK_POTENTIAL_N
VERB_PULPUTA		ut	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
VERB_PULPUTA		u	VERB_BACK_PASSIVE_T
VERB_PUNOA		o’	VERB_BACK_OPTATIVE_0_ARCHAIC
VERB_PUNOA		t	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_PUNOA			VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_O|VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_PASSIVE_T|VERB_BACK_DERIV_PCPS|VERB_BACK_DERIV_JA
VERB_PURKAA		a	VERB_BACK_WEAK_PRESENT
VERB_PURKAA		et	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_PURKAA		e	VERB_BACK_PASSIVE_T
VERB_PURKAA		ka	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_PURKAA		k	VERB_BACK_STRONG_PAST
VERB_PURKAA			VERB_BACK_WEAK_PAST
VERB_PUSERTUA		rut	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_PUSERTUA		ru	VERB_BACK_WEAK_PRESENT|VERB_BACK_WEAK_PAST|VERB_BACK_PASSIVE_T
VERB_PUSERTUA		tu	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_U|VERB_BACK_STRONG_PAST|VERB_BACK_CONDITIONAL|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_PYYTÄÄ		det	VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0
VERB_PYYTÄÄ		de	VERB_FRONT_PASSIVE_T
VERB_PYYTÄÄ		dä	VERB_FRONT_WEAK_PRESENT
VERB_PYYTÄÄ		s	VERB_FRONT_WEAK_PAST|VERB_FRONT_STRONG_PAST
VERB_PYYTÄÄ		tä	VERB_FRONT_AINF|VERB_FRONT_EINF|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_Ä|VERB_FRONT_CONDITIONAL|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_DERIV_PCPS|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_PÄTEÄ		det	VERB_FRONT_PASSIVE|VERB_FRONT_TUPCP_0
VERB_PÄTEÄ		de	VERB_FRONT_WEAK_PRESENT|VERB_FRONT_PASSIVE_T
VERB_PÄTEÄ		d	VERB_FRONT_WEAK_PAST
VERB_PÄTEÄ		te	VERB_FRONT_AINF|VERB_FRONT_STRONG_PRESENT|VERB_FRONT_3SG_E|VERB_FRONT_IMPERATIVE|VERB_FRONT_POTENTIAL_N|VERB_FRONT_DERIV_PCPS|VERB_FRONT_OPTATIVE_0_ARCHAIC
VERB_PÄTEÄ		ti	VERB_FRONT_EINF
VERB_PÄTEÄ		t	VERB_FRONT_CONDITIONAL|VERB_FRONT_STRONG_PAST
VERB_RAAPIA		pi	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_I|VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_N|VERB_BACK_DERIV_PCPS|VERB_BACK_OPTATIVE_0_ARCHAIC|VERB_BACK_DERIV_JA
VERB_RAAPIA		p	VERB_BACK_CONDITIONAL|VERB_BACK_STRONG_PAST
VERB_RAAPIA		vit	VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0
VERB_RAAPIA		vi	VERB_BACK_WEAK_PRESENT|VERB_BACK_PASSIVE_T
VERB_RAAPIA		v	VERB_BACK_WEAK_PAST
VERB_RAIKAA			VERB_BACK_AINF|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_A|VERB_BACK_CONDITIONAL|VERB_BACK_DERIV_PCPS
VERB_RANGAISTA		gaist	VERB_BACK_AINF|VERB_BACK_EINF
VERB_RANGAISTA		gais	VERB_BACK_IMPERATIVE|VERB_BACK_POTENTIAL_S|VERB_BACK_PASSIVE_T|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_STRONG|VERB_BACK_OPTATIVE_S_ARCHAIC
VERB_RANGAISTA		kaise	VERB_BACK_WEAK_PRESENT|VERB_BACK_STRONG_PRESENT|VERB_BACK_3SG_E|VERB_BACK_DERIV_PCPS
VERB_RANGAISTA		kaisi	VERB_BACK_DERIV_JA
VERB_RANGAISTA		kais	VERB_BACK_CONDITIONAL|VERB_BACK_WEAK_PAST|VERB_BACK_STRONG_PAST
VERB_RENNOTA		non	VERB_BACK_POTENTIAL_N
VERB_RENNOTA		not	VERB_BACK_AINF|VERB_BACK_EINF|VERB_BACK_IMPERATIVE|VERB_BACK_PASSIVE|VERB_BACK_TUPCP_0|VERB_BACK_OPTATIVE_K_ARCHAIC
