Incoming morph	analyses	stem part	continuations...	#<- HEADERS
A_BACK_CLIT_OPT			#	A_BACK_CLIT
A_BACK_WEAK_PLURALS	Npl|Xabe	{MB}i{MB}tta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xabl	{MB}i{MB}lta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xade	{MB}i{MB}lla	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xall	{MB}i{MB}lle	A_BACK_POSS_EN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xela	{MB}i{MB}sta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xine	{MB}i{MB}ssa	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xins	{MB}i{MB}n	A_BACK_CLIT_OPT
A_BACK_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}kse	A_BACK_POSS_EN_OBL
A_BACK_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}ksi	A_BACK_CLIT_OPT
A_BACK_WEAK_SINGULARS			A_BACK_PLNOM_CLIT
A_BACK_WEAK_SINGULARS	Nsg|Xabe	{MB}tta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xabl	{MB}lta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xade	{MB}lla	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xall	{MB}lle	A_BACK_POSS_EN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xela	{MB}sta	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xgen	{MB}n	A_BACK_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xine	{MB}ssa	A_BACK_POSS_AN_CLIT_OPT
A_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	A_BACK_POSS_EN_OBL
A_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	A_BACK_CLIT_OPT	A_BACK_CLIT_OPT
A_COMPOUND_0			A_COMPOUND
A_COMPOUND	B←	-	#
A_COMPOUND	Bc	{hyph?}	SUFFIX
