Incoming morph	analyses	stem part	continuations...	#<- HEADERS
PRON_FRONT_ILLATIVE_HEN_OPTPOSS	Nsg|Xill	{MB}he	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_HIN	Nsg|Xill	{MB}hin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HIN_OPTPOSS	Nsg|Xill	{MB}hin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HIN_OPTPOSS	Nsg|Xill	{MB}hi	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_HYN	Nsg|Xill	{MB}hyn	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HYN_OPTPOSS	Nsg|Xill	{MB}hyn	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HYN_OPTPOSS	Nsg|Xill	{MB}hy	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_HÄN	Nsg|Xill	{MB}hän	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HÄN_OPTPOSS	Nsg|Xill	{MB}hän	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HÄN_OPTPOSS	Nsg|Xill	{MB}hä	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_HÖN	Nsg|Xill	{MB}hön	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HÖN_OPTPOSS	Nsg|Xill	{MB}hön	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_HÖN_OPTPOSS	Nsg|Xill	{MB}hö	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_IHIN	Npl|Xill	{MB}i{MB}hin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IHIN_OPTPOSS	Npl|Xill	{MB}i{MB}hin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IHIN_OPTPOSS	Npl|Xill	{MB}i{MB}hi	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_IIN	Npl|Xill	{MB}i{MB}in	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IIN_OPTPOSS	Npl|Xill	{MB}i{MB}in	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IIN_OPTPOSS	Npl|Xill	{MB}i{MB}i	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_IN	Nsg|Xill	{MB}in	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IN_OPTPOSS	Nsg|Xill	{MB}in	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_IN_OPTPOSS	Nsg|Xill	{MB}i	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_ISIIN	Npl|Xill	{MB}i{MB}siin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ISIIN_OPTPOSS	Npl|Xill	{MB}i{MB}siin	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ISIIN_OPTPOSS	Npl|Xill	{MB}i{MB}sii	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_SEEN	Nsg|Xill	{MB}seen	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_SEEN_OPTPOSS	Nsg|Xill	{MB}seen	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_SEEN_OPTPOSS	Nsg|Xill	{MB}see	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_YN	Nsg|Xill	{MB}yn	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_YN_OPTPOSS	Nsg|Xill	{MB}yn	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_YN_OPTPOSS	Nsg|Xill	{MB}y	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_ÄN	Nsg|Xill	{MB}än	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ÄN_OPTPOSS	Nsg|Xill	{MB}än	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ÄN_OPTPOSS	Nsg|Xill	{MB}ä	PRON_FRONT_POSS
PRON_FRONT_ILLATIVE_ÖN	Nsg|Xill	{MB}ön	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ÖN_OPTPOSS	Nsg|Xill	{MB}ön	PRON_FRONT_CLIT_OPT
PRON_FRONT_ILLATIVE_ÖN_OPTPOSS	Nsg|Xill	{MB}ö	PRON_FRONT_POSS
PRON_FRONT_NOMINATIVE	Nsg|Xnom		PRON_FRONT_CLIT_OPT
PRON_FRONT_PARTITIVE_ITÄ	Npl|Xpar	{MB}i{MB}tä	PRON_FRONT_CLIT_OPT
