Incoming morph	analyses	stem part	continuations...	#<- HEADERS
N_BACK_CLIT_OPT			#	N_BACK_CLIT
N_BACK_PARTITIVE_TA	Nsg|Xpar	{MB}ta	N_BACK_POSS_AN_OPT
N_BACK_PARTITIVE_TA_ARCHAIC	Nsg|Xpar|Uarch	{MB}ta	N_BACK_POSS_AN_OPT
N_BACK_PLNOM_CLIT	Npl|Xnom	{MB}t	N_BACK_CLIT_OPT
N_BACK_PLNOM_POSS	Npl|Xnom		N_BACK_POSS
N_BACK_PLURALS			N_BACK_STRONG_PLURALS	N_BACK_WEAK_PLURALS
N_BACK_POSS_AN	O3	{MB}an	N_BACK_CLIT_OPT
N_BACK_POSS_AN_OPT			N_BACK_POSS	N_BACK_POSS_AN	N_BACK_CLIT	#
N_BACK_POSS_EN	O3	{MB}en	N_BACK_CLIT_OPT
N_BACK_POSS_EN_OBL			N_BACK_POSS	N_BACK_POSS_EN
N_BACK_POSS_EN_OPT			N_BACK_POSS	N_BACK_POSS_EN	N_BACK_CLIT	#
N_BACK_POSS	O3	{MB}nsa	N_BACK_CLIT_OPT
N_BACK_POSS	Opl1	{MB}mme	N_BACK_CLIT_OPT
N_BACK_POSS	Opl2	{MB}nne	N_BACK_CLIT_OPT
N_BACK_POSS_OPT			N_BACK_POSS	N_BACK_CLIT	#
N_BACK_POSS	Osg1	{MB}ni	N_BACK_CLIT_OPT
N_BACK_POSS	Osg2	{MB}si	N_BACK_CLIT_OPT
N_BACK_SINGULARS			N_BACK_STRONG_SINGULARS	N_BACK_WEAK_SINGULARS
N_BACK_STRONG_PLURALS	Npl|Xess	{MB}i{MB}na	N_BACK_POSS_AN_OPT
N_BACK_STRONG_PLURALS	Xcom	{MB}i{MB}ne	N_BACK_POSS_EN_OPT
N_BACK_STRONG_SINGULARS	Npl|Xnom		N_BACK_POSS
N_BACK_STRONG_SINGULARS	Nsg|Xess	{MB}na	N_BACK_POSS_AN_OPT
N_BACK_STRONG_SINGULARS	Nsg|Xgen		N_BACK_POSS
N_BACK_STRONG_SINGULARS	Nsg|Xnom		N_BACK_POSS
N_BACK_WEAK_PLURALS	Npl|Xabe	{MB}i{MB}tta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_PLURALS	Npl|Xabl	{MB}i{MB}lta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_PLURALS	Npl|Xade	{MB}i{MB}lla	N_BACK_POSS_AN_OPT
N_BACK_WEAK_PLURALS	Npl|Xall	{MB}i{MB}lle	N_BACK_POSS_EN_OPT
N_BACK_WEAK_PLURALS	Npl|Xela	{MB}i{MB}sta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_PLURALS	Npl|Xine	{MB}i{MB}ssa	N_BACK_POSS_AN_OPT
N_BACK_WEAK_PLURALS	Npl|Xins	{MB}i{MB}n	N_BACK_CLIT_OPT
N_BACK_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}kse	N_BACK_POSS_EN_OBL
N_BACK_WEAK_PLURALS	Npl|Xtra	{MB}i{MB}ksi	N_BACK_CLIT_OPT
N_BACK_WEAK_SINGULARS			N_BACK_PLNOM_CLIT
N_BACK_WEAK_SINGULARS	Nsg|Xabe	{MB}tta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xabl	{MB}lta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xade	{MB}lla	N_BACK_POSS_AN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xall	{MB}lle	N_BACK_POSS_EN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xela	{MB}sta	N_BACK_POSS_AN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xgen	{MB}n	N_BACK_CLIT_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xine	{MB}ssa	N_BACK_POSS_AN_OPT
N_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}kse	N_BACK_POSS_EN_OBL
N_BACK_WEAK_SINGULARS	Nsg|Xtra	{MB}ksi	N_BACK_CLIT_OPT	N_BACK_CLIT_OPT
N_COMPOUND_0	Nsg|Xnom		N_COMPOUND
N_COMPOUND	B←	-	#
N_COMPOUND	Bc	{hyph?}	NOUN	ADJECTIVE	SUFFIX
N_COMPOUND_IDEN	Npl|Xgen	{MB}i{MB}den	N_COMPOUND
N_COMPOUND_IEN	Npl|Xgen	{MB}i{MB}en	N_COMPOUND
N_COMPOUND_IN	Npl|Xgen	{MB}i{MB}n	N_COMPOUND
N_COMPOUND_ITTEN	Npl|Xgen	{MB}i{MB}tten	N_COMPOUND
N_COMPOUND_JEN	Npl|Xgen	{MB}j{MB}en	N_COMPOUND
N_COMPOUND_N	Nsg|Xgen	{MB}n	N_COMPOUND
N_COMPOUND_S	Ds	{DB}s	N_COMPOUND
N_COMPOUND_TEN	Npl|Xgen	{MB}ten	N_COMPOUND
N_FRONT_CLIT_OPT			#	N_FRONT_CLIT
N_FRONT_CLIT	Qhan	{MB}hän	#
N_FRONT_CLIT	Qhan|Qkaan	{MB}hän{MB}kään	#
N_FRONT_CLIT	Qhan|Qko	{MB}hän{MB}kö	#
N_FRONT_CLIT	Qhan|Qpa	{MB}hän{MB}pä	#
N_FRONT_CLIT	Qkaan	{MB}kään	#
N_FRONT_CLIT	Qkaan|Qhan	{MB}kään{MB}hän	#
N_FRONT_CLIT	Qkaan|Qkin	{MB}kään{MB}kin	#
N_FRONT_CLIT	Qkaan|Qko	{MB}kään{MB}kö	#
N_FRONT_CLIT	Qkaan|Qpa	{MB}kään{MB}pä	#
N_FRONT_CLIT	Qkin	{MB}kin	#
N_FRONT_CLIT	Qkin|Qhan	{MB}kin{MB}hän	#
N_FRONT_CLIT	Qkin|Qkaan	{MB}kin{MB}kään	#
N_FRONT_CLIT	Qkin|Qko	{MB}kin{MB}kö	#
N_FRONT_CLIT	Qkin|Qpa	{MB}kin{MB}pä	#
N_FRONT_CLIT	Qko	{MB}kö	#
