new_para	lemma	stuff	gloss
N_LUPA	lupa	lupa|NOUN|Nsg|Xnom	permit 
N_LUPA	lupaa	lupa|NOUN|Nsg|Xpar	
N_LUPA	lupana	lupa|NOUN|Nsg|Xess	
N_LUPA	luvassa	lupa|NOUN|Nsg|Xine	
N_LUPA	lupina	lupa|NOUN|Npl|Xess	
N_LUPA	luvissa	lupa|NOUN|Npl|Xine	
N_LUPA	lupien	lupa|NOUN|Npl|Xgen	
N_LEIPÄ	leipä	leipä|NOUN|Nsg|Xnom	bread 
N_LEIPÄ	leipää	leipä|NOUN|Nsg|Xpar	
N_LEIPÄ	leipänä	leipä|NOUN|Nsg|Xess	
N_LEIPÄ	leivässä	leipä|NOUN|Nsg|Xine	
N_LEIPÄ	leipinä	leipä|NOUN|Npl|Xess	
N_LEIPÄ	leivissä	leipä|NOUN|Npl|Xine	
N_LEIPÄ	leipien	leipä|NOUN|Npl|Xgen	
N_SOTA	sota	sota|NOUN|Nsg|Xnom	war 
N_SOTA	sotaa	sota|NOUN|Nsg|Xpar	
N_SOTA	sotana	sota|NOUN|Nsg|Xess	
N_SOTA	sodassa	sota|NOUN|Nsg|Xine	
N_SOTA	sotina	sota|NOUN|Npl|Xess	
N_SOTA	sodissa	sota|NOUN|Npl|Xine	
N_SOTA	sotien	sota|NOUN|Npl|Xgen	
N_PÖYTÄ	pöytä	pöytä|NOUN|Nsg|Xnom	table 
N_PÖYTÄ	pöytää	pöytä|NOUN|Nsg|Xpar	
N_PÖYTÄ	pöytänä	pöytä|NOUN|Nsg|Xess	
N_PÖYTÄ	pöydässä	pöytä|NOUN|Nsg|Xine	
N_PÖYTÄ	pöytinä	pöytä|NOUN|Npl|Xess	
N_PÖYTÄ	pöydissä	pöytä|NOUN|Npl|Xine	
N_PÖYTÄ	pöytien	pöytä|NOUN|Npl|Xgen	
N_HONKA	honka	honka|NOUN|Nsg|Xnom	kind of a tree 
N_HONKA	honkaa	honka|NOUN|Nsg|Xpar	
N_HONKA	honkana	honka|NOUN|Nsg|Xess	
N_HONKA	hongassa	honka|NOUN|Nsg|Xine	
N_HONKA	honkina	honka|NOUN|Npl|Xess	
N_HONKA	hongissa	honka|NOUN|Npl|Xine	
N_HONKA	honkien	honka|NOUN|Npl|Xgen	
N_KENKÄ	kenkä	kenkä|NOUN|Nsg|Xnom	shoe 
N_KENKÄ	kenkää	kenkä|NOUN|Nsg|Xpar	
N_KENKÄ	kenkänä	kenkä|NOUN|Nsg|Xess	
N_KENKÄ	kengässä	kenkä|NOUN|Nsg|Xine	
N_KENKÄ	kengissä	kenkä|NOUN|Npl|Xine	
N_KENKÄ	kenkiin	kenkä|NOUN|Npl|Xill	
N_KOMPA	kompa	kompa|NOUN|Nsg|Xnom	trick question 
N_KOMPA	kompaa	kompa|NOUN|Nsg|Xpar	
N_KOMPA	kompana	kompa|NOUN|Nsg|Xess	
N_KOMPA	kommassa	kompa|NOUN|Nsg|Xine	
N_KOMPA	kompina	kompa|NOUN|Npl|Xess	
N_KOMPA	kommissa	kompa|NOUN|Npl|Xine	
N_KOMPA	kompien	kompa|NOUN|Npl|Xgen	
N_MULTA	multa	multa|NOUN|Nsg|Xnom	dirt 
N_MULTA	multaa	multa|NOUN|Nsg|Xpar	
N_MULTA	multana	multa|NOUN|Nsg|Xess	
N_MULTA	mullassa	multa|NOUN|Nsg|Xine	
N_MULTA	multina	multa|NOUN|Npl|Xess	
N_MULTA	mullissa	multa|NOUN|Npl|Xine	
N_MULTA	multien	multa|NOUN|Npl|Xgen	
N_SYLTÄ	syltä	syltä|NOUN|Nsg|Xnom	??? 
N_SYLTÄ	syltää	syltä|NOUN|Nsg|Xpar	
N_SYLTÄ	syltänä	syltä|NOUN|Nsg|Xess	
N_SYLTÄ	syllässä	syltä|NOUN|Nsg|Xine	
N_SYLTÄ	syltinä	syltä|NOUN|Npl|Xess	
N_SYLTÄ	syllissä	syltä|NOUN|Npl|Xine	
N_SYLTÄ	syltien	syltä|NOUN|Npl|Xgen	
N_KUNTA	kunta	kunta|NOUN|Nsg|Xnom	municipality 
N_KUNTA	kuntaa	kunta|NOUN|Nsg|Xpar	
N_KUNTA	kuntana	kunta|NOUN|Nsg|Xess	
N_KUNTA	kunnassa	kunta|NOUN|Nsg|Xine	
N_KUNTA	kuntina	kunta|NOUN|Npl|Xess	
N_KUNTA	kunnissa	kunta|NOUN|Npl|Xine	
N_KUNTA	kuntien	kunta|NOUN|Npl|Xgen	
N_EMÄNTÄ	emäntä	emäntä|NOUN|Nsg|Xnom	hostess 
N_EMÄNTÄ	emäntää	emäntä|NOUN|Nsg|Xpar	
N_EMÄNTÄ	emäntänä	emäntä|NOUN|Nsg|Xess	
N_EMÄNTÄ	emännässä	emäntä|NOUN|Nsg|Xine	
N_EMÄNTÄ	emäntinä	emäntä|NOUN|Npl|Xess	
N_EMÄNTÄ	emännissä	emäntä|NOUN|Npl|Xine	
N_EMÄNTÄ	emäntien	emäntä|NOUN|Npl|Xgen	
N_SELKÄ	selkä	selkä|NOUN|Nsg|Xnom	back 
N_SELKÄ	selkää	selkä|NOUN|Nsg|Xpar	
N_SELKÄ	selkänä	selkä|NOUN|Nsg|Xess	
N_SELKÄ	seljässä	selkä|NOUN|Nsg|Xine	
N_SELKÄ	seljissä	selkä|NOUN|Npl|Xine	
N_SELKÄ	selkiin	selkä|NOUN|Npl|Xill	
N_PROBLEEMA	probleema	probleema|NOUN|Nsg|Xnom	problem 
N_PROBLEEMA	probleemia	probleema|NOUN|Npl|Xpar	
N_PROBLEEMA	probleemoita	probleema|NOUN|Npl|Xpar	
N_PROBLEEMA	probleemien	probleema|NOUN|Npl|Xgen	
N_PROBLEEMA	probleemoitten	probleema|NOUN|Npl|Xgen	
N_PROBLEEMA	probleemoiden	probleema|NOUN|Npl|Xgen	
N_PROBLEEMA	probleemiin	probleema|NOUN|Npl|Xill	
N_PROBLEEMA	probleemoihin	probleema|NOUN|Npl|Xill	
N_PROBLEEMA	probleemain	probleema|NOUN|Npl|Xgen|Urare	
N_PROBLEEMA	probleemojen	probleema|NOUNUrare|Npl|Xgen	
N_PROBLEEMA	probleemoja	probleema|NOUNUrare|Npl|Xpar	
N_KÄPÄLÄ	käpälä	käpälä|NOUN|Nsg|Xnom	paw 
N_KÄPÄLÄ	käpälää	käpälä|NOUN|Nsg|Xpar	
N_KÄPÄLÄ	käpälänä	käpälä|NOUN|Nsg|Xess	
N_KÄPÄLÄ	käpälässä	käpälä|NOUN|Nsg|Xine	
N_KÄPÄLÄ	käpälinä	käpälä|NOUN|Npl|Xess	
N_KÄPÄLÄ	käpälien	käpälä|NOUN|Npl|Xgen	
N_KÄPÄLÄ	käpäliin	käpälä|NOUN|Npl|Xill	
N_MAKKARA	makkara	makkara|NOUN|Nsg|Xnom	sausage 
N_MAKKARA	makkaraa	makkara|NOUN|Nsg|Xpar	
N_MAKKARA	makkarana	makkara|NOUN|Nsg|Xess	
N_MAKKARA	makkaroina	makkara|NOUN|Npl|Xess	
N_MAKKARA	makkaroita	makkara|NOUN|Npl|Xpar	
N_HÄKKYRÄ	häkkyrä	häkkyrä|NOUN|Nsg|Xnom	thingie 
N_HÄKKYRÄ	häkkyrää	häkkyrä|NOUN|Nsg|Xpar	
N_HÄKKYRÄ	häkkyränä	häkkyrä|NOUN|Nsg|Xess	
N_HÄKKYRÄ	häkkyröinä	häkkyrä|NOUN|Npl|Xess	
N_HÄKKYRÄ	häkkyröitä	häkkyrä|NOUN|Npl|Xpar	
N_SIIVILÄ	mörinä	mörinä|NOUN|Nsg|Xnom	murr 
N_SIIVILÄ	mörinää	mörinä|NOUN|Nsg|Xpar	
N_SIIVILÄ	mörinänä	mörinä|NOUN|Nsg|Xess	
N_SIIVILÄ	mörinässä	mörinä|NOUN|Nsg|Xine	
N_LUSIKKA	lusikka	lusikka|NOUN|Nsg|Xnom	spoon 
N_LUSIKKA	lusikkoina	lusikka|NOUN|Npl|Xess	
N_LUSIKKA	lusikoissa	lusikka|NOUN|Npl|Xine	
N_LUSIKKA	lusikoihin	lusikka|NOUN|Npl|Xill	
N_LUSIKKA	lusikkoihin	lusikka|NOUN|Npl|Xill	
N_KÄMMEKKÄ	kämmekkä	kämmekkä|NOUN|Nsg|Xnom	handy 
N_KÄMMEKKÄ	kämmeköihin	kämmekkä|NOUN|Npl|Xill	
N_KÄMMEKKÄ	kämmekköihin	kämmekkä|NOUN|Npl|Xill	
N_ULAPPA	ulappa	ulappa|NOUN|Nsg|Xnom	horizon 
N_ULAPPA	ulappoina	ulappa|NOUN|Npl|Xess	
N_ULAPPA	ulapoissa	ulappa|NOUN|Npl|Xine	
N_ULAPPA	ulapoihin	ulappa|NOUN|Npl|Xill	
N_ULAPPA	ulappoihin	ulappa|NOUN|Npl|Xill	
N_POHATTA	pohatta	pohatta|NOUN|Nsg|Xnom	shark 
N_POHATTA	pohattoina	pohatta|NOUN|Npl|Xess	
N_POHATTA	pohatoissa	pohatta|NOUN|Npl|Xine	
N_POHATTA	pohattoihin	pohatta|NOUN|Npl|Xill	
N_POHATTA	pohatoihin	pohatta|NOUN|Npl|Xill	
N_SOKEA	sokea	sokea|NOUN|Nsg|Xnom	blind 
N_SOKEA	sokeana	sokea|NOUN|Nsg|Xess	
N_SOKEA	sokeina	sokea|NOUN|Npl|Xess	
N_SOKEA	sokeissa	sokea|NOUN|Npl|Xine	
N_SOKEA	sokeihin	sokea|NOUN|Npl|Xill	
N_SOKEA	sokeisiin	sokea|NOUN|Npl|Xill	
N_LIPEÄ	lipeä	lipeä|NOUN|Nsg|Xnom	sodium hydroxide 
N_LIPEÄ	lipeänä	lipeä|NOUN|Nsg|Xess	
N_LIPEÄ	lipeinä	lipeä|NOUN|Npl|Xess	
N_LIPEÄ	lipeissä	lipeä|NOUN|Npl|Xine	
N_LIPEÄ	lipeihin	lipeä|NOUN|Npl|Xill	
N_LIPEÄ	lipeisiin	lipeä|NOUN|Npl|Xill	
N_VANHEMPI	vanhempi	vanhempi|NOUN|Nsg|Xnom	parent 
N_VANHEMPI	vanhempana	vanhempi|NOUN|Nsg|Xess	
N_VANHEMPI	vanhemmassa	vanhempi|NOUN|Nsg|Xine	
N_VANHEMPI	vanhempina	vanhempi|NOUN|Npl|Xess	
N_VANHEMPI	vanhemmista	vanhempi|NOUN|Npl|Xela	
N_VAINAA	vapaa	vapaa|NOUN|Nsg|Xnom	free 
N_VAINAA	vapaata	vapaa|NOUN|Nsg|Xpar	
N_VAINAA	vapaaseen	vapaa|NOUN|Nsg|Xill	
N_TIENOO	tienoo	tienoo|NOUN|Nsg|Xnom	neighborhood 
N_TIENOO	tienoota	tienoo|NOUN|Nsg|Xpar	
N_TIENOO	tienooseen	tienoo|NOUN|Nsg|Xill	
N_LEIKKUU	kerjuu	kerjuu|NOUN|Nsg|Xnom	begging 
N_LEIKKUU	kerjuuta	kerjuu|NOUN|Nsg|Xpar	
N_LEIKKUU	kerjuuseen	kerjuu|NOUN|Nsg|Xill	
N_MAA	maa	maa|NOUN|Nsg|Xnom	earth 
N_MAA	maata	maa|NOUN|Nsg|Xpar	
N_MAA	maahan	maa|NOUN|Nsg|Xill	
N_TEE	tee	tee|NOUN|Nsg|Xnom	tea 
N_TEE	teetä	tee|NOUN|Nsg|Xpar	
N_TEE	teehen	tee|NOUN|Nsg|Xill	
N_HAI	hai	hai|NOUN|Nsg|Xnom	shark 
N_HAI	haita	hai|NOUN|Nsg|Xpar	
N_HAI	haihin	hai|NOUN|Nsg|Xill	
N_PII	pii	pii|NOUN|Nsg|Xnom	silica 
N_PII	piitä	pii|NOUN|Nsg|Xpar	
N_PII	piihin	pii|NOUN|Nsg|Xill	
N_OOKOO	ookoo	ookoo|NOUN|Nsg|Xnom	OK 
N_OOKOO	ookoota	ookoo|NOUN|Nsg|Xpar	
N_OOKOO	ookoohon	ookoo|NOUN|Nsg|Xill	
N_PUU	puu	puu|NOUN|Nsg|Xnom	tree 
N_PUU	puuta	puu|NOUN|Nsg|Xpar	
N_PUU	puuhun	puu|NOUN|Nsg|Xill	
N_PYY	pyy	pyy|NOUN|Nsg|Xnom	kind of a bird 
N_PYY	pyytä	pyy|NOUN|Nsg|Xpar	
N_PYY	pyyhyn	pyy|NOUN|Nsg|Xill	
N_PÄÄ	pää	pää|NOUN|Nsg|Xnom	head 
N_PÄÄ	päätä	pää|NOUN|Nsg|Xpar	
N_PÄÄ	päähän	pää|NOUN|Nsg|Xill	
N_KÖÖ	köö	köö|NOUN|Nsg|Xnom	pool/billiard stick 
N_KÖÖ	köötä	köö|NOUN|Nsg|Xpar	
N_KÖÖ	kööhön	köö|NOUN|Nsg|Xill	
N_TIE	tie	tie|NOUN|Nsg|Xnom	road 
N_TIE	tietä	tie|NOUN|Nsg|Xpar	
N_TIE	teitä	tie|NOUN|Npl|Xpar	
N_VUO	suo	suo|NOUN|Nsg|Xnom	swamp 
N_VUO	suota	suo|NOUN|Nsg|Xpar	
N_VUO	soita	suo|NOUN|Npl|Xpar	
N_YÖ	työ	työ|NOUN|Nsg|Xnom	work 
N_YÖ	työtä	työ|NOUN|Nsg|Xpar	
N_YÖ	töitä	työ|NOUN|Npl|Xpar	
N_NUGAA	nugaa	nugaa|NOUN|Nsg|Xnom	nougat 
N_NUGAA	nugaata	nugaa|NOUN|Nsg|Xpar	
N_NUGAA	nugaana	nugaa|NOUN|Nsg|Xess	
N_NUGAA	nugaahan	nugaa|NOUN|Nsg|Xill	
N_NUGAA	nugaaseen	nugaa|NOUN|Nsg|Xill	
N_NUGAA	nugaissa	nugaa|NOUN|Npl|Xine	
N_NUGAA	nugaista	nugaa|NOUN|Npl|Xela	
N_NUGAA	nugaiden	nugaa|NOUN|Npl|Xgen	
N_NUGAA	nugaitten	nugaa|NOUN|Npl|Xgen	
N_NUGAA	nugaisiin	nugaa|NOUN|Npl|Xill	
N_NUGAA	nugaihin	nugaa|NOUN|Npl|Xill	
N_PATEE	patee	patee|NOUN|Nsg|Xnom	paté 
N_PATEE	pateeta	patee|NOUN|Nsg|Xpar	
N_PATEE	pateena	patee|NOUN|Nsg|Xess	
N_PATEE	pateehen	patee|NOUN|Nsg|Xill	
N_PATEE	pateeseen	patee|NOUN|Nsg|Xill	
N_PATEE	pateissa	patee|NOUN|Npl|Xine	
N_PATEE	pateista	patee|NOUN|Npl|Xela	
N_PATEE	pateiden	patee|NOUN|Npl|Xgen	
N_PATEE	pateitten	patee|NOUN|Npl|Xgen	
N_PATEE	pateisiin	patee|NOUN|Npl|Xill	
N_PATEE	pateihin	patee|NOUN|Npl|Xill	
N_BIDEE	bidee	bidee|NOUN|Nsg|Xnom	bidet 
N_BIDEE	bideetä	bidee|NOUN|Nsg|Xpar	
N_BIDEE	bideenä	bidee|NOUN|Nsg|Xess	
N_BIDEE	bideehen	bidee|NOUN|Nsg|Xill	
N_BIDEE	bideeseen	bidee|NOUN|Nsg|Xill	
N_BIDEE	bideissä	bidee|NOUN|Npl|Xine	
N_BIDEE	bideistä	bidee|NOUN|Npl|Xela	
N_BIDEE	bideiden	bidee|NOUN|Npl|Xgen	
N_BIDEE	bideitten	bidee|NOUN|Npl|Xgen	
N_BIDEE	bideisiin	bidee|NOUN|Npl|Xill	
N_BIDEE	bideihin	bidee|NOUN|Npl|Xill	
N_TRIKOO	trikoo	trikoo|NOUN|Nsg|Xnom	tights 
N_TRIKOO	trikoota	trikoo|NOUN|Nsg|Xpar	
N_TRIKOO	trikoona	trikoo|NOUN|Nsg|Xess	
N_TRIKOO	trikoissa	trikoo|NOUN|Npl|Xine	
N_TRIKOO	trikoista	trikoo|NOUN|Npl|Xela	
N_TRIKOO	trikooseen	trikoo|NOUN|Nsg|Xill	
N_TRIKOO	trikoiden	trikoo|NOUN|Npl|Xgen	
N_TRIKOO	trikoitten	trikoo|NOUN|Npl|Xgen	
N_TRIKOO	trikoihin	trikoo|NOUN|Npl|Xill	
N_TRIKOO	trikoisiin	trikoo|NOUN|Npl|Xill	
N_RAGUU	raguu	raguu|NOUN|Nsg|Xnom	ragout 
N_RAGUU	raguuta	raguu|NOUN|Nsg|Xpar	
N_RAGUU	raguuna	raguu|NOUN|Nsg|Xess	
N_RAGUU	raguussa	raguu|NOUN|Nsg|Xine	
N_RAGUU	raguista	raguu|NOUN|Npl|Xela	
N_RAGUU	raguuseen	raguu|NOUN|Nsg|Xill	
N_RAGUU	raguiden	raguu|NOUN|Npl|Xgen	
N_RAGUU	raguiden	raguu|NOUN|Npl|Xgen	
N_RAGUU	raguisiin	raguu|NOUN|Npl|Xill	
N_RAGUU	raguihin	raguu|NOUN|Npl|Xill	
N_FONDYY	fondyy	fondyy|NOUN|Nsg|Xnom	fondue 
N_FONDYY	fondyytä	fondyy|NOUN|Nsg|Xpar	
N_FONDYY	fondyynä	fondyy|NOUN|Nsg|Xess	
N_FONDYY	fondyyssä	fondyy|NOUN|Nsg|Xine	
N_FONDYY	fondyistä	fondyy|NOUN|Npl|Xela	
N_FONDYY	fonduuseen	fondyy|NOUN|Nsg|Xill	
N_FONDYY	fondyyhyn	fondyy|NOUN|Nsg|Xill	
N_FONDYY	fondyiden	fondyy|NOUN|Npl|Xgen	
N_FONDYY	fondyitten	fondyy|NOUN|Npl|Xgen	
N_HYVINKÄÄ	Hyvinkää	Hyvinkää|NOUN|PROPER|Nsg|Xnom	Hyvinkää 
N_HYVINKÄÄ	Hyvinkäätä	Hyvinkää|NOUN|PROPER|Nsg|Xpar	
N_HYVINKÄÄ	Hyvinkäähän	Hyvinkää|NOUN|PROPER|Nsg|Xill	
N_HYVINKÄÄ	Hyvinkääseen	Hyvinkää|NOUN|PROPER|Nsg|Xill	
N_MILJÖÖ	miljöö	miljöö|NOUN|Nsg|Xnom	milieu 
N_MILJÖÖ	miljöötä	miljöö|NOUN|Nsg|Xpar	
N_MILJÖÖ	miljöönä	miljöö|NOUN|Nsg|Xess	
N_MILJÖÖ	miljöössä	miljöö|NOUN|Nsg|Xine	
N_MILJÖÖ	miljöistä	miljöö|NOUN|Npl|Xela	
N_MILJÖÖ	miljööseen	miljöö|NOUN|Nsg|Xill	
N_MILJÖÖ	miljöiden	miljöö|NOUN|Npl|Xgen	
N_MILJÖÖ	miljöitten	miljöö|NOUN|Npl|Xgen	
N_MILJÖÖ	miljöihin	miljöö|NOUN|Npl|Xill	
N_MILJÖÖ	miljöisiin	miljöö|NOUN|Npl|Xill	
N_ROSÉ	rosé	rosé|NOUN|Nsg|Xnom	rosé 
N_ROSÉ	roséta	rosé|NOUN|Nsg|Xpar	
N_ROSÉ	roséhen	rosé|NOUN|Nsg|Xill	
N_ROSÉ	roséseen	rosé|NOUN|Nsg|Xill	
N_BÉBÉ	bébé	bébé|NOUN|Nsg|Xnom	bébé 
N_BÉBÉ	bébétä	bébé|NOUN|Nsg|Xpar	
N_BÉBÉ	bébéhen	bébé|NOUN|Nsg|Xill	
N_BÉBÉ	bébéseen	bébé|NOUN|Nsg|Xill	
N_BRASSERIE	brasserie	brasserie|NOUN|Nsg|Xnom	brasserie 
N_BRASSERIE	brasserieta	brasserie|NOUN|Nsg|Xpar	
N_BRASSERIE	brasserietä	brasserie|NOUN|Nsg|Xpar	
N_BRASSERIE	brasseriehen	brasserie|NOUN|Nsg|Xill	
N_BRASSERIE	brasseriehin	brasserie|NOUN|Nsg|Xill	
N_BRIE	brie	brie|NOUN|Nsg|Xnom	brie 
N_BRIE	brietä	brie|NOUN|Nsg|Xpar	
N_BRIE	briehen	brie|NOUN|Nsg|Xill	
N_FONDUE	fondue	fondue|NOUN|Nsg|Xnom	fondue 
N_FONDUE	fondueta	fondue|NOUN|Nsg|Xpar	
N_FONDUE	fonduetä	fondue|NOUN|Nsg|Xpar	
N_FONDUE	fonduena	fondue|NOUN|Nsg|Xess	
N_FONDUE	fonduenä	fondue|NOUN|Nsg|Xess	
N_FONDUE	fonduessa	fondue|NOUN|Nsg|Xine	
N_FONDUE	fonduessä	fondue|NOUN|Nsg|Xine	
N_FONDUE	fondueina	fondue|NOUN|Npl|Xess	
N_FONDUE	fondueinä	fondue|NOUN|Npl|Xess	
N_FONDUE	fondueiden	fondue|NOUN|Npl|Xgen	
N_FONDUE	fondueitten	fondue|NOUN|Npl|Xgen	
N_JOCKEY	jockey	jockey|NOUN|Nsg|Xnom	jockey 
N_JOCKEY	jockeyta	jockey|NOUN|Nsg|Xpar	
N_JOCKEY	jockeytä	jockey|NOUN|Nsg|Xpar	
N_JOCKEY	jockeya	jockey|NOUN|Nsg|Xpar	
N_COWBOY	cowboy	cowboy|NOUN|Nsg|Xnom	cowboy 
N_COWBOY	cowboytä	cowboy|NOUN|Nsg|Xpar	
N_COWBOY	cowboyta	cowboy|NOUN|Nsg|Xpar	
N_KUNGFU	kungfu	kungfu|NOUN|Nsg|Xnom	kung-fu 
N_KUNGFU	kungfuta	kungfu|NOUN|Nsg|Xpar	
N_GAY	gay	gay|NOUN|Nsg|Xnom	gay 
N_GAY	gayhin	gay|NOUN|Nsg|Xill	
N_GAY	gayhyn	gay|NOUN|Nsg|Xill	
N_KENTUCKY	Kentucky	Kentucky|NOUN|PROPER|Nsg|Xnom	Kentucky 
N_CHACHACHA	chachacha	chachacha|NOUN|Nsg|Xnom	cha cha cha 
N_CHACHACHA	chachachata	chachacha|NOUN|Nsg|Xpar	
N_NOUGAT	nougat	nougat|NOUN|Nsg|Xnom	nougat 
N_NOUGAT	nougat’ta	nougat|NOUN|Nsg|Xpar	
N_NOUGAT	nougat’han	nougat|NOUN|Nsg|Xill	
N_PARFAIT	parfait	parfait|NOUN|Nsg|Xnom	parfait 
N_PARFAIT	parfait’ta	parfait|NOUN|Nsg|Xpar	
N_PARFAIT	parfait’hen	parfait|NOUN|Nsg|Xill	
N_BEIGNET	beignet	beignet|NOUN|Nsg|Xnom	beignet 
N_BEIGNET	beignet’tä	beignet|NOUN|Nsg|Xpar	
N_BEIGNET	beignet’hen	beignet|NOUN|Nsg|Xill	
N_VERSAILLES	Versailles	Versailles|NOUN|PROPER|Nsg|Xnom	Versailles 
N_VERSAILLES	Versailles’ta	Versailles|NOUN|PROPER|Nsg|Xpar	
N_VERSAILLES	Versailles’hin	Versailles|NOUN|PROPER|Nsg|Xill	
N_SERGEJ	Sergej	Sergej|NOUN|PROPER|Nsg|Xnom	Sergej 
N_SERGEJ	Sergej’tä	Sergej|NOUN|PROPER|Nsg|Xpar	
N_SERGEJ	Sergej’hin	Sergej|NOUN|PROPER|Nsg|Xill	
N_BORDEAUX	bordeaux	bordeaux|NOUN|Nsg|Xnom	bordeaux 
N_BORDEAUX	bordeaux’ta	bordeaux|NOUN|Nsg|Xpar	
N_BORDEAUX	bordeaux’hon	bordeaux|NOUN|Nsg|Xill	
N_SHOW	show	show|NOUN|Nsg|Xnom	show 
N_SHOW	show’ta	show|NOUN|Nsg|Xpar	
N_SHOW	show’hun	show|NOUN|Nsg|Xill	
N_CAMUS	Camus	Camus|NOUN|PROPER|Nsg|Xnom	Camus 
N_CAMUS	Camus’tä	Camus|NOUN|PROPER|Nsg|Xpar	
N_CAMUS	Camus’hyn	Camus|NOUN|PROPER|Nsg|Xill	
N_MONSIEUR	monsieur	monsieur|NOUN|Nsg|Xnom	monsieur 
N_MONSIEUR	monsieur’tä	monsieur|NOUN|Nsg|Xpar	
N_MONSIEUR	monsieur’hön	monsieur|NOUN|Nsg|Xill	
N_TULI	tuli	tuli|NOUN|Nsg|Xnom	fire 
N_TULI	tulessa	tuli|NOUN|Nsg|Xine	
N_TULI	tulta	tuli|NOUN|Nsg|Xpar	
N_TULI	tulien	tuli|NOUN|Npl|Xgen	
N_TULI	tuliin	tuli|NOUN|Npl|Xill	
N_VUOHI	vuohi	vuohi|NOUN|Nsg|Xnom	goat 
N_VUOHI	vuohessa	vuohi|NOUN|Nsg|Xine	
N_VUOHI	vuohea	vuohi|NOUN|Nsg|Xpar	
N_VUOHI	vuohta	vuohi|NOUN|Nsg|Xpar	
N_VUOHI	vuohien	vuohi|NOUN|Npl|Xgen	
N_RUUHI	ruuhi	ruuhi|NOUN|Nsg|Xnom	boat 
N_RUUHI	ruuhessa	ruuhi|NOUN|Nsg|Xine	
N_RUUHI	ruuhta	ruuhi|NOUN|Nsg|Xpar	
N_RUUHI	ruuhien	ruuhi|NOUN|Npl|Xgen	
N_RUUHI	ruuhten	ruuhi|NOUN|Npl|Xgen	
N_HIIRI	hiiri	hiiri|NOUN|Nsg|Xnom	mouse 
N_HIIRI	hiiressä	hiiri|NOUN|Nsg|Xine	
N_HIIRI	hiirtä	hiiri|NOUN|Nsg|Xpar	
N_HIIRI	hiirten	hiiri|NOUN|Npl|Xgen	
N_HIIRI	hiirien	hiiri|NOUN|Npl|Xgen	
N_KAARI	kaari	kaari|NOUN|Nsg|Xnom	arc 
N_MIELI	mieli	mieli|NOUN|Nsg|Xnom	mind 
N_TAIMI	luomi	luomi|NOUN|Nsg|Xnom	mole 
N_TAIMI	luomea	luomi|NOUN|Nsg|Xpar	
N_TAIMI	luonta	luomi|NOUN|Nsg|Xpar	
N_TAIMI	luomien	luomi|NOUN|Npl|Xgen	
N_TAIMI	luonten	luomi|NOUN|Npl|Xgen	
N_LIEMI	liemi	liemi|NOUN|Nsg|Xnom	sauce 
N_LIEMI	liemeä	liemi|NOUN|Nsg|Xpar	
N_LIEMI	lientä	liemi|NOUN|Nsg|Xpar	
N_LIEMI	liemien	liemi|NOUN|Npl|Xgen	
N_LIEMI	lienten	liemi|NOUN|Npl|Xgen	
N_KAUSI	kausi	kausi|NOUN|Nsg|Xnom	term 
N_KAUSI	kautena	kausi|NOUN|Nsg|Xess	
N_KAUSI	kaudessa	kausi|NOUN|Nsg|Xine	
N_KAUSI	kautta	kausi|NOUN|Nsg|Xpar	
N_KAUSI	kausina	kausi|NOUN|Npl|Xess	
N_KÖYSI	köysi	köysi|NOUN|Nsg|Xnom	rope 
N_KÖYSI	köytenä	köysi|NOUN|Nsg|Xess	
N_KÖYSI	köydessä	köysi|NOUN|Nsg|Xine	
N_KÖYSI	köyttä	köysi|NOUN|Nsg|Xpar	
N_KÖYSI	köysinä	köysi|NOUN|Npl|Xess	
N_PONSI	ponsi	ponsi|NOUN|Nsg|Xnom	straw 
N_PONSI	pontena	ponsi|NOUN|Nsg|Xess	
N_PONSI	ponnessa	ponsi|NOUN|Nsg|Xine	
N_PONSI	pontta	ponsi|NOUN|Nsg|Xpar	
N_PONSI	ponsina	ponsi|NOUN|Npl|Xess	
N_LÄNSI	kynsi	kynsi|NOUN|Nsg|Xnom	nail 
N_LÄNSI	kyntenä	kynsi|NOUN|Nsg|Xess	
N_LÄNSI	kynnessä	kynsi|NOUN|Nsg|Xine	
N_LÄNSI	kynttä	kynsi|NOUN|Nsg|Xpar	
N_LÄNSI	kynsiin	kynsi|NOUN|Npl|Xill	
N_VARSI	varsi	varsi|NOUN|Nsg|Xnom	stem 
N_VARSI	vartena	varsi|NOUN|Nsg|Xess	
N_VARSI	varressa	varsi|NOUN|Nsg|Xine	
N_VARSI	vartta	varsi|NOUN|Nsg|Xpar	
N_VARSI	varsiin	varsi|NOUN|Npl|Xill	
N_VIRSI	hirsi	hirsi|NOUN|Nsg|Xnom	timber 
N_VIRSI	hirtenä	hirsi|NOUN|Nsg|Xess	
N_VIRSI	hirressä	hirsi|NOUN|Nsg|Xine	
N_VIRSI	hirttä	hirsi|NOUN|Nsg|Xpar	
N_VIRSI	hirsiin	hirsi|NOUN|Npl|Xill	
N_JÄLSI	jälsi	jälsi|NOUN|Nsg|Xnom	bark 
N_JÄLSI	jältenä	jälsi|NOUN|Nsg|Xess	
N_JÄLSI	jällessä	jälsi|NOUN|Nsg|Xine	
N_JÄLSI	jälttä	jälsi|NOUN|Nsg|Xpar	
