new_para	suffix_regex
PROPN_YKSIKKÖ	kkö
PROPN_YLÄNKÖ	nkö
PROPN_YLÖÖ	öö
PROPN_YMPÄRYSTÄ	ä
PROPN_YÖKKÖ	kkö
PROPN_YRITTÄ	ttä
PROPN_YSTÄVYKSET	kset
PROPN_ZEN	.
PROPN_ZOMBIE	e
PUNCT_NONSTD_DASH_LOOP	.
PUNCT_NONSTD_EXCL_LOOP	.
PUNCT_PILKKU	.
PUNCT_PISTE	.
SCONJ_ETTÄ	.
SYM_,	.
SYM_.	.
SYM_§	.
SYM_¢	.
SYM_$	.
SYM_£	.
SYM_€	.
SYM_CELSIUS	.
SYM_GRAMMA	.
SYM_JOULE	.
SYM_METRI	.
SYM_TUOTE	.
SYM_WEBER	.
SYM_Ω	.
VERB_AALLOTA	llota
VERB_ÄHKÄÄ	ää
VERB_AHNEHTIA	tia
VERB_ÄKSYILLÄ	llä
VERB_ÄLLISTYÄ	yä
VERB_AMPUA	pua
VERB_ÄNGETÄ	ngetä
VERB_ÄRISTÄ	stä
VERB_ARVAILLA	illa
VERB_ARVATA	ta
VERB_AUTTAA	ttaa
VERB_DIGATA	gata
VERB_EHTIÄ	tiä
VERB_EI	ei
VERB_ENTÄÄ	ntää
VERB_ERATA	ata
VERB_ETUILLA	lla
VERB_HALAJAA	ata
VERB_HALJETA	jeta
VERB_HALUTA	uta
VERB_HAPATA	pata
VERB_HARPPOA	ppoa
VERB_HAUKKOA	kkoa
VERB_HÄVÄISTÄ	väistä
VERB_HELÄJÄÄ	äjää
VERB_HELLITÄ	litä
VERB_HELPOTA	pota
VERB_HERÄTELLÄ	tellä
VERB_HERMOTTUA	ttua
VERB_HIIPUA	pua
VERB_HIVENTÄÄ	ntää
VERB_HUMALTUA	tua
VERB_HUONONTAA	ntaa
VERB_HUUTAA	taa
VERB_HYLJÄTÄ	jätä
VERB_HYLKIÄ	kiä
VERB_HYPELLÄ	pellä
VERB_HYPPIÄ	ppiä
VERB_ILJETÄ	jetä
VERB_INNOTA	nnota
VERB_IRROTA	rrota
VERB_ISÄNNÖIDÄ	öidä
VERB_JÄÄDÄ	äädä
VERB_JAHDATA	data
VERB_JOUTAA	taa
VERB_JUOSTA	sta
VERB_JYRKETÄ	etä
VERB_KÄÄNNELLÄ	nnellä
VERB_KAATAA	taa
VERB_KAIKOTA	ota
VERB_KAIVATA	vata
VERB_KALPPIA	ppia
VERB_KAMMETA	mmeta
VERB_KANTAA	ntaa
VERB_KARHETA	ta
VERB_KARHUTA	ta
VERB_KÄRKKYÄ	kkyä
VERB_KASVAA	aa
VERB_KAUNISTUA	ua
VERB_KAVETA	veta
VERB_KÄYDÄ	äydä
VERB_KERETÄ	etä
VERB_KERITÄ	itä
VERB_KIERTYÄ	rtyä
VERB_KIETOA	toa
VERB_KIHERRELLÄ	rrellä
VERB_KIILLELLÄ	lellä
VERB_KIINNETÄ	nnetä
VERB_KIITÄÄ	tää
VERB_KIRVOTA	vota
VERB_KIVETÄ	vetä
VERB_KIVETTYÄ	ttyä
VERB_KIVISTÄÄ	ää
VERB_KIVUTA	vuta
VERB_KOMENNELLA	nnella
VERB_KONTIA	ntia
VERB_KOPIOIDA	ida
VERB_KORVETA	veta
VERB_KOSIA	ia
VERB_KOUKUTA	kuta
VERB_KUHERTAA	taa
VERB_KUKKIA	kia
VERB_KUMMUTA	mmuta
VERB_KUTEA	tea
VERB_KYNTÄÄ	ntää
VERB_KYTKEÄ	eä
VERB_LÄHTEÄ	hteä
VERB_LÄMMETÄ	mmetä
VERB_LÄMMITÄ	mmitä
VERB_LÄNTÄTÄ	tätä
VERB_LASSOTA	ta
VERB_LEIKELLÄ	kellä
VERB_LEPÄILLÄ	illä
VERB_LEPPYÄ	ppyä
VERB_LEUDOTA	dota
VERB_LEVÄTÄ	vätä
VERB_LIIDUTA	duta
VERB_LOBATA	bata
VERB_LOITOTA	tota
VERB_LOPPUA	ppua
VERB_LOTOTA	tota
VERB_LUNTATA	tata
VERB_LUUTUTA	tuta
VERB_MÄDÄTÄ	dätä
VERB_MÄIKYÄ	kyä
VERB_MARISTA	sta
VERB_MAUKUA	ukua
VERB_MELLAKOIDA	oida
VERB_MENNÄ	nnä
VERB_MERKITÄ	itä
VERB_MIELTYÄ	ltyä
VERB_MIETTIÄ	ttiä
VERB_MOITTIA	ttia
VERB_MOJAHTAA	taa
VERB_MÖNKIÄ	nkiä
VERB_MORKATA	ata
VERB_MULLATA	llata
VERB_MUODOTA	dota
VERB_MUTRISTAA	aa
VERB_MYYDÄ	yydä
VERB_NÄHDÄ	hdä
VERB_NAKELLA	ella
VERB_NAKERRELLA	rrella
VERB_NÄPERTÄÄ	rtää
VERB_NIUKETA	eta
VERB_NUOKKUA	kua
VERB_OLLA	olla
VERB_OMMELLA	mmella
VERB_ONKIA	nkia
VERB_ÖYKKÄRÖIDÄ	öidä
VERB_PALKITA	ita
VERB_PANNA	nna
VERB_PÄTEÄ	teä
VERB_PEITOTA	tota
VERB_PENKOA	nkoa
VERB_PIDETÄ	detä
VERB_PIERRÄ	rrä
VERB_PIESTÄ	stä
VERB_PINGOTA	gota
VERB_POIKETA	eta
VERB_POLKEA	kea
VERB_PUKEA	kea
VERB_PULPUTA	puta
VERB_PUNOA	oa
VERB_PURKAA	kaa
VERB_PUSERTUA	rtua
VERB_PYYTÄÄ	tää
VERB_RAAPIA	pia
VERB_RAIKAA	aa
VERB_RANGAISTA	ngaista
VERB_RÄPSYTTÄÄ	ttää
VERB_RENNOTA	nnota
VERB_REVETÄ	vetä
VERB_RIIPIÄ	piä
VERB_ROHJETA	jeta
VERB_ROHTUA	tua
VERB_RYNNÄTÄ	nnätä
VERB_RYÖPYTÄ	pytä
VERB_RYPEÄ	peä
VERB_RYSKIÄ	iä
VERB_SAADA	aada
VERB_SAARTAA	rtaa
VERB_SÄILÖÄ	öä
VERB_SAMMOTA	mmota
VERB_SÄPSÄHDELLÄ	dellä
VERB_SÄRKEÄ	keä
VERB_SATAA	taa
VERB_SELVITÄ	tä
VERB_SIEPATA	pata
VERB_SILIYTYÄ	tyä
VERB_SILPOA	poa
VERB_SIVALTAA	taa
VERB_SÖRKKIÄ	kiä
VERB_SORTAA	taa
VERB_SOTKEA	ea
VERB_SULATELLA	tella
VERB_SUPETA	peta
VERB_SURRA	rra
VERB_SUUNNATA	nata
VERB_SYÖDÄ	yödä
VERB_SYÖPYÄ	pyä
VERB_TÄHDÄTÄ	dätä
VERB_TÄHYTÄ	tä
VERB_TAITAA	taa
VERB_TAKOA	koa
VERB_TAPELLA	pella
VERB_TAPPAA	ppaa
VERB_TEMMATA	mmata
VERB_TEMPOA	mpoa
VERB_TIETÄÄ	tää
VERB_TIPAHDELLA	della
VERB_TODETA	deta
VERB_TUIKKAA	kkaa
VERB_TULLA	lla
VERB_TUNGETA	ngeta
VERB_TUNKEA	nkea
VERB_TUNTEA	ntea
VERB_TUODA	uoda
VERB_TYHJENTYÄ	ntyä
VERB_TYLPETÄ	petä
VERB_TYMPIÄ	mpiä
VERB_ULOTA	ota
VERB_UPOTA	pota
VERB_VAAHDOTA	dota
VERB_VAELLELLA	llella
VERB_VÄHETÄ	etä
VERB_VAKAANTUA	ntua
VERB_VÄLPÄTÄ	pätä
VERB_VÄNGÄTÄ	gätä
VERB_VARTOA	rtoa
VERB_VAVISTA	vista
VERB_VERRATA	rrata
VERB_VIEDÄ	iedä
VERB_VIEROITTAA	ttaa
VERB_VIHELTÄÄ	ltää
VERB_VIITTOA	ttoa
VERB_VINKUA	nkua
VERB_VIPAJAA	aa
VERB_VIRKKAA	kaa
VERB_VONGATA	ngata
VERB_VYYHDETÄ	detä
VERB_YLTÄÄ	ltää
VERB_YNNÄTÄ	tä
VERB_YÖKÄTÄ	ätä
VERB_YSKÄHTÄÄ	tää
X_51äläkä	äläkä
X_51eikä	eikä
X_51ettei	ei
X_51ettei	ei
X_FORGN_EN	.
X_FORGN_SV	.
