new_para	upos	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
PROPN_JYLKYT	PROPN	NOUN	1	A	obligatory	weaken	front	None	None	False	False
PROPN_JÄRJESTÖT	PROPN	NOUN	2	None	obligatory	weaken	front	None	None	False	False
PROPN_JÄRKI	PROPN	NOUN	7	L	False	weaken	front	None	None	False	False
PROPN_JÄRVITAHDON	PROPN	NOUN	33	F	False	strengthen	back	None	None	False	False
PROPN_JÄÄTELÖ	PROPN	NOUN	2	None	False	weaken	front	None	None	False	False
PROPN_KAARET	PROPN	NOUN	44	None	False	strengthen	back	None	None	False	False
PROPN_KAARRET	PROPN	NOUN	44	K	False	strengthen	back	None	None	False	False
PROPN_KAARROT	PROPN	NOUN	1	K	obligatory	weaken	back	None	None	False	False
PROPN_KALATOIN	PROPN	NOUN	34	C	False	strengthen	back	None	None	False	False
PROPN_KANAALI	PROPN	NOUN	6	None	False	weaken	back	None	None	False	False
PROPN_KANGAS	PROPN	NOUN	41	G	False	strengthen	back	None	None	False	False
PROPN_KANGASALA	PROPN	NOUN	9	None	False	weaken	back	a	None	False	False
PROPN_KANKAHAT	PROPN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False
PROPN_KANNEL	PROPN	NOUN	49	J	False	strengthen	back	None	None	False	False
PROPN_KARRAT	PROPN	NOUN	9	K	obligatory	weaken	back	None	None	False	False
PROPN_KASTANJETIT	PROPN	NOUN	5	C	obligatory	weaken	back	None	None	False	False
PROPN_KASTIKE	PROPN	NOUN	48	A	False	strengthen	back	None	None	False	False
PROPN_KASTILJAT	PROPN	NOUN	13	None	obligatory	weaken	back	None	None	False	False
PROPN_KAUSI	PROPN	NOUN	27	None	False	weaken	back	None	None	False	False
PROPN_KEHVELI	PROPN	NOUN	6	None	False	weaken	front	None	None	False	False
PROPN_KENGÄT	PROPN	NOUN	10	G	obligatory	weaken	front	None	None	False	False
PROPN_KENKÄ	PROPN	NOUN	10	G	False	weaken	front	ä	None	False	False
PROPN_KENTTÄ	PROPN	NOUN	10	C	False	weaken	front	ä	None	False	False
PROPN_KENTÄT	PROPN	NOUN	10	C	obligatory	weaken	front	None	None	False	False
PROPN_KERITSIMET	PROPN	NOUN	33	None	obligatory	strengthen	front	None	None	False	False
PROPN_KERTA	PROPN	NOUN	9	K	False	weaken	back	a	None	False	False
PROPN_KEVÄT	PROPN	NOUN	44	None	False	strengthen	front	None	None	False	False
PROPN_KIDE	PROPN	NOUN	48	F	False	strengthen	front	None	None	False	False
PROPN_KIELTO	PROPN	NOUN	1	I	False	weaken	back	None	None	False	False
PROPN_KIERRE	PROPN	NOUN	48	K	False	strengthen	front	None	None	False	False
PROPN_KIHARAT	PROPN	NOUN	11	None	obligatory	weaken	back	None	None	False	False
PROPN_KIINNE	PROPN	NOUN	48	J	False	strengthen	front	None	None	False	False
PROPN_KILPI	PROPN	NOUN	7	E	False	weaken	front	None	None	False	False
PROPN_KINNAS	PROPN	NOUN	41	J	False	strengthen	back	None	None	False	False
PROPN_KIRITTÄRET	PROPN	NOUN	32	C	obligatory	strengthen	front	None	None	False	False
PROPN_KIRJA	PROPN	NOUN	9	None	False	weaken	back	a	None	False	False
PROPN_KIRVES	PROPN	NOUN	41	None	False	strengthen	front	None	None	False	False
PROPN_KITARA	PROPN	NOUN	13	None	False	weaken	back	a	None	False	False
PROPN_KIVI	PROPN	NOUN	7	None	False	weaken	front	None	None	False	False
PROPN_KLUMPIT	PROPN	NOUN	5	B	obligatory	weaken	back	None	None	False	False
PROPN_KOE	PROPN	NOUN	48	D	False	strengthen	back	None	None	False	False
PROPN_KOKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_KOMPA	PROPN	NOUN	10	H	False	weaken	back	a	None	False	False
PROPN_KORPI	PROPN	NOUN	7	E	False	weaken	back	None	None	False	False
PROPN_KORTES	PROPN	NOUN	41	C	False	strengthen	back	None	None	False	False
PROPN_KORTET	PROPN	NOUN	44	C	False	strengthen	back	None	None	False	False
PROPN_KORTTI	PROPN	NOUN	5	C	False	weaken	back	None	None	False	False
PROPN_KORVET	PROPN	NOUN	7	E	obligatory	weaken	back	None	None	False	False
PROPN_KOUVOT	PROPN	NOUN	1	E	obligatory	weaken	back	None	None	False	False
PROPN_KREUS	PROPN	NOUN	39	None	False	strengthen	back	None	None	False	False
PROPN_KUITU	PROPN	NOUN	1	F	False	weaken	back	None	None	False	False
PROPN_KUMMUT	PROPN	NOUN	1	H	obligatory	weaken	back	None	None	False	False
PROPN_KUNGFU	PROPN	NOUN	21	None	False	weaken	back	u	None	False	False
PROPN_KUNNAT	PROPN	NOUN	10	J	obligatory	weaken	back	None	None	False	False
PROPN_KUNTA	PROPN	NOUN	10	J	False	weaken	back	a	None	False	False
PROPN_KUOPAT	PROPN	NOUN	10	B	obligatory	weaken	back	None	None	False	False
PROPN_KUOPPA	PROPN	NOUN	10	B	False	weaken	back	a	None	False	False
PROPN_KUPPI	PROPN	NOUN	5	B	False	weaken	back	None	None	False	False
PROPN_KUTSUNTA	PROPN	NOUN	9	J	False	weaken	back	a	None	False	False
PROPN_KUULOKKEET	PROPN	NOUN	48	A	obligatory	strengthen	back	None	None	False	False
PROPN_KUUS	PROPN	NOUN	27	None	False	weaken	back	None	None	False	False
PROPN_KYDÖT	PROPN	NOUN	1	F	obligatory	weaken	front	None	None	False	False
PROPN_KYKY	PROPN	NOUN	1	M	False	weaken	front	None	None	False	False
PROPN_KYLKIÄINEN	PROPN	NOUN	38	None	False	strengthen	front	None	None	False	False
PROPN_KYLÄNVANHIN	PROPN	NOUN	36	None	False	strengthen	back	None	None	False	False
PROPN_KYNNET	PROPN	NOUN	28	None	obligatory	weaken	front	None	None	False	False
PROPN_KYNNÄÄT	PROPN	NOUN	41	None	obligatory	strengthen	front	None	None	False	False
PROPN_KÄKI	PROPN	NOUN	7	D	False	weaken	front	None	None	False	False
PROPN_KÄMMEKKÄ	PROPN	NOUN	14	A	False	weaken	front	ä	None	False	False
PROPN_KÄPY	PROPN	NOUN	1	E	False	weaken	front	None	None	False	False
PROPN_KÄPÄLÄ	PROPN	NOUN	11	None	False	weaken	front	ä	None	False	False
PROPN_KÄRJET	PROPN	NOUN	7	L	obligatory	weaken	front	None	None	False	False
PROPN_KÄRRY	PROPN	NOUN	1	None	False	weaken	front	None	None	False	False
PROPN_KÄRSÄKÄS	PROPN	NOUN	41	A	False	strengthen	front	None	None	False	False
PROPN_KÄRÄJÄT	PROPN	NOUN	10	None	obligatory	weaken	front	None	None	False	False
PROPN_KÄSITE	PROPN	NOUN	48	C	False	strengthen	front	None	None	False	False
PROPN_KÄÄNTÖ	PROPN	NOUN	1	J	False	weaken	front	None	None	False	False
PROPN_KÖNGÄS	PROPN	NOUN	41	G	False	strengthen	front	None	None	False	False
PROPN_KÖYHYYS	PROPN	NOUN	40	None	False	strengthen	front	None	None	False	False
PROPN_KÖYSI	PROPN	NOUN	27	None	False	weaken	front	None	None	False	False
PROPN_KÖÖ	PROPN	NOUN	18	None	False	weaken	front	ö	None	False	False
PROPN_LAET	PROPN	NOUN	7	D	obligatory	weaken	back	None	None	False	False
PROPN_LAHDET	PROPN	NOUN	7	F	obligatory	weaken	back	None	None	False	False
PROPN_LAHTI	PROPN	NOUN	7	F	False	weaken	back	None	None	False	False
PROPN_LAIDUN	PROPN	NOUN	33	F	False	strengthen	back	None	None	False	False
PROPN_LAKI	PROPN	NOUN	5	D	False	weaken	back	None	None	False	False
PROPN_LAMMET	PROPN	NOUN	7	H	obligatory	weaken	back	None	None	False	False
PROPN_LAMMI	PROPN	NOUN	5	H	False	weaken	back	None	None	False	False
PROPN_LAMMIT	PROPN	NOUN	5	H	obligatory	weaken	back	None	None	False	False
PROPN_LANKA	PROPN	NOUN	9	G	False	weaken	back	a	None	False	False
PROPN_LANNET	PROPN	NOUN	44	J	False	strengthen	back	None	None	False	False
PROPN_LASIT	PROPN	NOUN	5	None	obligatory	weaken	back	None	None	False	False
PROPN_LEHDET	PROPN	NOUN	7	F	obligatory	weaken	front	None	None	False	False
PROPN_LEHTI	PROPN	NOUN	7	F	False	weaken	front	None	None	False	False
PROPN_LEIKKUU	PROPN	NOUN	17	None	False	weaken	back	u	None	False	False
PROPN_LEIPÄ	PROPN	NOUN	10	E	False	weaken	front	ä	None	False	False
PROPN_LENTTEE	PROPN	NOUN	17	None	False	weaken	front	e	None	False	False
PROPN_LEPAKKO	PROPN	NOUN	4	A	False	weaken	back	None	None	False	False
PROPN_LIEMI	PROPN	NOUN	25	None	False	weaken	front	None	None	False	False
PROPN_LIITTOUTUNEET	PROPN	NOUN	47	None	obligatory	strengthen	back	None	None	False	False
PROPN_LIIVIT	PROPN	NOUN	5	None	obligatory	weaken	front	None	None	False	False
PROPN_LINGOT	PROPN	NOUN	1	G	obligatory	weaken	back	None	None	False	False
PROPN_LINTU	PROPN	NOUN	1	J	False	weaken	back	None	None	False	False
PROPN_LIPEÄ	PROPN	NOUN	15	None	False	weaken	front	ä	None	False	False
PROPN_LIPOTTARET	PROPN	NOUN	32	C	obligatory	strengthen	back	None	None	False	False
PROPN_LIPPU	PROPN	NOUN	1	B	False	weaken	back	None	None	False	False
PROPN_LIUKU	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_LIVVADIEVÁT	PROPN	NOUN	21	None	obligatory	weaken	back	a	None	False	False
PROPN_LOKA	PROPN	NOUN	10	D	False	weaken	back	a	None	False	False
PROPN_LOKKI	PROPN	NOUN	5	A	False	weaken	back	None	None	False	False
PROPN_LOMMOL	PROPN	NOUN	49	H	False	strengthen	back	None	None	False	False
PROPN_LOTTE	PROPN	NOUN	8	C	False	weaken	back	None	None	False	False
PROPN_LOUET	PROPN	NOUN	44	D	False	strengthen	back	None	None	False	False
PROPN_LUHDAT	PROPN	NOUN	10	F	obligatory	weaken	back	None	None	False	False
PROPN_LUKU	PROPN	NOUN	1	M	False	weaken	back	None	None	False	False
PROPN_LUMME	PROPN	NOUN	48	H	False	strengthen	back	None	None	False	False
PROPN_LUODE	PROPN	NOUN	48	F	False	strengthen	back	None	None	False	False
PROPN_LUODES	PROPN	NOUN	41	F	False	strengthen	back	None	None	False	False
PROPN_LUOKKA	PROPN	NOUN	10	A	False	weaken	back	a	None	False	False
PROPN_LUOLIKOT	PROPN	NOUN	4	A	obligatory	weaken	back	None	None	False	False
PROPN_LUPA	PROPN	NOUN	10	E	False	weaken	back	a	None	False	False
PROPN_LUSIKKA	PROPN	NOUN	14	A	False	weaken	back	a	None	False	False
PROPN_LÄHDES	PROPN	NOUN	41	F	False	strengthen	front	None	None	False	False
PROPN_LÄHDET	PROPN	NOUN	44	F	False	strengthen	front	None	None	False	False
PROPN_LÄHIN	PROPN	NOUN	36	None	False	strengthen	front	None	None	False	False
PROPN_LÄNSI	PROPN	NOUN	28	J	False	weaken	front	None	None	False	False
PROPN_LÄÄKE	PROPN	NOUN	48	A	False	strengthen	front	None	None	False	False
PROPN_LÖPÖ	PROPN	NOUN	1	E	False	weaken	front	None	None	False	False
PROPN_MAA	PROPN	NOUN	18	None	False	weaken	back	a	None	False	False
PROPN_MAKKARA	PROPN	NOUN	12	None	False	weaken	back	a	None	False	False
PROPN_MAKU	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_MALKO	PROPN	NOUN	1	M	False	weaken	back	None	None	False	False
PROPN_MALMÖ	PROPN	NOUN	21	None	False	weaken	front	ö	None	False	False
PROPN_MARKKINAT	PROPN	NOUN	12	None	obligatory	weaken	back	None	None	False	False
PROPN_MATEE	PROPN	NOUN	18	None	False	weaken	back	e	None	False	False
PROPN_MATKUET	PROPN	NOUN	43	None	obligatory	strengthen	back	None	None	False	False
PROPN_MC	PROPN	NOUN	99	None	False	False	back	None	None	False	False
PROPN_MERI	PROPN	NOUN	1024	None	False	weaken	back	None	None	False	False
PROPN_MERTU	PROPN	NOUN	1	K	False	weaken	back	None	None	False	False
PROPN_METTE	PROPN	NOUN	8	C	False	weaken	front	None	None	False	False
PROPN_MIEHET	PROPN	NOUN	42	None	obligatory	strengthen	back	None	None	False	False
PROPN_MIELENGE	PROPN	NOUN	48	G	False	strengthen	front	None	None	False	False
PROPN_MIELLE	PROPN	NOUN	48	I	False	strengthen	front	None	None	False	False
PROPN_MIES	PROPN	NOUN	42	None	False	strengthen	back	None	None	False	False
PROPN_MITTA	PROPN	NOUN	9	C	False	weaken	back	a	None	False	False
PROPN_MONSIEUR	PROPN	NOUN	22	None	False	weaken	front	ö	None	False	False
PROPN_MULTA	PROPN	NOUN	10	I	False	weaken	back	a	None	False	False
PROPN_MURTEET	PROPN	NOUN	48	K	obligatory	strengthen	back	None	None	False	False
PROPN_MYRKKY	PROPN	NOUN	1	A	False	weaken	front	None	None	False	False
PROPN_MÄET	PROPN	NOUN	7	D	obligatory	weaken	front	None	None	False	False
PROPN_MÄNNYT	PROPN	NOUN	1	J	obligatory	weaken	front	None	None	False	False
PROPN_MÄNTY	PROPN	NOUN	1	J	False	weaken	front	None	None	False	False
PROPN_MÄTTÄÄT	PROPN	NOUN	41	C	obligatory	strengthen	front	None	None	False	False
PROPN_MÖMMÖ	PROPN	NOUN	1	None	False	weaken	front	None	None	False	False
PROPN_MÖRKÖ	PROPN	NOUN	1	D	False	weaken	front	None	None	False	False
PROPN_NALLE	PROPN	NOUN	8	None	False	weaken	back	None	None	False	False
PROPN_NEUVOTTELUT	PROPN	NOUN	2	None	obligatory	weaken	back	None	None	False	False
PROPN_NIEMET	PROPN	NOUN	25	None	obligatory	weaken	front	None	None	False	False
PROPN_NIHTI	PROPN	NOUN	5	F	False	weaken	front	None	None	False	False
PROPN_NIITUT	PROPN	NOUN	1	C	obligatory	weaken	back	None	None	False	False
PROPN_NIITYT	PROPN	NOUN	1	C	obligatory	weaken	front	None	None	False	False
PROPN_NIMETÖIN	PROPN	NOUN	34	C	False	strengthen	front	None	None	False	False
PROPN_NIMETÖN	PROPN	NOUN	34	C	False	strengthen	front	None	None	False	False
PROPN_NISSE	PROPN	NOUN	8	None	False	weaken	front	None	None	False	False
PROPN_NOKI	PROPN	NOUN	7	D	False	weaken	back	None	None	False	False
PROPN_NOUGAT	PROPN	NOUN	22	None	False	weaken	back	a	None	False	False
PROPN_NUGAA	PROPN	NOUN	20	None	False	weaken	back	a	None	False	False
PROPN_NUKKE	PROPN	NOUN	8	A	False	weaken	back	None	None	False	False
PROPN_NÄKY	PROPN	NOUN	1	D	False	weaken	front	None	None	False	False
PROPN_NÄLKÄ	PROPN	NOUN	10	D	False	weaken	front	ä	None	False	False
PROPN_OLUT	PROPN	NOUN	43	None	False	strengthen	back	None	None	False	False
PROPN_ONKI	PROPN	NOUN	7	G	False	weaken	back	None	None	False	False
PROPN_ONNET	PROPN	NOUN	7	J	obligatory	weaken	back	None	None	False	False
PROPN_ONNI	PROPN	NOUN	7	None	False	weaken	back	None	None	False	False
PROPN_OOKOO	PROPN	NOUN	18	None	False	weaken	back	o	None	False	False
PROPN_OPINNOT	PROPN	NOUN	1	J	obligatory	weaken	back	None	None	False	False
PROPN_OSATON	PROPN	NOUN	34	C	False	strengthen	back	None	None	False	False
PROPN_OSOITE	PROPN	NOUN	48	C	False	strengthen	back	None	None	False	False
PROPN_PAIKAT	PROPN	NOUN	9	A	obligatory	weaken	back	None	None	False	False
PROPN_PANKIT	PROPN	NOUN	5	A	obligatory	weaken	back	None	None	False	False
PROPN_PARFAIT	PROPN	NOUN	22	None	False	weaken	back	e	None	False	False
PROPN_PATA	PROPN	NOUN	9	F	False	weaken	back	a	None	False	False
PROPN_PATEE	PROPN	NOUN	20	None	False	weaken	back	e	None	False	False
PROPN_PATSAS	PROPN	NOUN	41	None	False	strengthen	back	None	None	False	False
PROPN_PEIPOT	PROPN	NOUN	1	B	obligatory	weaken	back	None	None	False	False
PROPN_PELKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_PELTI	PROPN	NOUN	5	I	False	weaken	front	None	None	False	False
PROPN_PENGER	PROPN	NOUN	49	G	False	strengthen	front	None	None	False	False
PROPN_PIDOT	PROPN	NOUN	1	F	obligatory	weaken	back	None	None	False	False
PROPN_PII	PROPN	NOUN	18	None	False	weaken	front	i	None	False	False
PROPN_PIIROA	PROPN	NOUN	15	None	False	weaken	back	a	None	False	False
PROPN_PIPPALOT	PROPN	NOUN	2	None	obligatory	weaken	back	None	None	False	False
PROPN_PISTE	PROPN	NOUN	48	None	False	strengthen	front	None	None	False	False
PROPN_POHATTA	PROPN	NOUN	14	C	False	weaken	back	a	None	False	False
PROPN_POHJE	PROPN	NOUN	48	L	False	strengthen	back	None	None	False	False
PROPN_POIKA	PROPN	NOUN	1010	D	False	weaken	back	a	None	False	False
PROPN_POJAT	PROPN	NOUN	1010	D	obligatory	weaken	back	None	None	False	False
PROPN_POLITIIKKA	PROPN	NOUN	9	A	False	weaken	back	a	None	False	False
PROPN_PONSI	PROPN	NOUN	28	J	False	weaken	back	None	None	False	False
PROPN_PORRAS	PROPN	NOUN	41	K	False	strengthen	back	None	None	False	False
PROPN_PORTAAT	PROPN	NOUN	41	K	obligatory	strengthen	back	None	None	False	False
PROPN_PROBLEEMA	PROPN	NOUN	11	None	False	weaken	back	a	None	False	False
PROPN_PUHELIN	PROPN	NOUN	33	None	False	strengthen	back	None	None	False	False
PROPN_PUNK	PROPN	NOUN	5	None	False	weaken	back	None	None	False	False
PROPN_PUU	PROPN	NOUN	18	None	False	weaken	back	u	None	False	False
PROPN_PUUT	PROPN	NOUN	18	None	obligatory	weaken	back	None	None	False	False
PROPN_PYHTÄÄ	PROPN	NOUN	17	None	False	weaken	front	ä	None	False	False
PROPN_PYTTY	PROPN	NOUN	1	C	False	weaken	front	None	None	False	False
PROPN_PYY	PROPN	NOUN	18	None	False	weaken	front	y	None	False	False
PROPN_PÄÄ	PROPN	NOUN	18	None	False	weaken	front	ä	None	False	False
PROPN_PÖKSYT	PROPN	NOUN	1	None	obligatory	weaken	front	None	None	False	False
PROPN_PÖLHÄÄT	PROPN	NOUN	17	None	obligatory	weaken	front	None	None	False	False
PROPN_PÖLLÖT	PROPN	NOUN	1	None	obligatory	weaken	front	None	None	False	False
PROPN_PÖNTTÖ	PROPN	NOUN	1	C	False	weaken	front	None	None	False	False
PROPN_PÖYTÄ	PROPN	NOUN	10	F	False	weaken	front	ä	None	False	False
PROPN_RAGUU	PROPN	NOUN	20	None	False	weaken	back	u	None	False	False
PROPN_RAKENNE	PROPN	NOUN	48	J	False	strengthen	back	None	None	False	False
PROPN_RAMPA	PROPN	NOUN	9	H	False	weaken	back	a	None	False	False
PROPN_RANGAT	PROPN	NOUN	9	G	obligatory	weaken	back	None	None	False	False
PROPN_RANNAT	PROPN	NOUN	9	J	obligatory	weaken	back	None	None	False	False
PROPN_RAPPE	PROPN	NOUN	8	B	False	weaken	back	None	None	False	False
PROPN_RAPPUSET	PROPN	NOUN	38	None	obligatory	strengthen	back	None	None	False	False
PROPN_RAPUT	PROPN	NOUN	1	B	obligatory	weaken	back	None	None	False	False
PROPN_RATAS	PROPN	NOUN	41	C	False	strengthen	back	None	None	False	False
PROPN_RAUDAT	PROPN	NOUN	9	F	obligatory	weaken	back	None	None	False	False
PROPN_RAUNIOT	PROPN	NOUN	3	None	obligatory	weaken	back	None	None	False	False
PROPN_RAVUT	PROPN	NOUN	1	E	obligatory	weaken	back	None	None	False	False
PROPN_REGGAE	PROPN	NOUN	21	None	False	weaken	back	None	None	False	False
PROPN_REIKÄ	PROPN	NOUN	10	D	False	weaken	front	ä	None	False	False
PROPN_REIÄT	PROPN	NOUN	10	D	obligatory	weaken	front	None	None	False	False
PROPN_RENKAAT	PROPN	NOUN	41	G	obligatory	strengthen	back	None	None	False	False
PROPN_RIIPI	PROPN	NOUN	5	E	False	weaken	front	None	None	False	False
PROPN_RIIVET	PROPN	NOUN	7	E	obligatory	weaken	front	None	None	False	False
PROPN_RIMMI	PROPN	NOUN	5	H	False	weaken	front	None	None	False	False
PROPN_RIMMIT	PROPN	NOUN	5	H	obligatory	weaken	front	None	None	False	False
PROPN_RIMPI	PROPN	NOUN	7	H	False	weaken	front	None	None	False	False
PROPN_RINNET	PROPN	NOUN	44	J	False	strengthen	front	None	None	False	False
PROPN_RINTEET	PROPN	NOUN	48	J	obligatory	strengthen	front	None	None	False	False
PROPN_RIPE	PROPN	NOUN	48	B	False	strengthen	front	None	None	False	False
PROPN_RIPSET	PROPN	NOUN	7	None	obligatory	weaken	front	None	None	False	False
PROPN_RIUTAT	PROPN	NOUN	9	C	obligatory	weaken	back	None	None	False	False
PROPN_ROITOT	PROPN	NOUN	1	C	obligatory	weaken	back	None	None	False	False
PROPN_ROMPAAT	PROPN	NOUN	41	H	obligatory	strengthen	back	None	None	False	False
PROPN_ROSÉ	PROPN	NOUN	21	None	False	weaken	back	e	None	False	False
PROPN_ROTTA	PROPN	NOUN	10	C	False	weaken	back	a	None	False	False
PROPN_RUIPELO	PROPN	NOUN	2	None	False	weaken	back	None	None	False	False
PROPN_RUIS	PROPN	NOUN	41	D	False	strengthen	back	None	None	False	False
PROPN_RUMPU	PROPN	NOUN	1	H	False	weaken	back	None	None	False	False
PROPN_RUNKO	PROPN	NOUN	1	G	False	weaken	back	None	None	False	False
PROPN_RUOKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_RUOPPAAT	PROPN	NOUN	41	B	obligatory	strengthen	back	None	None	False	False
PROPN_RUUHI	PROPN	NOUN	24	None	False	weaken	back	None	None	False	False
PROPN_RUUMIS	PROPN	NOUN	41	None	False	strengthen	back	None	None	False	False
PROPN_RUUVI	PROPN	NOUN	5	None	False	weaken	back	None	None	False	False
PROPN_RYPÄS	PROPN	NOUN	41	B	False	strengthen	front	None	None	False	False
PROPN_RYYPPY	PROPN	NOUN	1	B	False	weaken	front	None	None	False	False
PROPN_RÄJÄYTYS	PROPN	NOUN	39	None	False	strengthen	front	None	None	False	False
PROPN_RÄMEET	PROPN	NOUN	48	None	obligatory	strengthen	front	None	None	False	False
PROPN_RÄMEÄT	PROPN	NOUN	15	None	obligatory	weaken	front	None	None	False	False
PROPN_RÄMIÄT	PROPN	NOUN	12	None	obligatory	weaken	front	None	None	False	False
PROPN_SAAPAS	PROPN	NOUN	41	B	False	strengthen	back	None	None	False	False
PROPN_SAARET	PROPN	NOUN	24	None	obligatory	weaken	back	None	None	False	False
PROPN_SAKSET	PROPN	NOUN	7	None	obligatory	weaken	back	None	None	False	False
PROPN_SALONTEET	PROPN	NOUN	48	J	obligatory	strengthen	back	None	None	False	False
PROPN_SALPA	PROPN	NOUN	9	E	False	weaken	back	a	None	False	False
PROPN_SAMMALET	PROPN	NOUN	49	None	obligatory	strengthen	back	None	None	False	False
PROPN_SAMPI	PROPN	NOUN	7	H	False	weaken	back	None	None	False	False
PROPN_SAMPO	PROPN	NOUN	1	H	False	weaken	back	None	None	False	False
PROPN_SEIKKAILU	PROPN	NOUN	2	None	False	weaken	back	None	None	False	False
PROPN_SEIVÄS	PROPN	NOUN	41	E	False	strengthen	front	None	None	False	False
PROPN_SELENE	PROPN	NOUN	2	None	False	weaken	front	None	None	False	False
PROPN_SELJÄT	PROPN	NOUN	10	L	obligatory	weaken	front	None	None	False	False
PROPN_SEPPÄ	PROPN	NOUN	10	B	False	weaken	front	ä	None	False	False
PROPN_SERGEJ	PROPN	NOUN	22	None	False	weaken	back	None	None	False	False
PROPN_SERKUKSET	PROPN	NOUN	39	None	obligatory	strengthen	back	None	None	False	False
PROPN_SHOW	PROPN	NOUN	22	None	False	weaken	back	None	None	False	False
PROPN_SIEMEN	PROPN	NOUN	32	None	False	strengthen	front	None	None	False	False
PROPN_SIIRTO	PROPN	NOUN	1	K	False	weaken	back	None	None	False	False
PROPN_SIIVILÄ	PROPN	NOUN	13	None	False	weaken	front	ä	None	False	False
PROPN_SILAKAT	PROPN	NOUN	14	A	obligatory	weaken	back	None	None	False	False
PROPN_SILMÄKKEET	PROPN	NOUN	48	A	obligatory	strengthen	front	None	None	False	False
PROPN_SISÄLTÖ	PROPN	NOUN	1	I	False	weaken	front	None	None	False	False
PROPN_SIUNAAMATTOMAT	PROPN	NOUN	34	C	obligatory	strengthen	back	None	None	False	False
PROPN_SIVISTYNYT	PROPN	NOUN	47	None	False	strengthen	front	y	None	False	False
PROPN_SKEITTI	PROPN	NOUN	5	C	False	weaken	front	None	None	False	False
PROPN_SOINTI	PROPN	NOUN	5	J	False	weaken	back	None	None	False	False
PROPN_SOKEA	PROPN	NOUN	15	None	False	weaken	back	a	None	False	False
PROPN_SOTA	PROPN	NOUN	10	F	False	weaken	back	a	None	False	False
PROPN_SPOTIFY	PROPN	NOUN	21	None	False	weaken	front	i	None	False	False
PROPN_STADION	PROPN	NOUN	6	None	False	weaken	back	None	None	False	False
PROPN_SUHTEET	PROPN	NOUN	48	F	obligatory	strengthen	back	None	None	False	False
PROPN_SUKAT	PROPN	NOUN	10	A	obligatory	weaken	back	None	None	False	False
PROPN_SULKA	PROPN	NOUN	10	D	False	weaken	back	a	None	False	False
PROPN_SUODATIN	PROPN	NOUN	33	C	False	strengthen	back	None	None	False	False
PROPN_SUOT	PROPN	NOUN	19	None	obligatory	weaken	back	None	None	False	False
PROPN_SYDÄN	PROPN	NOUN	33	None	False	strengthen	front	None	None	False	False
PROPN_SYLI	PROPN	NOUN	23	None	False	weaken	front	None	None	False	False
PROPN_SYÖMINGIT	PROPN	NOUN	5	G	obligatory	weaken	front	None	None	False	False
PROPN_SÄNKY	PROPN	NOUN	1	G	False	weaken	front	None	None	False	False
PROPN_SÄRKÄT	PROPN	NOUN	10	A	obligatory	weaken	front	None	None	False	False
PROPN_SÄÄDIN	PROPN	NOUN	33	F	False	strengthen	front	None	None	False	False
PROPN_SÄÄRET	PROPN	NOUN	26	None	obligatory	weaken	front	None	None	False	False
PROPN_TAIMI	PROPN	NOUN	25	None	False	weaken	back	None	None	False	False
PROPN_TAIVAL	PROPN	NOUN	49	E	False	strengthen	back	None	None	False	False
PROPN_TALKOOT	PROPN	NOUN	17	None	obligatory	weaken	back	None	None	False	False
PROPN_TALO	PROPN	NOUN	1	None	False	weaken	back	None	None	False	False
PROPN_TARVE	PROPN	NOUN	48	E	False	strengthen	back	None	None	False	False
PROPN_TAUDIT	PROPN	NOUN	5	F	obligatory	weaken	back	None	None	False	False
PROPN_TAUTI	PROPN	NOUN	5	F	False	weaken	back	None	None	False	False
PROPN_TAVAT	PROPN	NOUN	9	E	obligatory	weaken	back	None	None	False	False
PROPN_TEE	PROPN	NOUN	18	None	False	weaken	front	e	None	False	False
PROPN_TEHDAS	PROPN	NOUN	41	F	False	strengthen	back	None	None	False	False
PROPN_TEHTAAT	PROPN	NOUN	41	F	obligatory	strengthen	back	None	None	False	False
PROPN_TEKO	PROPN	NOUN	1	D	False	weaken	back	None	None	False	False
PROPN_TIE	PROPN	NOUN	19	None	False	weaken	front	None	None	False	False
PROPN_TIENOO	PROPN	NOUN	17	None	False	weaken	back	o	None	False	False
PROPN_TIETEET	PROPN	NOUN	48	F	obligatory	strengthen	front	None	None	False	False
PROPN_TIHVII	PROPN	NOUN	17	None	False	weaken	front	i	None	False	False
PROPN_TIKKAAT	PROPN	NOUN	41	A	obligatory	strengthen	back	None	None	False	False
PROPN_TIKKU	PROPN	NOUN	1	A	False	weaken	back	None	None	False	False
PROPN_TIPPA	PROPN	NOUN	9	B	False	weaken	back	a	None	False	False
PROPN_TOIMET	PROPN	NOUN	25	None	obligatory	weaken	back	None	None	False	False
PROPN_TOKEE	PROPN	NOUN	17	None	False	weaken	back	e	None	False	False
PROPN_TONGIT	PROPN	NOUN	5	G	obligatory	weaken	back	None	None	False	False
