lemma	homonym	argument
säihkyä	1	intransitive
säikkyä	1	intransitive
säikytellä	1	intransitive
säikyttää	1	intransitive
säikähdyttää	1	intransitive
säikähtyä	1	intransitive
säikähtää	1	intransitive
säikäytellä	1	intransitive
säikäyttää	1	intransitive
säiliöidä	1	intransitive
säilyttää	1	intransitive
säilyä	1	intransitive
säilöä	1	intransitive
säkenöidä	1	intransitive
säkittää	1	intransitive
säksättää	1	intransitive
säkättää	1	intransitive
sälyttää	1	intransitive
sälähtää	1	intransitive
sämplätä	1	intransitive
sännätä	1	intransitive
säntäillä	1	intransitive
säpistä	1	intransitive
säpsähdellä	1	intransitive
säpsähdyttää	1	intransitive
säpsähtää	1	intransitive
säpsäyttää	1	intransitive
säristä	1	intransitive
särkeä	1	intransitive
särkyä	1	intransitive
särmätä	1	intransitive
särpiä	1	intransitive
särähdellä	1	intransitive
särähtää	1	intransitive
säröillä	1	intransitive
säröttää	1	intransitive
säröytyä	1	intransitive
säteillä	1	intransitive
säteilyttää	1	intransitive
sätkiä	1	intransitive
sätkytellä	1	intransitive
sätkyttää	1	intransitive
sätkättää	1	intransitive
sättiä	1	intransitive
säveltää	1	intransitive
sävyttyä	1	intransitive
sävyttää	1	intransitive
sävähdyttää	1	intransitive
sävähtää	1	intransitive
säväyttää	1	intransitive
säädellä	1	intransitive
säädättää	1	intransitive
säälitellä	1	intransitive
säälittää	1	intransitive
sääliä	1	intransitive
säännellä	1	intransitive
säännöllistyä	1	intransitive
säännöllistää	1	intransitive
säännönmukaistaa	1	intransitive
säännöstellä	1	intransitive
säännötellä	1	intransitive
säännöttää	1	intransitive
säästellä	1	intransitive
säästyä	1	intransitive
säästää	1	intransitive
säätiöidä	1	intransitive
säätyä	1	intransitive
säätää	1	intransitive
söhliä	1	intransitive
söhlätä	1	intransitive
sönkätä	1	intransitive
sönköttää	1	intransitive
söpöillä	1	intransitive
söpöttää	1	intransitive
sörkkiä	1	intransitive
sörssätä	1	intransitive
sössöttää	1	intransitive
taajentaa	1	intransitive
taajentua	1	intransitive
taajeta	1	intransitive
taannehtia	1	intransitive
taannuttaa	1	intransitive
taantua	1	intransitive
taaperrella	1	intransitive
taapertaa	1	intransitive
taaplata	1	intransitive
taata	2	intransitive
tabuloida	1	intransitive
taeta	1	intransitive
tahdistaa	1	intransitive
tahdistua	1	intransitive
tahdittaa	1	intransitive
tahkoontua	1	intransitive
tahkota	1	intransitive
tahkoutua	1	intransitive
tahmaannuttaa	1	intransitive
tahmaantua	1	intransitive
tahmata	1	intransitive
tahmautua	1	intransitive
tahmentaa	1	intransitive
tahmentua	1	intransitive
tahmeta	1	intransitive
tahmettaa	1	intransitive
tahmettua	1	intransitive
tahraantua	1	intransitive
tahrata	1	intransitive
tahrautua	1	intransitive
tahria	1	intransitive
tahriintua	1	intransitive
tahriutua	1	intransitive
tahtoa	1	intransitive
taidella	1	intransitive
taikinoida	1	intransitive
taikoa	1	intransitive
taimettaa	1	intransitive
taimettua	1	intransitive
taimia	1	intransitive
tainnuttaa	1	intransitive
taintua	1	intransitive
taipua	1	intransitive
taipuilla	1	intransitive
taistella	1	intransitive
taitaa	1	intransitive
taiteilla	1	intransitive
taitella	1	intransitive
taitoluistella	1	intransitive
taittaa	1	intransitive
taittua	1	intransitive
taituroida	1	intransitive
taivaltaa	1	intransitive
taivastella	1	intransitive
taivesaumata	1	intransitive
taivutella	1	intransitive
taivuttaa	1	intransitive
taivuttautua	1	intransitive
tajuta	1	intransitive
takaisinristeyttää	1	intransitive
takaisintitrata	1	intransitive
takalukita	1	intransitive
takautua	1	intransitive
takavarikoida	1	intransitive
takellella	1	intransitive
takerrella	1	intransitive
takertaa	1	intransitive
takertua	1	intransitive
takiloida	1	intransitive
takkuilla	1	intransitive
takkuuntua	1	intransitive
taklata	1	intransitive
takoa	1	intransitive
takseerata	1	intransitive
taksoittaa	1	intransitive
taktikoida	1	intransitive
takuta	1	intransitive
talkita	1	intransitive
talkoilla	1	intransitive
tallaantua	1	intransitive
tallailla	1	intransitive
tallata	1	intransitive
tallautua	1	intransitive
tallentaa	1	intransitive
tallentua	1	intransitive
tallettaa	1	intransitive
tallettua	1	intransitive
talloa	1	intransitive
tallustaa	1	intransitive
tallustella	1	intransitive
taloudellistaa	1	intransitive
talsia	1	intransitive
taltata	1	intransitive
talteenottaa	1	intransitive
taltioida	1	intransitive
talttua	1	intransitive
taltuttaa	1	intransitive
talutella	1	intransitive
taluttaa	1	intransitive
talveentua	1	intransitive
talvehdittaa	1	intransitive
talvehtia	1	intransitive
talveuttaa	1	intransitive
talveutua	1	intransitive
talvimatkailla	1	intransitive
tampata	1	intransitive
tamponoida	1	intransitive
tanakoitua	1	intransitive
tangeerata	1	intransitive
tanhuta	1	intransitive
tankata	1	intransitive
tankkailla	1	intransitive
tanskantaa	1	intransitive
tanssahdella	1	intransitive
tanssata	1	intransitive
tanssia	1	intransitive
tanssitella	1	intransitive
tanssittaa	1	intransitive
taottaa	1	intransitive
tapahtua	1	intransitive
tapailla	1	intransitive
tapattaa	1	intransitive
tapella	1	intransitive
tapetoida	1	intransitive
tapisoida	1	intransitive
tapittaa	1	intransitive
tappaa	1	intransitive
taputella	1	intransitive
taputtaa	1	intransitive
tarhata	1	intransitive
tariffoida	1	intransitive
tarinoida	1	intransitive
tarita	1	intransitive
tarjeta	1	intransitive
tarjoilla	1	intransitive
tarjota	1	intransitive
tarjouskilpailuttaa	1	intransitive
tarjoutua	1	intransitive
tarkastaa	1	intransitive
tarkastella	1	intransitive
tarkastuttaa	1	intransitive
tarkata	1	intransitive
tarkentaa	1	intransitive
tarkentua	1	intransitive
tarkistaa	1	intransitive
tarkistuttaa	1	intransitive
tarkkailla	1	intransitive
tarkkuuttaa	1	intransitive
tarkoittaa	1	intransitive
tarkoituksenmukaistaa	1	intransitive
tarkoituksenmukaistua	1	intransitive
tarpoa	1	intransitive
tarrata	1	intransitive
tarrautua	1	intransitive
tarttua	1	intransitive
tartuttaa	1	intransitive
tarvita	1	intransitive
tasaannuttaa	1	intransitive
tasaantua	1	intransitive
tasa-arvoistaa	1	intransitive
tasa-arvoistua	1	intransitive
tasapainoilla	1	intransitive
tasapainotella	1	intransitive
tasapainottaa	1	intransitive
tasapainottua	1	intransitive
tasapuolistaa	1	intransitive
tasapuolistua	1	intransitive
tasapäistää	1	intransitive
tasasuunnata	1	intransitive
tasata	1	intransitive
tasauttaa	1	intransitive
tasautua	1	intransitive
tasavertaistaa	1	intransitive
tasoitella	1	intransitive
tasoittaa	1	intransitive
tasoittua	1	intransitive
tasoleikata	1	intransitive
tasouttaa	1	intransitive
tassutella	1	intransitive
tassuttaa	1	intransitive
tatuoida	1	intransitive
tatuoittaa	1	intransitive
taulukoida	1	intransitive
tauota	1	intransitive
tauottaa	1	intransitive
taustaa	1	intransitive
taustavalottaa	1	intransitive
taustoittaa	1	intransitive
tavailla	1	intransitive
tavata	1	intransitive
tavata	2	intransitive
tavoitella	1	intransitive
tavoittaa	1	intransitive
tavuttaa	1	intransitive
tavuttua	1	intransitive
teemoittaa	1	intransitive
teeskellä	1	intransitive
teeskennellä	1	intransitive
teettää	1	intransitive
teetättää	1	intransitive
tehdasmaistua	1	intransitive
tehdä	1	intransitive
tehostaa	1	intransitive
tehostua	1	intransitive
tehota	1	intransitive
tehottaa	1	intransitive
tehtailla	1	intransitive
teikaroida	1	intransitive
teikata	1	intransitive
teilata	1	intransitive
teipata	1	intransitive
teititellä	1	intransitive
tekaista	1	intransitive
tekeytyä	1	intransitive
teknistyä	1	intransitive
teknistää	1	intransitive
tekolumettaa	1	intransitive
tekstata	1	intransitive
tekstintää	1	intransitive
tekstittää	1	intransitive
teksturoida	1	intransitive
telakoida	1	intransitive
telakoitua	1	intransitive
telata	1	intransitive
teleportata	1	intransitive
televisioida	1	intransitive
teljetä	1	intransitive
telmiä	1	intransitive
telmätä	1	intransitive
telmää	1	intransitive
teloa	1	intransitive
teloittaa	1	intransitive
teloituttaa	1	intransitive
telttailla	1	intransitive
temmata	1	intransitive
temmeltää	1	intransitive
tempaantua	1	intransitive
tempaista	1	intransitive
tempautua	1	intransitive
temperoida	1	intransitive
tempoa	1	intransitive
tempoilla	1	intransitive
temppuilla	1	intransitive
tenderöidä	1	intransitive
tenhota	1	intransitive
tentata	1	intransitive
tenttiä	1	intransitive
tenutella	1	intransitive
tenätä	1	intransitive
teollistaa	1	intransitive
teollistua	1	intransitive
teologisoida	1	intransitive
teoretisoida	1	intransitive
teorioida	1	intransitive
tepastella	1	intransitive
tepsiä	1	intransitive
tepsutella	1	intransitive
tepsuttaa	1	intransitive
terapoida	1	intransitive
terhennellä	1	intransitive
terittää	1	intransitive
termentää	1	intransitive
terminoida	1	intransitive
teroittaa	1	intransitive
teroittua	1	intransitive
terrorisoida	1	intransitive
tervaantua	1	intransitive
tervata	1	intransitive
tervautua	1	intransitive
tervehdyttää	1	intransitive
tervehtiä	1	intransitive
tervehtyä	1	intransitive
tervehtää	1	intransitive
terveystarkastaa	1	intransitive
terveyttää	1	intransitive
terästyä	1	intransitive
terästäytyä	1	intransitive
terästää	1	intransitive
terävöittää	1	intransitive
terävöityä	1	intransitive
testamentata	1	intransitive
testata	1	intransitive
testauttaa	1	intransitive
teuhata	1	intransitive
teurastaa	1	intransitive
teutaroida	1	intransitive
tiedoksiantaa	1	intransitive
tiedostaa	1	intransitive
tiedostua	1	intransitive
tiedotella	1	intransitive
tiedottaa	1	intransitive
tiedustaa	1	intransitive
tiedustella	1	intransitive
tienailla	1	intransitive
tienata	1	intransitive
tieteellistyä	1	intransitive
tieteellistää	1	intransitive
tieteillä	1	intransitive
tietokoneistaa	1	intransitive
tietokoneistua	1	intransitive
tietoliikennöidä	1	intransitive
tietää	1	intransitive
tihentyä	1	intransitive
tihentää	1	intransitive
tihertää	1	intransitive
tihetä	1	intransitive
tihkua	1	intransitive
tihkuta	1	intransitive
tihkuttaa	1	intransitive
tihutella	1	intransitive
tihuttaa	1	intransitive
tihuuttaa	1	intransitive
tiiata	1	intransitive
tiimeltää	1	intransitive
tiinehtiä	1	intransitive
tiinehtyä	1	intransitive
tiinehtää	1	intransitive
tiineyttää	1	intransitive
tiirailla	1	intransitive
tiirata	1	intransitive
tiirikoida	1	intransitive
tiivistyä	1	intransitive
tiivistää	1	intransitive
tikahtua	1	intransitive
tikata	1	intransitive
tikittää	1	intransitive
tilastoida	1	intransitive
tilata	1	intransitive
tilittää	1	intransitive
tiliöidä	1	intransitive
tilkitä	1	intransitive
tillittää	1	intransitive
tinata	1	intransitive
tingata	1	intransitive
tinkiä	1	intransitive
tintata	1	intransitive
tipahdella	1	intransitive
tipahtaa	1	intransitive
tipauttaa	1	intransitive
tipotella	1	intransitive
tipottaa	1	intransitive
tippua	1	intransitive
tipsuttaa	1	intransitive
tiputella	1	intransitive
tiputtaa	1	intransitive
tirahdella	1	intransitive
tirahtaa	1	intransitive
tirauttaa	1	intransitive
tiristä	1	intransitive
tiristää	1	intransitive
tirkistellä	1	intransitive
tirkistää	1	intransitive
tirskahdella	1	intransitive
tirskahtaa	1	intransitive
tirskauttaa	1	intransitive
tirskua	1	intransitive
tirskutella	1	intransitive
tirskuttaa	1	intransitive
tirsua	1	intransitive
tiskata	1	intransitive
tislaantua	1	intransitive
tislata	1	intransitive
tislautua	1	intransitive
tissutella	1	intransitive
tissutella	2	intransitive
tissuttaa	1	intransitive
titrata	1	intransitive
tituleerata	1	intransitive
tituloida	1	intransitive
tiuhentaa	1	intransitive
tiuhentua	1	intransitive
tiuheta	1	intransitive
tiukata	1	intransitive
tiukentaa	1	intransitive
tiukentua	1	intransitive
tiuketa	1	intransitive
tiukkua	1	intransitive
tiuskahdella	1	intransitive
tiuskaista	1	intransitive
tiuskia	1	intransitive
tivata	1	intransitive
todellistaa	1	intransitive
todellistua	1	intransitive
todentaa	1	intransitive
todentua	1	intransitive
todeta	1	intransitive
todistaa	1	intransitive
todistella	1	intransitive
todistua	1	intransitive
todistuttaa	1	intransitive
toeta	1	intransitive
toheloida	1	intransitive
toheltaa	1	intransitive
tohista	1	intransitive
tohtia	1	intransitive
tohtoroida	1	intransitive
tohtoroitua	1	intransitive
toikkaroida	1	intransitive
toilailla	1	intransitive
toimeenpanna	1	intransitive
toimeksiantaa	1	intransitive
toimia	1	intransitive
toimitella	1	intransitive
toimittaa	1	intransitive
toimituttaa	1	intransitive
tointua	1	intransitive
toipua	1	intransitive
toisintaa	1	intransitive
toistaa	1	intransitive
toistella	1	intransitive
toistua	1	intransitive
toitottaa	1	intransitive
toivoa	1	intransitive
toivotella	1	intransitive
toivottaa	1	intransitive
tojia	1	intransitive
tokaista	1	intransitive
toljailla	1	intransitive
toljottaa	1	intransitive
tolkuttaa	1	intransitive
tollottaa	1	intransitive
tomuta	1	intransitive
tomuttaa	1	intransitive
tomuttua	1	intransitive
tonkia	1	intransitive
tontittaa	1	intransitive
tonttuilla	1	intransitive
topata	1	intransitive
toppuutella	1	intransitive
toppuuttaa	1	intransitive
torailla	1	intransitive
torata	1	intransitive
torjua	1	intransitive
torkahdella	1	intransitive
torkahtaa	1	intransitive
torkkua	1	intransitive
tornittaa	1	intransitive
torpedoida	1	intransitive
torua	1	intransitive
torveilla	1	intransitive
tosittaa	1	intransitive
totella	1	intransitive
toteuttaa	1	intransitive
toteutua	1	intransitive
totota	1	intransitive
tottua	1	intransitive
totutella	1	intransitive
totuttaa	1	intransitive
totuttautua	1	intransitive
touhottaa	1	intransitive
touhuilla	1	intransitive
touhuta	1	intransitive
trahteerata	1	intransitive
trampata	1	intransitive
transaminoida	1	intransitive
transeerata	1	intransitive
transformoida	1	intransitive
transistoroida	1	intransitive
transkriboida	1	intransitive
translatoida	1	intransitive
translitteroida	1	intransitive
transmittoida	1	intransitive
transplantoida	1	intransitive
transponoida	1	intransitive
transponoitua	1	intransitive
trassata	1	intransitive
trasseerata	1	intransitive
traumatisoida	1	intransitive
treenaantua	1	intransitive
treenata	1	intransitive
treffata	1	intransitive
trepanoida	1	intransitive
trimmata	1	intransitive
triviaalistaa	1	intransitive
trivialisoida	1	intransitive
trokata	1	intransitive
troolata	1	intransitive
trustiutua	1	intransitive
truutata	1	intransitive
tsekata	1	intransitive
tsempata	1	intransitive
tsiigata	1	intransitive
tsiikata	1	intransitive
tuftata	1	intransitive
tuhahdella	1	intransitive
tuhahtaa	1	intransitive
tuhatkertaistaa	1	intransitive
tuhatkertaistua	1	intransitive
tuhauttaa	1	intransitive
tuherrella	1	intransitive
tuhertaa	1	intransitive
tuhista	1	intransitive
tuhistaa	1	intransitive
tuhisuttaa	1	intransitive
tuhkata	1	intransitive
tuhkauttaa	1	intransitive
tuhlaantua	1	intransitive
tuhlailla	1	intransitive
tuhlata	1	intransitive
tuhlautua	1	intransitive
tuhmeta	1	intransitive
tuhopolttaa	1	intransitive
tuhota	1	intransitive
tuhoutua	1	intransitive
tuhraantua	1	intransitive
tuhrata	1	intransitive
tuhrautua	1	intransitive
tuhria	1	intransitive
tuhriintua	1	intransitive
tuhriutua	1	intransitive
tuhutella	1	intransitive
tuhuttaa	1	intransitive
tuhuuttaa	1	intransitive
tuijotella	1	intransitive
tuijottaa	1	intransitive
tuikahdella	1	intransitive
tuikahtaa	1	intransitive
tuikata	1	intransitive
tuikehtia	1	intransitive
tuikkaa	1	intransitive
tuikkia	1	intransitive
tuikuttaa	1	intransitive
tuimentaa	1	intransitive
tuimentua	1	intransitive
tuimeta	1	intransitive
tuimistaa	1	intransitive
tuimistua	1	intransitive
tuiskahdella	1	intransitive
tuiskahtaa	1	intransitive
tuiskia	1	intransitive
tuiskuta	1	intransitive
tuiskuttaa	1	intransitive
tuittuilla	1	intransitive
tuiverrella	1	intransitive
tuivertaa	1	intransitive
tukahduttaa	1	intransitive
tukahtua	1	intransitive
tukaloitua	1	intransitive
tukea	1	intransitive
tukehduttaa	1	intransitive
tukehtua	1	intransitive
tuketa	1	intransitive
tukeutua	1	intransitive
tukevoitua	1	intransitive
tukistaa	1	intransitive
tukityöllistää	1	intransitive
tukkeentua	1	intransitive
tukkeuttaa	1	intransitive
tukkeutua	1	intransitive
tukkia	1	intransitive
tukkiintua	1	intransitive
tuleennuttaa	1	intransitive
tuleentua	1	intransitive
tulehduttaa	1	intransitive
tulehtua	1	intransitive
tulistaa	1	intransitive
tulistua	1	intransitive
tulistuttaa	1	intransitive
tulittaa	1	intransitive
tulkata	1	intransitive
tulkita	1	intransitive
tulla	1	intransitive
tullata	1	intransitive
tullauttaa	1	intransitive
tullitarkastaa	1	intransitive
tulostaa	1	intransitive
tulostua	1	intransitive
tulouttaa	1	intransitive
tulpata	1	intransitive
tulpita	1	intransitive
tulpittaa	1	intransitive
tulppautua	1	intransitive
tulvahdella	1	intransitive
tulvahtaa	1	intransitive
tulvehtia	1	intransitive
tulvia	1	intransitive
tummentaa	1	intransitive
tummentua	1	intransitive
tummeta	1	intransitive
tummua	1	intransitive
tumpata	1	intransitive
tumpeloida	1	intransitive
tunaroida	1	intransitive
tungeksia	1	intransitive
tungeta	1	intransitive
tungetella	1	intransitive
tungettaa	1	intransitive
tunkea	1	intransitive
tunkeilla	1	intransitive
tunkeutua	1	intransitive
tunkkaantua	1	intransitive
tunkkautua	1	intransitive
tunnelmoida	1	intransitive
tunneloida	1	intransitive
tunnestautua	1	intransitive
tunnistaa	1	intransitive
tunnistautua	1	intransitive
tunnistua	1	intransitive
tunnustaa	1	intransitive
tunnustautua	1	intransitive
tunnustella	1	intransitive
tunnuttaa	1	intransitive
tuntea	1	intransitive
tunteilla	1	intransitive
tuntua	1	intransitive
tuoda	1	intransitive
tuohduttaa	1	intransitive
tuohestaa	1	intransitive
tuohia	1	intransitive
tuohtua	1	intransitive
tuoksahdella	1	intransitive
tuoksahtaa	1	intransitive
tuoksua	1	intransitive
tuoksuta	1	intransitive
tuoksuttaa	1	intransitive
tuomita	1	intransitive
tuoresuolata	1	intransitive
tuoreuttaa	1	intransitive
tuoreutua	1	intransitive
tuotattaa	1	intransitive
tuottaa	1	intransitive
tuotteistaa	1	intransitive
tuotteistua	1	intransitive
tupakoida	1	intransitive
tupastaa	1	intransitive
tupata	1	intransitive
tupeerata	1	intransitive
tupeksia	1	intransitive
tuplaantua	1	intransitive
tuplata	1	intransitive
tuppaantua	1	intransitive
tuppautua	1	intransitive
tuppeutua	1	intransitive
tuprahdella	1	intransitive
tuprahtaa	1	intransitive
tuprauttaa	1	intransitive
tupruta	1	intransitive
tuprutella	1	intransitive
tupruttaa	1	intransitive
tupsahtaa	1	intransitive
tupsuttaa	1	intransitive
tuputtaa	1	intransitive
turhaantua	1	intransitive
turhauttaa	1	intransitive
turhautua	1	intransitive
turhentaa	1	intransitive
turinoida	1	intransitive
turista	1	intransitive
turistaa	1	intransitive
turkistaa	1	intransitive
turmella	1	intransitive
turmeltua	1	intransitive
turnailla	1	intransitive
turnata	1	intransitive
turruttaa	1	intransitive
turskahtaa	1	intransitive
turskata	1	intransitive
turskua	1	intransitive
tursua	1	intransitive
tursuta	1	intransitive
turtua	1	intransitive
turvallistaa	1	intransitive
turvaluokitella	1	intransitive
turvamerkitä	1	intransitive
turvasertifioida	1	intransitive
turvata	1	intransitive
turvatarkastaa	1	intransitive
turvautua	1	intransitive
turvavalvoa	1	intransitive
turvettua	1	intransitive
turvota	1	intransitive
turvottaa	1	intransitive
turvottua	1	intransitive
tuskaannuttaa	1	intransitive
tuskaantua	1	intransitive
tuskailla	1	intransitive
tuskastua	1	intransitive
tuskastuttaa	1	intransitive
tuskautua	1	intransitive
tuskitella	1	intransitive
tussahtaa	1	intransitive
tussata	1	intransitive
tutia	1	intransitive
tutista	1	intransitive
tutisuttaa	1	intransitive
tutkailla	1	intransitive
tutkata	1	intransitive
tutkia	1	intransitive
tutkiskella	1	intransitive
tutkistella	1	intransitive
tutkittaa	1	intransitive
tutkituttaa	1	intransitive
tutua	1	intransitive
tutustaa	1	intransitive
tutustella	1	intransitive
tutustua	1	intransitive
tutustuttaa	1	intransitive
tuuditella	1	intransitive
tuudittaa	1	intransitive
tuudittautua	1	intransitive
tuuhentaa	1	intransitive
tuuhentua	1	intransitive
tuuheta	1	intransitive
tuuhettua	1	intransitive
tuuheutua	1	intransitive
tuuhistua	1	intransitive
tuulahdella	1	intransitive
tuulahtaa	1	intransitive
tuulastaa	1	intransitive
tuuleentua	1	intransitive
tuuletella	1	intransitive
tuulettaa	1	intransitive
tuulettua	1	intransitive
tuulla	1	intransitive
tuultaa	1	intransitive
tuultua	1	intransitive
tuumailla	1	intransitive
tuumata	1	intransitive
tuumia	1	intransitive
tuumiskella	1	intransitive
tuunata	1	intransitive
tuupata	1	intransitive
tuuperruttaa	1	intransitive
tuupertua	1	intransitive
tuuppia	1	intransitive
tuurata	1	intransitive
tuutata	1	intransitive
tuutia	1	intransitive
tuutua	1	intransitive
tuututtaa	1	intransitive
tvistata	1	intransitive
twistata	1	intransitive
tyhjennellä	1	intransitive
tyhjennyttää	1	intransitive
tyhjentyä	1	intransitive
tyhjentää	1	intransitive
tyhjetä	1	intransitive
tyhjiöpakata	1	intransitive
tyhjätä	1	intransitive
tyhjötislata	1	intransitive
tyhmentyä	1	intransitive
tyhmentää	1	intransitive
tyhmetä	1	intransitive
tyhmistellä	1	intransitive
tyhmistyä	1	intransitive
tyhmistää	1	intransitive
tykittää	1	intransitive
tykkääntyä	1	intransitive
tykyttää	1	intransitive
tykästyä	1	intransitive
tykätä	1	intransitive
tylpentyä	1	intransitive
tylpentää	1	intransitive
tylpetä	1	intransitive
tylpistyä	1	intransitive
tylpistää	1	intransitive
tylsentyä	1	intransitive
tylsentää	1	intransitive
tylsetä	1	intransitive
tylsistyttää	1	intransitive
tylsistyä	1	intransitive
tylsistää	1	intransitive
tylstyttää	1	intransitive
tylstyä	1	intransitive
tylsyttää	1	intransitive
tylsyä	1	intransitive
tympeyttää	1	intransitive
tympeytyä	1	intransitive
tympiintyä	1	intransitive
tympiä	1	intransitive
tympäistä	1	intransitive
tympäännyttää	1	intransitive
tympääntyä	1	intransitive
typerryttää	1	intransitive
typertyä	1	intransitive
typettää	1	intransitive
typistyä	1	intransitive
typistää	1	intransitive
tyrannisoida	1	intransitive
tyrannoida	1	intransitive
tyrehdyttää	1	intransitive
tyrehtyä	1	intransitive
tyriä	1	intransitive
tyrkkiä	1	intransitive
tyrkyttäytyä	1	intransitive
tyrkyttää	1	intransitive
tyrkätä	1	intransitive
tyrmistyttää	1	intransitive
tyrmistyä	1	intransitive
tyrmätä	1	intransitive
tyrskiä	1	intransitive
tyrskytä	1	intransitive
tyrskähdellä	1	intransitive
tyrskähtää	1	intransitive
tyssähitsata	1	intransitive
tyssähtää	1	intransitive
tyssätä	1	intransitive
tytistä	1	intransitive
tyttöistyä	1	intransitive
tytötellä	1	intransitive
tyventyä	1	intransitive
tyvestää	1	intransitive
tyvetä	1	intransitive
tyvetä	2	intransitive
tyydyttyä	1	intransitive
tyydyttää	1	intransitive
tyylitellä	1	intransitive
tyynnytellä	1	intransitive
tyynnyttää	1	intransitive
tyyntyä	1	intransitive
tyypitellä	1	intransitive
tyypittää	1	intransitive
tyyppihyväksyä	1	intransitive
tyyppikatsastaa	1	intransitive
tyytyä	1	intransitive
tyytätä	1	intransitive
työllistyä	1	intransitive
työllistää	1	intransitive
työlästyttää	1	intransitive
työlästyä	1	intransitive
työnnellä	1	intransitive
työnnältää	1	intransitive
työntyä	1	intransitive
työntäytyä	1	intransitive
työntää	1	intransitive
työskennellä	1	intransitive
työstää	1	intransitive
täditellä	1	intransitive
tähdentyä	1	intransitive
tähdentää	1	intransitive
tähdittää	1	intransitive
tähdätä	1	intransitive
tähkiä	1	intransitive
tähtäillä	1	intransitive
tähyillä	1	intransitive
tähystellä	1	intransitive
tähystää	1	intransitive
tähytä	1	intransitive
tällätä	1	intransitive
tälläytyä	1	intransitive
täplittyä	1	intransitive
täplittää	1	intransitive
täristä	1	intransitive
täristää	1	intransitive
tärisyttää	1	intransitive
tärkeillä	1	intransitive
tärkätä	1	intransitive
tärppiä	1	intransitive
tärpätä	1	intransitive
tärskyä	1	intransitive
tärskähdellä	1	intransitive
tärskähtää	1	intransitive
tärskäyttää	1	intransitive
tärvellä	1	intransitive
tärveltyä	1	intransitive
tärvätä	1	intransitive
tärväytyä	1	intransitive
tärvääntyä	1	intransitive
tärypuristaa	1	intransitive
täryttää	1	intransitive
tärähdellä	1	intransitive
tärähdyttää	1	intransitive
tärähtää	1	intransitive
täräyttää	1	intransitive
täsmentyä	1	intransitive
täsmentää	1	intransitive
täsmällistyä	1	intransitive
täsmällistää	1	intransitive
täsmätä	1	intransitive
täsmäyttää	1	intransitive
täydellistyttää	1	intransitive
täydellistyä	1	intransitive
täydellistää	1	intransitive
täydennellä	1	intransitive
täydentyä	1	intransitive
täydentää	1	intransitive
täystyöllistää	1	intransitive
täytellä	1	intransitive
täyteläistyä	1	intransitive
täyteläistää	1	intransitive
täyttyä	1	intransitive
täyttää	1	intransitive
täytyä	1	intransitive
täytäntöönpanna	1	intransitive
töherrellä	1	intransitive
töhertää	1	intransitive
töhriintyä	1	intransitive
töhriytyä	1	intransitive
töhriä	1	intransitive
töhrätä	1	intransitive
töhräytyä	1	intransitive
töhrääntyä	1	intransitive
tökkiä	1	intransitive
tökkäistä	1	intransitive
töksähdellä	1	intransitive
töksähtää	1	intransitive
töksäyttää	1	intransitive
tökätä	1	intransitive
tököttää	1	intransitive
tölkittää	1	intransitive
töllistellä	1	intransitive
töllistää	1	intransitive
töllätä	1	intransitive
töllöttää	1	intransitive
tölviä	1	intransitive
tölväistä	1	intransitive
tölvätä	1	intransitive
tömistellä	1	intransitive
tömistä	1	intransitive
tömistää	1	intransitive
tömisytellä	1	intransitive
tömisyttää	1	intransitive
tömähdellä	1	intransitive
tömähtää	1	intransitive
tömäyttää	1	intransitive
töniä	1	intransitive
tönäistä	1	intransitive
töpeksiä	1	intransitive
töppäillä	1	intransitive
töppöillä	1	intransitive
töpätä	1	intransitive
töpöttää	1	intransitive
töristä	1	intransitive
törkeillä	1	intransitive
törkkiä	1	intransitive
törkätä	1	intransitive
törmäillä	1	intransitive
törmätä	1	intransitive
törmäyttää	1	intransitive
törppöillä	1	intransitive
törröttää	1	intransitive
törsätä	1	intransitive
törttöillä	1	intransitive
törähdyttää	1	intransitive
törähtää	1	intransitive
töräyttää	1	intransitive
töröttää	1	intransitive
töydätä	1	intransitive
töykkiä	1	intransitive
töykätä	1	intransitive
töyssyttää	1	intransitive
töyssähdellä	1	intransitive
töyssähtää	1	intransitive
töytäillä	1	intransitive
töytäistä	1	intransitive
töötätä	1	intransitive
töötöttää	1	intransitive
udella	1	intransitive
ufoilla	1	intransitive
uhanalaistaa	1	intransitive
uhata	1	intransitive
uhitella	1	intransitive
uhkailla	1	intransitive
uhkua	1	intransitive
uhmata	1	intransitive
uhota	1	intransitive
uhrata	1	intransitive
uhrautua	1	intransitive
uida	1	intransitive
uikuttaa	1	intransitive
uinahtaa	1	intransitive
uinailla	1	intransitive
uinua	1	intransitive
uiskennella	1	intransitive
uistaa	1	intransitive
uistella	1	intransitive
uitella	1	intransitive
uittaa	1	intransitive
ujeltaa	1	intransitive
ujoilla	1	intransitive
ujostella	1	intransitive
ujostuttaa	1	intransitive
ujua	1	intransitive
ujuttaa	1	intransitive
ujuttautua	1	intransitive
ukkoontua	1	intransitive
ukkostaa	1	intransitive
ukkoutua	1	intransitive
ukottaa	1	intransitive
ukottua	1	intransitive
ulahtaa	1	intransitive
ulettua	1	intransitive
ulista	1	intransitive
ulkoilla	1	intransitive
ulkoiluttaa	1	intransitive
ulkoistaa	1	intransitive
ulontaa	1	intransitive
uloskirjautua	1	intransitive
ulosliputtaa	1	intransitive
