lemma	homonym	argument
jyrketä	1	intransitive
jyrkistyä	1	intransitive
jyrkistää	1	intransitive
jyrrätä	1	intransitive
jyrsiä	1	intransitive
jyrytä	1	intransitive
jyryyttää	1	intransitive
jyrähdellä	1	intransitive
jyrähtää	1	intransitive
jyrätä	1	intransitive
jyräyttää	1	intransitive
jyskiä	1	intransitive
jyskytellä	1	intransitive
jyskyttää	1	intransitive
jyskyä	1	intransitive
jyskähtää	1	intransitive
jyskää	1	intransitive
jysähdellä	1	intransitive
jysähtää	1	intransitive
jysäyttää	1	intransitive
jytistä	1	intransitive
jytistää	1	intransitive
jytkyttää	1	intransitive
jytkähtää	1	intransitive
jytyyttää	1	intransitive
jyvittää	1	intransitive
jyystää	1	intransitive
jähmettyä	1	intransitive
jähmettää	1	intransitive
jähmetä	1	intransitive
jäkälöityä	1	intransitive
jäkättää	1	intransitive
jäljentyä	1	intransitive
jäljentää	1	intransitive
jäljestää	1	intransitive
jäljitellä	1	intransitive
jäljittää	1	intransitive
jälkeenjäädä	1	intransitive
jälkiasentaa	1	intransitive
jälki-ilmoittautua	1	intransitive
jälkikylvää	1	intransitive
jälkikypsyttää	1	intransitive
jälkikypsyä	1	intransitive
jälkituleentua	1	intransitive
jälkiäänittää	1	intransitive
jälleenlaivata	1	intransitive
jälleenmyydä	1	intransitive
jälleenrahoittaa	1	intransitive
jälleenrakentaa	1	intransitive
jälleentuoda	1	intransitive
jälleenvakuuttaa	1	intransitive
jälleenvuokrata	1	intransitive
jämähtää	1	intransitive
jämäköityä	1	intransitive
jänistää	1	intransitive
jännittyä	1	intransitive
jännittää	1	intransitive
jännätä	1	intransitive
jäntevöidä	1	intransitive
jäntevöittää	1	intransitive
jäntevöityä	1	intransitive
järeytyä	1	intransitive
järistä	1	intransitive
järisyttää	1	intransitive
järjestellä	1	intransitive
järjestelmällistää	1	intransitive
järjestyä	1	intransitive
järjestäytyä	1	intransitive
järjestää	1	intransitive
järkeillä	1	intransitive
järkeistyä	1	intransitive
järkeistää	1	intransitive
järkevöityä	1	intransitive
järkiinnyttää	1	intransitive
järkiintyä	1	intransitive
järkiperäistyä	1	intransitive
järkiperäistää	1	intransitive
järkkyä	1	intransitive
järkyttyä	1	intransitive
järkyttää	1	intransitive
järkähtää	1	intransitive
järkätä	1	intransitive
järsiä	1	intransitive
järähdellä	1	intransitive
järähtää	1	intransitive
järäyttää	1	intransitive
jäsennellä	1	intransitive
jäsentyä	1	intransitive
jäsentää	1	intransitive
jättäytyä	1	intransitive
jättää	1	intransitive
jätättää	1	intransitive
jäykentyä	1	intransitive
jäykentää	1	intransitive
jäyketä	1	intransitive
jäykistellä	1	intransitive
jäykistyä	1	intransitive
jäykistää	1	intransitive
jäystää	1	intransitive
jäytää	1	intransitive
jäädyttää	1	intransitive
jäädä	1	intransitive
jäähdytellä	1	intransitive
jäähdyttää	1	intransitive
jäähtyä	1	intransitive
jäätiköityä	1	intransitive
jäätyä	1	intransitive
jäätää	1	intransitive
jäävätä	1	intransitive
jököttää	1	intransitive
jöröttää	1	intransitive
kaadattaa	1	intransitive
kaadella	1	intransitive
kaahailla	1	intransitive
kaahata	1	intransitive
kaakattaa	1	intransitive
kaakeloida	1	intransitive
kaakertaa	1	intransitive
kaalata	1	intransitive
kaapaista	1	intransitive
kaapata	1	intransitive
kaapeloida	1	intransitive
kaapia	1	intransitive
kaaputtaa	1	intransitive
kaareutua	1	intransitive
kaarnoittua	1	intransitive
kaarrella	1	intransitive
kaartaa	1	intransitive
kaartua	1	intransitive
kaasutella	1	intransitive
kaasuttaa	1	intransitive
kaasuttua	1	intransitive
kaasuunnuttaa	1	intransitive
kaasuuntua	1	intransitive
kaataa	1	intransitive
kaatua	1	intransitive
kaatuilla	1	intransitive
kaavailla	1	intransitive
kaavamaistaa	1	intransitive
kaavata	1	intransitive
kaaviloida	1	intransitive
kaavioida	1	intransitive
kaavoittaa	1	intransitive
kaavoittua	1	intransitive
kadehtia	1	intransitive
kadota	1	intransitive
kadottaa	1	intransitive
kaduttaa	1	intransitive
kahahtaa	1	intransitive
kahakoida	1	intransitive
kahdeksankertaistaa	1	intransitive
kahdentaa	1	intransitive
kahdentua	1	intransitive
kahinoida	1	intransitive
kahista	1	intransitive
kahisuttaa	1	intransitive
kahlata	1	intransitive
kahlehtia	1	intransitive
kahlita	1	intransitive
kahmaista	1	intransitive
kahmia	1	intransitive
kahnata	1	intransitive
kahvitella	1	intransitive
kahvittaa	1	intransitive
kahvituttaa	1	intransitive
kaihdella	1	intransitive
kaihertaa	1	intransitive
kaihota	1	intransitive
kaihtaa	1	intransitive
kaikaa	1	intransitive
kaikota	1	intransitive
kaikua	1	intransitive
kailottaa	1	intransitive
kainostella	1	intransitive
kainostuttaa	1	intransitive
kaipailla	1	intransitive
kairata	1	intransitive
kaita	3	intransitive
kaitafilmata	1	intransitive
kaitsea	1	intransitive
kaiutella	1	intransitive
kaiuttaa	1	intransitive
kaivaa	1	intransitive
kaivata	1	intransitive
kaivattaa	1	intransitive
kaivauttaa	1	intransitive
kaivautua	1	intransitive
kaivella	1	intransitive
kaiverruttaa	1	intransitive
kaivertaa	1	intransitive
kajahdella	1	intransitive
kajahduttaa	1	intransitive
kajahtaa	1	intransitive
kajahuttaa	1	intransitive
kajastaa	1	intransitive
kajastella	1	intransitive
kajastua	1	intransitive
kajautella	1	intransitive
kajauttaa	1	intransitive
kajentaa	1	intransitive
kajota	1	intransitive
kajottaa	1	intransitive
kakaista	1	intransitive
kakata	1	intransitive
kakattaa	1	intransitive
kakistaa	1	intransitive
kakistella	1	intransitive
kakkia	1	intransitive
kakoa	1	intransitive
kaksikielistyä	1	intransitive
kaksinkertaistaa	1	intransitive
kaksinkertaistua	1	intransitive
kaksintaa	1	intransitive
kaksoisintegroida	1	intransitive
kaksoisklikata	1	intransitive
kaksoismiehittää	1	intransitive
kaksoisnapsauttaa	1	intransitive
kaksoisvärjätä	1	intransitive
kakuttaa	1	intransitive
kalahdella	1	intransitive
kalahtaa	1	intransitive
kalanteroida	1	intransitive
kalastaa	1	intransitive
kalastella	1	intransitive
kalauttaa	1	intransitive
kalibroida	1	intransitive
kalista	1	intransitive
kalistaa	1	intransitive
kalistella	1	intransitive
kalisuttaa	1	intransitive
kaljoitella	1	intransitive
kaljuuntua	1	intransitive
kalkahdella	1	intransitive
kalkattaa	1	intransitive
kalkita	1	intransitive
kalkkaa	1	intransitive
kalkkeutua	1	intransitive
kalkkiutua	1	intransitive
kalkutella	1	intransitive
kalkuttaa	1	intransitive
kalkyloida	1	intransitive
kallistaa	1	intransitive
kallistella	1	intransitive
kallistua	1	intransitive
kalmetoida	1	intransitive
kalppia	1	intransitive
kalskahtaa	1	intransitive
kaltaistaa	1	intransitive
kaltata	1	intransitive
kaltevoida	1	intransitive
kaltoinkohdella	1	intransitive
kalustaa	1	intransitive
kaluta	1	intransitive
kalvaa	1	intransitive
kalventaa	1	intransitive
kalveta	1	intransitive
kalvia	1	intransitive
kammata	1	intransitive
kammeta	1	intransitive
kammitsoida	1	intransitive
kammoa	1	intransitive
kammoksua	1	intransitive
kammoksuttaa	1	intransitive
kammota	1	intransitive
kammottaa	1	intransitive
kampanjoida	1	intransitive
kampata	1	intransitive
kampauttaa	1	intransitive
kampeutua	1	intransitive
kampittaa	1	intransitive
kamppailla	1	intransitive
kanalisoida	1	intransitive
kanalisoitua	1	intransitive
kanavoida	1	intransitive
kanavoitua	1	intransitive
kandeerata	1	intransitive
kangastaa	1	intransitive
kangastella	1	intransitive
kangastua	1	intransitive
kangerrella	1	intransitive
kangertaa	1	intransitive
kangeta	1	intransitive
kangistaa	1	intransitive
kangistua	1	intransitive
kangistuttaa	1	intransitive
kanittaa	1	intransitive
kankattaa	1	intransitive
kankeuttaa	1	intransitive
kannatella	1	intransitive
kannattaa	1	intransitive
kannella	1	intransitive
kanniskella	1	intransitive
kannustaa	1	intransitive
kanoniseerata	1	intransitive
kanonisoida	1	intransitive
kanonisoitua	1	intransitive
kanonistaa	1	intransitive
kanotoida	1	intransitive
kansainvälistyä	1	intransitive
kansainvälistää	1	intransitive
kansallistaa	1	intransitive
kansantajuistaa	1	intransitive
kansanvaltaistaa	1	intransitive
kansanvaltaistua	1	intransitive
kansioida	1	intransitive
kansittaa	1	intransitive
kansoittaa	1	intransitive
kansoittua	1	intransitive
kantaa	1	intransitive
kantaesittää	1	intransitive
kantalinnoittaa	1	intransitive
kantata	1	intransitive
kantautua	1	intransitive
kantrata	1	intransitive
kanyloida	1	intransitive
kapaista	1	intransitive
kapaloida	1	intransitive
kapasitoitua	1	intransitive
kapastaa	1	intransitive
kapeuttaa	1	intransitive
kapeutua	1	intransitive
kapinoida	1	intransitive
kapitalisoida	1	intransitive
kapitaloida	1	intransitive
kapiteloida	1	intransitive
kaplastaa	1	intransitive
kapsaa	1	intransitive
kapsahdella	1	intransitive
kapsahtaa	1	intransitive
kapsehtia	1	intransitive
kapseloida	1	intransitive
kapseloitua	1	intransitive
kapuloida	1	intransitive
karahdella	1	intransitive
karahtaa	1	intransitive
karahteerata	1	intransitive
karaista	1	intransitive
karaistaa	1	intransitive
karaistua	1	intransitive
karakoloida	1	intransitive
karakterisoida	1	intransitive
karaktiseerata	1	intransitive
karata	1	intransitive
karautella	1	intransitive
karauttaa	1	intransitive
karboksyloida	1	intransitive
karbonoida	1	intransitive
karehtia	1	intransitive
kareilla	1	intransitive
kareta	1	intransitive
karhata	1	intransitive
karhentaa	1	intransitive
karhentua	1	intransitive
karheta	1	intransitive
karheuttaa	1	intransitive
karheutua	1	intransitive
karhita	1	intransitive
karhuta	1	intransitive
karikoida	1	intransitive
karioitua	1	intransitive
karista	1	intransitive
karistaa	1	intransitive
karistella	1	intransitive
karisuttaa	1	intransitive
karitsoida	1	intransitive
karitsoittaa	1	intransitive
kariuttaa	1	intransitive
kariutua	1	intransitive
karjahdella	1	intransitive
karjahtaa	1	intransitive
karjaista	1	intransitive
karjeta	1	intransitive
karjua	1	intransitive
karkailla	1	intransitive
karkaista	1	intransitive
karkaistua	1	intransitive
karkeistaa	1	intransitive
karkeloida	1	intransitive
karkeuttaa	1	intransitive
karkeutua	1	intransitive
karkota	1	intransitive
karkottaa	1	intransitive
karmaista	1	intransitive
karmia	1	intransitive
karnevalisoida	1	intransitive
karnevalisoitua	1	intransitive
karrikoida	1	intransitive
karsastaa	1	intransitive
karsia	1	intransitive
karsiintua	1	intransitive
karsinoida	1	intransitive
karsinoitua	1	intransitive
karsiutua	1	intransitive
karstaantua	1	intransitive
karstata	1	intransitive
karstautua	1	intransitive
karstoittua	1	intransitive
kartella	1	intransitive
kartelloitua	1	intransitive
kartoittaa	1	intransitive
karttaa	1	intransitive
karttua	1	intransitive
kartuttaa	1	intransitive
karuuntua	1	intransitive
karvastaa	1	intransitive
karvastella	1	intransitive
karvata	1	intransitive
karvoa	1	intransitive
karvoittua	1	intransitive
kasaantua	1	intransitive
kasailla	1	intransitive
kasata	1	intransitive
kasautua	1	intransitive
kaseerata	1	intransitive
kasetoida	1	intransitive
kasketa	1	intransitive
kastaa	1	intransitive
kastattaa	1	intransitive
kastautua	1	intransitive
kastella	1	intransitive
kastojuottaa	1	intransitive
kastroida	1	intransitive
kastua	1	intransitive
kasvaa	1	intransitive
kasvattaa	1	intransitive
kasvettua	1	intransitive
kasvittaa	1	intransitive
kasvittua	1	intransitive
katabolisoitua	1	intransitive
katalysoida	1	intransitive
kategorisoida	1	intransitive
katekoida	1	intransitive
katenoida	1	intransitive
katetroida	1	intransitive
katkaista	1	intransitive
katkeilla	1	intransitive
katkeroittaa	1	intransitive
katkeroitua	1	intransitive
katketa	1	intransitive
katkoa	1	intransitive
katkuta	1	intransitive
katsahtaa	1	intransitive
katsastaa	1	intransitive
katsastuttaa	1	intransitive
katsella	1	intransitive
katselmoida	1	intransitive
katsoa	1	intransitive
kattaa	1	intransitive
katua	1	intransitive
kauhaista	1	intransitive
kauhduttaa	1	intransitive
kauhistaa	1	intransitive
kauhistella	1	intransitive
kauhistua	1	intransitive
kauhistuttaa	1	intransitive
kauhoa	1	intransitive
kauhtua	1	intransitive
kaukosiirtää	1	intransitive
kaulailla	1	intransitive
kaulata	1	intransitive
kaulia	1	intransitive
kaulita	1	intransitive
kaunistaa	1	intransitive
kaunistautua	1	intransitive
kaunistella	1	intransitive
kaunistua	1	intransitive
kaupallistaa	1	intransitive
kaupallistua	1	intransitive
kaupata	1	intransitive
kaupita	1	intransitive
kaupitella	1	intransitive
kaupungistaa	1	intransitive
kaupungistua	1	intransitive
kaupunkilaistaa	1	intransitive
kaupunkilaistua	1	intransitive
kaupunkimaistaa	1	intransitive
kaupunkimaistua	1	intransitive
kaupustella	1	intransitive
kautsuttaa	1	intransitive
kauttakuljettaa	1	intransitive
kavahtaa	1	intransitive
kavaltaa	1	intransitive
kaveerata	1	intransitive
kaventaa	1	intransitive
kaventua	1	intransitive
kaveta	1	intransitive
kavuta	1	intransitive
kehaista	1	intransitive
kehdata	1	intransitive
kehitellä	1	intransitive
kehittyä	1	intransitive
kehittää	1	intransitive
kehityttää	1	intransitive
kehiä	1	intransitive
kehjetä	1	intransitive
kehkeytyä	1	intransitive
kehnontaa	1	intransitive
kehnontua	1	intransitive
kehnota	1	intransitive
kehnätä	1	intransitive
kehoittaa	1	intransitive
kehotella	1	intransitive
kehottaa	1	intransitive
kehruuttaa	1	intransitive
kehrätä	1	intransitive
kehräyttää	1	intransitive
kehtuuttaa	1	intransitive
kehua	1	intransitive
kehuskella	1	intransitive
kehystyä	1	intransitive
kehystää	1	intransitive
keihästää	1	intransitive
keikahdella	1	intransitive
keikahtaa	1	intransitive
keikailla	1	intransitive
keikaroida	1	intransitive
keikauttaa	1	intransitive
keikistellä	1	intransitive
keikistää	1	intransitive
keikkailla	1	intransitive
keikkua	1	intransitive
keikutella	1	intransitive
keikuttaa	1	intransitive
keilailla	1	intransitive
keilata	1	intransitive
keimailla	1	intransitive
keinahdella	1	intransitive
keinahtaa	1	intransitive
keinauttaa	1	intransitive
keinohedelmöittää	1	intransitive
keinosiementää	1	intransitive
keinotella	1	intransitive
keinua	1	intransitive
keinuskella	1	intransitive
keinutella	1	intransitive
keinuttaa	1	intransitive
keitellä	1	intransitive
keittyä	1	intransitive
keittää	1	intransitive
keitättää	1	intransitive
kekata	1	intransitive
kekkaloida	1	intransitive
kekkuloida	1	intransitive
keksaista	1	intransitive
keksiä	1	intransitive
kelastaa	1	intransitive
kelata	1	intransitive
kelatoida	1	intransitive
kelatoitua	1	intransitive
kelautua	1	intransitive
keljuilla	1	intransitive
keljuttaa	1	intransitive
kelkkailla	1	intransitive
kellahdella	1	intransitive
kellahduttaa	1	intransitive
kellahtaa	1	intransitive
kellaroida	1	intransitive
kellastaa	1	intransitive
kellastua	1	intransitive
kellastuttaa	1	intransitive
kellata	1	intransitive
kellauttaa	1	intransitive
kellertyä	1	intransitive
kellertää	1	intransitive
kellistyä	1	intransitive
kellistää	1	intransitive
kelliä	1	intransitive
kellottaa	1	intransitive
kellua	1	intransitive
kelluttaa	1	intransitive
kelmentyä	1	intransitive
kelmentää	1	intransitive
kelmetä	1	intransitive
kelottua	1	intransitive
keloutua	1	intransitive
kelpuuttaa	1	intransitive
kelvata	1	intransitive
kengittyä	1	intransitive
kengittää	1	intransitive
kenkkuilla	1	intransitive
kenkuttaa	1	intransitive
kennottaa	1	intransitive
kenottaa	1	intransitive
kenttälinnoittaa	1	intransitive
kepittää	1	intransitive
keplotella	1	intransitive
kepsutella	1	intransitive
keratinisoitua	1	intransitive
keretä	1	intransitive
keriytyä	1	intransitive
keriä	1	intransitive
kerjetä	1	intransitive
kerjätä	1	intransitive
kermoa	1	intransitive
kermoittua	1	intransitive
kerrata	1	intransitive
kerrostaa	1	intransitive
kerrostua	1	intransitive
kerryttää	1	intransitive
kerskailla	1	intransitive
kerskata	1	intransitive
kerskua	1	intransitive
kertaantua	1	intransitive
kertaistaa	1	intransitive
-kertaistaa	1	intransitive
-kertaistua	1	intransitive
kertautua	1	intransitive
kertoa	1	intransitive
kertoilla	1	intransitive
kertyä	1	intransitive
keräillä	1	intransitive
kerätä	1	intransitive
keräytyä	1	intransitive
kerääntyä	1	intransitive
kesannoida	1	intransitive
kesannoitua	1	intransitive
kesiä	1	intransitive
keskenmennä	1	intransitive
keskeyttää	1	intransitive
keskeytyä	1	intransitive
keskiarvottaa	1	intransitive
keski-ikäistyä	1	intransitive
keskiluokkaistua	1	intransitive
keskittyä	1	intransitive
keskittää	1	intransitive
keskustella	1	intransitive
kessutella	1	intransitive
kessuttaa	1	intransitive
kestittää	1	intransitive
kestitä	1	intransitive
kestopäällystää	1	intransitive
kestovärjätä	1	intransitive
kestävöidä	1	intransitive
kestää	1	intransitive
kesyttyä	1	intransitive
kesyttää	1	intransitive
kesyyntyä	1	intransitive
kesäasua	1	intransitive
ketjuttaa	1	intransitive
ketjuuntua	1	intransitive
ketjuutua	1	intransitive
ketlata	1	intransitive
ketuttaa	1	intransitive
keventyä	1	intransitive
keventää	1	intransitive
kevetä	1	intransitive
keväistää	1	intransitive
kidnapata	1	intransitive
kiduttaa	1	intransitive
kiehahtaa	1	intransitive
kiehauttaa	1	intransitive
kiehnätä	1	intransitive
kiehtoa	1	intransitive
kiehua	1	intransitive
kiehuttaa	1	intransitive
kiehätä	1	intransitive
kiekaista	1	intransitive
kiekkoilla	1	intransitive
kiekua	1	intransitive
kielellistyä	1	intransitive
kielentää	1	intransitive
kieliä	1	intransitive
kiellellä	1	intransitive
kielteistyä	1	intransitive
kieltäytyä	1	intransitive
kieltää	1	intransitive
kiemurrella	1	intransitive
kiemurtaa	1	intransitive
kiepahtaa	1	intransitive
kiepauttaa	1	intransitive
kieppua	1	intransitive
kiepsahdella	1	intransitive
kiepsahtaa	1	intransitive
kiepsauttaa	1	intransitive
kieputella	1	intransitive
kieputtaa	1	intransitive
kieriskellä	1	intransitive
kieritellä	1	intransitive
kierittää	1	intransitive
kieriä	1	intransitive
kieroilla	1	intransitive
kieroontua	1	intransitive
kierouttaa	1	intransitive
kieroutua	1	intransitive
kierrellä	1	intransitive
kierrättää	1	intransitive
kierteittää	1	intransitive
kiertyä	1	intransitive
kiertää	1	intransitive
kierähdellä	1	intransitive
kierähtää	1	intransitive
kieräyttää	1	intransitive
kietaista	1	intransitive
kietoa	1	intransitive
kietoontua	1	intransitive
kietoutua	1	intransitive
kihahtaa	1	intransitive
kihartaa	1	intransitive
kihartua	1	intransitive
kihdata	1	intransitive
kihelmöidä	1	intransitive
kiherrellä	1	intransitive
kihertää	1	intransitive
kihistä	1	intransitive
kihlata	1	intransitive
kihlautua	1	intransitive
kihnutella	1	intransitive
kihnuttaa	1	intransitive
kihota	1	intransitive
kiidättää	1	intransitive
kiihdytellä	1	intransitive
kiihdyttää	1	intransitive
kiihkoilla	1	intransitive
kiihkota	1	intransitive
kiihkoutua	1	intransitive
kiihottaa	1	intransitive
kiihottua	1	intransitive
kiihtyä	1	intransitive
kiikaroida	1	intransitive
kiikastaa	1	intransitive
kiikkua	1	intransitive
kiikutella	1	intransitive
kiikuttaa	1	intransitive
kiilata	1	intransitive
kiilautua	1	intransitive
kiillellä	1	intransitive
kiillottaa	1	intransitive
kiillottua	1	intransitive
kiillotuttaa	1	intransitive
kiiltää	1	intransitive
kiilua	1	intransitive
kiinailla	1	intransitive
kiinata	1	intransitive
kiinnetä	1	intransitive
kiinnijäädä	1	intransitive
kiinniottaa	1	intransitive
kiinnipitää	1	intransitive
kiinniriippua	1	intransitive
kiinnisaattaa	1	intransitive
kiinnisulkea	1	intransitive
kiinnitellä	1	intransitive
kiinnittyä	1	intransitive
kiinnittäytyä	1	intransitive
kiinnittää	1	intransitive
kiinnostaa	1	intransitive
kiinnostua	1	intransitive
kiinteyttää	1	intransitive
kiinteytyä	1	intransitive
kiintiöidä	1	intransitive
kiintiötullata	1	intransitive
kiintyä	1	intransitive
kiipeillä	1	intransitive
kiipiä	1	intransitive
kiirehdittää	1	intransitive
kiirehtiä	1	intransitive
kiirehtää	1	intransitive
kiiriä	1	intransitive
kiiruhtaa	1	intransitive
kiistellä	1	intransitive
kiistää	1	intransitive
kiitellä	1	intransitive
kiittää	1	intransitive
kiitää	1	intransitive
kiivailla	1	intransitive
kiivastella	1	intransitive
kiivastua	1	intransitive
kiivastuttaa	1	intransitive
kiivetä	1	intransitive
kikatella	1	intransitive
kikattaa	1	intransitive
kikkailla	1	intransitive
kiksauttaa	1	intransitive
kilahdella	1	intransitive
kilahtaa	1	intransitive
kilauttaa	1	intransitive
kilistellä	1	intransitive
kilistä	1	intransitive
kilistää	1	intransitive
kilisyttää	1	intransitive
kiljahdella	1	intransitive
kiljahtaa	1	intransitive
kiljaista	1	intransitive
kiljua	1	intransitive
kilkattaa	1	intransitive
kilkkaa	1	intransitive
kilkuttaa	1	intransitive
killistellä	1	intransitive
killistää	1	intransitive
killitellä	1	intransitive
killittää	1	intransitive
killua	1	intransitive
kilottaa	1	intransitive
kilpailla	1	intransitive
kilpailullistaa	1	intransitive
kilpailuttaa	1	intransitive
kilpasoutaa	1	intransitive
kilpistyä	1	intransitive
kilvoitella	1	intransitive
kimallella	1	intransitive
kimaltaa	1	intransitive
kimittää	1	intransitive
kimmahduttaa	1	intransitive
kimmahtaa	1	intransitive
kimmastua	1	intransitive
kimmastuttaa	1	intransitive
kimmauttaa	1	intransitive
kimmellellä	1	intransitive
kimmeltää	1	intransitive
kimmota	1	intransitive
kimmota	2	intransitive
kimpaantua	1	intransitive
kimpoilla	1	intransitive
kimppuuntua	1	intransitive
kimputtaa	1	intransitive
kinailla	1	intransitive
kinastella	1	intransitive
kinata	1	intransitive
kinkata	1	intransitive
kinostaa	1	intransitive
kinostua	1	intransitive
kinua	1	intransitive
kinuta	1	intransitive
kipaista	1	intransitive
kipata	1	intransitive
kipenöidä	1	intransitive
kipertyä	1	intransitive
kipertää	1	intransitive
kipeyttää	1	intransitive
kipeytyä	1	intransitive
kipinöidä	1	intransitive
kipitellä	1	intransitive
kipittää	1	intransitive
kipparoida	1	intransitive
kipristellä	1	intransitive
kipristyä	1	intransitive
kipristää	1	intransitive
kipsaantua	1	intransitive
kipsata	1	intransitive
kipuilla	1	intransitive
kipunoida	1	intransitive
kirahdella	1	intransitive
kirahtaa	1	intransitive
kiretä	1	intransitive
kiristellä	1	intransitive
kiristyä	1	intransitive
kiristä	1	intransitive
kiristää	1	intransitive
kirittää	1	intransitive
kiriä	1	intransitive
kirjailla	1	intransitive
kirjata	1	intransitive
kirjauttaa	1	intransitive
kirjautua	1	intransitive
kirjavoida	1	intransitive
kirjavoittaa	1	intransitive
kirjavoitua	1	intransitive
kirjelmöidä	1	intransitive
kirjoa	1	intransitive
kirjoitella	1	intransitive
kirjoittaa	1	intransitive
kirjoittautua	1	intransitive
kirjoittua	1	intransitive
kirjoituttaa	1	intransitive
kirkaista	1	intransitive
kirkastaa	1	intransitive
kirkastua	1	intransitive
kirkastuttaa	1	intransitive
kirkottaa	1	intransitive
kirkua	1	intransitive
kirmailla	1	intransitive
kirmaista	1	intransitive
kirmata	1	intransitive
kirnuta	1	intransitive
kirnuuntua	1	intransitive
kirnuutua	1	intransitive
kiroilla	1	intransitive
kiroiluttaa	1	intransitive
kirota	1	intransitive
kirpaista	1	intransitive
kirpeyttää	1	intransitive
kirpeytyä	1	intransitive
kirskahtaa	1	intransitive
kirskauttaa	1	intransitive
kirskua	1	intransitive
kirskuttaa	1	intransitive
kirvellä	1	intransitive
kirveltää	1	intransitive
kirvoittaa	1	intransitive
kirvota	1	intransitive
kisailla	1	intransitive
kisata	1	intransitive
kiskaista	1	intransitive
kiskoa	1	intransitive
kiskotella	1	intransitive
kiskottaa	1	intransitive
kiskoutua	1	intransitive
kismittää	1	intransitive
kitata	1	intransitive
kiteyttää	1	intransitive
kiteytyä	1	intransitive
kitistyä	1	intransitive
kitistä	1	intransitive
kitkeröidä	1	intransitive
kitkeröittää	1	intransitive
kitkeröityä	1	intransitive
kitkeä	1	intransitive
kitkutella	1	intransitive
kitkuttaa	1	intransitive
kitsastella	1	intransitive
kitua	1	intransitive
kituuttaa	1	intransitive
kiukkuilla	1	intransitive
kiukustua	1	intransitive
kiukuta	1	intransitive
kiukutella	1	intransitive
kiukuttaa	1	intransitive
kiusaantua	1	intransitive
kiusata	1	intransitive
kiusoitella	1	intransitive
kivahtaa	1	intransitive
kivertyä	1	intransitive
kivertää	1	intransitive
kivestää	1	intransitive
kivettyä	1	intransitive
kivettää	1	intransitive
kivetä	2	intransitive
kivipestä	1	intransitive
kivistää	1	intransitive
kivittää	1	intransitive
kivuta	1	intransitive
klaarata	1	intransitive
klassifioida	1	intransitive
klikata	1	intransitive
klikkiytyä	1	intransitive
klimppiytyä	1	intransitive
kliseytyä	1	intransitive
kloonata	1	intransitive
kloorata	1	intransitive
kloorittaa	1	intransitive
koaguloida	1	intransitive
koaguloitua	1	intransitive
kodifioida	1	intransitive
koeajaa	1	intransitive
koekuormittaa	1	intransitive
koekäyttää	1	intransitive
koelentää	1	intransitive
koestaa	1	intransitive
koetella	1	intransitive
koettaa	1	intransitive
kohahdella	1	intransitive
kohahduttaa	1	intransitive
kohahtaa	1	intransitive
kohautella	1	intransitive
kohauttaa	1	intransitive
kohdata	1	intransitive
kohdella	1	intransitive
kohdentaa	1	intransitive
kohdentua	1	intransitive
kohdistaa	1	intransitive
kohdistua	1	intransitive
koheloida	1	intransitive
koheltaa	1	intransitive
kohennella	1	intransitive
kohentaa	1	intransitive
kohentua	1	intransitive
koheta	1	intransitive
kohista	1	intransitive
kohmettaa	1	intransitive
kohmettua	1	intransitive
kohoilla	1	intransitive
kohokuvioida	1	intransitive
kohota	1	intransitive
kohottaa	1	intransitive
kohottautua	1	intransitive
kohottua	1	intransitive
kohtuullistaa	1	intransitive
kohuta	1	intransitive
koikkelehtia	1	intransitive
koisata	1	intransitive
koisia	1	intransitive
koitella	1	intransitive
koittaa	1	intransitive
koitua	1	intransitive
kojeistaa	1	intransitive
kokata	1	intransitive
kokea	1	intransitive
kokeilla	1	intransitive
koketeerata	1	intransitive
kokkailla	1	intransitive
kokkaroitua	1	intransitive
kokoilla	1	intransitive
kokoonkutsua	1	intransitive
kokoonpanna	1	intransitive
kokoonpuristaa	1	intransitive
kokoontua	1	intransitive
kokoustaa	1	intransitive
kokoutua	1	intransitive
koksata	1	intransitive
koksautua	1	intransitive
koksiintua	1	intransitive
koksittaa	1	intransitive
koksittua	1	intransitive
koksiutua	1	intransitive
kolahdella	1	intransitive
kolahtaa	1	intransitive
kolaroida	1	intransitive
kolata	1	intransitive
kolauttaa	1	intransitive
kolhaista	1	intransitive
kolhia	1	intransitive
kolhiintua	1	intransitive
kolhiutua	1	intransitive
kolista	1	intransitive
kolistaa	1	intransitive
kolistella	1	intransitive
kolisuttaa	1	intransitive
kolkata	1	intransitive
kolkkaa	1	intransitive
kolkkia	1	intransitive
kolkutella	1	intransitive
kolkuttaa	1	intransitive
kollata	1	intransitive
kollektivisoida	1	intransitive
kollektivoida	1	intransitive
kollottaa	1	intransitive
kolminkertaistaa	1	intransitive
kolminkertaistua	1	intransitive
kolmioida	1	intransitive
koloa	1	intransitive
kolonisoida	1	intransitive
kolottaa	1	intransitive
koluta	1	intransitive
kombinoida	1	intransitive
kombinoitua	1	intransitive
komeilla	1	intransitive
komennella	1	intransitive
komentaa	1	intransitive
komistaa	1	intransitive
komistua	1	intransitive
kommentoida	1	intransitive
kommunikoida	1	intransitive
kommutoida	1	intransitive
komparoida	1	intransitive
kompastella	1	intransitive
kompastua	1	intransitive
kompastuttaa	1	intransitive
kompata	1	intransitive
kompensoida	1	intransitive
kompensoitua	1	intransitive
kompleksoida	1	intransitive
