lemma	homonym	plurale_tantum
Höllökivet	1	obligatory
Hölpät	1	obligatory
Hölynkalliot	1	obligatory
Hömpänsaaret	1	obligatory
Hönötievat	1	obligatory
Hörmönsaaret	1	obligatory
Hörskönvuoret	1	obligatory
Hörtsänlammit	1	obligatory
Höskönluodot	1	obligatory
höyhen	1	common
höyhensaaret	1	obligatory
Höyhensaaret	1	obligatory
Höykynlammit	1	obligatory
Höykynvuoret	1	obligatory
Höyläniemenkydöt	1	obligatory
Höylösensaaret	1	obligatory
höyryurut	1	obligatory
Höysynkalliot	1	obligatory
Höytiönkalliot	1	obligatory
Höytyvänlammit	1	obligatory
idänsuhteet	1	obligatory
ien	1	common
ihanneolot	1	obligatory
Ihantjoenniitut	1	obligatory
ihmekukkakasvi	1	common
ihmisaivot	1	obligatory
ihmiskasvot	1	obligatory
ihmistavat	1	obligatory
Ihmisyyden tunnustajat	1	obligatory
ihoaisti	1	common
iibishaikara	1	common
Iikanniityt	1	obligatory
Iilijärvet	1	obligatory
Iilinjärvenkalliot	1	obligatory
Iilivuoret	1	obligatory
Iiljärvenpellot	1	obligatory
Iin Urheilijat	1	obligatory
Iisakin Tupajärvet	1	obligatory
Iisakinlammit	1	obligatory
Iisakinputaat	1	obligatory
Iisakinrimmit	1	obligatory
Iisakkilammit	1	obligatory
Iisakkilansuot	1	obligatory
Iitinmäet	1	obligatory
Iitulansaaret	1	obligatory
Iivanannurmet	1	obligatory
Iivanansaaret	1	obligatory
Iivarinkarit	1	obligatory
Iivarinlaassat	1	obligatory
Ijäksenkalliot	1	obligatory
Ikaalisten Urheilijat	1	obligatory
Ikamonmäet	1	obligatory
ikenet	1	obligatory
Ikolanroikat	1	obligatory
Ikonsaaret	1	obligatory
Ikosenlammit	1	obligatory
Ikosensaaret	1	obligatory
Ikostenkalliot	1	obligatory
Ikurinsaaret	1	obligatory
ikäkausikilpailut	1	obligatory
ikääntyneet	1	obligatory
Iljankeljut	1	obligatory
Iljanlammit	1	obligatory
Ilkanpellot	1	obligatory
Ilkansaaret	1	obligatory
Ilkonniitut	1	obligatory
Ilkonsaaret	1	obligatory
illallistanssiaiset	1	obligatory
illanistujaiset	1	obligatory
illatsut	1	obligatory
Illinkijärvet	1	obligatory
Illinojanniityt	1	obligatory
ilmahautajaiset	1	obligatory
Ilmajoen Kisailijat	1	obligatory
Ilmakkasaaret	1	obligatory
Ilmakkasuot	1	obligatory
Ilmalammit	1	obligatory
Ilmanlammit	1	obligatory
Ilmarinniitut	1	obligatory
ilmatorjuntajoukot	1	obligatory
ilmavaivat	1	obligatory
ilmavoimat	1	obligatory
ilmoitustulot	1	obligatory
Ilmolankankaat	1	obligatory
Ilmosalmet	1	obligatory
Iloisetmäet	1	obligatory
Ilokalliot	1	obligatory
Ilolanharjut	1	obligatory
Ilostenkalliot	1	obligatory
Ilovankivet	1	obligatory
Ilovuoret	1	obligatory
Iltakivet	1	obligatory
iltakutsut	1	obligatory
iltama	1	common
iltaravit	1	obligatory
Ilta-Sanomat	1	obligatory
iltauutiset	1	obligatory
Iltavellilammet	1	obligatory
Iltinmatalat	1	obligatory
Ilveksenkynnet	1	obligatory
Ilvesjoenluhdat	1	obligatory
Ilveskivet	1	obligatory
Ilveslammit	1	obligatory
Ilvessaaret	1	obligatory
Imatran Pallo-Salamat	1	obligatory
Imatran Pallo-Veikot	1	obligatory
imettäväinen	2	common
Impeleenmäet	1	obligatory
imukala	1	common
imukarppi	1	common
Inakarit	1	obligatory
Ingansaaret	1	obligatory
Inhan tehtaat	1	obligatory
initiaatiomenot	1	obligatory
inkaliljakasvi	1	common
inkerikko	1	common
Inkerinniitut	1	obligatory
Inkiniemet	1	obligatory
Inkoluodot	1	obligatory
Inonkarrat	1	obligatory
Inonniitut	1	obligatory
intiimivaate	1	common
Ironsaarekkeet	1	obligatory
Irotanlammit	1	obligatory
irtohiukset	1	obligatory
irtohousut	1	obligatory
irtoripset	1	obligatory
Irvasaaret	1	obligatory
Iskevät	1	obligatory
Iskujoukot	1	obligatory
Iskumiehet	1	obligatory
Ismonlammit	1	obligatory
isoinen	2	common
isoisovanhemmat	1	obligatory
isojalka	1	common
isojalkakana	1	common
isokarve	1	common
isokihu	1	common
Isokorvenkalliot	1	obligatory
isolimaska	1	common
Isonaavankummut	1	obligatory
Isonaihkintievat	1	obligatory
Ison-Antin kalliot	1	obligatory
Isonhaanholmat	1	obligatory
Isonhaudanniitut	1	obligatory
Isoniitut	1	obligatory
Ison-Jussin pellot	1	obligatory
Isonkankaankalliot	1	obligatory
Isonkaskenvuoret	1	obligatory
Isonkivensaaret	1	obligatory
Isonkorvensaaret	1	obligatory
Isonkuusensaarekkeet	1	obligatory
Isonmäenharjut	1	obligatory
Isonmäenkydöt	1	obligatory
Isonmännikönsuot	1	obligatory
Isonnevankalliot	1	obligatory
Isonnevankydöt	1	obligatory
Isonnevanlammit	1	obligatory
Isonniemenmäet	1	obligatory
Isonniemenrämeet	1	obligatory
Isonpalonaluslammit	1	obligatory
Isonpetäjistönmäet	1	obligatory
Isonrämeenkalliot	1	obligatory
Isonsuonkydöt	1	obligatory
Isonsuonlammit	1	obligatory
Isonsuonmäet	1	obligatory
Isonsuonniitut	1	obligatory
Isonsuonrimmit	1	obligatory
Isonsuonsaaret	1	obligatory
Isonsuontaussaaret	1	obligatory
Isonvaaranlammit	1	obligatory
isotaivot	2	obligatory
Isotkivet	1	obligatory
Isotlevät	1	obligatory
Isotluolat	1	obligatory
isotrappi	1	common
Isotsaaret	1	obligatory
Isottulet	1	obligatory
isovanhemmat	1	obligatory
isovyötiäinen	1	common
Ispinänkankaat	1	obligatory
Israelin Ystävät	1	obligatory
ISS Palvelut	1	obligatory
Istalansaaret	1	obligatory
istujaiset	1	obligatory
istukkanisäkäs	1	common
Istumasaaret	1	obligatory
istumasäädöt	1	obligatory
Istunkalliot	1	obligatory
itiöpesäkkeelliset	1	obligatory
Itkujärvet	1	obligatory
Itkulammit	1	obligatory
Itkulanniityt	1	obligatory
Itkunlammit	1	obligatory
Itkutievat	1	obligatory
Itraluodot	1	obligatory
Itravuoret	1	obligatory
Itähellit	1	obligatory
Itäkalliot	1	obligatory
Itäkarit	1	obligatory
Itälammit	1	obligatory
Itälatvat	1	obligatory
Itälänniityt	1	obligatory
itämaat	1	obligatory
Itäsaaret	1	obligatory
Itätalonniityt	1	obligatory
itävaltio	1	common
Iukkosensaaret	1	obligatory
Iäksensaaret	1	obligatory
Jaakonjärvet	1	obligatory
Jaakonkalliot	1	obligatory
Jaakonlammit	1	obligatory
Jaakonpellonpohjat	1	obligatory
Jaakonpervonvuoret	1	obligatory
Jaakonsaaret	1	obligatory
Jaakopinkalliot	1	obligatory
Jaamistievat	1	obligatory
Jaanunsaaret	1	obligatory
Jaara-aavankuolpunat	1	obligatory
Jaarajängät	1	obligatory
Jaarankankaat	1	obligatory
Jaaransaaret	1	obligatory
Jaarasaaret	1	obligatory
Jaarijuurakonmäet	1	obligatory
jaavansaniaiset	1	obligatory
Jahnukaiset	1	obligatory
Jahtifoudinkarit	1	obligatory
Jahtikankaat	1	obligatory
Jakamot	1	obligatory
jakelukustannukset	1	obligatory
Jakoahot	1	obligatory
Jakokunnansaaret	1	obligatory
Jakolamminsärkät	1	obligatory
jakopuitteet	1	obligatory
Jakostenkalliot	1	obligatory
Jakovaaranpalot	1	obligatory
Jakunsaaret	1	obligatory
Jalankankaat	1	obligatory
Jalanloukkausvaarat	1	obligatory
Jalaskaarkonsaaret	1	obligatory
Jalkainsaaret	1	obligatory
Jalkalammit	1	obligatory
jalkalehti	1	common
jalkaraudat	1	obligatory
jalkine	1	common
Jalkotörmänlammit	1	obligatory
Jallinkedot	1	obligatory
jalohaikara	1	common
jalohaukkalintu	1	common
jamit	1	obligatory
Janaskalliot	1	obligatory
Jankkijärvet	1	obligatory
Jannenjärämät	1	obligatory
Jannenkarit	1	obligatory
Janttosluodot	1	obligatory
Jarkkolanmaansaarekkeet	1	obligatory
Jassakanlammit	1	obligatory
Jataluodot	1	obligatory
Jatasaaret	1	obligatory
Jatkolammit	1	obligatory
Jatkonlammit	1	obligatory
jatko-opinnot	1	obligatory
Jatkoslammit	1	obligatory
Jatkosodan siviiliveteraanit	1	obligatory
Jatkot	1	obligatory
jatkotikas	1	common
Jatuninselät	1	obligatory
Jauhekalliot	1	obligatory
Jauhiaisenkankaat	1	obligatory
jauho	1	common
Jauhosaaret	1	obligatory
Jauratuksenharjut	1	obligatory
Jaurinteet	1	obligatory
Jauristunturit	1	obligatory
Jazzmuusikot	1	obligatory
Jellikalliot	1	obligatory
Jeltinpellot	1	obligatory
jerbot	1	obligatory
Jeremiaksenluolat	1	obligatory
Jerssinkalliot	1	obligatory
Jerynkivet	1	obligatory
Jiekiönsaajot	1	obligatory
JL-Rakentajat	1	obligatory
Joenmukkatievat	1	obligatory
Joenmäet	1	obligatory
Joenniityt	1	obligatory
Joenniskankalliot	1	obligatory
Joensivunpellot	1	obligatory
Joensuun Prihat	1	obligatory
Joensuunkalliot	1	obligatory
Joensuunmetsät	1	obligatory
Joensuunniitut	1	obligatory
Joensuunniityt	1	obligatory
Joensuunsaaret	1	obligatory
Joentakustankalliot	1	obligatory
Joentaustankalliot	1	obligatory
johdannaismarkkinat	1	obligatory
Jokapäiväiset	1	obligatory
Jokelanpellot	1	obligatory
Jokerit	1	obligatory
jokidelfiini	1	common
Jokijärvenkankaat	1	obligatory
Jokijärvensuonlammit	1	obligatory
Jokijärvet	1	obligatory
Jokikalliot	1	obligatory
Jokikummut	1	obligatory
Jokilamminahot	1	obligatory
Jokilamminkosket	1	obligatory
Jokilammit	1	obligatory
Jokiniitut	1	obligatory
Jokioisten kartanot	1	obligatory
Jokipellot	1	obligatory
Jokiperänsaaret	1	obligatory
Jokipohjankosket	1	obligatory
Jokipojat	1	obligatory
Jokipolvenlammit	1	obligatory
Jokipolvensaaret	1	obligatory
Jokipolvensahit	1	obligatory
Jokiristinkankaat	1	obligatory
Jokisenkalliot	1	obligatory
Jokisuonsaarekkeet	1	obligatory
Jokisuot	1	obligatory
Jokitalot	1	obligatory
Jokitievat	1	obligatory
Jokivarrenniitut	1	obligatory
Jokivarrensaarekkeet	1	obligatory
Jokivarsikummut	1	obligatory
Jokivarsiniityt	1	obligatory
jokiäyriäinen	1	common
Jolhikonlammit	1	obligatory
Jolhonlammit	1	obligatory
Jolkkavaarat	1	obligatory
Jolkonlammit	1	obligatory
Jolkonpuronkankaat	1	obligatory
Jolnivaarat	1	obligatory
Jomppavaarat	1	obligatory
Jonasaaret	1	obligatory
Jongunsaaret	1	obligatory
Jontkanlammit	1	obligatory
Jooniansaaret	1	obligatory
Joosepinpellot	1	obligatory
Jorkanlammit	1	obligatory
Jorkonlammet	1	obligatory
Jornanlammit	1	obligatory
Jorrinniityt	1	obligatory
jortsut	1	obligatory
Joskit	1	obligatory
Jouhikkasaaret	1	obligatory
Jouhikummut	1	obligatory
Jouhipuronkankaat	1	obligatory
Jouhteisenkalliot	1	obligatory
Jouhtenenlevät	1	obligatory
Jouhtenisenkankaat	1	obligatory
Jouhtenisenpellot	1	obligatory
Jouhtiskankaat	1	obligatory
Joukahaisrimmit	1	obligatory
Joukhaisjärvet	1	obligatory
Joukhaislantot	1	obligatory
Joukhaisrimmit	1	obligatory
Joulujärvet	1	obligatory
Joulukorvet	1	obligatory
joulumarkkinat	1	obligatory
jouluvalmistelut	1	obligatory
Joupinkytöperut	1	obligatory
Jousisärkät	1	obligatory
Jousjärvet	1	obligatory
Joussaaret	1	obligatory
Joutavatlammit	1	obligatory
Joutenjärvenkankaat	1	obligatory
Joutenkannakset	1	obligatory
Joutenlammit	1	obligatory
Joutenpalot	1	obligatory
Joutenrimmit	1	obligatory
Joutensuonlammit	1	obligatory
Joutensuonsaaret	1	obligatory
Joutensärkät	1	obligatory
joutilas	2	common
Joutsenenlammit	1	obligatory
Joutsenrimmet	1	obligatory
Joutsenrimmit	1	obligatory
Joutsenrämiät	1	obligatory
Jouttilammit	1	obligatory
JP-Kunnallissanomat	1	obligatory
Juhannussaaret	1	obligatory
juhannustanssit	1	obligatory
Juhanöörinriutat	1	obligatory
juhlallisuus	1	common
juhlamenot	1	obligatory
juhlavalmistelut	1	obligatory
Jukkaranmäet	1	obligatory
Jukolanpellot	1	obligatory
Jukurit	1	obligatory
Julkisen hallinnon ekonomit	1	obligatory
Julkkakummut	1	obligatory
Julkusluodot	1	obligatory
Jullikat	1	obligatory
Julmanlammit	1	obligatory
Julmatlammit	1	obligatory
jumalainen	2	common
Jumalanrappuset	1	obligatory
Jumpinluodot	1	obligatory
Jumpreiskerinhellit	1	obligatory
Jumpreiskerinluodot	1	obligatory
Junasaaret	1	obligatory
Jungansaaret	1	obligatory
Junkanmaankalliot	1	obligatory
Junkivirrat	1	obligatory
Junkkilankummunlammit	1	obligatory
Junnankarit	1	obligatory
Junnasharjut	1	obligatory
Junnonojanmetsät	1	obligatory
Junnonsaaret	1	obligatory
Juntinkalliot	1	obligatory
Juntinlammit	1	obligatory
Junttokankaat	1	obligatory
Juntukalliot	1	obligatory
Juoksuhaudanmäet	1	obligatory
juoksuhämähäkki	1	common
Juoksukalliot	1	obligatory
Juoksumäet	1	obligatory
juoksuvaunut	1	obligatory
Juolut	1	obligatory
Juomalammit	1	obligatory
juomingit	1	obligatory
Juomulammit	1	obligatory
Juomussaaret	1	obligatory
juoni	1	common
juontosakset	1	obligatory
Juottomäenkalliot	1	obligatory
Juovajärvenlompolat	1	obligatory
juovapingviini	1	common
Juovat	1	obligatory
Juovat	2	obligatory
Jupelankankaat	1	obligatory
Juponkalliot	1	obligatory
Juponlammit	1	obligatory
Juppurat	1	obligatory
Juppuravaaranjärvet	1	obligatory
Jurasaaret	1	obligatory
Jurastenlammit	1	obligatory
Jurmurovat	1	obligatory
Jurmusaaret	1	obligatory
Juromapäät	1	obligatory
Jursulannokat	1	obligatory
Jursulat	1	obligatory
Jurvaalanniityt	1	obligatory
Jurvankankaat	1	obligatory
Jurvanniityt	1	obligatory
Jusalan Mustatlammet	1	obligatory
Jussan Kotalantot	1	obligatory
Jussilankarit	1	obligatory
Jussilanpellot	1	obligatory
Jussinhuhdankalliot	1	obligatory
Jussinkummut	1	obligatory
Jussinlammit	1	obligatory
Jussinluodot	1	obligatory
Jussinnevankalliot	1	obligatory
Jussinniityt	1	obligatory
Jussinnurmet	1	obligatory
Jussinsaarensuot	1	obligatory
Jussinsaaret	1	obligatory
Jutkulankalliot	1	obligatory
Juuanharjut	1	obligatory
Juumanlammit	1	obligatory
Juurakkokankaat	1	obligatory
Juurakkosaaret	1	obligatory
Juurakot	1	obligatory
juures	1	common
Juurikkalahdenrimmit	1	obligatory
Juurikkalammit	1	obligatory
Juurikkaluodot	1	obligatory
Juurikkaniemet	1	obligatory
Juurikkasaaret	1	obligatory
Juurikkasuot	1	obligatory
Juurkunnansaaret	1	obligatory
Juuson Kotasijajärvet	1	obligatory
Juusonmaat	1	obligatory
Juusto-ojansaajot	1	obligatory
Juustotievat	1	obligatory
Juusulammet	1	obligatory
Juuvajärvenkummut	1	obligatory
Juvenes-Yhtiöt	1	obligatory
J.W.-Yhtiöt	1	obligatory
Jylhynkalliot	1	obligatory
Jylhänkankaat	1	obligatory
Jylhänmaat	1	obligatory
Jylhänsaaret	1	obligatory
Jylhänvuoret	1	obligatory
Jylkynsaaret	1	obligatory
Jylkyt	1	obligatory
Jylkänkaarat	1	obligatory
Jyllinsaaret	1	obligatory
Jylynkalliot	1	obligatory
Jymy-Jussit	1	obligatory
Jymöttäjänlammit	1	obligatory
Jynkänkalliot	1	obligatory
Jyrhämäkummut	1	obligatory
Jyrinlammit	1	obligatory
Jyrinäkalliot	1	obligatory
Jyrisevännivat	1	obligatory
Jyrisevänsaaret	1	obligatory
Jyrkkienkalliot	1	obligatory
Jyrkkälammit	1	obligatory
Jyrkänkalliot	1	obligatory
Jyrkänmaat	1	obligatory
Jyrkänmäet	1	obligatory
Jyrkänniityt	1	obligatory
Jyrkänpellot	1	obligatory
Jyrkänsaaret	1	obligatory
Jyrkätmäet	1	obligatory
jyrsijäkorento	1	common
Jysmänsaaret	1	obligatory
Jyväskylän Kenttäurheilijat	1	obligatory
Jäkäläharjut	1	obligatory
Jäkälälammit	1	obligatory
Jäkäläsaaret	1	obligatory
Jäkäläsatkonharjut	1	obligatory
Jäkäläsärkät	1	obligatory
Jäkälätievankankaat	1	obligatory
jälkeinen	2	common
jälkimarkkinat	1	obligatory
Jänesaavanlammit	1	obligatory
Jänesalat	1	obligatory
Jäneskarit	1	obligatory
Jänessaarenrimmit	1	obligatory
Jänessaaret	1	obligatory
Jänesvittikot	1	obligatory
Jängenpellot	1	obligatory
Jängänluodot	1	obligatory
Jänisjärvet	1	obligatory
Jäniskaarteet	1	obligatory
Jäniskalliot	1	obligatory
Jäniskarinsaaret	1	obligatory
Jäniskarit	1	obligatory
Jänisluodot	1	obligatory
Jänisniityt	1	obligatory
Jänispellot	1	obligatory
Jänispäät	1	obligatory
Jänissaaret	1	obligatory
Jänissahit	1	obligatory
Jänisvaarat	1	obligatory
Jänkkäjärvet	1	obligatory
Jänkkästentievainkurut	1	obligatory
Jännelammit	1	obligatory
Jänteenkatkaisemakummut	1	obligatory
jäntere	1	common
Jänölammit	1	obligatory
Jäppisensaaret	1	obligatory
Järhänlammit	1	obligatory
Järjenmatalat	1	obligatory
Järnamorostot	1	obligatory
Järnäkäspäät	1	obligatory
Järnänkankaat	1	obligatory
Järppäinluodot	1	obligatory
Järvelänkedot	1	obligatory
Järvenpalot	1	obligatory
Järvenpohjanpellot	1	obligatory
Järvenpäälammit	1	obligatory
Järvenpäänlammit	1	obligatory
Järvenpäänniityt	1	obligatory
Järvenpäänpalot	1	obligatory
Järvenpäätievat	1	obligatory
Järvensivunsaaret	1	obligatory
Järventausahot	1	obligatory
Järventauskalliot	1	obligatory
Järventauskankaat	1	obligatory
Järventauslammit	1	obligatory
Järventausmaat	1	obligatory
Järventaussaaret	1	obligatory
Järventaustanpellot	1	obligatory
Järvikalliot	1	obligatory
Järvikankaat	1	obligatory
Järvikarit	1	obligatory
Järvikeitaat	1	obligatory
Järvikummut	1	obligatory
Järvimaat	1	obligatory
Järvipellot	1	obligatory
Järvisaaret	1	obligatory
Järvisenpellot	1	obligatory
Järvistenlammit	1	obligatory
Järvitievat	1	obligatory
Järvivuoret	1	obligatory
Järviökankaat	1	obligatory
Järvyysennevat	1	obligatory
Järänsaaret	1	obligatory
Jäsperinluodot	1	obligatory
jäte	1	common
Jätinlukot	1	obligatory
Jätkäjätkät	1	obligatory
Jättiläisenhelmat	1	obligatory
jättiläismajava	1	common
jättiläissalamanteri	1	common
Jätäsaaret	1	obligatory
jäykkäleukakala	1	common
jäytiäiset	1	obligatory
jäähyväiset	1	obligatory
Jääjärvet	1	obligatory
Jääkuljut	1	obligatory
Jääkärinkalliot	1	obligatory
Jääkärinmäet	1	obligatory
Jääkärinsaaret	1	obligatory
jääolot	1	obligatory
jääpalapihdit	1	obligatory
jääpihdit	1	obligatory
Jääräkalliot	1	obligatory
Jäärälänkalliot	1	obligatory
Jääskensaaret	1	obligatory
Jöösinpellot	1	obligatory
kaakaokasvi	1	common
kaakkoismurre	1	common
Kaakkolammit	1	obligatory
Kaakkomäet	1	obligatory
Kaakkoolamminkalliot	1	obligatory
Kaakkosaaret	1	obligatory
Kaakkosalmet	1	obligatory
Kaakkurijärvenlompolat	1	obligatory
Kaakkurijärvet	1	obligatory
Kaakkurikaarat	1	obligatory
Kaakkurilammet	1	obligatory
Kaakkurilammit	1	obligatory
Kaakkurinjärvet	1	obligatory
Kaakkurinkalliot	1	obligatory
Kaakkurinlammit	1	obligatory
Kaakkurinrimmit	1	obligatory
Kaakonlammit	1	obligatory
Kaalinginkalliot	1	obligatory
Kaalkorvenkalliot	1	obligatory
Kaanaanpellot	1	obligatory
Kaapankalliot	1	obligatory
Kaaponlammit	1	obligatory
Kaapronsaaret	1	obligatory
Kaarantojärvet	1	obligatory
Kaarikankaat	1	obligatory
Kaarinan Yrittäjät	1	obligatory
Kaarisaaret	1	obligatory
Kaarkokosket	1	obligatory
Kaarlonsaaret	1	obligatory
Kaaronrimmikot	1	obligatory
Kaarrot	1	obligatory
Kaartojärvensärkät	1	obligatory
Kaartojärvet	1	obligatory
Kaatiolammit	1	obligatory
Kaationluodot	1	obligatory
Kaatraset	1	obligatory
Kaatronlammit	1	obligatory
Kaavitsalammit	1	obligatory
Kadonneenlähteet	1	obligatory
kadotetut	1	obligatory
Kahden Uulan Haukkumalammet	1	obligatory
Kahdenhaaraset	1	obligatory
Kahelammit	1	obligatory
Kahilatievat	1	obligatory
Kahinmäet	1	obligatory
kahle	1	common
Kahlonsaaret	1	obligatory
kahluuhousut	1	obligatory
Kahmarit	1	obligatory
Kahperusvaarat	1	obligatory
Kahrasenmäet	1	obligatory
Kahvelinniityt	1	obligatory
kahvikestit	1	obligatory
Kahvikivet	1	obligatory
kahvikutsut	1	obligatory
Kahvisaaret	1	obligatory
Kaidanluodot	1	obligatory
Kaidanvuoret	1	obligatory
Kaidat	1	obligatory
Kaidat Soukanlahdet	1	obligatory
Kaidatvedet	1	obligatory
Kaidonlammit	1	obligatory
Kaihianlatvanluolat	1	obligatory
kaihilasit	1	obligatory
Kaihlasenlammit	1	obligatory
Kaihlastenlammit	1	obligatory
Kaihuanhännät	1	obligatory
Kaijainlammet	1	obligatory
Kaijainlammit	1	obligatory
Kaijakarit	1	obligatory
Kaijakivet	1	obligatory
Kaijakkakivet	1	obligatory
Kaijalanholmat	1	obligatory
Kaijalansuot	1	obligatory
Kaijaluodot	1	obligatory
Kaijankalliot	1	obligatory
Kaijankivet	1	obligatory
Kaijanlammit	1	obligatory
Kaijanluodot	1	obligatory
Kaijanpuljut	1	obligatory
Kaijansaaret	1	obligatory
Kaijansuonlammit	1	obligatory
kaijat	1	obligatory
Kaijat	1	obligatory
Kaijaussaaret	1	obligatory
Kaijoinluodot	1	obligatory
Kaijonkummut	1	obligatory
Kaijonpalot	1	obligatory
Kaikkaanluodot	1	obligatory
Kaikkosenkummut	1	obligatory
Kaikkosenlammit	1	obligatory
Kaikonsaaret	1	obligatory
Kaikukankaat	1	obligatory
Kaikulammit	1	obligatory
kaikusuhteet	1	obligatory
Kailassuonkalliot	1	obligatory
kaimakset	1	obligatory
kainalokarvat	1	obligatory
Kainalosarat	1	obligatory
Kainijärvet	1	obligatory
kairapalmumaiset	1	obligatory
Kairlammit	1	obligatory
Kaisaniemen Tiikerit	1	obligatory
kaislakorento	1	common
Kaislalammet	1	obligatory
Kaislankankaat	1	obligatory
Kaistot	1	obligatory
Kaitajängänlammit	1	obligatory
Kaitajärvenmäet	1	obligatory
Kaitajärvenvuoret	1	obligatory
Kaitalamminkankaat	1	obligatory
Kaitalammit	1	obligatory
Kaitapuljut	1	obligatory
Kaitasaaret	1	obligatory
Kaitaseljänlammet	1	obligatory
Kaitaseljänrämeet	1	obligatory
Kaitniitunkalliot	1	obligatory
Kaitoinlammit	1	obligatory
Kaitoinluodot	1	obligatory
Kaiturinlammit	1	obligatory
Kaiupuljut	1	obligatory
kaivajahämähäkki	1	common
Kaivannonsaaret	1	obligatory
Kaivanteenpellot	1	obligatory
Kaivantosaaret	1	obligatory
kaivaus	1	common
Kaivo-Kolkon harjut	1	obligatory
Kaivolamminsuot	1	obligatory
Kaivolammit	1	obligatory
Kaivosjärvet	1	obligatory
Kaivoslammit	1	obligatory
Kaivosmaanlammit	1	obligatory
Kaivosmäet	1	obligatory
Kaivosuonlammit	1	obligatory
Kaivosvuomansaajot	1	obligatory
Kaivulamminpalot	1	obligatory
Kaivulammit	1	obligatory
kaivuutulos	1	common
Kajaanin Suunnistajat	1	obligatory
Kajaansaaret	1	obligatory
Kajaansuon lammit	1	obligatory
Kajakanmäet	1	obligatory
Kajakarit	1	obligatory
Kajakkakarit	1	obligatory
Kajanterinmatalat	1	obligatory
Kajapaadet	1	obligatory
Kajavalaassat	1	obligatory
Kajusaaret	1	obligatory
Kajuuttaluodot	1	obligatory
Kakarakaarat	1	obligatory
Kakarakalliot	1	obligatory
Kakaraluodot	1	obligatory
Kakarilammit	1	obligatory
Kakarinkalliot	1	obligatory
Kakarlammit	1	obligatory
Kakkaralammit	1	obligatory
Kakkarkrunninportit	1	obligatory
Kakkistenpellot	1	obligatory
Kakkorinlammit	1	obligatory
Kakkoslammit	1	obligatory
Kakkostenlammit	1	obligatory
Kakkovuoret	1	obligatory
kakkulat	1	obligatory
Kakkurilammit	1	obligatory
Kakkurinkalliot	1	obligatory
Kakkurinkosket	1	obligatory
Kakkurinlammit	1	obligatory
kaklattajat	1	obligatory
Kakolamminkalliot	1	obligatory
Kakookonnonkalliot	1	obligatory
kaksikiduksiset	1	obligatory
Kaksilammit	1	obligatory
Kaksinaiset	1	obligatory
Kaksinaissaaret	1	obligatory
Kaksinaittet	1	obligatory
Kaksinkantajankosket	1	obligatory
Kaksiosaaret	1	obligatory
kaksisarvinokat	1	obligatory
Kaksiset	1	obligatory
kaksisiipiset	1	obligatory
Kaksistenmäet	1	obligatory
kaksiteholasit	1	obligatory
kaksivarvaslaiskiaiset	1	obligatory
Kakslammit	1	obligatory
Kaksnastinjärvet	1	obligatory
kaksoishäät	1	obligatory
Kaksoisjärvet	1	obligatory
Kaksoiskalliot	1	obligatory
Kaksoiskarit	1	obligatory
Kaksoiskivet	1	obligatory
kaksoislainausmerkki	1	common
Kaksoislammet	1	obligatory
Kaksoislammit	1	obligatory
Kaksoismäet	1	obligatory
Kaksoisnevat	1	obligatory
Kaksoissaaret	1	obligatory
kaksoistorni	1	common
kaksonen	1	common
Kaksonlammit	1	obligatory
Kaksosenniitut	1	obligatory
Kaksoset	1	obligatory
Kaksoskarit	1	obligatory
Kaksoskivet	1	obligatory
Kaksoslammet	1	obligatory
Kaksoslammit	1	obligatory
kaksospojat	1	obligatory
Kaksossaaret	1	obligatory
kaksossisarukset	1	obligatory
kaksostytöt	1	obligatory
kaksosveljekset	1	obligatory
Kaksosvuoret	1	obligatory
Kakspihlajaiset	1	obligatory
Kakssaaret	1	obligatory
Kakssalmiset	1	obligatory
Kaktsajärvet	1	obligatory
kalaasi	1	common
Kalahelmansaaret	1	obligatory
Kalajoen Junkkarit	1	obligatory
Kalajärvenkalliot	1	obligatory
Kalajärvenkankaat	1	obligatory
Kalakivenpellot	1	obligatory
Kalakoskenniitut	1	obligatory
Kalalahdenpellot	1	obligatory
Kalalammit	1	obligatory
kalanperkeet	1	obligatory
Kalapirtinkankaat	1	obligatory
Kalasaaret	1	obligatory
kalasakset	1	obligatory
kalastuskamppeet	1	obligatory
kalastussaapas	1	common
kalastusväline	1	common
Kalasääskentievat	1	obligatory
Kalatienkalliot	1	obligatory
Kalatiensaaret	1	obligatory
Kalattomanlammit	1	obligatory
Kalattomanmäet	1	obligatory
Kalattomat	1	obligatory
Kalattomatjärvet	1	obligatory
Kalattomatlammit	1	obligatory
Kalavaaranniityt	1	obligatory
Kalavaiset	1	obligatory
kale	1	common
Kalettomanlammit	1	obligatory
Kalettomansaaret	1	obligatory
Kalevankalliot	1	obligatory
Kalhupylläät	1	obligatory
Kalikkalammit	1	obligatory
Kalikkaluodot	1	obligatory
kalioiset	1	obligatory
Kalisaaret	1	obligatory
Kaljulammit	1	obligatory
Kalkkiaavanlammit	1	obligatory
Kalkkikivet	1	obligatory
Kalkkisaajot	1	obligatory
Kalkkisaaret	1	obligatory
Kalkkojärvet	1	obligatory
Kalkkolanmäet	1	obligatory
Kalkkosaaret	1	obligatory
Kalkkusaaret	1	obligatory
Kalkkuset	1	obligatory
Kalkujärvet	1	obligatory
Kalkulompolot	1	obligatory
