lemma	homonym	boundaries
hietasinappi	1	hieta{WB}sinappi
Hietatie	1	Hieta{WB}tie
hietaunikko	1	hieta{WB}unikko
Hietavesi	1	Hieta{WB}vesi
hietikkonata	1	hietikko{WB}nata
hietikkopyy	1	hietikko{WB}pyy
hifilaite	1	hifi{WB}laite
high tech	1	high tech
hiha-aukko	1	hiha-aukko
hihalauta	1	hiha{WB}lauta
hihalyönti	1	hiha{WB}lyönti
hihamerkki	1	hiha{WB}merkki
hihankäänne	1	hihan{WB}käänne
hihanpidike	1	hihan{WB}pidike
hihanpidin	1	hihan{WB}pidin
hihanreikä	1	hihan{WB}reikä
hihansuu	1	hihan{WB}suu
hihna-avokas	1	hihna-avokas
hihnakenkä	1	hihna{WB}kenkä
hihnakuljetin	1	hihna{WB}kuljetin
hihnamateriaali	1	hihna{WB}materiaali
hihnapyörä	1	hihna{WB}pyörä
hihnavälitys	1	hihna{WB}välitys
hiidenkirnu	1	hiiden{WB}kirnu
hiidenkiuas	1	hiiden{WB}kiuas
hiidenkivi	1	hiiden{WB}kivi
Hiidentie	1	Hiiden{WB}tie
hiihdonopettaja	1	hiihdon{WB}opettaja
hiihtoanorakki	1	hiihto{WB}anorakki
hiihtoasu	1	hiihto{WB}asu
hiihtoesteratsastus	1	hiihto{WB}este{WB}ratsastus
hiihtohissi	1	hiihto{WB}hissi
hiihtohousut	1	hiihto{WB}housut
hiihtojoukkue	1	hiihto{WB}joukkue
hiihtokausi	1	hiihto{WB}kausi
hiihtokeli	1	hiihto{WB}keli
hiihtokenkä	1	hiihto{WB}kenkä
hiihtokeskus	1	hiihto{WB}keskus
hiihtokilpailu	1	hiihto{WB}kilpailu
hiihtokisa	1	hiihto{WB}kisa
hiihtokoulu	1	hiihto{WB}koulu
hiihtokuningas	1	hiihto{WB}kuningas
hiihtokäsine	1	hiihto{WB}käsine
hiihtolatu	1	hiihto{WB}latu
hiihtoleiri	1	hiihto{WB}leiri
hiihtolenkki	1	hiihto{WB}lenkki
hiihtoloma	1	hiihto{WB}loma
hiihtomaasto	1	hiihto{WB}maasto
hiihtomaja	1	hiihto{WB}maja
hiihtomatkailukohde	1	hiihto{WB}matkailukohde
hiihtomyssy	1	hiihto{WB}myssy
hiihtopartio	1	hiihto{WB}partio
hiihtopuku	1	hiihto{WB}puku
hiihtoretki	1	hiihto{WB}retki
hiihtostadion	1	hiihto{WB}stadion
hiihtosuunnistus	1	hiihto{WB}suunnistus
hiihtotakki	1	hiihto{WB}takki
hiihtourheilu	1	hiihto{WB}urheilu
hiihtovaellus	1	hiihto{WB}vaellus
hiilenharmaa	1	hiilen{WB}harmaa
hiilenharmaa	2	hiilen{WB}harmaa
hiilenmusta	1	hiilen{WB}musta
hiilenmusta	2	hiilen{WB}musta
hiilentuotanto	1	hiilen{WB}tuotanto
hiiletyskarkaisu	1	hiiletys{WB}karkaisu
hiiletysteräs	1	hiiletys{WB}teräs
hiiliasema	1	hiili{WB}asema
hiiliastia	1	hiili{WB}astia
hiiliatomi	1	hiili{WB}atomi
hiilidioksidi	1	hiili{WB}dioksidi
hiilidisulfidi	1	hiili{WB}disulfidi
hiilihanko	1	hiili{WB}hanko
hiilihapotettu	1	hiili{WB}hapotettu
hiilihapottaminen	1	hiili{WB}hapottaminen
hiilihappo	1	hiili{WB}happo
hiilihappoinen	1	hiili{WB}happoinen
hiilihappojää	1	hiili{WB}happo{WB}jää
hiilihappokaasu	1	hiilihappo{WB}kaasu
hiilihappolannoitus	1	hiili{WB}happo{WB}lannoitus
hiilihappopitoinen	1	hiilihappo{WB}pitoinen
hiilihapposammutin	1	hiili{WB}happo{WB}sammutin
hiilihydraatti	1	hiili{WB}hydraatti
hiilihydraattitankkaus	1	hiilihydraatti{WB}tankkaus
hiilijäte	1	hiili{WB}jäte
hiilikaarilamppu	1	hiili{WB}kaarilamppu
hiilikaivos	1	hiili{WB}kaivos
hiilikaivostyöläinen	1	hiili{WB}kaivostyöläinen
hiilikala	1	hiili{WB}kala
hiilikausi	1	hiili{WB}kausi
hiilikautinen	1	hiili{WB}kautinen
hiilikenttä	1	hiili{WB}kenttä
hiiliketju	1	hiili{WB}ketju
hiilikierto	1	hiili{WB}kierto
hiilikoukku	1	hiili{WB}koukku
hiilikouru	1	hiili{WB}kouru
hiilikuitu	1	hiili{WB}kuitu
hiilikuituinen	1	hiili{WB}kuituinen
hiilikuitumaila	1	hiili{WB}kuitu{WB}maila
hiilikuitusauva	1	hiili{WB}kuitu{WB}sauva
hiilikuituvapa	1	hiili{WB}kuitu{WB}vapa
hiilikynä	1	hiili{WB}kynä
hiilikäyttöinen	1	hiili{WB}käyttöinen
hiililaiva	1	hiili{WB}laiva
hiililapio	1	hiili{WB}lapio
hiililämmitys	1	hiili{WB}lämmitys
hiilimies	1	hiili{WB}mies
Hiilimiiluntie	1	Hiili{WB}miilun{WB}tie
hiilimonoksidi	1	hiili{WB}monoksidi
hiilimurska	1	hiili{WB}murska
hiilimurskarata	1	hiili{WB}murska{WB}rata
hiilimusta	1	hiili{WB}musta
hiilinanoputki	1	hiilinano{WB}putki
hiilipannu	1	hiili{WB}pannu
hiilipaperi	1	hiili{WB}paperi
hiilipaperikopio	1	hiili{WB}paperikopio
hiilipihdit	1	hiili{WB}pihdit
hiilipii	1	hiili{WB}pii
hiilipiirros	1	hiili{WB}piirros
hiilipiirustus	1	hiili{WB}piirustus
hiilipitoinen	1	hiili{WB}pitoinen
hiilipitoisuus	1	hiili{WB}pitoisuus
hiilipoltin	1	hiili{WB}poltin
hiilipöly	1	hiili{WB}pöly
hiilipölykeuhko	1	hiilipöly{WB}keuhko
hiilisanko	1	hiili{WB}sanko
hiilisatama	1	hiili{WB}satama
hiilisilakka	1	hiili{WB}silakka
hiilisykli	1	hiili{WB}sykli
hiilisäiliö	1	hiili{WB}säiliö
hiilitabletti	1	hiili{WB}tabletti
hiiliteollisuus	1	hiili{WB}teollisuus
hiiliteräs	1	hiili{WB}teräs
hiilitetrahalidi	1	hiilitetra{WB}halidi
hiilitetrakloridi	1	hiili{WB}tetra{WB}kloridi
hiilityöläinen	1	hiili{WB}työläinen
hiilivaja	1	hiili{WB}vaja
hiilivarat	1	hiili{WB}varat
hiilivaunu	1	hiili{WB}vaunu
hiilivety	1	hiili{WB}vety
hiilivoimala	1	hiili{WB}voimala
hiilloskala	1	hiillos{WB}kala
hiippakunta	1	hiippa{WB}kunta
hiippakuntakokous	1	hiippakunta{WB}kokous
hiippakuntakokous	2	hiippa{WB}kunta{WB}kokous
hiippalakki	1	hiippa{WB}lakki
hiippaläppä	1	hiippa{WB}läppä
hiirenharmaa	1	hiiren{WB}harmaa
hiirenherne	1	hiiren{WB}herne
hiirenhiljainen	1	hiiren{WB}hiljainen
hiirenhiljaisuus	1	hiiren{WB}hiljaisuus
hiirenhäntä	1	hiiren{WB}häntä
hiirenkokoinen	1	hiiren{WB}kokoinen
hiirenkorva	1	hiiren{WB}korva
hiirenkorvainen	1	hiiren{WB}korvainen
hiirenkorvasiippa	1	hiirenkorva{WB}siippa
hiirenkorvavaihe	1	hiirenkorva{WB}vaihe
hiirenloukku	1	hiiren{WB}loukku
hiirenohra	1	hiiren{WB}ohra
hiirenpesä	1	hiiren{WB}pesä
hiirenporras	1	hiiren{WB}porras
hiirenpyytäjä	1	hiiren{WB}pyytäjä
hiirenruis	1	hiiren{WB}ruis
hiirensammal	1	hiiren{WB}sammal
hiirenvirna	1	hiiren{WB}virna
hiirialusta	1	hiiri{WB}alusta
hiirihaukka	1	hiiri{WB}haukka
hiirikammo	1	hiiri{WB}kammo
hiirilavantauti	1	hiiri{WB}lavan{WB}tauti
hiirimatto	1	hiiri{WB}matto
hiiriniittyhyppyhiiri	1	hiiriniittyhyppy{WB}hiiri
hiiripöllö	1	hiiri{WB}pöllö
Hiisjärvi	1	Hiis{WB}järvi
hiivakakku	1	hiiva{WB}kakku
hiivaleipä	1	hiiva{WB}leipä
hiivaleipäjauho	1	hiiva{WB}leipä{WB}jauho
hiivasieni	1	hiiva{WB}sieni
hiivasienitauti	1	hiiva{WB}sienitauti
hiivasienitulehdus	1	hiiva{WB}sieni{WB}tulehdus
hiivatinmoinen	1	hiivatin{WB}moinen
hikihelmi	1	hiki{WB}helmi
hikihuokonen	1	hiki{WB}huokonen
hikijumppa	1	hiki{WB}jumppa
hikikarpalo	1	hiki{WB}karpalo
hikilappu	1	hiki{WB}lappu
hikilaudat	1	hiki{WB}laudat
hikiliina	1	hiki{WB}liina
hikinauha	1	hiki{WB}nauha
hikipaja	1	hiki{WB}paja
hikipinko	1	hiki{WB}pinko
hikipisara	1	hiki{WB}pisara
hikipäissä	1	hiki{WB}päissä
hikipäissään	1	hiki{WB}päissään
hikirakkulatauti	1	hikirakkula{WB}tauti
hikirauhanen	1	hiki{WB}rauhanen
hikitahra	1	hiki{WB}tahra
hikitiehyt	1	hiki{WB}tiehyt
hikkoripuu	1	hikkori{WB}puu
hikkoripähkinä	1	hikkori{WB}pähkinä
hikoilukyvyttömyys	1	hikoilu{WB}kyvyttömyys
hilametalli	1	hila{WB}metalli
hilavahti	1	hila{WB}vahti
hilavitkutin	1	hila{WB}vitkutin
Hildebrandt	1	Hilde{WB}brandt
Hildegard	1	Hilde{WB}gard
hiljaiselo	1	hiljais{WB}elo
hillerimäyrä	1	hilleri{WB}mäyrä
hillitsijälääke	1	hillitsijä{WB}lääke
hillokaramelli	1	hillo{WB}karamelli
hillomarja	1	hillo{WB}marja
hillomunkki	1	hillo{WB}munkki
hillopulla	1	hillo{WB}pulla
hillopurkki	1	hillo{WB}purkki
hillosipuli	1	hillo{WB}sipuli
hillotäytteinen	1	hillo{WB}täytteinen
hillotölkki	1	hillo{WB}tölkki
hilloviiva	1	hillo{WB}viiva
hilparimies	1	hilpari{WB}mies
hilsesampoo	1	hilse{WB}sampoo
hilsetystauti	1	hilsetys{WB}tauti
himalajansetri	1	himalajan{WB}setri
himmeäkiiltoinen	1	himmeä{WB}kiiltoinen
himmeälasi	1	himmeä{WB}lasi
himmeäpintainen	1	himmeä{WB}pintainen
himoliikkuja	1	himo{WB}liikkuja
himomurha	1	himo{WB}murha
himomurhaaja	1	himo{WB}murhaaja
himopolttaja	1	himo{WB}polttaja
himoruoka	1	himo{WB}ruoka
himoshoppailija	1	himo{WB}shoppailija
himourheilija	1	himo{WB}urheilija
hinausauto	1	hinaus{WB}auto
hinausköysi	1	hinaus{WB}köysi
hinauspolku	1	hinaus{WB}polku
hinausvaijeri	1	hinaus{WB}vaijeri
hindin kieli	1	hindin kieli
hindujumala	1	hindu{WB}jumala
hindukalenteri	1	hindu{WB}kalenteri
Hinkanvesi	1	Hinkan{WB}vesi
hinkuyskä	1	hinku{WB}yskä
hinnanalennus	1	hinnan{WB}alennus
hinnanalennuskorvaus	1	hinnan{WB}alennus{WB}korvaus
hinnanero	1	hinnan{WB}ero
hinnankorotus	1	hinnan{WB}korotus
hinnanlasku	1	hinnan{WB}lasku
hinnanmuodostus	1	hinnan{WB}muodostus
hinnanmuutos	1	hinnan{WB}muutos
hinnannousu	1	hinnan{WB}nousu
hinnantasaus	1	hinnan{WB}tasaus
hinnanvaihtelu	1	hinnan{WB}vaihtelu
hinta-asteikko	1	hinta-asteikko
hintaero	1	hinta{WB}ero
hintahaarukka	1	hinta{WB}haarukka
hintahaitari	1	hinta{WB}haitari
hintaindeksi	1	hinta{WB}indeksi
hintajousto	1	hinta{WB}jousto
hintajärjestelmä	1	hinta{WB}järjestelmä
hintakartelli	1	hinta{WB}kartelli
hintakehitys	1	hinta{WB}kehitys
hintakilpailu	1	hinta{WB}kilpailu
hintakiskonta	1	hinta{WB}kiskonta
hintalappu	1	hinta{WB}lappu
hintaleikkaus	1	hinta{WB}leikkaus
hintaluettelo	1	hinta{WB}luettelo
hintaluokka	1	hinta{WB}luokka
hintapolitiikka	1	hinta{WB}politiikka
hintapyyntö	1	hinta{WB}pyyntö
hintasota	1	hinta{WB}sota
hintasulku	1	hinta{WB}sulku
hintasäännöstelty	1	hinta{WB}säännöstelty
hintasäännöstely	1	hinta{WB}säännöstely
hintatakuu	1	hinta{WB}takuu
hintatarkastaja	1	hinta{WB}tarkastaja
hintataso	1	hinta{WB}taso
hintatieto	1	hinta{WB}tieto
hintatietoinen	1	hinta{WB}tietoinen
hintatietoisuus	1	hinta{WB}tietoisuus
hintatuki	1	hinta{WB}tuki
hintatyyppi	1	hinta{WB}tyyppi
hintavaihtelu	1	hinta{WB}vaihtelu
hintavalvonta	1	hinta{WB}valvonta
hintavertailu	1	hinta{WB}vertailu
hintaviranomainen	1	hinta{WB}viran{WB}omainen
hintavyöry	1	hinta{WB}vyöry
hinteläkasvuinen	1	hintelä{WB}kasvuinen
hintelärakenteinen	1	hintelä{WB}rakenteinen
hioma-aine	1	hioma-aine
hiomisaine	1	hiomis{WB}aine
hiontakiekko	1	hionta{WB}kiekko
hiontamuoto	1	hionta{WB}muoto
hiostuskoppi	1	hiostus{WB}koppi
hiostuslaatikko	1	hiostus{WB}laatikko
hipaisukytkin	1	hipaisu{WB}kytkin
hipaisunäppäin	1	hipaisu{WB}näppäin
hiphoppari	1	hiphop{WB}pari
hippaleikki	1	hippa{WB}leikki
hippasilla	1	hippa{WB}silla
hippiaate	1	hippi{WB}aate
hippiliike	1	hippi{WB}liike
hippimuoti	1	hippi{WB}muoti
hippokampus	1	hippo{WB}kampus
hirmuaika	1	hirmu{WB}aika
hirmuhallitsija	1	hirmu{WB}hallitsija
hirmuhallitus	1	hirmu{WB}hallitus
hirmuhauska	1	hirmu{WB}hauska
hirmukunto	1	hirmu{WB}kunto
hirmulisko	1	hirmu{WB}lisko
hirmumyrsky	1	hirmu{WB}myrsky
hirmusuuri	1	hirmu{WB}suuri
hirmuteko	1	hirmu{WB}teko
hirmutulos	1	hirmu{WB}tulos
hirmutyö	1	hirmu{WB}työ
hirmuvalta	1	hirmu{WB}valta
hirmuvaltainen	1	hirmu{WB}valtainen
hirmuvaltias	1	hirmu{WB}valtias
Hiroshima	1	Hiro{WB}shima
hirsiaitta	1	hirsi{WB}aitta
hirsihuvila	1	hirsi{WB}huvila
hirsikehikko	1	hirsi{WB}kehikko
hirsikerros	1	hirsi{WB}kerros
hirsikerta	1	hirsi{WB}kerta
hirsimaja	1	hirsi{WB}maja
hirsimökki	1	hirsi{WB}mökki
hirsipaneeli	1	hirsi{WB}paneeli
hirsipuu	1	hirsi{WB}puu
hirsirakennus	1	hirsi{WB}rakennus
hirsirakenteinen	1	hirsi{WB}rakenteinen
hirsisaha	1	hirsi{WB}saha
hirsisalvos	1	hirsi{WB}salvos
hirsiseinä	1	hirsi{WB}seinä
Hirsitie	1	Hirsi{WB}tie
hirtehishuumori	1	hirtehis{WB}huumori
hirttokuolema	1	hirtto{WB}kuolema
hirttoköysi	1	hirtto{WB}köysi
hirttonuora	1	hirtto{WB}nuora
hirttosilmukka	1	hirtto{WB}silmukka
hirvenajo	1	hirven{WB}ajo
hirvenjuuri	1	hirven{WB}juuri
hirvenjäkälä	1	hirven{WB}jäkälä
hirvenkaato	1	hirven{WB}kaato
hirvenkaatolupa	1	hirven{WB}kaato{WB}lupa
hirvenkieli	1	hirven{WB}kieli
hirvenliha	1	hirven{WB}liha
hirvenmetsästys	1	hirven{WB}metsästys
hirvenmetsästäjä	1	hirven{WB}metsästäjä
hirvennahka	1	hirven{WB}nahka
hirvennahka	2	hirven{WB}nahka
hirvenputki	1	hirven{WB}putki
hirvenpyynti	1	hirven{WB}pyynti
hirvenpää	1	hirven{WB}pää
Hirvensalmi	1	Hirven{WB}salmi
hirvensarvensuola	1	hirven{WB}sarven{WB}suola
hirvensarvi	1	hirven{WB}sarvi
hirvensarvimainen	1	hirven{WB}sarvimainen
hirvensarvisaniainen	1	hirven{WB}sarvi{WB}saniainen
hirvensarvisuola	1	hirven{WB}sarvi{WB}suola
hirventalja	1	hirven{WB}talja
hirvenvasa	1	hirven{WB}vasa
hirvenvasikka	1	hirven{WB}vasikka
hirvestyskausi	1	hirvestys{WB}kausi
hirviaita	1	hirvi{WB}aita
hirviammunta	1	hirvi{WB}ammunta
hirviantilooppi	1	hirvi{WB}antilooppi
hirvieläin	1	hirvi{WB}eläin
hirvihärkä	1	hirvi{WB}härkä
hirvijahti	1	hirvi{WB}jahti
hirvikanta	1	hirvi{WB}kanta
hirvikivääri	1	hirvi{WB}kivääri
hirvikoira	1	hirvi{WB}koira
hirvikolari	1	hirvi{WB}kolari
hirvikärpänen	1	hirvi{WB}kärpänen
hirvilehmä	1	hirvi{WB}lehmä
hirvilupa	1	hirvi{WB}lupa
hirvipaisti	1	hirvi{WB}paisti
hirvipassi	1	hirvi{WB}passi
hirvipeili	1	hirvi{WB}peili
hirviporukka	1	hirvi{WB}porukka
hirvisika	1	hirvi{WB}sika
hirvivaara	1	hirvi{WB}vaara
hirvivahinko	1	hirvi{WB}vahinko
hirvivahinkovakuutus	1	hirvi{WB}vahinko{WB}vakuutus
hirviöhai	1	hirviö{WB}hai
hissikoneisto	1	hissi{WB}koneisto
hissikori	1	hissi{WB}kori
hissikortti	1	hissi{WB}kortti
hissikuilu	1	hissi{WB}kuilu
hissimies	1	hissi{WB}mies
hissinkäyttäjä	1	hissin{WB}käyttäjä
hissipoika	1	hissi{WB}poika
hissityttö	1	hissi{WB}tyttö
hissivalaisin	1	hissi{WB}valaisin
hissun kissun	1	hissun kissun
histamiinipäänsärky	1	histamiini{WB}päänsärky
histogrammi	1	histo{WB}grammi
histopatologia	1	histo{WB}patologia
histoplasmoosi	1	histo{WB}plasmoosi
historiakirja	1	historia{WB}kirja
historiallisperäinen	1	historiallis{WB}peräinen
historiamaalaus	1	historia{WB}maalaus
historianfilosofia	1	historian{WB}filosofia
historiankirja	1	historian{WB}kirja
historiankirjoittaja	1	historian{WB}kirjoittaja
historiankirjoitus	1	historian{WB}kirjoitus
historiankäsitys	1	historian{WB}käsitys
historianmukainen	1	historian{WB}mukainen
historianopettaja	1	historian{WB}opettaja
historiantakainen	1	historian{WB}takainen
historiantunti	1	historian{WB}tunti
historiantutkimus	1	historian{WB}tutkimus
historianvastainen	1	historian{WB}vastainen
historiateos	1	historia{WB}teos
historiatiede	1	historia{WB}tiede
historiografi	1	historio{WB}grafi
historiografia	1	historio{WB}grafia
hitausmomentti	1	hitaus{WB}momentti
hitonmoinen	1	hiton{WB}moinen
hitsauskipinä	1	hitsaus{WB}kipinä
hitsauskypärä	1	hitsaus{WB}kypärä
hitsausliekki	1	hitsaus{WB}liekki
hitsausmaski	1	hitsaus{WB}maski
hitsauspilli	1	hitsaus{WB}pilli
hitsauspoltin	1	hitsaus{WB}poltin
hitsauspuikko	1	hitsaus{WB}puikko
hitsaussauma	1	hitsaus{WB}sauma
hitsaussuojain	1	hitsaus{WB}suojain
hittilista	1	hitti{WB}lista
hitulautanen	1	hitu{WB}lautanen
hiuesavi	1	hiue{WB}savi
hiukapala	1	hiuka{WB}pala
hiukkasfysiikka	1	hiukkas{WB}fysiikka
hiukkasilmaisin	1	hiukkas{WB}ilmaisin
hiukkaskiihdytin	1	hiukkas{WB}kiihdytin
hiukkassuihku	1	hiukkas{WB}suihku
hiukkassäteily	1	hiukkas{WB}säteily
hiukkassäteilypaine	1	hiukkassäteily{WB}paine
hiukkasteoria	1	hiukkas{WB}teoria
hiukopala	1	hiuko{WB}pala
hiuksenhalkoja	1	hiuksen{WB}halkoja
hiuksenhalkominen	1	hiuksen{WB}halkominen
hiuksenhieno	1	hiuksen{WB}hieno
hiuksenhieno	2	hiuksen{WB}hieno
hiuksenhienosti	1	hiuksen{WB}hienosti
hiusgeeli	1	hius{WB}geeli
hiushalkeama	1	hius{WB}halkeama
hiusharja	1	hius{WB}harja
hiushoide	1	hius{WB}hoide
hiushuokoinen	1	hius{WB}huokoinen
hiushuokoisuus	1	hius{WB}huokoisuus
hiushygrometri	1	hius{WB}hygrometri
hiusjuuri	1	hius{WB}juuri
hiuskarva	1	hius{WB}karva
hiuskiehkura	1	hius{WB}kiehkura
hiuskiinne	1	hius{WB}kiinne
hiuskoriste	1	hius{WB}koriste
hiuskuontalo	1	hius{WB}kuontalo
hiuslaite	1	hius{WB}laite
hiuslakka	1	hius{WB}lakka
hiuslaskos	1	hius{WB}laskos
hiusleikkuri	1	hius{WB}leikkuri
hiuslisäke	1	hius{WB}lisäke
hiusmalli	1	hius{WB}malli
hiusmarto	1	hius{WB}marto
hiusmuoti	1	hius{WB}muoti
hiusmuotoilija	1	hius{WB}muotoilija
hiusmuotoilu	1	hius{WB}muotoilu
hiusmurtuma	1	hius{WB}murtuma
hiusnauha	1	hius{WB}nauha
hiusneula	1	hius{WB}neula
hiuspalmikko	1	hius{WB}palmikko
hiuspilli	1	hius{WB}pilli
hiuspinni	1	hius{WB}pinni
hiuspohja	1	hius{WB}pohja
hiusputki	1	hius{WB}putki
hiusputki-ilmiö	1	hius{WB}putki-ilmiö
hiusraja	1	hius{WB}raja
hiusrasva	1	hius{WB}rasva
hiusravinne	1	hius{WB}ravinne
hiusristi	1	hius{WB}risti
hiusristikko	1	hius{WB}ristikko
hiussairaus	1	hius{WB}sairaus
hiussaniainen	1	hius{WB}saniainen
hiussolki	1	hius{WB}solki
hiussuihke	1	hius{WB}suihke
hiussuoni	1	hius{WB}suoni
hiussuonimurtuma	1	hiussuoni{WB}murtuma
hiussuonipurkauma	1	hiussuoni{WB}purkauma
hiussuonisto	1	hius{WB}suonisto
hiussuonivaltimo	1	hiussuoni{WB}valtimo
hiussuortuva	1	hius{WB}suortuva
hiussykerö	1	hius{WB}sykerö
hiustenhalkaisu	1	hiusten{WB}halkaisu
hiustenhalkoja	1	hiusten{WB}halkoja
hiustenhalkominen	1	hiusten{WB}halkominen
hiustenhoito	1	hiusten{WB}hoito
hiustenhoitoaine	1	hiusten{WB}hoito{WB}aine
hiustenhoitotuote	1	hiustenhoito{WB}tuote
hiustenhoitovesi	1	hiustenhoito{WB}vesi
hiustenkasvu	1	hiusten{WB}kasvu
hiustenkiharrin	1	hiusten{WB}kiharrin
hiustenkuivaaja	1	hiusten{WB}kuivaaja
hiustenkuivain	1	hiusten{WB}kuivain
hiustenleikkaus	1	hiusten{WB}leikkaus
hiustenleikkuu	1	hiusten{WB}leikkuu
hiustenlähtö	1	hiusten{WB}lähtö
hiustenmuotoilu	1	hiusten{WB}muotoilu
hiustenpesuaine	1	hiusten{WB}pesu{WB}aine
hiustenvärjäys	1	hiusten{WB}värjäys
hiustukko	1	hius{WB}tukko
hiustukku	1	hius{WB}tukku
hiustupsu	1	hius{WB}tupsu
hiustyyli	1	hius{WB}tyyli
hiustähti	1	hius{WB}tähti
hiustöyhtö	1	hius{WB}töyhtö
hiusvaahto	1	hius{WB}vaahto
hiusverkko	1	hius{WB}verkko
hiusvesi	1	hius{WB}vesi
hiusviiva	1	hius{WB}viiva
hiusvoide	1	hius{WB}voide
hiusväri	1	hius{WB}väri
hiusöljy	1	hius{WB}öljy
hivenaine	1	hiven{WB}aine
hivenlannoite	1	hiven{WB}lannoite
hivenravinne	1	hiven{WB}ravinne
hohdekukka	1	hohde{WB}kukka
hohkakivi	1	hohka{WB}kivi
hohtodiodi	1	hohto{WB}diodi
hohtojalokivi	1	hohto{WB}jalokivi
hoikkarunkoinen	1	hoikka{WB}runkoinen
hoikkasäärinen	1	hoikka{WB}säärinen
hoikkavartaloinen	1	hoikka{WB}vartaloinen
hoikkavartinen	1	hoikka{WB}vartinen
hoikkavyötäröinen	1	hoikka{WB}vyötäröinen
hoitajakokelas	1	hoitaja{WB}kokelas
hoitoaine	1	hoito{WB}aine
hoitohenkilökunta	1	hoito{WB}henkilö{WB}kunta
hoitohenkilöstö	1	hoito{WB}henkilöstö
hoitokeino	1	hoito{WB}keino
hoitokoti	1	hoito{WB}koti
hoitokunta	1	hoito{WB}kunta
hoitokustannukset	1	hoito{WB}kustannukset
hoitolaitos	1	hoito{WB}laitos
hoitolapsi	1	hoito{WB}lapsi
hoitolisä	1	hoito{WB}lisä
hoitomaksu	1	hoito{WB}maksu
hoitomenetelmä	1	hoito{WB}menetelmä
hoitomyöntyvyys	1	hoito{WB}myöntyvyys
hoito-ohje	1	hoito-ohje
hoitoonmääräämispäätös	1	hoitoon{WB}määräämis{WB}päätös
hoitoonohjaus	1	hoitoon{WB}ohjaus
hoitopaikka	1	hoito{WB}paikka
hoitopäivä	1	hoito{WB}päivä
hoitopöytä	1	hoito{WB}pöytä
hoitorengas	1	hoito{WB}rengas
hoitotestamentti	1	hoito{WB}testamentti
hoitotiede	1	hoito{WB}tiede
hoitotoimenpide	1	hoito{WB}toimen{WB}pide
hoitotuki	1	hoito{WB}tuki
hoitotutkimus	1	hoito{WB}tutkimus
hoitotyö	1	hoito{WB}työ
hoitovahinko	1	hoito{WB}vahinko
hoitovapaa	1	hoito{WB}vapaa
hoitovaste	1	hoito{WB}vaste
hoitovastike	1	hoito{WB}vastike
hoitovirhe	1	hoito{WB}virhe
hoitovoide	1	hoito{WB}voide
hoivakieli	1	hoiva{WB}kieli
hoivakoti	1	hoiva{WB}koti
hoivapotilas	1	hoiva{WB}potilas
hoivatyö	1	hoiva{WB}työ
hoivayritys	1	hoiva{WB}yritys
hokkuspokkustemppu	1	hokkuspokkus{WB}temppu
holhoojahallitus	1	holhooja{WB}hallitus
holhouksenalainen	1	holhouksen{WB}alainen
holhousalue	1	holhous{WB}alue
holhousvaltio	1	holhous{WB}valtio
holkkihiha	1	holkki{WB}hiha
holkkinasta	1	holkki{WB}nasta
hollandaisekastike	1	hollandaise{WB}kastike
hollannin kieli	1	hollannin kieli
hollanninkastike	1	hollannin{WB}kastike
hollitupa	1	holli{WB}tupa
Hollolantie	1	Hollolan{WB}tie
Hollywood	1	Holly{WB}wood
Holmberg	1	Holm{WB}berg
Holmström	1	Holm{WB}ström
holografia	1	holo{WB}grafia
hologrammi	1	holo{WB}grammi
holokausti	1	holo{WB}kausti
holvikaari	1	holvi{WB}kaari
holvikaarinen	1	holvi{WB}kaarinen
holvikatto	1	holvi{WB}katto
holvikattoinen	1	holvi{WB}kattoinen
holvikäytävä	1	holvi{WB}käytävä
holvimaalaus	1	holvi{WB}maalaus
holvirakenne	1	holvi{WB}rakenne
holvirumpu	1	holvi{WB}rumpu
Holvitie	1	Holvi{WB}tie
holvitiili	1	holvi{WB}tiili
holvituki	1	holvi{WB}tuki
homeenvihreä	1	homeen{WB}vihreä
homejuusto	1	home{WB}juusto
homekoira	1	home{WB}koira
homekorva	1	home{WB}korva
homemyrkky	1	home{WB}myrkky
homeomorfismi	1	homeo{WB}morfismi
homeostaasi	1	homeo{WB}staasi
homeostaattinen	1	homeo{WB}staattinen
homeoterminen	1	homeo{XB}terminen
homepilkku	1	home{WB}pilkku
homepöly	1	home{WB}pöly
homepölykeuhko	1	home{WB}pöly{WB}keuhko
homerihmasto	1	home{WB}rihmasto
homesieni	1	home{WB}sieni
hometahra	1	home{WB}tahra
hometalo	1	home{WB}talo
homevaurio	1	home{WB}vaurio
hommamies	1	homma{WB}mies
homoeroottinen	1	homo{WB}eroottinen
homoeroottisuus	1	homo{WB}eroottisuus
homofiili	1	homo{WB}fiili
homofobia	1	homo{WB}fobia
homogeeninen	1	homo{WB}geeninen
homokystinuria	1	homo{WB}kystin{WB}uria
homoliitto	1	homo{WB}liitto
homomies	1	homo{WB}mies
homomorfismi	1	homo{WB}morfismi
homopari	1	homo{WB}pari
homoseksuaali	1	homo{WB}seksuaali
homoseksuaalinen	1	homo{WB}seksuaalinen
homoseksuaalisuus	1	homo{WB}seksuaalisuus
homosyklinen	1	homos{WB}yklinen
homotopia	1	homo{WB}topia
homotsygootti	1	homo{WB}tsygootti
homotsygoottinen	1	homo{WB}tsygoottinen
