lemma	new_para	plurale_tantum
Koirasenluodot	N_PIDOT	obligatory
Koiraset	N_RAPPUSET	obligatory
Koiravaarat	N_VARAT	obligatory
Koirilammit	N_LAMMIT	obligatory
Koirisaaret	N_SAARET	obligatory
Koiroinmäet	N_MÄET	obligatory
Koirsaaret	N_SAARET	obligatory
Koistinsaaret	N_SAARET	obligatory
Koistinsuot	N_SUOT	obligatory
Koistisarot	N_AIVOT	obligatory
Koistisenlammit	N_LAMMIT	obligatory
Koistisensuonlammit	N_LAMMIT	obligatory
Koistislammit	N_LAMMIT	obligatory
Koitelaisenkummut	N_KUMMUT	obligatory
Koitelaisenvosat	N_JUHLAT	obligatory
Koivikkokummut	N_KUMMUT	obligatory
Koivikkosaaret	N_SAARET	obligatory
Koivikkoseljänmaat	N_ITÄMAAT	obligatory
Koivistonkalliot	N_RAUNIOT	obligatory
Koivistonmaat	N_ITÄMAAT	obligatory
Koivistonpellot	N_AALLOT	obligatory
Koivistonvuoret	N_SAARET	obligatory
Koivuahot	N_AIVOT	obligatory
Koivujärvet	N_RIPSET	obligatory
Koivukalliot	N_RAUNIOT	obligatory
Koivukarit	N_LASIT	obligatory
koivukasvi	N_RUUVI	common
Koivukummut	N_KUMMUT	obligatory
Koivukylänlammet	N_LAMMET	obligatory
Koivulamminniitut	N_NIITUT	obligatory
Koivulammit	N_LAMMIT	obligatory
Koivulankalliot	N_RAUNIOT	obligatory
Koivulevänsaaret	N_SAARET	obligatory
Koivuluodot	N_PIDOT	obligatory
Koivumutkat	N_JUHLAT	obligatory
Koivunevankalliot	N_RAUNIOT	obligatory
Koivuniemenkalliot	N_RAUNIOT	obligatory
Koivunivat	N_VARAT	obligatory
Koivuojansuot	N_SUOT	obligatory
Koivupohjat	N_JUHLAT	obligatory
Koivurannankummut	N_KUMMUT	obligatory
Koivusaajot	N_AIVOT	obligatory
Koivusaarenkalliot	N_RAUNIOT	obligatory
Koivusaaret	N_SAARET	obligatory
Koivusenkalliot	N_RAUNIOT	obligatory
Koivuset	N_RAPPUSET	obligatory
Koivusillanniitut	N_NIITUT	obligatory
Koivusuonnurmet	N_SAKSET	obligatory
Koivusuot	N_SUOT	obligatory
Koja-Yhtiöt	N_YHTIÖT	obligatory
Kojolankalliot	N_RAUNIOT	obligatory
Kokkahonniitut	N_NIITUT	obligatory
Kokkakaarrot	N_KAARROT	obligatory
Kokkalammit	N_LAMMIT	obligatory
Kokkapäänkalliot	N_RAUNIOT	obligatory
kokkarit	N_FARMARIT	obligatory
Kokkarit	N_FARMARIT	obligatory
kokkidiat	N_MARKKINAT	obligatory
Kokkilankalliot	N_RAUNIOT	obligatory
Kokkoahot	N_AIVOT	obligatory
Kokkoharjut	N_HOUSUT	obligatory
Kokkojärvenperäsaivot	N_AIVOT	obligatory
Kokkojärvensaaret	N_SAARET	obligatory
Kokkokaarrot	N_KAARROT	obligatory
Kokkokalliot	N_RAUNIOT	obligatory
Kokkokankaat	N_RENKAAT	obligatory
Kokkokarit	N_LASIT	obligatory
Kokkokummut	N_KUMMUT	obligatory
Kokkolammet	N_LAMMET	obligatory
Kokkolammit	N_LAMMIT	obligatory
Kokkolan Tiikerit	N_BIKINIT	obligatory
Kokkolan Veikot	N_JOUKOT	obligatory
Kokkoluodot	N_PIDOT	obligatory
Kokkomeret	N_SAARET	obligatory
Kokkomäet	N_MÄET	obligatory
Kokko-ojankummut	N_KUMMUT	obligatory
Kokkopaiseenlammit	N_LAMMIT	obligatory
Kokkopalot	N_AIVOT	obligatory
Kokkosaaret	N_SAARET	obligatory
Kokkoseljät	N_SELJÄT	obligatory
Kokkosuot	N_SUOT	obligatory
Kokkosärkät	N_SÄRKÄT	obligatory
Kokojärvenkalliot	N_RAUNIOT	obligatory
kokonaiskustannukset	N_SERKUKSET	obligatory
kokonaismenot	N_AIVOT	obligatory
kokonaispisteet	N_RÄMEET	obligatory
kokonaisyksikkökustannukset	N_SERKUKSET	obligatory
Kokonkalliot	N_RAUNIOT	obligatory
Kokonlahdenpellot	N_AALLOT	obligatory
Kokonniemensaaret	N_SAARET	obligatory
Kokonriutat	N_RIUTAT	obligatory
Kokonsaaret	N_SAARET	obligatory
Kokontulisaaret	N_SAARET	obligatory
Kokonvuoret	N_SAARET	obligatory
kokoperunat	N_MARKKINAT	obligatory
Kokoskynnäät	N_KYNNÄÄT	obligatory
Kolakalliot	N_RAUNIOT	obligatory
kolehtivarat	N_VARAT	obligatory
Koliahteenuhrit	N_LASIT	obligatory
Kolijänkät	N_SÄRKÄT	obligatory
Kolisevankalliot	N_RAUNIOT	obligatory
Kolisevansaaret	N_SAARET	obligatory
Koliston Leppäkarit	N_LASIT	obligatory
Kolisuonsaarekkeet	N_KUULOKKEET	obligatory
Kolivuoret	N_SAARET	obligatory
Koljosenahot	N_AIVOT	obligatory
Koljosenkalliot	N_RAUNIOT	obligatory
Koljosenlammit	N_LAMMIT	obligatory
Kolkanakalliot	N_RAUNIOT	obligatory
Kolkankarit	N_LASIT	obligatory
Kolkanniitut	N_NIITUT	obligatory
Kolkansaaret	N_SAARET	obligatory
Kolkkaniityt	N_NIITYT	obligatory
Kolkonniitut	N_NIITUT	obligatory
Kolkonsärkät	N_SÄRKÄT	obligatory
Kolkunkalliot	N_RAUNIOT	obligatory
Kolleenlammit	N_LAMMIT	obligatory
Kollonkalliot	N_RAUNIOT	obligatory
Kollumit	N_LASIT	obligatory
Kolmekanttilammet	N_LAMMET	obligatory
Kolmen Aapon tievat	N_VARAT	obligatory
Kolmenjuurakonkummut	N_KUMMUT	obligatory
Kolmenkannanluodot	N_PIDOT	obligatory
Kolmetkarit	N_LASIT	obligatory
Kolmetsaaret	N_SAARET	obligatory
Kolmihaaranniitut	N_NIITUT	obligatory
Kolmihaaransaarekkeet	N_KUULOKKEET	obligatory
Kolmihokkalammet	N_LAMMET	obligatory
Kolmijatkoslammit	N_LAMMIT	obligatory
Kolmijokisenlammit	N_LAMMIT	obligatory
Kolmijärvet	N_RIPSET	obligatory
Kolmikaksoislamminvuoret	N_SAARET	obligatory
Kolmikaksoislammit	N_LAMMIT	obligatory
Kolmikannankankaat	N_RENKAAT	obligatory
Kolmikannanlammit	N_LAMMIT	obligatory
Kolmikannanluodot	N_PIDOT	obligatory
Kolmikannanpellot	N_AALLOT	obligatory
Kolmikannansaaret	N_SAARET	obligatory
Kolmikannat	N_RANNAT	obligatory
Kolmikosket	N_SAKSET	obligatory
Kolmikourasaaret	N_SAARET	obligatory
Kolmilaksoset	N_RAPPUSET	obligatory
Kolmilammet	N_LAMMET	obligatory
Kolmilammit	N_LAMMIT	obligatory
Kolmiloukkosenharjut	N_HOUSUT	obligatory
Kolmiloukkoslammit	N_LAMMIT	obligatory
Kolmiloukonlammit	N_LAMMIT	obligatory
Kolmiosaaret	N_SAARET	obligatory
Kolmisalmensaaret	N_SAARET	obligatory
Kolmisalmet	N_SAKSET	obligatory
Kolmisopenkankaat	N_RENKAAT	obligatory
Kolmisoppiset	N_RAPPUSET	obligatory
kolmiteholasit	N_LASIT	obligatory
kolmivarvaslaskiainen	N_AAKKOSTAMINEN	common
Kolmoisjärvet	N_RIPSET	obligatory
Kolmoislamminkalliot	N_RAUNIOT	obligatory
Kolmoislammit	N_LAMMIT	obligatory
kolmonen	N_AAKKOSTAMINEN	common
Kolmosenlammit	N_LAMMIT	obligatory
Kolmoset	N_RAPPUSET	obligatory
Kolmoskalliot	N_RAUNIOT	obligatory
Kolmoslammit	N_LAMMIT	obligatory
Kolmosluodot	N_PIDOT	obligatory
kolmospojat	N_POJAT	obligatory
Kolmossaaret	N_SAARET	obligatory
Kolmos-Sellit	N_LIIVIT	obligatory
kolmossisarukset	N_SERKUKSET	obligatory
Kolmostenlammit	N_LAMMIT	obligatory
kolmostytöt	N_TYTÖT	obligatory
Koloistenkalliot	N_RAUNIOT	obligatory
Kolosaaret	N_SAARET	obligatory
Kolpanpellot	N_AALLOT	obligatory
Kolumbuslammit	N_LAMMIT	obligatory
Kolunkummut	N_KUMMUT	obligatory
Kolunnevat	N_VARAT	obligatory
Kolunniityt	N_NIITYT	obligatory
Kolunsaaret	N_SAARET	obligatory
Kolunvuoret	N_SAARET	obligatory
Kolusaaret	N_SAARET	obligatory
Kolveikonkankaat	N_RENKAAT	obligatory
Komeronkalliot	N_RAUNIOT	obligatory
Kominpellot	N_AALLOT	obligatory
Komionlammit	N_LAMMIT	obligatory
kommandojoukot	N_JOUKOT	obligatory
Kommelinluolat	N_JUHLAT	obligatory
Kommionmutkat	N_JUHLAT	obligatory
Kommunistinuoret	N_SAARET	obligatory
Komolinkalliot	N_RAUNIOT	obligatory
Komorit	N_FARMARIT	obligatory
Komottakankaat	N_RENKAAT	obligatory
kompleksikonjugaatti	N_KORTTI	common
kompleksimonot	N_AIVOT	obligatory
Kompsiotievat	N_VARAT	obligatory
konesakset	N_SAKSET	obligatory
konetikapuut	N_PUUT	obligatory
konetikkaat	N_TIKKAAT	obligatory
Konihaarat	N_VARAT	obligatory
Konikaistot	N_AIVOT	obligatory
Konikalliot	N_RAUNIOT	obligatory
Konikummut	N_KUMMUT	obligatory
Konilammit	N_LAMMIT	obligatory
Koninlammit	N_LAMMIT	obligatory
Konisaaret	N_SAARET	obligatory
Konitievat	N_VARAT	obligatory
Konivesakot	N_LUOLIKOT	obligatory
Konjasenniityt	N_NIITYT	obligatory
konjunktuuri	N_RUUVI	common
Konkkipellot	N_AALLOT	obligatory
Konkoonkalliot	N_RAUNIOT	obligatory
Konlamminkalliot	N_RAUNIOT	obligatory
konnakala	N_KIRJA	common
Konnakummut	N_KUMMUT	obligatory
Konnalamminkalliot	N_RAUNIOT	obligatory
Konnalammit	N_LAMMIT	obligatory
Konnankalliot	N_RAUNIOT	obligatory
Konnasaaret	N_SAARET	obligatory
konnasammakko	N_LEPAKKO	common
Konneveden Urheilijat	N_MARKKINAT	obligatory
Konnikonpellot	N_AALLOT	obligatory
Konnot	N_AIVOT	obligatory
Konnot	N_OPINNOT	obligatory
Konnunlammit	N_LAMMIT	obligatory
Konnunsaaret	N_SAARET	obligatory
konodontit	N_KASTANJETIT	obligatory
konserttitanssiaiset	N_RAPPUSET	obligatory
Kontaankarit	N_LASIT	obligatory
kontaktilasit	N_LASIT	obligatory
kontiaiset	N_RAPPUSET	obligatory
Kontinkalliot	N_RAUNIOT	obligatory
Kontinniitut	N_NIITUT	obligatory
Kontinsaarekkeet	N_KUULOKKEET	obligatory
Kontinsaaret	N_SAARET	obligatory
Kontioharjut	N_HOUSUT	obligatory
Kontiokurut	N_HOUSUT	obligatory
Kontiolahden Urheilijat	N_MARKKINAT	obligatory
Kontiolammit	N_LAMMIT	obligatory
Kontioluodot	N_PIDOT	obligatory
Kontiomäenrämeet	N_RÄMEET	obligatory
Kontionkaarat	N_VARAT	obligatory
Kontionkedot	N_PIDOT	obligatory
Kontiosaaret	N_SAARET	obligatory
Kontiosaivot	N_AIVOT	obligatory
Kontioseljät	N_SELJÄT	obligatory
Kontiotievat	N_VARAT	obligatory
Kontkasenlammit	N_LAMMIT	obligatory
Konttikalliot	N_RAUNIOT	obligatory
Konttikoskenkummut	N_KUMMUT	obligatory
Konttilammit	N_LAMMIT	obligatory
Konttiluodot	N_PIDOT	obligatory
Konttimalaksot	N_AIVOT	obligatory
Konttipalonkalliot	N_RAUNIOT	obligatory
Konttisalmet	N_SAKSET	obligatory
konttorikaluste	N_ASTE	common
Kontturinsärkät	N_SÄRKÄT	obligatory
Kontusaaret	N_SAARET	obligatory
Konvehdinmussuttajat	N_JUHLAT	obligatory
Kookossaaret	N_SAARET	obligatory
Kooninkalliot	N_RAUNIOT	obligatory
Kopelonsaaret	N_SAARET	obligatory
Kopinluodot	N_PIDOT	obligatory
Kopionlammit	N_LAMMIT	obligatory
Koplakivet	N_SAKSET	obligatory
Kopolankalliot	N_RAUNIOT	obligatory
Koposensärkät	N_SÄRKÄT	obligatory
Koppahonganmäet	N_MÄET	obligatory
Koppakummut	N_KUMMUT	obligatory
Koppasaaret	N_SAARET	obligatory
Koppelisaaret	N_SAARET	obligatory
Koppelokankaat	N_RENKAAT	obligatory
Koppelokosket	N_SAKSET	obligatory
Koppelokummut	N_KUMMUT	obligatory
Koppelokunnaat	N_VALJAAT	obligatory
Koppelolammit	N_LAMMIT	obligatory
Koppelonniityt	N_NIITYT	obligatory
Koppelonvuoret	N_SAARET	obligatory
Koppelosaaret	N_SAARET	obligatory
Koppelosärkät	N_SÄRKÄT	obligatory
Koppelot	N_PIPPALOT	obligatory
Koppelsaaret	N_SAARET	obligatory
Koppisaaret	N_SAARET	obligatory
koppisiemeniset	N_RAPPUSET	obligatory
Koppolisaaret	N_SAARET	obligatory
Koprasaaret	N_SAARET	obligatory
Kopsusnokat	N_SUKAT	obligatory
Kopsuspalot	N_AIVOT	obligatory
Kopsuspäät	N_HÄÄT	obligatory
Kopsusvanganpäät	N_HÄÄT	obligatory
Kopurinkydöt	N_KYDÖT	obligatory
koralliahven	N_JOUTSEN	common
korallikäärme	N_PISTE	common
Koralliriutat	N_RIUTAT	obligatory
Koreatarot	N_AIVOT	obligatory
Koreikkosärkät	N_SÄRKÄT	obligatory
Korentoniemenkarit	N_LASIT	obligatory
Korhiekat	N_PAIKAT	obligatory
Korholankosket	N_SAKSET	obligatory
Korhonsaaret	N_SAARET	obligatory
Korhosenharjut	N_HOUSUT	obligatory
Korhosensaaret	N_SAARET	obligatory
Korhosjärvet	N_RIPSET	obligatory
Korihait	N_HAIT	obligatory
Korikobrat	N_JUHLAT	obligatory
koripallovaruste	N_ASTE	common
korjauskustannukset	N_SERKUKSET	obligatory
korkeakouluopinnot	N_OPINNOT	obligatory
Korkeanahonlammit	N_LAMMIT	obligatory
Korkeankankaanlammit	N_LAMMIT	obligatory
Korkeatlammit	N_LAMMIT	obligatory
Korkeatmäet	N_MÄET	obligatory
Korkeatsaaret	N_SAARET	obligatory
Korkeattievat	N_VARAT	obligatory
Korkeuskalliot	N_RAUNIOT	obligatory
korkeusohjain	N_PUHELIN	common
korkeussuhteet	N_SUHTEET	obligatory
Korkiakummut	N_KUMMUT	obligatory
Korkiankurunkalliot	N_RAUNIOT	obligatory
Korkianluodonklopit	N_KLUMPIT	obligatory
Korkianluodot	N_PIDOT	obligatory
Korkiantörmänlammit	N_LAMMIT	obligatory
Korkianvaarankuolpunat	N_MARKKINAT	obligatory
Korkiatharjut	N_HOUSUT	obligatory
Korkiatievat	N_VARAT	obligatory
Korkiatluodot	N_PIDOT	obligatory
Korkiatsaaret	N_SAARET	obligatory
Korkiatvuoret	N_SAARET	obligatory
Korkioistenpellot	N_AALLOT	obligatory
korkomenot	N_AIVOT	obligatory
korkovarat	N_VARAT	obligatory
kornettikala	N_KIRJA	common
Koronlammit	N_LAMMIT	obligatory
Koronlatvakankaat	N_RENKAAT	obligatory
Koronojanlammit	N_LAMMIT	obligatory
Koronojanvainiot	N_RAUNIOT	obligatory
Korpelankalliot	N_RAUNIOT	obligatory
Korpelanluodot	N_PIDOT	obligatory
Korpholminkarit	N_LASIT	obligatory
Korpijoenkummut	N_KUMMUT	obligatory
Korpijärvet	N_RIPSET	obligatory
Korpi-Karangat	N_RANGAT	obligatory
Korpikarit	N_LASIT	obligatory
Korpilahdenkalliot	N_RAUNIOT	obligatory
Korpilahdenniityt	N_NIITYT	obligatory
Korpilammit	N_LAMMIT	obligatory
Korpiniitut	N_NIITUT	obligatory
Korpiniityt	N_NIITYT	obligatory
Korpinkalliot	N_RAUNIOT	obligatory
Korpinkarit	N_LASIT	obligatory
Korpinluodot	N_PIDOT	obligatory
Korpiriutat	N_RIUTAT	obligatory
Korpisaaret	N_SAARET	obligatory
Korpiset	N_RAPPUSET	obligatory
Korpisillanniitut	N_NIITUT	obligatory
Korpivitikot	N_LUOLIKOT	obligatory
Korppiaavankummut	N_KUMMUT	obligatory
Korppikaarrot	N_KAARROT	obligatory
Korppikankaat	N_RENKAAT	obligatory
Korppilahdet	N_LAHDET	obligatory
Korppilammet	N_LAMMET	obligatory
Korppilammit	N_LAMMIT	obligatory
Korppiluodot	N_PIDOT	obligatory
Korppiniemet	N_TOIMET	obligatory
Korppisaaret	N_SAARET	obligatory
Korppistensaaret	N_SAARET	obligatory
Korrilompolot	N_PIPPALOT	obligatory
Korson Palloilijat	N_MARKKINAT	obligatory
Korteaavankummut	N_KUMMUT	obligatory
Korteaavanlammit	N_LAMMIT	obligatory
Kortejängän puljut	N_HOUSUT	obligatory
Kortejärvet	N_RIPSET	obligatory
Kortekallionvaarat	N_VARAT	obligatory
kortekasvi	N_RUUVI	common
Kortekummut	N_KUMMUT	obligatory
Kortelahdenniityt	N_NIITYT	obligatory
Kortelahdensaaret	N_SAARET	obligatory
Kortelammit	N_LAMMIT	obligatory
Korteluodot	N_PIDOT	obligatory
kortemaiset	N_RAPPUSET	obligatory
Kortemäet	N_MÄET	obligatory
Korteniityt	N_NIITYT	obligatory
Korteojanniityt	N_NIITYT	obligatory
Korteperänkankaat	N_RENKAAT	obligatory
Kortesaaret	N_SAARET	obligatory
Kortesjärven Järvi-Veikot	N_JOUKOT	obligatory
Kortesjärvet	N_RIPSET	obligatory
Kortesnevankalliot	N_RAUNIOT	obligatory
Kortesnevankydöt	N_KYDÖT	obligatory
Kortesuonkalliot	N_RAUNIOT	obligatory
Kortesuonmäet	N_MÄET	obligatory
Kortesuonpakat	N_PAIKAT	obligatory
Kortesuonsaarekkeet	N_KUULOKKEET	obligatory
Kortetniitut	N_NIITUT	obligatory
Kortimonlammit	N_LAMMIT	obligatory
Kortteenlammit	N_LAMMIT	obligatory
Kortteikonpuljut	N_HOUSUT	obligatory
Kortteikonsaaret	N_SAARET	obligatory
Korttelimaat	N_ITÄMAAT	obligatory
korukannet	N_KANNET	obligatory
korukäärme	N_PISTE	common
Korvakkolammit	N_LAMMIT	obligatory
Korvakkoniemet	N_TOIMET	obligatory
Korvalammit	N_LAMMIT	obligatory
korvalappustereot	N_RAUNIOT	obligatory
korvalaput	N_RAPUT	obligatory
Korvapuolikummut	N_KUMMUT	obligatory
korvatipat	N_HIPAT	obligatory
Korvatunturinrakitsat	N_KASTILJAT	obligatory
Korvenalussaaret	N_SAARET	obligatory
Korvenkalliot	N_RAUNIOT	obligatory
Korvenkankaat	N_RENKAAT	obligatory
Korvenkannanniitut	N_NIITUT	obligatory
Korvenkuopat	N_KUOPAT	obligatory
Korvenkydöt	N_KYDÖT	obligatory
Korvenmaat	N_ITÄMAAT	obligatory
Korvenniitut	N_NIITUT	obligatory
Korvenniityt	N_NIITYT	obligatory
Korvenpellot	N_AALLOT	obligatory
Korvenpolvenvuoret	N_SAARET	obligatory
Korvensarat	N_PAIKAT	obligatory
Korvenvuoret	N_SAARET	obligatory
Korvet	N_KORVET	obligatory
Korvolanpellot	N_AALLOT	obligatory
Korvolinvuoret	N_SAARET	obligatory
Korvuansaaret	N_SAARET	obligatory
Korvulinniityt	N_NIITYT	obligatory
korvus	N_VAKUUTUS	common
Kosenniitut	N_NIITUT	obligatory
Koserolammit	N_LAMMIT	obligatory
kosintamenot	N_AIVOT	obligatory
Koskelankalliot	N_RAUNIOT	obligatory
Koskelankydöt	N_KYDÖT	obligatory
Koskelolammit	N_LAMMIT	obligatory
Koskelosaaret	N_SAARET	obligatory
Koskenalussaaret	N_SAARET	obligatory
Kosken Hautamaat	N_ITÄMAAT	obligatory
Koskenkorvan Urheilijat	N_MARKKINAT	obligatory
Koskenmäet	N_MÄET	obligatory
Koskenniityt	N_NIITYT	obligatory
Koskenojankankaat	N_RENKAAT	obligatory
Koskensaaret	N_SAARET	obligatory
Koskenvaaranniitut	N_NIITUT	obligatory
Koskilammit	N_LAMMIT	obligatory
Koskisaaret	N_SAARET	obligatory
Koskisenniityt	N_NIITYT	obligatory
Koskuenniityt	N_NIITYT	obligatory
Koskuinniityt	N_NIITYT	obligatory
Kota-ahot	N_AIVOT	obligatory
Kotaharjut	N_HOUSUT	obligatory
Kotajärvenpellot	N_AALLOT	obligatory
Kotajärvet	N_RIPSET	obligatory
Kotalahdenkalliot	N_RAUNIOT	obligatory
Kotalahdenniityt	N_NIITYT	obligatory
Kotalahdensärkät	N_SÄRKÄT	obligatory
Kotalammit	N_LAMMIT	obligatory
Kotaliessaaret	N_SAARET	obligatory
Kotaluodot	N_PIDOT	obligatory
Kotasaaret	N_SAARET	obligatory
Kotasenjärvet	N_RIPSET	obligatory
Kotasenluodot	N_PIDOT	obligatory
Kotasuonlammit	N_LAMMIT	obligatory
Kotatievat	N_VARAT	obligatory
Kotiaavanlammit	N_LAMMIT	obligatory
kotihipat	N_HIPAT	obligatory
Kotikorvenmetsät	N_KÄRÄJÄT	obligatory
Kotikorvet	N_KORVET	obligatory
kotikutsut	N_HOUSUT	obligatory
Kotilammit	N_LAMMIT	obligatory
Kotiluodot	N_PIDOT	obligatory
kotimaanmarkkinat	N_MARKKINAT	obligatory
kotimarkkinat	N_MARKKINAT	obligatory
kotiolot	N_AIVOT	obligatory
Kotiosaaret	N_SAARET	obligatory
Kotipellot	N_AALLOT	obligatory
Kotisaaret	N_SAARET	obligatory
Kotiseutu-uutiset	N_RAPPUSET	obligatory
Kotitalouden Kandidaatit	N_KASTANJETIT	obligatory
Kotitalouspedagogiopiskelijat	N_MARKKINAT	obligatory
Kotkalammit	N_LAMMIT	obligatory
Kotkankalliot	N_RAUNIOT	obligatory
Kotkanlammit	N_LAMMIT	obligatory
Kotkanluodot	N_PIDOT	obligatory
Kotkanpellot	N_AALLOT	obligatory
Kotkansaaret	N_SAARET	obligatory
Kotkan Työväen Palloilijat	N_MARKKINAT	obligatory
kotkarausku	N_ASU	common
Kotkasaaret	N_SAARET	obligatory
Kotkatsaaret	N_SAARET	obligatory
Kotokalliot	N_RAUNIOT	obligatory
Kotosaaret	N_SAARET	obligatory
Kotouslammit	N_LAMMIT	obligatory
kottikärryt	N_PÖKSYT	obligatory
Kottilammet	N_LAMMET	obligatory
Koturilanpellot	N_AALLOT	obligatory
Kouhinvuoret	N_SAARET	obligatory
Kouhtatievat	N_VARAT	obligatory
Kouhtensokat	N_SUKAT	obligatory
Koukerolammit	N_LAMMIT	obligatory
Koukerosärkät	N_SÄRKÄT	obligatory
Koukkalammit	N_LAMMIT	obligatory
Koukkelosaaret	N_SAARET	obligatory
Koukkionnummet	N_SAKSET	obligatory
Koukkuinnurmet	N_SAKSET	obligatory
Koukkulammit	N_LAMMIT	obligatory
Koukkulanlammit	N_LAMMIT	obligatory
Koukkulanlukot	N_JOUKOT	obligatory
Koukkulanpellot	N_AALLOT	obligatory
Koukkusuot	N_SUOT	obligatory
Kouklastunkivet	N_SAKSET	obligatory
Koulujen Musiikinopettajat	N_JUHLAT	obligatory
Koulunkalliot	N_RAUNIOT	obligatory
Koulunsaaret	N_SAARET	obligatory
kouluopinnot	N_OPINNOT	obligatory
Kouluslammit	N_LAMMIT	obligatory
koulutarvikkeet	N_KUULOKKEET	obligatory
Kourainsaaret	N_SAARET	obligatory
Kourankalliot	N_RAUNIOT	obligatory
Kourasaaret	N_SAARET	obligatory
Kourasenniityt	N_NIITYT	obligatory
Kourinkalliot	N_RAUNIOT	obligatory
Kourinkankaat	N_RENKAAT	obligatory
Kourislammit	N_LAMMIT	obligatory
Kourujärvet	N_RIPSET	obligatory
Kourukukkulat	N_MARKKINAT	obligatory
Kourulammit	N_LAMMIT	obligatory
Kourunkärjet	N_KÄRJET	obligatory
Kousanalavat	N_JUHLAT	obligatory
Kouteloharjut	N_HOUSUT	obligatory
Kouterelamut	N_HOUSUT	obligatory
Kouteroharjut	N_HOUSUT	obligatory
Koutosenkalliot	N_RAUNIOT	obligatory
Kouverahot	N_AIVOT	obligatory
Kouvinkivet	N_SAKSET	obligatory
Kouvolan Pallonlyöjät	N_KÄRÄJÄT	obligatory
Kouvolan Urheilijat	N_MARKKINAT	obligatory
Kouvot	N_KOUVOT	obligatory
Kovankivet	N_SAKSET	obligatory
Kovanlamminharjut	N_HOUSUT	obligatory
Kovanlammit	N_LAMMIT	obligatory
Kovaslammit	N_LAMMIT	obligatory
Koveronkankaat	N_RENKAAT	obligatory
Koveronkivet	N_SAKSET	obligatory
Kraakunmarjakalliot	N_RAUNIOT	obligatory
kraitit	N_KASTANJETIT	obligatory
Kramsunkalliot	N_RAUNIOT	obligatory
Kranninmaankalliot	N_RAUNIOT	obligatory
krassulat	N_MARKKINAT	obligatory
Kreikan Rodopit	N_LASIT	obligatory
Kreuksenkalliot	N_RAUNIOT	obligatory
Kreunkalliot	N_RAUNIOT	obligatory
kriisinhallintajoukot	N_JOUKOT	obligatory
krikettivaruste	N_ASTE	common
krokettivaruste	N_ASTE	common
krokotiilieläin	N_ELIN	common
Krooklopit	N_KLUMPIT	obligatory
Krooknaistenkarit	N_LASIT	obligatory
Krupulankalliot	N_RAUNIOT	obligatory
kruunajaiset	N_RAPPUSET	obligatory
kruununkalleudet	N_OIKEUDET	obligatory
Kruununkalliot	N_RAUNIOT	obligatory
kruunuyöhaikara	N_MAKKARA	common
Kröönviikinkalliot	N_RAUNIOT	obligatory
Krööpinkarit	N_LASIT	obligatory
kudonnainen	N_AAKKOSTAMINEN	common
kudzut	N_HOUSUT	obligatory
Kuerlinkat	N_PAIKAT	obligatory
Kuhakarit	N_LASIT	obligatory
Kuhakivet	N_SAKSET	obligatory
Kuhaluodot	N_PIDOT	obligatory
Kuhasaaret	N_SAARET	obligatory
Kuheronkalliot	N_RAUNIOT	obligatory
Kuhilassaaret	N_SAARET	obligatory
Kuhjasaaret	N_SAARET	obligatory
Kuhmunvuoret	N_SAARET	obligatory
Kuhmusankalliot	N_RAUNIOT	obligatory
Kuikankalliot	N_RAUNIOT	obligatory
Kuikankosket	N_SAKSET	obligatory
Kuikankönilöt	N_PÖLLÖT	obligatory
Kuikanlammit	N_LAMMIT	obligatory
Kuikanpellot	N_AALLOT	obligatory
Kuikansaaret	N_SAARET	obligatory
Kuikansärkät	N_SÄRKÄT	obligatory
Kuikkajängät	N_KENGÄT	obligatory
Kuikkajärvet	N_RIPSET	obligatory
Kuikkakosket	N_SAKSET	obligatory
Kuikkalammet	N_LAMMET	obligatory
Kuikkalamminharjut	N_HOUSUT	obligatory
Kuikkalammit	N_LAMMIT	obligatory
Kuikkalanahot	N_AIVOT	obligatory
Kuikkalouhet	N_SAARET	obligatory
Kuikkaluodot	N_PIDOT	obligatory
Kuikkaniemet	N_TOIMET	obligatory
Kuikkapotit	N_KASTANJETIT	obligatory
Kuikkarimmit	N_LAMMIT	obligatory
Kuikkasaaret	N_SAARET	obligatory
Kuikkoniemenharjut	N_HOUSUT	obligatory
Kuilunsuonrimmet	N_LAMMET	obligatory
Kuirinniitut	N_NIITUT	obligatory
Kuirinsaaret	N_SAARET	obligatory
Kuiskankaat	N_RENKAAT	obligatory
Kuislammit	N_LAMMIT	obligatory
kuismakasvi	N_RUUVI	common
Kuismanlammit	N_LAMMIT	obligatory
Kuitinpellot	N_AALLOT	obligatory
Kuitsalammit	N_LAMMIT	obligatory
Kuitsankummut	N_KUMMUT	obligatory
Kuivaisluodot	N_PIDOT	obligatory
Kuivaissaaret	N_SAARET	obligatory
Kuivajärvenmorostot	N_AIVOT	obligatory
Kuivakoskenmaat	N_ITÄMAAT	obligatory
Kuivalaissaaret	N_SAARET	obligatory
Kuivanaavanlammit	N_LAMMIT	obligatory
Kuivankankaansaajot	N_AIVOT	obligatory
Kuivankuusensaaret	N_SAARET	obligatory
Kuivassuonkalliot	N_RAUNIOT	obligatory
Kuivatkarit	N_LASIT	obligatory
Kuivatkosket	N_SAKSET	obligatory
Kuivatlammit	N_LAMMIT	obligatory
Kuivatluodot	N_PIDOT	obligatory
Kuivatrovat	N_JUHLAT	obligatory
