lemma	new_para	plurale_tantum
Tuhkamäet	N_MÄET	obligatory
Tuhkapakat	N_PAIKAT	obligatory
Tuhkavuoret	N_SAARET	obligatory
Tuhkurinsaaret	N_SAARET	obligatory
Tuhosaaret	N_SAARET	obligatory
tuhotyö	N_TYÖ	common
Tuihonkaarat	N_VARAT	obligatory
Tuiranlammit	N_LAMMIT	obligatory
Tuiskulankalliot	N_RAUNIOT	obligatory
Tuiskupäät	N_HÄÄT	obligatory
Tuiskutunturit	N_FARMARIT	obligatory
Tukavaaranmänniköt	N_TÖLPÄKÖT	obligatory
Tukhulminlammit	N_LAMMIT	obligatory
tukihiukset	N_SERKUKSET	obligatory
tukisukkahousut	N_HOUSUT	obligatory
Tukkalanmäet	N_MÄET	obligatory
Tukkikorvenvuoret	N_SAARET	obligatory
tukkilaiskisat	N_VARAT	obligatory
tukkipihdit	N_PIHDIT	obligatory
Tukkisaaret	N_SAARET	obligatory
tukkisakset	N_SAKSET	obligatory
Tulenkantajat	N_JUHLAT	obligatory
tuliainen	N_AAKKOSTAMINEN	common
Tulikalliot	N_RAUNIOT	obligatory
Tulikarit	N_LASIT	obligatory
tulikärki	N_JÄRKI	common
Tulilammet	N_LAMMET	obligatory
Tulilammit	N_LAMMIT	obligatory
Tulilouhet	N_SAARET	obligatory
Tuliluodot	N_PIDOT	obligatory
Tuliniemenkummut	N_KUMMUT	obligatory
Tuliniemenniityt	N_NIITYT	obligatory
Tuliniemet	N_TOIMET	obligatory
Tulipunaruusut	N_HOUSUT	obligatory
Tulipuronsärkät	N_SÄRKÄT	obligatory
Tulisaarenkalliot	N_RAUNIOT	obligatory
Tulisaaret	N_SAARET	obligatory
tuliunikko	N_LEPAKKO	common
Tulivuoret	N_SAARET	obligatory
Tullikivet	N_SAKSET	obligatory
Tullisaaret	N_SAARET	obligatory
tulo	N_TALO	common
Tulppionrantalehdot	N_PIDOT	obligatory
Tulsaaret	N_SAARET	obligatory
tulukset	N_SERKUKSET	obligatory
Tulussaaret	N_SAARET	obligatory
Tulvaluukunsarat	N_PAIKAT	obligatory
tummasolu	N_ASU	common
Tunellinharjut	N_HOUSUT	obligatory
Tunkaharjut	N_HOUSUT	obligatory
Tunkiosalot	N_AIVOT	obligatory
Tunturijärvet	N_RIPSET	obligatory
Tunturilammit	N_LAMMIT	obligatory
Tunturipakkulat	N_MARKKINAT	obligatory
Tunturipäät	N_HÄÄT	obligatory
Tuohenlusikat	N_SILAKAT	obligatory
Tuohikalliot	N_RAUNIOT	obligatory
Tuohikankaat	N_RENKAAT	obligatory
Tuohikorvenkalliot	N_RAUNIOT	obligatory
Tuohikorvenpellot	N_AALLOT	obligatory
Tuohilammit	N_LAMMIT	obligatory
Tuohiluodot	N_PIDOT	obligatory
Tuohimaanlammit	N_LAMMIT	obligatory
Tuohimaansaaret	N_SAARET	obligatory
Tuohimäet	N_MÄET	obligatory
