lemma	homonym	new_para	boundaries
aitosuomalainen	1	N_AAKKOSTAMINEN	aito{WB}suomalainen
aitosuomalaisuus	1	N_AAKKOSELLISUUS	aito{WB}suomalaisuus
aitosyöpä	1	N_LEIPÄ	aito{WB}syöpä
aitotumallinen	1	A_AAKKOSELLINEN	aito{WB}tumallinen
aitotumallinen	2	N_AAKKOSTAMINEN	aito{WB}tumallinen
aitoukonhattu	1	N_TORTTU	aito{WB}ukonhattu
aitoustodistus	1	N_VAKUUTUS	aitous{WB}todistus
aitovieri	1	N_HIIRI	aito{WB}vieri
aitoviikuna	1	N_MAKKARA	aito{WB}viikuna
aitoviini	1	N_TYYLI	aito{WB}viini
aitoviiniköynnös	1	N_RÄJÄYTYS	aito{WB}viiniköynnös
aitovirna	1	N_KIRJA	aito{WB}virna
aitovyötiäinen	1	N_KYLKIÄINEN	aito{WB}vyötiäinen
aivoaine	1	N_ASTE	aivo{WB}aine
aivoaneurysma	1	N_VOIMA	aivo{WB}aneurysma
aivofilmi	1	N_TYYLI	aivo{WB}filmi
aivohalvaus	1	N_VAKUUTUS	aivo{WB}halvaus
aivohermo	1	N_TALO	aivo{WB}hermo
aivoinvalidi	1	N_RUUVI	aivo{WB}invalidi
aivojenpesu	1	N_ASU	aivojen{WB}pesu
aivojensisäinen	1	A_KYLMÄJÄRKINEN	aivojen{WB}sisäinen
aivokaari	1	N_RUUHI	aivo{WB}kaari
aivokalvo	1	N_TALO	aivo{WB}kalvo
aivokalvokasvain	1	N_PUHELIN	aivokalvo{WB}kasvain
aivokalvolaskimo	1	N_RUIPELO	aivokalvo{WB}laskimo
aivokalvontulehdus	1	N_VAKUUTUS	aivo{WB}kalvon{WB}tulehdus
aivokalvotulehdus	1	N_VAKUUTUS	aivokalvo{WB}tulehdus
aivokalvovaltimo	1	N_RUIPELO	aivokalvo{WB}valtimo
aivokammio	1	N_TUOMIO	aivo{WB}kammio
aivokapasiteetti	1	N_KORTTI	aivo{WB}kapasiteetti
aivokasvain	1	N_PUHELIN	aivo{WB}kasvain
aivokirurgi	1	N_RUUVI	aivo{WB}kirurgi
aivokirurgia	1	N_MAKKARA	aivo{WB}kirurgia
aivokoppa	1	N_KUOPPA	aivo{WB}koppa
aivokoralli	1	N_RUUVI	aivo{WB}koralli
aivokuolema	1	N_VOIMA	aivo{WB}kuolema
aivokuollut	1	A_KULUNUT	aivo{WB}kuollut
aivokuollut	2	N_AIVOKUOLLUT	aivo{WB}kuollut
aivokuori	1	N_RUUHI	aivo{WB}kuori
aivokuorukka	1	N_LUSIKKA	aivo{WB}kuorukka
aivokuume	1	N_ASTE	aivo{WB}kuume
aivokuva	1	N_VOIMA	aivo{WB}kuva
aivokuvaus	1	N_VAKUUTUS	aivo{WB}kuvaus
aivokäyrä	1	N_HÖPÖTTÄJÄ	aivo{WB}käyrä
aivolaskimo	1	N_RUIPELO	aivo{WB}laskimo
aivoleikkaus	1	N_VAKUUTUS	aivo{WB}leikkaus
aivolisäke	1	N_LÄÄKE	aivo{WB}lisäke
aivolisäkkeetön	1	A_KYVYTÖN	aivo{WB}lisäkkeetön
aivolääkäri	1	N_KEHVELI	aivo{WB}lääkäri
aivomato	1	N_VETO	aivo{WB}mato
aivomuuri	1	N_RUUVI	aivo{WB}muuri
aivonesteviemäri	1	N_KEHVELI	aivoneste{WB}viemäri
aivopaine	1	N_ASTE	aivo{WB}paine
aivopesu	1	N_ASU	aivo{WB}pesu
aivopoimu	1	N_ASU	aivo{WB}poimu
aivopuolisko	1	N_RUIPELO	aivo{WB}puolisko
aivopähkinä	1	N_HÄKKYRÄ	aivo{WB}pähkinä
aivopöhö	1	N_MÖMMÖ	aivo{WB}pöhö
aivoriihi	1	N_SYLI	aivo{WB}riihi
aivorunko	1	N_RUNKO	aivo{WB}runko
aivosairaus	1	N_AAKKOSELLISUUS	aivo{WB}sairaus
aivoselkäydinkuume	1	N_ASTE	aivoselkäydin{WB}kuume
aivo-selkäydinneste	1	N_PISTE	aivo-selkä{WB}ydin{WB}neste
aivosilta	1	N_VALTA	aivo{WB}silta
aivosolu	1	N_ASU	aivo{WB}solu
aivosyntyinen	1	A_KYLMÄJÄRKINEN	aivo{WB}syntyinen
aivosähkökäyrä	1	N_HÖPÖTTÄJÄ	aivo{WB}sähkö{WB}käyrä
aivotauti	1	N_TAUTI	aivo{WB}tauti
aivotiede	1	N_KIDE	aivo{WB}tiede
aivotoiminta	1	N_KUTSUNTA	aivo{WB}toiminta
aivotrusti	1	N_RUUVI	aivo{WB}trusti
aivotulehdus	1	N_VAKUUTUS	aivo{WB}tulehdus
aivoturso	1	N_TALO	aivo{WB}turso
aivoturvotus	1	N_VAKUUTUS	aivo{WB}turvotus
aivotyö	1	N_TYÖ	aivo{WB}työ
aivotyöskentelijä	1	N_HÄKKYRÄ	aivo{WB}työskentelijä
aivotärähdys	1	N_RÄJÄYTYS	aivo{WB}tärähdys
aivovaippa	1	N_TIPPA	aivo{WB}vaippa
aivovaltimo	1	N_RUIPELO	aivo{WB}valtimo
aivovamma	1	N_KIRJA	aivo{WB}vamma
aivovammainen	1	A_AAKKOSELLINEN	aivo{WB}vammainen
aivovammainen	2	N_AAKKOSTAMINEN	aivo{WB}vammainen
aivovaurio	1	N_TUOMIO	aivo{WB}vaurio
aivovauriolapsi	1	N_LAPSI	aivo{WB}vaurio{WB}lapsi
aivoverenkierto	1	N_SIIRTO	aivo{WB}veren{WB}kierto
aivoverenvuoto	1	N_VETO	aivo{WB}veren{WB}vuoto
aivoverisuonitukos	1	N_VAKUUTUS	aivoverisuoni{WB}tukos
aivoveritulppa	1	N_KUOPPA	aivo{WB}veritulppa
aivoveritulppa	2	N_KUOPPA	aivo{WB}veri{WB}tulppa
aivoverkosto	1	N_RUIPELO	aivo{WB}verkosto
aivovienti	1	N_VIENTI	aivo{WB}vienti
aivovoimistelu	1	N_SEIKKAILU	aivo{WB}voimistelu
aivovuoto	1	N_VETO	aivo{WB}vuoto
aivoödeema	1	N_PROBLEEMA	aivo{WB}ödeema
ajan mittaan	1	PCLE_NOPEASTI	ajan mittaan
ajanhaaskaus	1	N_VAKUUTUS	ajan{WB}haaskaus
ajanhukka	1	N_LUOKKA	ajan{WB}hukka
ajanjako	1	N_TEKO	ajan{WB}jako
ajanjakso	1	N_TALO	ajan{WB}jakso
ajankohta	1	N_SOTA	ajan{WB}kohta
ajankohtainen	1	A_AAKKOSELLINEN	ajan{WB}kohtainen
ajankohtaisohjelma	1	N_VOIMA	ajankohtais{WB}ohjelma
ajankohtaisohjelma	2	N_VOIMA	ajan{WB}kohtais{WB}ohjelma
ajankohtaisuus	1	N_AAKKOSELLISUUS	ajan{WB}kohtaisuus
ajankulu	1	N_ASU	ajan{WB}kulu
ajankuva	1	N_VOIMA	ajan{WB}kuva
ajankuvaus	1	N_VAKUUTUS	ajan{WB}kuvaus
ajanlasku	1	N_ASU	ajan{WB}lasku
ajanmittaus	1	N_VAKUUTUS	ajan{WB}mittaus
ajanmukainen	1	A_AAKKOSELLINEN	ajan{WB}mukainen
ajanmukaisesti	1	PCLE_NOPEASTI	ajan{WB}mukaisesti
ajanmukaisuus	1	N_AAKKOSELLISUUS	ajan{WB}mukaisuus
ajanmääritys	1	N_RÄJÄYTYS	ajan{WB}määritys
ajannäyttäjä	1	N_HÖPÖTTÄJÄ	ajan{WB}näyttäjä
ajannäyttäjähibiskus	1	N_VAKUUTUS	ajannäyttäjä{WB}hibiskus
ajannäyttäjäkukka	1	N_LUOKKA	ajannäyttäjä{WB}kukka
ajanottaja	1	N_VOIMA	ajan{WB}ottaja
ajanottaminen	1	N_AAKKOSTAMINEN	ajan{WB}ottaminen
ajanotto	1	N_HIRTTO	ajan{WB}otto
ajanpeluu	1	N_LEIKKUU	ajan{WB}peluu
ajanpuute	1	N_OSOITE	ajan{WB}puute
ajansäästö	1	N_MÖMMÖ	ajan{WB}säästö
ajantasainen	1	A_AAKKOSELLINEN	ajan{WB}tasainen
ajantasaisuus	1	N_AAKKOSELLISUUS	ajan{WB}tasaisuus
ajantasajärjestelmä	1	N_HÖPÖTTÄJÄ	ajan{WB}tasa{WB}järjestelmä
ajantasakäsittely	1	N_VEHKEILY	ajan{WB}tasa{WB}käsittely
ajantilaus	1	N_VAKUUTUS	ajan{WB}tilaus
ajantuhlaus	1	N_VAKUUTUS	ajan{WB}tuhlaus
ajanvaraus	1	N_VAKUUTUS	ajan{WB}varaus
ajanvarauskalenteri	1	N_KANAALI	ajanvaraus{WB}kalenteri
ajanvarauskirja	1	N_KIRJA	ajanvaraus{WB}kirja
ajanviete	1	N_KÄSITE	ajan{WB}viete
ajanvieteautomaatti	1	N_KORTTI	ajan{WB}viete{WB}automaatti
ajanvietekirja	1	N_KIRJA	ajan{WB}viete{WB}kirja
ajanvietelehti	1	N_LEHTI	ajan{WB}viete{WB}lehti
ajanvieteohjelma	1	N_VOIMA	ajan{WB}viete{WB}ohjelma
ajanvietepeli	1	N_TYYLI	ajan{WB}viete{WB}peli
ajanvietteellinen	1	A_KYLMÄJÄRKINEN	ajan{WB}vietteellinen
ajanvietto	1	N_HIRTTO	ajan{WB}vietto
ajattelukyky	1	N_KYKY	ajattelu{WB}kyky
ajattelukykyinen	1	A_KYLMÄJÄRKINEN	ajattelu{WB}kykyinen
ajattelutapa	1	N_SALPA	ajattelu{WB}tapa
ajattelutyö	1	N_TYÖ	ajattelu{WB}työ
ajatuksenjuoksu	1	N_ASU	ajatuksen{WB}juoksu
ajatuksenkulku	1	N_ALKU	ajatuksen{WB}kulku
ajatuksenriento	1	N_TUNTO	ajatuksen{WB}riento
ajatuksensiirto	1	N_SIIRTO	ajatuksen{WB}siirto
ajatuksenvapaus	1	N_AAKKOSELLISUUS	ajatuksen{WB}vapaus
ajatusharha	1	N_KIRJA	ajatus{WB}harha
ajatushautomo	1	N_RUIPELO	ajatus{WB}hautomo
ajatuskatko	1	N_TALO	ajatus{WB}katko
ajatusketju	1	N_ASU	ajatus{WB}ketju
ajatuskoe	1	N_KOE	ajatus{WB}koe
ajatuskulku	1	N_ALKU	ajatus{WB}kulku
ajatuskupla	1	N_VOIMA	ajatus{WB}kupla
ajatusluomus	1	N_VAKUUTUS	ajatus{WB}luomus
ajatusmaailma	1	N_KITARA	ajatus{WB}maailma
ajatusmaailma	2	N_KITARA	ajatus{WB}maa{WB}ilma
ajatusrakennelma	1	N_VOIMA	ajatus{WB}rakennelma
ajatussisällys	1	N_RÄJÄYTYS	ajatus{WB}sisällys
ajatussisältö	1	N_SISÄLTÖ	ajatus{WB}sisältö
ajatussuunta	1	N_KUNTA	ajatus{WB}suunta
ajatustapa	1	N_SALPA	ajatus{WB}tapa
ajatustenlukija	1	N_MAKKARA	ajatusten{WB}lukija
ajatustenluku	1	N_LUKU	ajatusten{WB}luku
ajatustensiirto	1	N_SIIRTO	ajatusten{WB}siirto
ajatustenvaihto	1	N_VETO	ajatusten{WB}vaihto
ajatustoiminta	1	N_KUTSUNTA	ajatus{WB}toiminta
ajatustyö	1	N_TYÖ	ajatus{WB}työ
ajatusviiva	1	N_KIRJA	ajatus{WB}viiva
ajatusvirhe	1	N_PISTE	ajatus{WB}virhe
ajatusvoimistelu	1	N_SEIKKAILU	ajatus{WB}voimistelu
ajatusyhteys	1	N_KÖYHYYS	ajatus{WB}yhteys
ajoaika	1	N_AIKA	ajo{WB}aika
ajoankkuri	1	N_KANAALI	ajo{WB}ankkuri
ajoharjoittelu	1	N_SEIKKAILU	ajo{WB}harjoittelu
ajoharjoittelurata	1	N_PATA	ajo{WB}harjoittelu{WB}rata
ajoitusvirhe	1	N_PISTE	ajoitus{WB}virhe
ajojahti	1	N_TAUTI	ajo{WB}jahti
ajojää	1	N_PÄÄ	ajo{WB}jää
ajokaista	1	N_KIRJA	ajo{WB}kaista
ajokeli	1	N_TYYLI	ajo{WB}keli
ajokelpoinen	1	A_AAKKOSELLINEN	ajo{WB}kelpoinen
ajokielto	1	N_KIELTO	ajo{WB}kielto
ajokilometri	1	N_TYYLI	ajo{WB}kilo{WB}metri
ajokoe	1	N_KOE	ajo{WB}koe
ajokoira	1	N_VOIMA	ajo{WB}koira
ajokoirametsästys	1	N_RÄJÄYTYS	ajo{WB}koira{WB}metsästys
ajokortti	1	N_KORTTI	ajo{WB}kortti
ajokunto	1	N_TUNTO	ajo{WB}kunto
ajokuntoinen	1	A_AAKKOSELLINEN	ajo{WB}kuntoinen
ajokäytävä	1	N_HÖPÖTTÄJÄ	ajo{WB}käytävä
ajoleikkuri	1	N_KANAALI	ajo{WB}leikkuri
ajolinja	1	N_KIRJA	ajo{WB}linja
ajolupa	1	N_LUPA	ajo{WB}lupa
ajolähtö	1	N_HÄÄTÖ	ajo{WB}lähtö
ajomatka	1	N_KIRJA	ajo{WB}matka
ajomestari	1	N_KANAALI	ajo{WB}mestari
ajometsästys	1	N_RÄJÄYTYS	ajo{WB}metsästys
ajomies	1	N_MIES	ajo{WB}mies
ajomiina	1	N_KIRJA	ajo{WB}miina
ajonestin	1	N_ELIN	ajon{WB}estin
ajonestolaite	1	N_OSOITE	ajon{WB}esto{WB}laite
ajoneuvo	1	N_TALO	ajo{WB}neuvo
ajoneuvokanta	1	N_KUTSUNTA	ajoneuvo{WB}kanta
ajoneuvoliikenne	1	N_KIINNE	ajoneuvo{WB}liikenne
ajoneuvoyhdistelmä	1	N_HÖPÖTTÄJÄ	ajo{WB}neuvo{WB}yhdistelmä
ajonopeus	1	N_AAKKOSELLISUUS	ajo{WB}nopeus
ajo-ohje	1	N_ASTE	ajo-ohje
ajo-ominaisuus	1	N_AAKKOSELLISUUS	ajo-ominaisuus
ajo-opetus	1	N_VAKUUTUS	ajo-opetus
ajopanos	1	N_VAKUUTUS	ajo{WB}panos
ajopeli	1	N_TYYLI	ajo{WB}peli
ajopiirturi	1	N_KANAALI	ajo{WB}piirturi
ajoporo	1	N_TALO	ajo{WB}poro
ajopurje	1	N_ASTE	ajo{WB}purje
ajopuu	1	N_PUU	ajo{WB}puu
ajopuuteoria	1	N_MAKKARA	ajo{WB}puu{WB}teoria
ajopyynti	1	N_VIENTI	ajo{WB}pyynti
ajopäiväkirja	1	N_KIRJA	ajo{WB}päivä{WB}kirja
ajorata	1	N_PATA	ajo{WB}rata
ajospahka	1	N_KIRJA	ajos{WB}pahka
ajosuunta	1	N_KUNTA	ajo{WB}suunta
ajotaito	1	N_VETO	ajo{WB}taito
ajotekniikka	1	N_LUSIKKA	ajo{WB}tekniikka
ajotie	1	N_TIE	ajo{WB}tie
ajotietokone	1	N_ASTE	ajo{WB}tieto{WB}kone
ajotilanne	1	N_RAKENNE	ajo{WB}tilanne
ajotunneli	1	N_KANAALI	ajo{WB}tunneli
ajoturvallisuus	1	N_AAKKOSELLISUUS	ajo{WB}turvallisuus
ajoura	1	N_VOIMA	ajo{WB}ura
ajovalot	1	N_AIVOT	ajo{WB}valot
ajovaunu	1	N_ASU	ajo{WB}vaunu
ajoverkko	1	N_UKKO	ajo{WB}verkko
ajoviima	1	N_KIRJA	ajo{WB}viima
ajurinrattaat	1	N_RATTAAT	ajurin{WB}rattaat
ajuruoho	1	N_TALO	aju{WB}ruoho
akaasiakumi	1	N_RUUVI	akaasia{WB}kumi
akaasiapuu	1	N_PUU	akaasia{WB}puu
akaattikeramiikka	1	N_POLITIIKKA	akaatti{WB}keramiikka
akanhuuli	1	N_RUUHI	akan{WB}huuli
akankaali	1	N_RUUVI	akan{WB}kaali
akansieni	1	N_HIIRI	akan{WB}sieni
akanttiruoho	1	N_TALO	akantti{WB}ruoho
akanvirta	1	N_KERTA	akan{WB}virta
akkainlehti	1	N_LEHTI	akkain{WB}lehti
akkavalta	1	N_VALTA	akka{WB}valta
akkommodaatiokyky	1	N_KYKY	akkommodaatio{WB}kyky
akkommodaatiorefleksi	1	N_KEHVELI	akkommodaatio{WB}refleksi
akkuhappo	1	N_HAPPO	akku{WB}happo
akkukäyttöinen	1	A_KYLMÄJÄRKINEN	akku{WB}käyttöinen
akkulaturi	1	N_KANAALI	akku{WB}laturi
akkusatiivisija	1	N_KIRJA	akkusatiivi{WB}sija
akkutoiminen	1	A_AAKKOSELLINEN	akku{WB}toiminen
aknetyyppinen	1	A_KYLMÄJÄRKINEN	akne{WB}tyyppinen
Akonvesi	1	N_KÖYSI	Akon{WB}vesi
akrobaattinumero	1	N_RUIPELO	akrobaatti{WB}numero
akrobaattitemppu	1	N_LIPPU	akrobaatti{WB}temppu
akrogeeninen	1	A_KYLMÄJÄRKINEN	akro{XB}geeninen
akrylonitriili	1	N_KEHVELI	akrylo{XB}nitriili
akryyliamidi	1	N_RUUVI	akryyli{WB}amidi
akryylihappo	1	N_HAPPO	akryyli{WB}happo
akryylikuitu	1	N_KUITU	akryyli{WB}kuitu
akryylimaalaus	1	N_VAKUUTUS	akryyli{WB}maalaus
akryylimaali	1	N_RUUVI	akryyli{WB}maali
akryylimuovi	1	N_RUUVI	akryyli{WB}muovi
akryyliväri	1	N_TYYLI	akryyli{WB}väri
akselikuormitus	1	N_VAKUUTUS	akseli{WB}kuormitus
akselintappi	1	N_KUPPI	akselin{WB}tappi
akselipaino	1	N_TALO	akseli{WB}paino
akselirasva	1	N_KIRJA	akseli{WB}rasva
akseliteho	1	N_TALO	akseli{WB}teho
akselivallat	1	N_VALLAT	akseli{WB}vallat
akselivaltio	1	N_TUOMIO	akseli{WB}valtio
akseliväli	1	N_TYYLI	akseli{WB}väli
aksenttimerkki	1	N_HÄKKI	aksentti{WB}merkki
aktiivihiili	1	N_HIIRI	aktiivi{WB}hiili
aktiivihiilisuodatin	1	N_SUODATIN	aktiivi{WB}hiili{WB}suodatin
aktiivijousitus	1	N_VAKUUTUS	aktiivi{WB}jousitus
aktiivikansalainen	1	N_AAKKOSTAMINEN	aktiivi{WB}kansalainen
aktiiviloma	1	N_VOIMA	aktiivi{WB}loma
aktiivimatriisinäyttö	1	N_PÖNTTÖ	aktiivimatriisi{WB}näyttö
aktiivimuoto	1	N_VETO	aktiivi{WB}muoto
aktiivipalvelus	1	N_VAKUUTUS	aktiivi{WB}palvelus
aktiiviupseeri	1	N_KANAALI	aktiivi{WB}upseeri
aktiiviurheilija	1	N_MAKKARA	aktiivi{WB}urheilija
aktiiviväestö	1	N_JÄÄTELÖ	aktiivi{WB}väestö
aktiopotentiaali	1	N_RUUVI	aktio{WB}potentiaali
aktivointiaine	1	N_ASTE	aktivointi{WB}aine
aktivointienergia	1	N_MAKKARA	aktivointi{WB}energia
aktivointilaite	1	N_OSOITE	aktivointi{WB}laite
akunlaturi	1	N_KANAALI	akun{WB}laturi
akupunktuurineula	1	N_KIRJA	akupunktuuri{WB}neula
akupunktuuripiste	1	N_PISTE	akupunktuuri{WB}piste
akustiikkalevy	1	N_KÄRRY	akustiikka{WB}levy
akuuttiaksentti	1	N_KORTTI	akuutti{WB}aksentti
akvaariokala	1	N_KIRJA	akvaario{WB}kala
akvaariokasvi	1	N_RUUVI	akvaario{WB}kasvi
akvamariininsininen	1	N_KYLKIÄINEN	akvamariinin{WB}sininen
akvarelliliitu	1	N_KUITU	akvarelli{WB}liitu
akvarelliväri	1	N_TYYLI	akvarelli{WB}väri
ala-arvoinen	1	A_AAKKOSELLINEN	ala-arvoinen
ala-arvoisesti	1	PCLE_NOPEASTI	ala-arvoisesti
ala-arvoisuus	1	N_AAKKOSELLISUUS	ala-arvoisuus
ala-aste	1	N_ASTE	ala-aste
aladominantti	1	N_KORTTI	ala{WB}dominantti
alahammas	1	N_HAMMAS	ala{WB}hammas
alahanka	1	N_LANKA	ala{WB}hanka
alahengitystiet	1	N_TIET	ala{WB}hengitystiet
alahuone	1	N_ASTE	ala{WB}huone
alahuuli	1	N_RUUHI	ala{WB}huuli
alaikäinen	1	A_KYLMÄJÄRKINEN	ala{WB}ikäinen
alaikäinen	2	N_KYLKIÄINEN	ala{WB}ikäinen
alaikäisyys	1	N_KÖYHYYS	ala{WB}ikäisyys
alaikäraja	1	N_KIRJA	ala{WB}ikä{WB}raja
alaindeksi	1	N_TYYLI	ala{WB}indeksi
alaintervalli	1	N_RUUVI	ala{WB}intervalli
alajakso	1	N_TALO	ala{WB}jakso
alajaosto	1	N_RUIPELO	ala{WB}jaosto
alajoukko	1	N_UKKO	ala{WB}joukko
alajuoksu	1	N_ASU	ala{WB}juoksu
alajärjestelmä	1	N_HÖPÖTTÄJÄ	ala{WB}järjestelmä
alakansakoulu	1	N_ASU	ala{WB}kansa{WB}koulu
alakansi	1	N_PONSI	ala{WB}kansi
alakantissa	1	PCLE_NOPEASTI	ala{WB}kantissa
alakanttiin	1	PCLE_VALTAAN	ala{WB}kanttiin
alakarvoitus	1	N_VAKUUTUS	ala{WB}karvoitus
alakautta	1	PCLE_NOPEASTI	ala{WB}kautta
alakerros	1	N_VAKUUTUS	ala{WB}kerros
alakerta	1	N_KERTA	ala{WB}kerta
alakierre	1	N_KIERRE	ala{WB}kierre
alakierrelyönti	1	N_VIENTI	ala{WB}kierre{WB}lyönti
alakierteinen	1	A_KYLMÄJÄRKINEN	ala{WB}kierteinen
alakohta	1	N_SOTA	ala{WB}kohta
alakomitea	1	N_MAKKARA	ala{WB}komitea
alakonjunktio	1	N_TUOMIO	ala{WB}konjunktio
alakoukku	1	N_TIKKU	ala{WB}koukku
alakoulu	1	N_ASU	ala{WB}koulu
alakoululainen	1	N_AAKKOSTAMINEN	ala{WB}koululainen
alakulo	1	N_TALO	ala{WB}kulo
alakuloinen	1	A_AAKKOSELLINEN	ala{WB}kuloinen
alakuloinen	2	N_AAKKOSTAMINEN	ala{WB}kuloinen
alakuloisesti	1	PCLE_NOPEASTI	ala{WB}kuloisesti
alakulttuuri	1	N_KANAALI	ala{WB}kulttuuri
alakunto	1	N_TUNTO	ala{WB}kunto
alakuntoinen	1	A_AAKKOSELLINEN	ala{WB}kuntoinen
alakuntoisuus	1	N_AAKKOSELLISUUS	ala{WB}kuntoisuus
alakuu	1	N_PUU	ala{WB}kuu
alakuvio	1	N_TUOMIO	ala{WB}kuvio
alakynnessä	1	PCLE_TYHMÄSTI	ala{WB}kynnessä
alakynteen	1	PCLE_TYHMÄSTI	ala{WB}kynteen
alakäsite	1	N_KÄSITE	ala{WB}käsite
alalaita	1	N_PATA	ala{WB}laita
alalaji	1	N_RUUVI	ala{WB}laji
alalanka	1	N_LANKA	ala{WB}lanka
alaleuka	1	N_VIKA	ala{WB}leuka
alaleukainen	1	A_AAKKOSELLINEN	ala{WB}leukainen
alaleukaluu	1	N_PUU	ala{WB}leuka{WB}luu
alaliittymä	1	N_HÖPÖTTÄJÄ	ala{WB}liittymä
alaluokka	1	N_LUOKKA	ala{WB}luokka
alaluokkainen	1	A_AAKKOSELLINEN	ala{WB}luokkainen
alaluokkalainen	1	A_AAKKOSELLINEN	ala{WB}luokkalainen
alaluokkalainen	2	N_AAKKOSTAMINEN	ala{WB}luokkalainen
alaluomi	1	N_TAIMI	ala{WB}luomi
alamaa	1	N_MAA	ala{WB}maa
alamaailma	1	N_KITARA	ala{WB}maa{WB}ilma
alamaalainen	1	N_AAKKOSTAMINEN	ala{WB}maalainen
alamaihin	1	PCLE_NOPEASTI	ala{WB}maihin
alamaissa	1	PCLE_NOPEASTI	ala{WB}maissa
Ala-Majavesi	1	N_KÖYSI	Ala-Maja{WB}vesi
alamitta	1	N_MITTA	ala{WB}mitta
alamittainen	1	A_AAKKOSELLINEN	ala{WB}mittainen
alamäki	1	N_KÄKI	ala{WB}mäki
alanielu	1	N_ASU	ala{WB}nielu
alankomaalainen	1	A_AAKKOSELLINEN	alanko{WB}maalainen
alankomaalainen	2	N_AAKKOSTAMINEN	alanko{WB}maalainen
alanumero	1	N_RUIPELO	ala{WB}numero
alanurkka	1	N_LUOKKA	ala{WB}nurkka
alanurkkalaukaus	1	N_VAKUUTUS	ala{WB}nurkka{WB}laukaus
alaoksa	1	N_VOIMA	ala{WB}oksa
alaonttolaskimo	1	N_RUIPELO	ala{WB}onttolaskimo
alaosa	1	N_VOIMA	ala{WB}osa
alaosasto	1	N_RUIPELO	ala{WB}osasto
alaosaton	1	A_VIATON	ala{WB}osaton
alaotsikko	1	N_LEPAKKO	ala{WB}otsikko
alapaine	1	N_ASTE	ala{WB}paine
alapesu	1	N_ASU	ala{WB}pesu
alapeti	1	N_TYYLI	ala{WB}peti
alapinta	1	N_KUTSUNTA	ala{WB}pinta
alapohja	1	N_VOIMA	ala{WB}pohja
alapopulaatio	1	N_TUOMIO	ala{WB}populaatio
alapuhelin	1	N_PUHELIN	ala{WB}puhelin
alapuoli	1	N_RUUHI	ala{WB}puoli
alapuolinen	1	A_AAKKOSELLINEN	ala{WB}puolinen
alapuolisko	1	N_RUIPELO	ala{WB}puolisko
alapää	1	N_PÄÄ	ala{WB}pää
alaraaja	1	N_KIRJA	ala{WB}raaja
alaraajahalvaus	1	N_VAKUUTUS	alaraaja{WB}halvaus
alaraajahalvauspotilas	1	N_PATSAS	alaraajahalvaus{WB}potilas
alaraja	1	N_KIRJA	ala{WB}raja
alareuna	1	N_KIRJA	ala{WB}reuna
alarivi	1	N_TYYLI	ala{WB}rivi
Ala-Ruokovesi	1	N_KÖYSI	Ala-Ruoko{WB}vesi
alaruumis	1	N_RUUMIS	ala{WB}ruumis
alaryhmä	1	N_HÖPÖTTÄJÄ	ala{WB}ryhmä
alasaksa	1	N_KIRJA	ala{WB}saksa
alasarja	1	N_KIRJA	ala{WB}sarja
alaselkä	1	N_NÄLKÄ	ala{WB}selkä
Alasentie	1	N_TIE	Alasen{WB}tie
alasilmukka	1	N_LUSIKKA	ala{WB}silmukka
alasinluu	1	N_PUU	alasin{WB}luu
alastonimpi	1	N_RIMPI	alaston{WB}impi
alastonmaalaus	1	N_VAKUUTUS	alaston{WB}maalaus
alastonpatsas	1	N_PATSAS	alaston{WB}patsas
alastontanssi	1	N_RUUVI	alaston{WB}tanssi
alastonuimari	1	N_KANAALI	alaston{WB}uimari
alastonuinti	1	N_SOINTI	alaston{WB}uinti
alastonveistos	1	N_VAKUUTUS	alaston{WB}veistos
alasuojus	1	N_VAKUUTUS	ala{WB}suojus
Ala-Suovesi	1	N_KÖYSI	Ala-Suo{WB}vesi
alasyöttö	1	N_PÖNTTÖ	ala{WB}syöttö
alateitse	1	PCLE_TYHMÄSTI	ala{WB}teitse
Ala-Tervatie	1	N_TIE	Ala-Terva{WB}tie
Alatie	1	N_TIE	Ala{WB}tie
alatiesynnytys	1	N_RÄJÄYTYS	ala{WB}tie{WB}synnytys
alatuuleen	1	PCLE_NOPEASTI	ala{WB}tuuleen
alatuulessa	1	PCLE_NOPEASTI	ala{WB}tuulessa
alatyyli	1	N_TYYLI	ala{WB}tyyli
alatyylinen	1	A_KYLMÄJÄRKINEN	ala{WB}tyylinen
alavaihde	1	N_LUODE	ala{WB}vaihde
alavartalo	1	N_RUIPELO	ala{WB}vartalo
alavatsa	1	N_KIRJA	ala{WB}vatsa
alavatsapunos	1	N_VAKUUTUS	alavatsa{WB}punos
alaveto	1	N_TALO	ala{WB}veto
alaviistoon	1	PCLE_NOPEASTI	ala{WB}viistoon
alaviistossa	1	PCLE_NOPEASTI	ala{WB}viistossa
alaviite	1	N_KÄSITE	ala{WB}viite
alavireinen	1	A_KYLMÄJÄRKINEN	ala{WB}vireinen
alavireisyys	1	N_KÖYHYYS	ala{WB}vireisyys
alavirta	1	N_KERTA	ala{WB}virta
alayksikkö	1	N_YKSIKKÖ	ala{WB}yksikkö
alaääni	1	N_HIIRI	ala{WB}ääni
albanian kieli	1	N_HIIRI	albanian kieli
albatrossi	1	N_RUUVI	alba{WB}trossi
aldehydialkoholi	1	N_RUUVI	aldehydi{WB}alkoholi
aldehydiradikaali	1	N_RUUVI	aldehydi{WB}radikaali
