lemma	new_paras	homonym
selkäydinvammainen	['N_AAKKOSTAMINEN']	2
SELMU	['ACRO_UU']	1
SELMU	['N_ASU']	2
seneca	['N_KIRJA']	1
seneca	['N_KITARA']	2
senegalilainen	['A_AAKKOSELLINEN']	1
senegalilainen	['N_AAKKOSTAMINEN']	2
sepiväpeippi	['N_51sepiväpeippi']	1
sepiväpeippi	['N_TYYPPI']	2
seppä	['A_HÖMPPÄ']	1
seppä	['N_SEPPÄ']	2
Sepsiszentgyörgy	['N_KÄRRY']	1
Sepsiszentgyörgy	['N_ZEN']	2
Sepänrimpi	['N_RIMMI']	1
Sepänrimpi	['N_RIMPI']	2
serbialainen	['A_AAKKOSELLINEN']	1
serbialainen	['N_AAKKOSTAMINEN']	2
serbiamontenegrolainen	['A_AAKKOSELLINEN']	1
serbiamontenegrolainen	['N_AAKKOSTAMINEN']	2
Sergio	['N_TALO']	1
Sergio	['N_TUOMIO']	2
SESKO	['ACRO_OO']	1
SESKO	['N_TALO']	2
Seururyti	['N_NIHTI']	1
Seururyti	['N_TYYLI']	2
SEY	['ACRO_YY']	1
SEY	['N_FONDUE']	2
seychelliläinen	['A_KYLMÄJÄRKINEN']	1
seychelliläinen	['N_KYLKIÄINEN']	2
Shaw	['N_BORDEAUX']	1
Shaw	['N_PUNK']	2
Shimelles	['N_RÄJÄYTYS']	1
Shimelles	['N_ZEN']	2
sierraleonelainen	['A_AAKKOSELLINEN']	1
sierraleonelainen	['N_AAKKOSTAMINEN']	2
sietä	['V_JYRKETÄ']	1
sietä	['V_KERETÄ']	2
sieviläinen	['A_KYLMÄJÄRKINEN']	1
sieviläinen	['N_KYLKIÄINEN']	2
Sifnos	['N_PUNK']	1
Sifnos	['N_VAKUUTUS']	2
Sífnos	['N_PUNK']	1
Sífnos	['N_VAKUUTUS']	2
siikaislainen	['A_AAKKOSELLINEN']	1
siikaislainen	['N_AAKKOSTAMINEN']	2
siikajokelainen	['A_AAKKOSELLINEN']	1
siikajokelainen	['N_AAKKOSTAMINEN']	2
siikajokinen	['A_AAKKOSELLINEN']	1
siikajokinen	['N_AAKKOSTAMINEN']	2
siikalainen	['A_AAKKOSELLINEN']	1
siikalainen	['N_AAKKOSTAMINEN']	2
siikalatvalainen	['A_AAKKOSELLINEN']	1
siikalatvalainen	['N_AAKKOSTAMINEN']	2
Siikarimpi	['N_LAMMI']	1
Siikarimpi	['N_SAMPI']	2
siilinjärveläinen	['A_KYLMÄJÄRKINEN']	1
siilinjärveläinen	['N_KYLKIÄINEN']	2
siimajalkainen	['A_AAKKOSELLINEN']	1
siimajalkainen	['N_AAKKOSTAMINEN']	2
siinä	['PCLE_TYHMÄSTI']	1
siinä	['PCLE_VAAN']	2
Siipyy	['N_HYÖTYY']	1
Siipyy	['N_PYY']	2
siipyyläinen	['A_KYLMÄJÄRKINEN']	1
siipyyläinen	['N_KYLKIÄINEN']	2
siirrännäinen	['A_KYLMÄJÄRKINEN']	1
siirrännäinen	['N_KYLKIÄINEN']	2
siirtokarjalainen	['A_AAKKOSELLINEN']	1
siirtokarjalainen	['N_AAKKOSTAMINEN']	2
siirtosuomalainen	['A_AAKKOSELLINEN']	1
siirtosuomalainen	['N_AAKKOSTAMINEN']	2
siitake	['N_KASTIKE']	1
siitake	['N_NALLE']	2
Siitoin	['N_PUHELIN']	1
Siitoin	['N_PUNK']	2
siitosori	['N_ORI']	1
siitosori	['N_RUUVI']	2
siitä	['PCLE_TYHMÄSTI']	1
siitä	['V_KERITÄ']	2
siivo	['A_TUMMAHKO']	1
siivo	['N_TALO']	2
siivous	['N_AAKKOSELLISUUS']	1
siivous	['N_VAKUUTUS']	2
sijainen	['A_AAKKOSELLINEN']	1
sijainen	['N_AAKKOSTAMINEN']	2
sijoitettu	['A_VIMMATTU']	1
sijoitettu	['N_TORTTU']	2
Sikaperänpuhti	['N_RUUVI']	1
Sikaperänpuhti	['N_TAUTI']	2
Sikaraumanpuhti	['N_RUUVI']	1
Sikaraumanpuhti	['N_TAUTI']	2
Sikkolanrimpi	['N_LAMMI']	1
Sikkolanrimpi	['N_SAMPI']	2
Sikorimpi	['N_LAMMI']	1
Sikorimpi	['N_SAMPI']	2
silmäätekevä	['A_TYHMÄ']	1
silmäätekevä	['N_HÖPÖTTÄJÄ']	2
Silvanninpuhti	['N_RUUVI']	1
Silvanninpuhti	['N_TAUTI']	2
simolainen	['A_AAKKOSELLINEN']	1
simolainen	['N_AAKKOSTAMINEN']	2
Simonas	['N_PUNK']	1
Simonas	['N_VAKUUTUS']	2
Simonsuuri	['N_KANAALI']	1
Simonsuuri	['N_RUUHI']	2
Simony	['N_KÄRRY']	1
Simony	['N_ZEN']	2
simpeleläinen	['A_KYLMÄJÄRKINEN']	1
simpeleläinen	['N_KYLKIÄINEN']	2
sinertävänvihreä	['A_JÄREÄ']	1
sinertävänvihreä	['N_LIPEÄ']	2
singaporelainen	['A_AAKKOSELLINEN']	1
singaporelainen	['N_AAKKOSTAMINEN']	2
sini	['N_KIVI']	1
sini	['N_TYYLI']	2
sinimusta	['A_RUMA']	1
sinimusta	['N_VOIMA']	2
sininen	['A_KYLMÄJÄRKINEN']	1
sininen	['N_KYLKIÄINEN']	2
sinipunainen	['A_AAKKOSELLINEN']	1
sinipunainen	['N_AAKKOSTAMINEN']	2
sinisiipinen	['A_KYLMÄJÄRKINEN']	1
sinisiipinen	['N_KYLKIÄINEN']	2
Sinivetorimpi	['N_LAMMI']	1
Sinivetorimpi	['N_SAMPI']	2
sinivihreä	['A_JÄREÄ']	1
sinivihreä	['N_LIPEÄ']	2
sinivioletti	['A_HURTTI']	1
sinivioletti	['N_KORTTI']	2
sintmaartenilainen	['A_AAKKOSELLINEN']	1
sintmaartenilainen	['N_AAKKOSTAMINEN']	2
sioux	['N_PUNK']	1
sioux	['N_SHOW']	2
siperialainen	['A_AAKKOSELLINEN']	1
siperialainen	['N_AAKKOSTAMINEN']	2
sipoolainen	['A_AAKKOSELLINEN']	1
sipoolainen	['N_AAKKOSTAMINEN']	2
sippolalainen	['A_AAKKOSELLINEN']	1
sippolalainen	['N_AAKKOSTAMINEN']	2
sir	['N_ZEN']	1
sir	['PCLE_VAAN']	2
sirous	['N_AAKKOSELLISUUS']	1
sirous	['N_VAKUUTUS']	2
sirppimäinen	['A_KYLMÄJÄRKINEN']	1
sirppimäinen	['N_KYLKIÄINEN']	2
sisilialainen	['A_AAKKOSELLINEN']	1
sisilialainen	['N_AAKKOSTAMINEN']	2
sisin	['A_SISIN']	1
sisin	['N_LÄHIN']	2
Sissonrimpi	['N_LAMMI']	1
Sissonrimpi	['N_SAMPI']	2
Sisunpuhti	['N_RUUVI']	1
Sisunpuhti	['N_TAUTI']	2
sisäsiisti	['A_STYDI']	1
sisäsiisti	['N_TYYLI']	2
sisäsuomalainen	['A_AAKKOSELLINEN']	1
sisäsuomalainen	['N_AAKKOSTAMINEN']	2
sitova	['A_MATALA']	1
sitova	['N_ASEMA']	2
sitruunankeltainen	['A_AAKKOSELLINEN']	1
sitruunankeltainen	['N_AAKKOSTAMINEN']	2
Siuko	['N_MALKO']	1
Siuko	['N_TALO']	2
Siuloivansulpa	['N_KIRJA']	1
Siuloivansulpa	['N_SALPA']	2
siuntiolainen	['A_AAKKOSELLINEN']	1
siuntiolainen	['N_AAKKOSTAMINEN']	2
siviili	['A_ÖYKKÄRI']	1
siviili	['N_KEHVELI']	2
sivistynyt	['A_ÄLLISTYNYT']	1
sivistynyt	['N_SIVISTYNYT']	2
Sivolanrimpi	['N_LAMMI']	1
Sivolanrimpi	['N_SAMPI']	2
sivu	['N_ASU']	1
sivu	['PCLE_VAAN']	2
sivullinen	['A_AAKKOSELLINEN']	1
sivullinen	['N_AAKKOSTAMINEN']	2
sivusta	['N_KITARA']	1
sivusta	['PCLE_NOPEASTI']	2
SK	['ACRO_OO',	1
SK	['ACRO_OO',	2
SKAL	['ACRO_ÄKS']	1
SKAL	['N_PUNK']	2
skinneriläinen	['A_KYLMÄJÄRKINEN']	1
skinneriläinen	['N_KYLKIÄINEN']	2
SKOP	['ACRO_EE']	1
SKOP	['N_PUNK']	2
SKP	['ACRO_EE']	1
SKP	['ACRO_EE',	2
Skyros	['N_PUNK']	1
Skyros	['N_VAKUUTUS']	2
Skýros	['N_PUNK']	1
Skýros	['N_VAKUUTUS']	2
Slangus	['N_PUNK']	1
Slangus	['N_VAKUUTUS']	2
slovakialainen	['A_AAKKOSELLINEN']	1
slovakialainen	['N_AAKKOSTAMINEN']	2
sloveeni	['N_KANAALI']	1
sloveeni	['N_RUUVI']	2
slovenialainen	['A_AAKKOSELLINEN']	1
slovenialainen	['N_AAKKOSTAMINEN']	2
smaragdinvihreä	['A_JÄREÄ']	1
smaragdinvihreä	['N_LIPEÄ']	2
SMP	['ACRO_EE']	1
SMP	['ACRO_EE',	2
so	['ACRO_OO']	1
so	['PCLE_VAAN']	2
Sochos	['N_PUNK']	1
Sochos	['N_VAKUUTUS']	2
Sochós	['N_PUNK']	1
Sochós	['N_VAKUUTUS']	2
sodankyläläinen	['A_KYLMÄJÄRKINEN']	1
sodankyläläinen	['N_KYLKIÄINEN']	2
Sofie	['N_BRASSERIE']	1
Sofie	['N_ZOMBIE']	2
Sofokles	['N_ARISTOTELES']	1
Sofokles	['N_VAKUUTUS']	2
soieta	['V_NIUKETA']	1
soieta	['V_POIKETA']	2
Soikealampi	['N_LAMMI']	1
Soikealampi	['N_SAMPI']	2
soinilainen	['A_AAKKOSELLINEN']	1
soinilainen	['N_AAKKOSTAMINEN']	2
Sointu	['N_ASU']	1
Sointu	['N_LINTU']	2
sokea	['A_KORKEA']	1
sokea	['N_SOKEA']	2
Sokrates	['N_ARISTOTELES']	1
Sokrates	['N_VAKUUTUS']	2
Solanrimpi	['N_LAMMI']	1
Solanrimpi	['N_SAMPI']	2
soma	['A_RUMA']	1
soma	['N_VOIMA']	2
somali	['N_KANAALI']	1
somali	['N_RUUVI']	2
somalialainen	['A_AAKKOSELLINEN']	1
somalialainen	['N_AAKKOSTAMINEN']	2
somerniemeläinen	['A_KYLMÄJÄRKINEN']	1
somerniemeläinen	['N_KYLKIÄINEN']	2
somerolainen	['A_AAKKOSELLINEN']	1
somerolainen	['N_AAKKOSTAMINEN']	2
Sonera	['N_KITARA']	1
Sonera	['N_PROBLEEMA']	2
sonkajärveläinen	['A_KYLMÄJÄRKINEN']	1
sonkajärveläinen	['N_KYLKIÄINEN']	2
SOOL	['ACRO_ÄKS']	1
SOOL	['N_PUNK']	2
Sophie	['N_BRASSERIE']	1
Sophie	['N_ZOMBIE']	2
Sophos	['N_PUNK']	1
Sophos	['N_VAKUUTUS']	2
Soro	['N_MALMÖ']	1
Soro	['N_TALO']	2
sortaa	['V_KUHERTAA']	1
sortaa	['V_SORTAA']	2
sotarikollinen	['A_AAKKOSELLINEN']	1
sotarikollinen	['N_AAKKOSTAMINEN']	2
sotasokea	['A_KORKEA']	1
sotasokea	['N_SOKEA']	2
sotavammainen	['A_AAKKOSELLINEN']	1
sotavammainen	['N_AAKKOSTAMINEN']	2
sotkamolainen	['A_AAKKOSELLINEN']	1
sotkamolainen	['N_AAKKOSTAMINEN']	2
Sotkulampi	['N_LAMMI']	1
Sotkulampi	['N_SAMPI']	2
sottungalainen	['A_AAKKOSELLINEN']	1
sottungalainen	['N_AAKKOSTAMINEN']	2
SPAL	['ACRO_ÄKS']	1
SPAL	['N_PUNK']	2
Spercheios	['N_PUNK']	1
Spercheios	['N_VAKUUTUS']	2
Spercheiós	['N_RÄJÄYTYS']	1
Spercheiós	['N_ZEN']	2
Spetses	['N_RÄJÄYTYS']	1
Spetses	['N_ZEN']	2
Spétses	['N_RÄJÄYTYS']	1
Spétses	['N_ZEN']	2
srilankalainen	['A_AAKKOSELLINEN']	1
srilankalainen	['N_AAKKOSTAMINEN']	2
Stakes	['ACRO_ÄKS']	1
Stakes	['N_PUNK']	2
stanoli	['N_KANAALI']	1
stanoli	['N_RUUVI']	2
stereotyyppi	['A_SIPPI']	1
stereotyyppi	['N_TYYPPI']	2
stop	['N_PUNK']	1
stop	['PCLE_VAAN']	2
Strongbow	['N_PUNK']	1
Strongbow	['N_SHOW']	2
SUB	['ACRO_EE']	1
SUB	['N_PUNK']	2
Sucros	['N_PUNK']	1
Sucros	['N_VAKUUTUS']	2
sudanilainen	['A_AAKKOSELLINEN']	1
sudanilainen	['N_AAKKOSTAMINEN']	2
sudeettisaksalainen	['A_AAKKOSELLINEN']	1
sudeettisaksalainen	['N_AAKKOSTAMINEN']	2
sueta	['V_NIUKETA']	1
sueta	['V_POIKETA']	2
suhteessa	['PCLE_KOTONA']	1
suhteessa	['PCLE_NOPEASTI']	2
suklaanruskea	['A_KORKEA']	1
suklaanruskea	['N_SOKEA']	2
SUKOL	['ACRO_ÄKS']	1
SUKOL	['N_PUNK']	2
sukurutsainen	['A_AAKKOSELLINEN']	1
sukurutsainen	['N_AAKKOSTAMINEN']	2
sulkavainen	['A_AAKKOSELLINEN']	1
sulkavainen	['N_AAKKOSTAMINEN']	2
sulkavalainen	['A_AAKKOSELLINEN']	1
sulkavalainen	['N_AAKKOSTAMINEN']	2
sulkeutunut	['A_KULUNUT']	1
sulkeutunut	['N_AIVOKUOLLUT']	2
Sulkurimpi	['N_LAMMI']	1
Sulkurimpi	['N_SAMPI']	2
sulo	['A_TUMMAHKO']	1
sulo	['N_TALO']	2
sulvalainen	['A_AAKKOSELLINEN']	1
sulvalainen	['N_AAKKOSTAMINEN']	2
sumatralainen	['A_AAKKOSELLINEN']	1
sumatralainen	['N_AAKKOSTAMINEN']	2
sumeri	['N_KANAALI']	1
sumeri	['N_RUUVI']	2
sumiaislainen	['A_AAKKOSELLINEN']	1
sumiaislainen	['N_AAKKOSTAMINEN']	2
sumialainen	['A_AAKKOSELLINEN']	1
sumialainen	['N_AAKKOSTAMINEN']	2
summa	['A_RUMA']	1
summa	['N_VOIMA']	2
Sumpunpuhti	['N_RUUVI']	1
Sumpunpuhti	['N_TAUTI']	2
sunda	['N_KIRJA']	1
sunda	['N_VOIMA']	2
sundilainen	['A_AAKKOSELLINEN']	1
sundilainen	['N_AAKKOSTAMINEN']	2
Suntinpuhti	['N_RUUVI']	1
Suntinpuhti	['N_TAUTI']	2
suodenniemeläinen	['A_KYLMÄJÄRKINEN']	1
suodenniemeläinen	['N_KYLKIÄINEN']	2
Suojärvenrimpi	['N_RIMMI']	1
Suojärvenrimpi	['N_RIMPI']	2
Suokunnas	['N_PATSAS']	1
Suokunnas	['N_VAKUUTUS']	2
suolahtelainen	['A_AAKKOSELLINEN']	1
suolahtelainen	['N_AAKKOSTAMINEN']	2
suomalainen	['A_AAKKOSELLINEN']	1
suomalainen	['N_AAKKOSTAMINEN']	2
suomenmaalainen	['A_AAKKOSELLINEN']	1
suomenmaalainen	['N_AAKKOSTAMINEN']	2
suomenniemeläinen	['A_KYLMÄJÄRKINEN']	1
suomenniemeläinen	['N_KYLKIÄINEN']	2
suomenruotsalainen	['A_AAKKOSELLINEN']	1
suomenruotsalainen	['N_AAKKOSTAMINEN']	2
suomi	['N_ONNI']	1
suomi	['N_RUUVI']	2
suomusjärveläinen	['A_KYLMÄJÄRKINEN']	1
suomusjärveläinen	['N_KYLKIÄINEN']	2
suomussalmelainen	['A_AAKKOSELLINEN']	1
suomussalmelainen	['N_AAKKOSTAMINEN']	2
suonenjokelainen	['A_AAKKOSELLINEN']	1
suonenjokelainen	['N_AAKKOSTAMINEN']	2
suonenjokinen	['A_AAKKOSELLINEN']	1
suonenjokinen	['N_AAKKOSTAMINEN']	2
suoniemeläinen	['A_KYLMÄJÄRKINEN']	1
suoniemeläinen	['N_KYLKIÄINEN']	2
suora	['A_RUMA']	1
suora	['N_VOIMA']	2
suorakulma	['N_51suorakulma']	1
suorakulma	['N_VOIMA']	2
suoraommel	['N_51suoraommel']	1
suoraommel	['N_OMMEL']	2
suorasiipinen	['A_KYLMÄJÄRKINEN']	1
suorasiipinen	['N_AAKKOSTAMINEN']	2
Suorsarimpi	['N_LAMMI']	1
Suorsarimpi	['N_SAMPI']	2
supi	['N_RUUVI']	1
supi	['PCLE_HAH']	2
supliikki	['A_ABNORMI']	1
supliikki	['N_LOKKI']	2
sureva	['A_MATALA']	1
sureva	['N_ASEMA']	2
surinamelainen	['A_AAKKOSELLINEN']	1
surinamelainen	['N_AAKKOSTAMINEN']	2
Susi	['N_KAUSI']	1
Susi	['N_RUUVI']	2
Suu-Leivanti	['N_RUUVI']	1
Suu-Leivanti	['N_SOINTI']	2
suupaltti	['A_HURTTI']	1
suupaltti	['N_KORTTI']	2
Suuririmpi	['N_LAMMI']	1
Suuririmpi	['N_SAMPI']	2
suurrikollinen	['A_AAKKOSELLINEN']	1
suurrikollinen	['N_AAKKOSTAMINEN']	2
suursuomalainen	['A_AAKKOSELLINEN']	1
suursuomalainen	['N_AAKKOSTAMINEN']	2
suurtilallinen	['A_AAKKOSELLINEN']	1
suurtilallinen	['N_AAKKOSTAMINEN']	2
suuruudenhullu	['A_VALKAISTU']	1
suuruudenhullu	['N_ASU']	2
Suuti	['N_RUUVI']	1
Suuti	['N_TAUTI']	2
SVAL	['ACRO_ÄKS']	1
SVAL	['N_PUNK']	2
svalbardjanmayenilainen	['A_AAKKOSELLINEN']	1
svalbardjanmayenilainen	['N_AAKKOSTAMINEN']	2
sveitsiläinen	['A_KYLMÄJÄRKINEN']	1
sveitsiläinen	['N_KYLKIÄINEN']	2
Svirskis	['N_RÄJÄYTYS']	1
Svirskis	['N_ZEN']	2
SVUL	['ACRO_ÄKS',	1
SVUL	['N_PUNK']	2
swahili	['N_KANAALI']	1
swahili	['N_RUUVI']	2
Swansea	['N_JOCKEY']	1
Swansea	['N_KIRJA']	2
swazimaalainen	['A_AAKKOSELLINEN']	1
swazimaalainen	['N_AAKKOSTAMINEN']	2
syaani	['A_ABNORMI']	1
syaani	['N_RUUVI']	2
Syke	['N_LÄÄKE']	1
Syke	['N_NISSE']	2
SYL	['ACRO_ÄKS']	1
SYL	['N_ZEN']	2
syli	['N_SYLI']	1
syli	['N_TYYLI']	2
Sylva	['N_KIRJA']	1
Sylva	['N_VOIMA']	2
Sylvie	['N_BERNIE']	1
Sylvie	['N_BRIE']	2
syndaktylia	['A_HARMAJA']	1
syndaktylia	['N_MAKKARA']	2
syntinen	['A_KYLMÄJÄRKINEN']	1
syntinen	['N_KYLKIÄINEN']	2
syntymäsokea	['A_KORKEA']	1
syntymäsokea	['N_SOKEA']	2
Syros	['N_PUNK']	1
Syros	['N_VAKUUTUS']	2
Sýros	['N_PUNK']	1
Sýros	['N_VAKUUTUS']	2
sysimusta	['A_RUMA']	1
sysimusta	['N_VOIMA']	2
sysmäläinen	['A_KYLMÄJÄRKINEN']	1
sysmäläinen	['N_KYLKIÄINEN']	2
SYTY	['ACRO_YY']	1
SYTY	['N_KÄRRY']	2
syvämeri	['N_51syvämeri']	1
syvämeri	['N_MERI']	2
Syväniemenpuhti	['N_RUUVI']	1
Syväniemenpuhti	['N_TAUTI']	2
syvänsininen	['A_KYLMÄJÄRKINEN']	1
syvänsininen	['N_KYLKIÄINEN']	2
syypää	['A_SYYPÄÄ']	1
syypää	['N_PÄÄ']	2
syyrialainen	['A_AAKKOSELLINEN']	1
syyrialainen	['N_AAKKOSTAMINEN']	2
syöjä	['A_TYHMÄ']	1
syöjä	['N_HÖPÖTTÄJÄ']	2
syöpä	['A_KÄYPÄ']	1
syöpä	['N_LEIPÄ']	2
syötävä	['A_TERÄVÄ']	1
syötävä	['N_ELÄMÄ']	2
syövyttävä	['A_TYHMÄ']	1
syövyttävä	['N_HÖPÖTTÄJÄ']	2
Szekelyudvarhely	['N_KÄRRY']	1
Szekelyudvarhely	['N_ZEN']	2
Székelyudvarhely	['N_KÄRRY']	1
Székelyudvarhely	['N_ZEN']	2
Szentgyörgy	['N_KÄRRY']	1
Szentgyörgy	['N_ZEN']	2
Szerdahely	['N_KÄRRY']	1
Szerdahely	['N_ZEN']	2
Szombathely	['N_KÄRRY']	1
Szombathely	['N_ZEN']	2
Säikänpuhti	['N_RUUVI']	1
Säikänpuhti	['N_TAUTI']	2
säkkärä	['A_SÄKKÄRÄ']	1
säkkärä	['N_KÄPÄLÄ']	2
säkä	['N_HÖPÖTTÄJÄ']	1
säkä	['N_REIKÄ']	2
Sälke	['N_LÄÄKE']	1
Sälke	['N_NISSE']	2
Sämminpuhti	['N_RUUVI']	1
Sämminpuhti	['N_TAUTI']	2
Sämpi	['N_RIMMI']	1
Sämpi	['N_TYYLI']	2
Särkilampi	['N_LAMMI']	1
Särkilampi	['N_SAMPI']	2
särkisalolainen	['A_AAKKOSELLINEN']	1
särkisalolainen	['N_AAKKOSTAMINEN']	2
särkynytsydän	['N_51särkynytsydän']	1
särkynytsydän	['N_SYDÄN']	2
särkyvä	['A_TERÄVÄ']	1
särkyvä	['N_ELÄMÄ']	2
sävel	['N_KYYNEL']	1
sävel	['N_SIEMEN']	2
säyneeläinen	['A_KYLMÄJÄRKINEN']	1
säyneeläinen	['N_KYLKIÄINEN']	2
säyneisläinen	['A_KYLMÄJÄRKINEN']	1
säyneisläinen	['N_KYLKIÄINEN']	2
säynätsaloinen	['A_AAKKOSELLINEN']	1
säynätsaloinen	['N_AAKKOSTAMINEN']	2
säynätsalolainen	['A_AAKKOSELLINEN']	1
säynätsalolainen	['N_AAKKOSTAMINEN']	2
sää	['N_PÄÄ']	1
sää	['PRON_MÄÄ']	2
Sääski	['N_KIVI']	1
Sääski	['N_TYYLI']	2
säästövapaa	['A_VAPAA']	1
säästövapaa	['N_VAINAA']	2
Södö	['N_MALMÖ']	1
Södö	['N_MÖMMÖ']	2
Taalas	['N_PATSAS']	1
Taalas	['N_VAKUUTUS']	2
taantumuksellinen	['A_AAKKOSELLINEN']	1
taantumuksellinen	['N_AAKKOSTAMINEN']	2
taata	['N_KIRJA']	1
taata	['V_MORKATA']	2
Tadeas	['N_PATSAS']	1
Tadeas	['N_VAKUUTUS']	2
tadžikistanilainen	['A_AAKKOSELLINEN']	1
tadžikistanilainen	['N_AAKKOSTAMINEN']	2
tadžikki	['N_LOKKI']	1
tadžikki	['N_RUUVI']	2
tahitilainen	['A_AAKKOSELLINEN']	1
tahitilainen	['N_AAKKOSTAMINEN']	2
Tahtomenpuhti	['N_RUUVI']	1
Tahtomenpuhti	['N_TAUTI']	2
tai	['N_HAI']	1
tai	['PCLE_VAAN']	2
taimaalainen	['A_AAKKOSELLINEN']	1
taimaalainen	['N_AAKKOSTAMINEN']	2
Taimi	['N_ONNI']	1
Taimi	['N_RUUVI']	2
Taimi	['N_TAIMI']	3
taipalsaarelainen	['A_AAKKOSELLINEN']	1
taipalsaarelainen	['N_AAKKOSTAMINEN']	2
taisteluvalmis	['A_VALMIS']	1
taisteluvalmis	['N_RUUMIS']	2
Taito	['N_ESQUIMAU']	1
Taito	['N_TALO']	2
Taito	['N_VETO']	3
taivaansininen	['A_KYLMÄJÄRKINEN']	1
taivaansininen	['N_AAKKOSTAMINEN']	2
taivalkoskelainen	['A_AAKKOSELLINEN']	1
taivalkoskelainen	['N_AAKKOSTAMINEN']	2
taivalkoskinen	['A_AAKKOSELLINEN']	1
taivalkoskinen	['N_AAKKOSTAMINEN']	2
taivassalolainen	['A_AAKKOSELLINEN']	1
taivassalolainen	['N_AAKKOSTAMINEN']	2
taiwanilainen	['A_AAKKOSELLINEN']	1
taiwanilainen	['N_AAKKOSTAMINEN']	2
taka	['N_VIKA']	1
taka	['PCLE_VAAN']	2
Taka	['N_KIRJA']	1
Taka	['N_VIKA']	2
Takalampuoti	['N_RUUVI']	1
Takalampuoti	['N_TAUTI']	2
Takarimpi	['N_LAMMI']	1
Takarimpi	['N_SAMPI']	2
Talas	['N_PATSAS']	1
Talas	['N_PUNK']	2
Talas	['N_VAKUUTUS']	3
Talka	['N_KIRJA']	1
Talka	['N_VIKA']	2
talollinen	['A_AAKKOSELLINEN']	1
talollinen	['N_AAKKOSTAMINEN']	2
Tamas	['N_PUNK']	1
Tamas	['N_VAKUUTUS']	2
tamili	['N_KANAALI']	1
tamili	['N_RUUVI']	2
tamma	['N_KIRJA']	1
tamma	['N_VOIMA']	2
Tammarimpi	['N_LAMMI']	1
Tammarimpi	['N_SAMPI']	2
tammelainen	['A_AAKKOSELLINEN']	1
tammelainen	['N_AAKKOSTAMINEN']	2
tammelalainen	['A_AAKKOSELLINEN']	1
tammelalainen	['N_AAKKOSTAMINEN']	2
Tammikkirimpi	['N_LAMMI']	1
Tammikkirimpi	['N_SAMPI']	2
tammisaarelainen	['A_AAKKOSELLINEN']	1
tammisaarelainen	['N_AAKKOSTAMINEN']	2
tamperelainen	['A_AAKKOSELLINEN']	1
tamperelainen	['N_AAKKOSTAMINEN']	2
tanhua	['N_MAKKARA']	1
tanhua	['N_TANHUA']	2
Tankolampi	['N_LAMMI']	1
Tankolampi	['N_SAMPI']	2
tansanialainen	['A_AAKKOSELLINEN']	1
tansanialainen	['N_AAKKOSTAMINEN']	2
tanskalainen	['A_AAKKOSELLINEN']	1
tanskalainen	['N_AAKKOSTAMINEN']	2
TAP	['ACRO_EE']	1
TAP	['N_PUNK']	2
taparikollinen	['A_AAKKOSELLINEN']	1
taparikollinen	['N_AAKKOSTAMINEN']	2
tapauskovainen	['A_AAKKOSELLINEN']	1
tapauskovainen	['N_AAKKOSTAMINEN']	2
TAPRI	['ACRO_II']	1
TAPRI	['N_PUNK']	2
tarvasjokelainen	['A_AAKKOSELLINEN']	1
tarvasjokelainen	['N_AAKKOSTAMINEN']	2
tasalämpöinen	['A_KYLMÄJÄRKINEN']	1
tasalämpöinen	['N_KYLKIÄINEN']	2
tataari	['N_KANAALI']	1
tataari	['N_RUUVI']	2
tavata	['V_ARVATA']	1
tavata	['V_KAIVATA']	2
TeaK	['ACRO_OO',	1
TeaK	['N_PUNK']	2
TEAM	['ACRO_ÄKS']	1
TEAM	['N_PUNK']	2
Technopolis	['N_PUNK']	1
Technopolis	['N_VAKUUTUS']	2
Teeri	['N_HIIRI']	1
Teeri	['N_TYYLI']	2
teerijärveläinen	['A_KYLMÄJÄRKINEN']	1
teerijärveläinen	['N_KYLKIÄINEN']	2
Teerilampi	['N_LAMMI']	1
Teerilampi	['N_SAMPI']	2
Teerivaaranrimpi	['N_LAMMI']	1
Teerivaaranrimpi	['N_SAMPI']	2
Teesniemenpuhti	['N_RUUVI']	1
Teesniemenpuhti	['N_TAUTI']	2
teini-ikäinen	['A_KYLMÄJÄRKINEN']	1
teini-ikäinen	['N_KYLKIÄINEN']	2
teiskolainen	['A_AAKKOSELLINEN']	1
teiskolainen	['N_AAKKOSTAMINEN']	2
Teiste	['N_NISSE']	1
Teiste	['N_PISTE']	2
Teivas	['N_PATSAS']	1
Teivas	['N_VAKUUTUS']	2
TEK	['ACRO_OO']	1
TEK	['N_ZEN']	2
TEKEL	['ACRO_ÄKS']	1
TEKEL	['N_ZEN']	2
tekopyhä	['A_TYHMÄ']	1
tekopyhä	['N_HÖPÖTTÄJÄ']	2
teksasilainen	['A_AAKKOSELLINEN']	1
teksasilainen	['N_AAKKOSTAMINEN']	2
TELA	['ACRO_AA']	1
TELA	['N_FIFA']	2
TEM	['ACRO_ÄKS']	1
TEM	['N_ZEN']	2
temmekseläinen	['A_KYLMÄJÄRKINEN']	1
temmekseläinen	['N_KYLKIÄINEN']	2
temmesläinen	['A_KYLMÄJÄRKINEN']	1
temmesläinen	['N_KYLKIÄINEN']	2
tenholalainen	['A_AAKKOSELLINEN']	1
tenholalainen	['N_AAKKOSTAMINEN']	2
Tennapuanrimpi	['N_LAMMI']	1
Tennapuanrimpi	['N_SAMPI']	2
Tervalampi	['N_LAMMI']	1
