lemma	new_para	argument
takellella	V_VAELLELLA	intransitive
takerrella	V_NAKERRELLA	intransitive
takertaa	V_KUHERTAA	intransitive
takertua	V_PUSERTUA	intransitive
takiloida	V_KOPIOIDA	intransitive
takkuilla	V_ETUILLA	intransitive
takkuuntua	V_VAKAANTUA	intransitive
taklata	V_ARVATA	intransitive
takoa	V_TAKOA	intransitive
takseerata	V_ARVATA	intransitive
taksoittaa	V_VIEROITTAA	intransitive
taktikoida	V_KOPIOIDA	intransitive
takuta	V_KOUKUTA	intransitive
talkita	V_PALKITA	intransitive
talkoilla	V_ARVAILLA	intransitive
tallaantua	V_VAKAANTUA	intransitive
tallailla	V_ARVAILLA	intransitive
tallata	V_ARVATA	intransitive
tallautua	V_ROHTUA	intransitive
tallentaa	V_HUONONTAA	intransitive
tallentua	V_VAKAANTUA	intransitive
tallettaa	V_VIEROITTAA	intransitive
tallettua	V_HERMOTTUA	intransitive
talloa	V_PUNOA	intransitive
tallustaa	V_MUTRISTAA	intransitive
tallustella	V_ETUILLA	intransitive
taloudellistaa	V_MUTRISTAA	intransitive
talsia	V_KOSIA	intransitive
taltata	V_LUNTATA	intransitive
talteenottaa	V_VIEROITTAA	intransitive
taltioida	V_KOPIOIDA	intransitive
talttua	V_HERMOTTUA	intransitive
taltuttaa	V_VIEROITTAA	intransitive
talutella	V_SULATELLA	intransitive
taluttaa	V_VIEROITTAA	intransitive
talveentua	V_VAKAANTUA	intransitive
talvehdittaa	V_VIEROITTAA	intransitive
talvehtia	V_AHNEHTIA	intransitive
talveuttaa	V_VIEROITTAA	intransitive
talveutua	V_ROHTUA	intransitive
talvimatkailla	V_ARVAILLA	intransitive
tampata	V_SIEPATA	intransitive
tamponoida	V_KOPIOIDA	intransitive
tanakoitua	V_ROHTUA	intransitive
tangeerata	V_ARVATA	intransitive
tanhuta	V_KARHUTA	intransitive
tankata	V_MORKATA	intransitive
tankkailla	V_ARVAILLA	intransitive
tanskantaa	V_HUONONTAA	intransitive
tanssahdella	V_TIPAHDELLA	intransitive
tanssata	V_ARVATA	intransitive
tanssia	V_KOSIA	intransitive
tanssitella	V_SULATELLA	intransitive
tanssittaa	V_VIEROITTAA	intransitive
taottaa	V_VIEROITTAA	intransitive
tapahtua	V_ROHTUA	intransitive
tapailla	V_ARVAILLA	intransitive
tapattaa	V_VIEROITTAA	intransitive
tapella	V_TAPELLA	intransitive
tapetoida	V_KOPIOIDA	intransitive
tapisoida	V_KOPIOIDA	intransitive
tapittaa	V_VIEROITTAA	intransitive
tappaa	V_TAPPAA	intransitive
taputella	V_SULATELLA	intransitive
taputtaa	V_VIEROITTAA	intransitive
tarhata	V_ARVATA	intransitive
tariffoida	V_KOPIOIDA	intransitive
tarinoida	V_KOPIOIDA	intransitive
tarita	V_PALKITA	intransitive
tarjeta	V_ROHJETA	intransitive
tarjoilla	V_ARVAILLA	intransitive
tarjota	V_KARHUTA	intransitive
tarjouskilpailuttaa	V_VIEROITTAA	intransitive
tarjoutua	V_ROHTUA	intransitive
tarkastaa	V_MUTRISTAA	intransitive
tarkastella	V_ETUILLA	intransitive
tarkastuttaa	V_VIEROITTAA	intransitive
tarkata	V_MORKATA	intransitive
tarkentaa	V_HUONONTAA	intransitive
tarkentua	V_VAKAANTUA	intransitive
tarkistaa	V_MUTRISTAA	intransitive
tarkistuttaa	V_VIEROITTAA	intransitive
tarkkailla	V_ARVAILLA	intransitive
tarkkuuttaa	V_VIEROITTAA	intransitive
tarkoittaa	V_VIEROITTAA	intransitive
tarkoituksenmukaistaa	V_MUTRISTAA	intransitive
tarkoituksenmukaistua	V_KAUNISTUA	intransitive
tarpoa	V_SILPOA	intransitive
tarrata	V_ARVATA	intransitive
tarrautua	V_ROHTUA	intransitive
tarttua	V_HERMOTTUA	intransitive
tartuttaa	V_VIEROITTAA	intransitive
tarvita	V_PALKITA	intransitive
tasaannuttaa	V_VIEROITTAA	intransitive
tasaantua	V_VAKAANTUA	intransitive
tasa-arvoistaa	V_MUTRISTAA	intransitive
tasa-arvoistua	V_KAUNISTUA	intransitive
tasapainoilla	V_ARVAILLA	intransitive
tasapainotella	V_SULATELLA	intransitive
tasapainottaa	V_VIEROITTAA	intransitive
tasapainottua	V_HERMOTTUA	intransitive
tasapuolistaa	V_MUTRISTAA	intransitive
tasapuolistua	V_KAUNISTUA	intransitive
tasapäistää	V_KIVISTÄÄ	intransitive
tasasuunnata	V_SUUNNATA	intransitive
tasata	V_ARVATA	intransitive
tasauttaa	V_VIEROITTAA	intransitive
tasautua	V_ROHTUA	intransitive
tasavertaistaa	V_MUTRISTAA	intransitive
tasoitella	V_SULATELLA	intransitive
tasoittaa	V_VIEROITTAA	intransitive
tasoittua	V_HERMOTTUA	intransitive
tasoleikata	V_MORKATA	intransitive
tasouttaa	V_VIEROITTAA	intransitive
tassutella	V_SULATELLA	intransitive
tassuttaa	V_VIEROITTAA	intransitive
tatuoida	V_KOPIOIDA	intransitive
tatuoittaa	V_VIEROITTAA	intransitive
taulukoida	V_KOPIOIDA	intransitive
tauota	V_KAIKOTA	intransitive
tauottaa	V_VIEROITTAA	intransitive
taustaa	V_MUTRISTAA	intransitive
taustavalottaa	V_VIEROITTAA	intransitive
taustoittaa	V_VIEROITTAA	intransitive
tavailla	V_ARVAILLA	intransitive
tavata	V_ARVATA	intransitive
tavata	V_KAIVATA	intransitive
tavoitella	V_SULATELLA	intransitive
tavoittaa	V_VIEROITTAA	intransitive
tavuttaa	V_VIEROITTAA	intransitive
tavuttua	V_HERMOTTUA	intransitive
teemoittaa	V_VIEROITTAA	intransitive
teeskellä	V_ÄKSYILLÄ	intransitive
teeskennellä	V_KÄÄNNELLÄ	intransitive
teettää	V_RÄPSYTTÄÄ	intransitive
teetättää	V_RÄPSYTTÄÄ	intransitive
tehdasmaistua	V_KAUNISTUA	intransitive
tehdä	V_NÄHDÄ	intransitive
tehostaa	V_MUTRISTAA	intransitive
tehostua	V_KAUNISTUA	intransitive
tehota	V_KARHUTA	intransitive
tehottaa	V_VIEROITTAA	intransitive
tehtailla	V_ARVAILLA	intransitive
teikaroida	V_MELLAKOIDA	intransitive
teikata	V_MORKATA	intransitive
teilata	V_ARVATA	intransitive
teipata	V_SIEPATA	intransitive
teititellä	V_HERÄTELLÄ	intransitive
tekaista	V_MARISTA	intransitive
tekeytyä	V_SILIYTYÄ	intransitive
teknistyä	V_ÄLLISTYÄ	intransitive
teknistää	V_KIVISTÄÄ	intransitive
tekolumettaa	V_VIEROITTAA	intransitive
tekstata	V_ARVATA	intransitive
tekstintää	V_HIVENTÄÄ	intransitive
tekstittää	V_RÄPSYTTÄÄ	intransitive
teksturoida	V_KOPIOIDA	intransitive
telakoida	V_KOPIOIDA	intransitive
telakoitua	V_ROHTUA	intransitive
telata	V_ARVATA	intransitive
teleportata	V_LUNTATA	intransitive
televisioida	V_KOPIOIDA	intransitive
teljetä	V_ILJETÄ	intransitive
telmiä	V_RYSKIÄ	intransitive
telmätä	V_YNNÄTÄ	intransitive
telmää	V_ÄHKÄÄ	intransitive
teloa	V_PUNOA	intransitive
teloittaa	V_VIEROITTAA	intransitive
teloituttaa	V_VIEROITTAA	intransitive
telttailla	V_ARVAILLA	intransitive
temmata	V_TEMMATA	intransitive
temmeltää	V_VIHELTÄÄ	intransitive
tempaantua	V_VAKAANTUA	intransitive
tempaista	V_MARISTA	intransitive
tempautua	V_ROHTUA	intransitive
temperoida	V_KOPIOIDA	intransitive
tempoa	V_TEMPOA	intransitive
tempoilla	V_ARVAILLA	intransitive
temppuilla	V_ETUILLA	intransitive
tenderöidä	V_ÖYKKÄRÖIDÄ	intransitive
tenhota	V_KARHUTA	intransitive
tentata	V_LUNTATA	intransitive
tenttiä	V_MIETTIÄ	intransitive
tenutella	V_SULATELLA	intransitive
tenätä	V_YNNÄTÄ	intransitive
teollistaa	V_MUTRISTAA	intransitive
teollistua	V_KAUNISTUA	intransitive
teologisoida	V_KOPIOIDA	intransitive
teoretisoida	V_KOPIOIDA	intransitive
teorioida	V_KOPIOIDA	intransitive
tepastella	V_ETUILLA	intransitive
tepsiä	V_RYSKIÄ	intransitive
tepsutella	V_SULATELLA	intransitive
tepsuttaa	V_VIEROITTAA	intransitive
terapoida	V_KOPIOIDA	intransitive
terhennellä	V_KÄÄNNELLÄ	intransitive
terittää	V_RÄPSYTTÄÄ	intransitive
termentää	V_HIVENTÄÄ	intransitive
terminoida	V_KOPIOIDA	intransitive
teroittaa	V_VIEROITTAA	intransitive
teroittua	V_HERMOTTUA	intransitive
terrorisoida	V_KOPIOIDA	intransitive
tervaantua	V_VAKAANTUA	intransitive
tervata	V_ARVATA	intransitive
tervautua	V_ROHTUA	intransitive
tervehdyttää	V_RÄPSYTTÄÄ	intransitive
tervehtiä	V_EHTIÄ	intransitive
tervehtyä	V_SILIYTYÄ	intransitive
tervehtää	V_YSKÄHTÄÄ	intransitive
terveystarkastaa	V_MUTRISTAA	intransitive
terveyttää	V_RÄPSYTTÄÄ	intransitive
terästyä	V_ÄLLISTYÄ	intransitive
terästäytyä	V_SILIYTYÄ	intransitive
terästää	V_KIVISTÄÄ	intransitive
terävöittää	V_RÄPSYTTÄÄ	intransitive
terävöityä	V_SILIYTYÄ	intransitive
testamentata	V_LUNTATA	intransitive
testata	V_ARVATA	intransitive
testauttaa	V_VIEROITTAA	intransitive
teuhata	V_ARVATA	intransitive
teurastaa	V_MUTRISTAA	intransitive
teutaroida	V_KOPIOIDA	intransitive
tiedoksiantaa	V_KANTAA	intransitive
tiedostaa	V_MUTRISTAA	intransitive
tiedostua	V_KAUNISTUA	intransitive
tiedotella	V_SULATELLA	intransitive
tiedottaa	V_VIEROITTAA	intransitive
tiedustaa	V_MUTRISTAA	intransitive
tiedustella	V_ETUILLA	intransitive
tienailla	V_ARVAILLA	intransitive
tienata	V_ARVATA	intransitive
tieteellistyä	V_ÄLLISTYÄ	intransitive
tieteellistää	V_KIVISTÄÄ	intransitive
tieteillä	V_ÄKSYILLÄ	intransitive
tietokoneistaa	V_MUTRISTAA	intransitive
tietokoneistua	V_KAUNISTUA	intransitive
tietoliikennöidä	V_ISÄNNÖIDÄ	intransitive
tietää	V_TIETÄÄ	intransitive
tihentyä	V_TYHJENTYÄ	intransitive
tihentää	V_HIVENTÄÄ	intransitive
tihertää	V_NÄPERTÄÄ	intransitive
tihetä	V_VÄHETÄ	intransitive
tihkua	V_KAUNISTUA	intransitive
tihkuta	V_KARHUTA	intransitive
tihkuttaa	V_VIEROITTAA	intransitive
tihutella	V_SULATELLA	intransitive
tihuttaa	V_VIEROITTAA	intransitive
tihuuttaa	V_VIEROITTAA	intransitive
tiiata	V_ARVATA	intransitive
tiimeltää	V_VIHELTÄÄ	intransitive
tiinehtiä	V_EHTIÄ	intransitive
tiinehtyä	V_SILIYTYÄ	intransitive
tiinehtää	V_YSKÄHTÄÄ	intransitive
tiineyttää	V_RÄPSYTTÄÄ	intransitive
tiirailla	V_ARVAILLA	intransitive
tiirata	V_ARVATA	intransitive
tiirikoida	V_KOPIOIDA	intransitive
tiivistyä	V_ÄLLISTYÄ	intransitive
tiivistää	V_KIVISTÄÄ	intransitive
tikahtua	V_ROHTUA	intransitive
tikata	V_MORKATA	intransitive
tikittää	V_RÄPSYTTÄÄ	intransitive
tilastoida	V_KOPIOIDA	intransitive
tilata	V_ARVATA	intransitive
tilittää	V_RÄPSYTTÄÄ	intransitive
tiliöidä	V_ÖYKKÄRÖIDÄ	intransitive
tilkitä	V_MERKITÄ	intransitive
tillittää	V_RÄPSYTTÄÄ	intransitive
tinata	V_ARVATA	intransitive
tingata	V_VONGATA	intransitive
tinkiä	V_MÖNKIÄ	intransitive
tintata	V_LUNTATA	intransitive
tipahdella	V_TIPAHDELLA	intransitive
tipahtaa	V_MOJAHTAA	intransitive
tipauttaa	V_VIEROITTAA	intransitive
tipotella	V_SULATELLA	intransitive
tipottaa	V_VIEROITTAA	intransitive
tippua	V_LOPPUA	intransitive
tipsuttaa	V_VIEROITTAA	intransitive
tiputella	V_SULATELLA	intransitive
tiputtaa	V_VIEROITTAA	intransitive
tirahdella	V_TIPAHDELLA	intransitive
tirahtaa	V_MOJAHTAA	intransitive
tirauttaa	V_VIEROITTAA	intransitive
tiristä	V_ÄRISTÄ	intransitive
tiristää	V_KIVISTÄÄ	intransitive
tirkistellä	V_ÄKSYILLÄ	intransitive
tirkistää	V_KIVISTÄÄ	intransitive
tirskahdella	V_TIPAHDELLA	intransitive
tirskahtaa	V_MOJAHTAA	intransitive
tirskauttaa	V_VIEROITTAA	intransitive
tirskua	V_KAUNISTUA	intransitive
tirskutella	V_SULATELLA	intransitive
tirskuttaa	V_VIEROITTAA	intransitive
tirsua	V_KAUNISTUA	intransitive
tiskata	V_ARVATA	intransitive
tislaantua	V_VAKAANTUA	intransitive
tislata	V_ARVATA	intransitive
tislautua	V_ROHTUA	intransitive
tissutella	V_SULATELLA	intransitive
tissutella	V_ETUILLA	intransitive
tissuttaa	V_VIEROITTAA	intransitive
titrata	V_ARVATA	intransitive
tituleerata	V_ARVATA	intransitive
tituloida	V_KOPIOIDA	intransitive
tiuhentaa	V_HUONONTAA	intransitive
tiuhentua	V_VAKAANTUA	intransitive
tiuheta	V_KARHETA	intransitive
tiukata	V_MORKATA	intransitive
tiukentaa	V_HUONONTAA	intransitive
tiukentua	V_VAKAANTUA	intransitive
tiuketa	V_NIUKETA	intransitive
tiukkua	V_NUOKKUA	intransitive
tiuskahdella	V_TIPAHDELLA	intransitive
tiuskaista	V_MARISTA	intransitive
tiuskia	V_KOSIA	intransitive
tivata	V_ARVATA	intransitive
todellistaa	V_MUTRISTAA	intransitive
todellistua	V_KAUNISTUA	intransitive
todentaa	V_HUONONTAA	intransitive
todentua	V_VAKAANTUA	intransitive
todeta	V_TODETA	intransitive
todistaa	V_MUTRISTAA	intransitive
todistella	V_ETUILLA	intransitive
todistua	V_KAUNISTUA	intransitive
todistuttaa	V_VIEROITTAA	intransitive
toeta	V_NIUKETA	intransitive
toheloida	V_KOPIOIDA	intransitive
toheltaa	V_SIVALTAA	intransitive
tohista	V_MARISTA	intransitive
tohtia	V_AHNEHTIA	intransitive
tohtoroida	V_KOPIOIDA	intransitive
tohtoroitua	V_ROHTUA	intransitive
toikkaroida	V_KOPIOIDA	intransitive
toilailla	V_ARVAILLA	intransitive
toimeenpanna	V_PANNA	intransitive
toimeksiantaa	V_KANTAA	intransitive
toimia	V_KOSIA	intransitive
toimitella	V_SULATELLA	intransitive
toimittaa	V_VIEROITTAA	intransitive
toimituttaa	V_VIEROITTAA	intransitive
tointua	V_VAKAANTUA	intransitive
toipua	V_HIIPUA	intransitive
toisintaa	V_HUONONTAA	intransitive
toistaa	V_MUTRISTAA	intransitive
toistella	V_ETUILLA	intransitive
toistua	V_KAUNISTUA	intransitive
toitottaa	V_VIEROITTAA	intransitive
toivoa	V_PUNOA	intransitive
toivotella	V_SULATELLA	intransitive
toivottaa	V_VIEROITTAA	intransitive
tojia	V_KOSIA	intransitive
tokaista	V_MARISTA	intransitive
toljailla	V_ARVAILLA	intransitive
toljottaa	V_VIEROITTAA	intransitive
tolkuttaa	V_VIEROITTAA	intransitive
tollottaa	V_VIEROITTAA	intransitive
tomuta	V_KARHUTA	intransitive
tomuttaa	V_VIEROITTAA	intransitive
tomuttua	V_HERMOTTUA	intransitive
tonkia	V_ONKIA	intransitive
tontittaa	V_VIEROITTAA	intransitive
tonttuilla	V_ETUILLA	intransitive
topata	V_SIEPATA	intransitive
toppuutella	V_SULATELLA	intransitive
toppuuttaa	V_VIEROITTAA	intransitive
torailla	V_ARVAILLA	intransitive
torata	V_ARVATA	intransitive
torjua	V_KAUNISTUA	intransitive
torkahdella	V_TIPAHDELLA	intransitive
torkahtaa	V_MOJAHTAA	intransitive
torkkua	V_NUOKKUA	intransitive
tornittaa	V_VIEROITTAA	intransitive
torpedoida	V_KOPIOIDA	intransitive
torua	V_KAUNISTUA	intransitive
torveilla	V_ETUILLA	intransitive
tosittaa	V_VIEROITTAA	intransitive
totella	V_SULATELLA	intransitive
toteuttaa	V_VIEROITTAA	intransitive
toteutua	V_ROHTUA	intransitive
totota	V_KARHUTA	intransitive
tottua	V_HERMOTTUA	intransitive
totutella	V_SULATELLA	intransitive
totuttaa	V_VIEROITTAA	intransitive
totuttautua	V_ROHTUA	intransitive
touhottaa	V_VIEROITTAA	intransitive
touhuilla	V_ETUILLA	intransitive
touhuta	V_KARHUTA	intransitive
trahteerata	V_ARVATA	intransitive
trampata	V_SIEPATA	intransitive
transaminoida	V_KOPIOIDA	intransitive
transeerata	V_ARVATA	intransitive
transformoida	V_KOPIOIDA	intransitive
transistoroida	V_KOPIOIDA	intransitive
transkriboida	V_KOPIOIDA	intransitive
translatoida	V_KOPIOIDA	intransitive
translitteroida	V_KOPIOIDA	intransitive
transmittoida	V_KOPIOIDA	intransitive
transplantoida	V_KOPIOIDA	intransitive
transponoida	V_KOPIOIDA	intransitive
transponoitua	V_ROHTUA	intransitive
trassata	V_ARVATA	intransitive
trasseerata	V_ARVATA	intransitive
traumatisoida	V_KOPIOIDA	intransitive
treenaantua	V_VAKAANTUA	intransitive
treenata	V_ARVATA	intransitive
treffata	V_ARVATA	intransitive
trepanoida	V_KOPIOIDA	intransitive
trimmata	V_ARVATA	intransitive
triviaalistaa	V_MUTRISTAA	intransitive
trivialisoida	V_KOPIOIDA	intransitive
trokata	V_ARVATA	intransitive
troolata	V_ARVATA	intransitive
trustiutua	V_ROHTUA	intransitive
truutata	V_LUNTATA	intransitive
tsekata	V_MORKATA	intransitive
tsempata	V_SIEPATA	intransitive
tsiigata	V_ARVATA	intransitive
tsiikata	V_ARVATA	intransitive
tuftata	V_ARVATA	intransitive
tuhahdella	V_TIPAHDELLA	intransitive
tuhahtaa	V_MOJAHTAA	intransitive
tuhatkertaistaa	V_MUTRISTAA	intransitive
tuhatkertaistua	V_KAUNISTUA	intransitive
tuhauttaa	V_VIEROITTAA	intransitive
tuherrella	V_NAKERRELLA	intransitive
tuhertaa	V_KUHERTAA	intransitive
tuhista	V_MARISTA	intransitive
tuhistaa	V_MUTRISTAA	intransitive
tuhisuttaa	V_VIEROITTAA	intransitive
tuhkata	V_ARVATA	intransitive
tuhkauttaa	V_VIEROITTAA	intransitive
tuhlaantua	V_VAKAANTUA	intransitive
tuhlailla	V_ARVAILLA	intransitive
tuhlata	V_ARVATA	intransitive
tuhlautua	V_ROHTUA	intransitive
tuhmeta	V_KARHETA	intransitive
tuhopolttaa	V_VIEROITTAA	intransitive
tuhota	V_KARHUTA	intransitive
tuhoutua	V_ROHTUA	intransitive
tuhraantua	V_VAKAANTUA	intransitive
tuhrata	V_ARVATA	intransitive
tuhrautua	V_ROHTUA	intransitive
tuhria	V_KOSIA	intransitive
tuhriintua	V_VAKAANTUA	intransitive
tuhriutua	V_ROHTUA	intransitive
tuhutella	V_SULATELLA	intransitive
tuhuttaa	V_VIEROITTAA	intransitive
tuhuuttaa	V_VIEROITTAA	intransitive
tuijotella	V_SULATELLA	intransitive
tuijottaa	V_VIEROITTAA	intransitive
tuikahdella	V_TIPAHDELLA	intransitive
tuikahtaa	V_MOJAHTAA	intransitive
tuikata	V_MORKATA	intransitive
tuikehtia	V_AHNEHTIA	intransitive
tuikkaa	V_TUIKKAA	intransitive
tuikkia	V_KUKKIA	intransitive
tuikuttaa	V_VIEROITTAA	intransitive
tuimentaa	V_HUONONTAA	intransitive
tuimentua	V_VAKAANTUA	intransitive
tuimeta	V_KARHETA	intransitive
tuimistaa	V_MUTRISTAA	intransitive
tuimistua	V_KAUNISTUA	intransitive
tuiskahdella	V_TIPAHDELLA	intransitive
tuiskahtaa	V_MOJAHTAA	intransitive
tuiskia	V_KOSIA	intransitive
tuiskuta	V_KARHUTA	intransitive
tuiskuttaa	V_VIEROITTAA	intransitive
tuittuilla	V_ETUILLA	intransitive
tuiverrella	V_NAKERRELLA	intransitive
tuivertaa	V_KUHERTAA	intransitive
tukahduttaa	V_VIEROITTAA	intransitive
tukahtua	V_ROHTUA	intransitive
tukaloitua	V_ROHTUA	intransitive
tukea	V_PUKEA	intransitive
tukehduttaa	V_VIEROITTAA	intransitive
tukehtua	V_ROHTUA	intransitive
tuketa	V_POIKETA	intransitive
tukeutua	V_ROHTUA	intransitive
tukevoitua	V_ROHTUA	intransitive
tukistaa	V_MUTRISTAA	intransitive
tukityöllistää	V_KIVISTÄÄ	intransitive
tukkeentua	V_VAKAANTUA	intransitive
tukkeuttaa	V_VIEROITTAA	intransitive
tukkeutua	V_ROHTUA	intransitive
tukkia	V_KUKKIA	intransitive
tukkiintua	V_VAKAANTUA	intransitive
tuleennuttaa	V_VIEROITTAA	intransitive
tuleentua	V_VAKAANTUA	intransitive
tulehduttaa	V_VIEROITTAA	intransitive
tulehtua	V_ROHTUA	intransitive
tulistaa	V_MUTRISTAA	intransitive
tulistua	V_KAUNISTUA	intransitive
tulistuttaa	V_VIEROITTAA	intransitive
tulittaa	V_VIEROITTAA	intransitive
tulkata	V_MORKATA	intransitive
tulkita	V_PALKITA	intransitive
tulla	V_TULLA	intransitive
tullata	V_ARVATA	intransitive
tullauttaa	V_VIEROITTAA	intransitive
tullitarkastaa	V_MUTRISTAA	intransitive
tulostaa	V_MUTRISTAA	intransitive
tulostua	V_KAUNISTUA	intransitive
tulouttaa	V_VIEROITTAA	intransitive
tulpata	V_SIEPATA	intransitive
tulpita	V_PALKITA	intransitive
tulpittaa	V_VIEROITTAA	intransitive
tulppautua	V_ROHTUA	intransitive
tulvahdella	V_TIPAHDELLA	intransitive
tulvahtaa	V_MOJAHTAA	intransitive
tulvehtia	V_AHNEHTIA	intransitive
tulvia	V_KOSIA	intransitive
tummentaa	V_HUONONTAA	intransitive
tummentua	V_VAKAANTUA	intransitive
tummeta	V_KARHETA	intransitive
tummua	V_KAUNISTUA	intransitive
tumpata	V_SIEPATA	intransitive
tumpeloida	V_KOPIOIDA	intransitive
tunaroida	V_KOPIOIDA	intransitive
tungeksia	V_KOSIA	intransitive
tungeta	V_TUNGETA	intransitive
tungetella	V_SULATELLA	intransitive
tungettaa	V_VIEROITTAA	intransitive
tunkea	V_TUNKEA	intransitive
tunkeilla	V_ETUILLA	intransitive
tunkeutua	V_ROHTUA	intransitive
tunkkaantua	V_VAKAANTUA	intransitive
tunkkautua	V_ROHTUA	intransitive
tunnelmoida	V_KOPIOIDA	intransitive
tunneloida	V_KOPIOIDA	intransitive
tunnestautua	V_ROHTUA	intransitive
tunnistaa	V_MUTRISTAA	intransitive
tunnistautua	V_ROHTUA	intransitive
tunnistua	V_KAUNISTUA	intransitive
tunnustaa	V_MUTRISTAA	intransitive
tunnustautua	V_ROHTUA	intransitive
tunnustella	V_ETUILLA	intransitive
tunnuttaa	V_VIEROITTAA	intransitive
tuntea	V_TUNTEA	intransitive
tunteilla	V_ETUILLA	intransitive
tuntua	V_VAKAANTUA	intransitive
tuoda	V_TUODA	intransitive
tuohduttaa	V_VIEROITTAA	intransitive
tuohestaa	V_MUTRISTAA	intransitive
tuohia	V_KOSIA	intransitive
tuohtua	V_ROHTUA	intransitive
tuoksahdella	V_TIPAHDELLA	intransitive
tuoksahtaa	V_MOJAHTAA	intransitive
tuoksua	V_KAUNISTUA	intransitive
tuoksuta	V_KARHUTA	intransitive
tuoksuttaa	V_VIEROITTAA	intransitive
tuomita	V_PALKITA	intransitive
tuoresuolata	V_ARVATA	intransitive
tuoreuttaa	V_VIEROITTAA	intransitive
tuoreutua	V_ROHTUA	intransitive
tuotattaa	V_VIEROITTAA	intransitive
tuottaa	V_VIEROITTAA	intransitive
tuotteistaa	V_MUTRISTAA	intransitive
tuotteistua	V_KAUNISTUA	intransitive
tupakoida	V_MELLAKOIDA	intransitive
tupastaa	V_MUTRISTAA	intransitive
tupata	V_SIEPATA	intransitive
tupeerata	V_ARVATA	intransitive
tupeksia	V_KOSIA	intransitive
tuplaantua	V_VAKAANTUA	intransitive
tuplata	V_ARVATA	intransitive
tuppaantua	V_VAKAANTUA	intransitive
tuppautua	V_ROHTUA	intransitive
tuppeutua	V_ROHTUA	intransitive
tuprahdella	V_TIPAHDELLA	intransitive
tuprahtaa	V_MOJAHTAA	intransitive
tuprauttaa	V_VIEROITTAA	intransitive
tupruta	V_KARHUTA	intransitive
tuprutella	V_SULATELLA	intransitive
tupruttaa	V_VIEROITTAA	intransitive
tupsahtaa	V_MOJAHTAA	intransitive
tupsuttaa	V_VIEROITTAA	intransitive
tuputtaa	V_VIEROITTAA	intransitive
turhaantua	V_VAKAANTUA	intransitive
turhauttaa	V_VIEROITTAA	intransitive
turhautua	V_ROHTUA	intransitive
turhentaa	V_HUONONTAA	intransitive
turinoida	V_KOPIOIDA	intransitive
turista	V_MARISTA	intransitive
turistaa	V_MUTRISTAA	intransitive
turkistaa	V_MUTRISTAA	intransitive
turmella	V_ETUILLA	intransitive
turmeltua	V_HUMALTUA	intransitive
turnailla	V_ARVAILLA	intransitive
turnata	V_ARVATA	intransitive
turruttaa	V_VIEROITTAA	intransitive
turskahtaa	V_MOJAHTAA	intransitive
turskata	V_ARVATA	intransitive
turskua	V_KAUNISTUA	intransitive
tursua	V_KAUNISTUA	intransitive
tursuta	V_KARHUTA	intransitive
turtua	V_PUSERTUA	intransitive
turvallistaa	V_MUTRISTAA	intransitive
turvaluokitella	V_SULATELLA	intransitive
turvamerkitä	V_MERKITÄ	intransitive
turvasertifioida	V_KOPIOIDA	intransitive
turvata	V_ARVATA	intransitive
turvatarkastaa	V_MUTRISTAA	intransitive
turvautua	V_ROHTUA	intransitive
turvavalvoa	V_PUNOA	intransitive
turvettua	V_HERMOTTUA	intransitive
turvota	V_KIRVOTA	intransitive
turvottaa	V_VIEROITTAA	intransitive
turvottua	V_HERMOTTUA	intransitive
tuskaannuttaa	V_VIEROITTAA	intransitive
tuskaantua	V_VAKAANTUA	intransitive
tuskailla	V_ARVAILLA	intransitive
tuskastua	V_KAUNISTUA	intransitive
tuskastuttaa	V_VIEROITTAA	intransitive
tuskautua	V_ROHTUA	intransitive
tuskitella	V_SULATELLA	intransitive
tussahtaa	V_MOJAHTAA	intransitive
tussata	V_ARVATA	intransitive
tutia	V_KOSIA	intransitive
tutista	V_MARISTA	intransitive
tutisuttaa	V_VIEROITTAA	intransitive
tutkailla	V_ARVAILLA	intransitive
tutkata	V_ARVATA	intransitive
tutkia	V_KOSIA	intransitive
tutkiskella	V_ETUILLA	intransitive
tutkistella	V_ETUILLA	intransitive
tutkittaa	V_VIEROITTAA	intransitive
tutkituttaa	V_VIEROITTAA	intransitive
tutua	V_KAUNISTUA	intransitive
tutustaa	V_MUTRISTAA	intransitive
tutustella	V_ETUILLA	intransitive
tutustua	V_KAUNISTUA	intransitive
tutustuttaa	V_VIEROITTAA	intransitive
tuuditella	V_SULATELLA	intransitive
tuudittaa	V_VIEROITTAA	intransitive
tuudittautua	V_ROHTUA	intransitive
tuuhentaa	V_HUONONTAA	intransitive
tuuhentua	V_VAKAANTUA	intransitive
tuuheta	V_KARHETA	intransitive
tuuhettua	V_HERMOTTUA	intransitive
tuuheutua	V_ROHTUA	intransitive
tuuhistua	V_KAUNISTUA	intransitive
tuulahdella	V_TIPAHDELLA	intransitive
tuulahtaa	V_MOJAHTAA	intransitive
tuulastaa	V_MUTRISTAA	intransitive
tuuleentua	V_VAKAANTUA	intransitive
tuuletella	V_SULATELLA	intransitive
tuulettaa	V_VIEROITTAA	intransitive
tuulettua	V_HERMOTTUA	intransitive
tuulla	V_ETUILLA	intransitive
tuultaa	V_SIVALTAA	intransitive
tuultua	V_HUMALTUA	intransitive
tuumailla	V_ARVAILLA	intransitive
tuumata	V_ARVATA	intransitive
tuumia	V_KOSIA	intransitive
