lemma	new_para	argument
interreilata	V_ARVATA	intransitive
intervenoida	V_KOPIOIDA	intransitive
intoilla	V_ARVAILLA	intransitive
intoutua	V_ROHTUA	intransitive
intrigoida	V_KOPIOIDA	intransitive
inttää	V_RÄPSYTTÄÄ	intransitive
intuboida	V_KOPIOIDA	intransitive
invalidisoida	V_KOPIOIDA	intransitive
invalidisoitua	V_ROHTUA	intransitive
invalidoida	V_KOPIOIDA	intransitive
invalidoitua	V_ROHTUA	intransitive
inventoida	V_KOPIOIDA	intransitive
invertoida	V_KOPIOIDA	intransitive
investoida	V_KOPIOIDA	intransitive
ionisoida	V_KOPIOIDA	intransitive
ionisoitua	V_ROHTUA	intransitive
ionoida	V_KOPIOIDA	intransitive
ionoitua	V_ROHTUA	intransitive
irkata	V_MORKATA	intransitive
irkkailla	V_ARVAILLA	intransitive
ironisoida	V_KOPIOIDA	intransitive
irroittaa	V_VIEROITTAA	intransitive
irrota	V_IRROTA	intransitive
irrotella	V_SULATELLA	intransitive
irrottaa	V_VIEROITTAA	intransitive
irrottautua	V_ROHTUA	intransitive
irrottua	V_HERMOTTUA	intransitive
irstailla	V_ARVAILLA	intransitive
irtaantua	V_VAKAANTUA	intransitive
irtautua	V_ROHTUA	intransitive
irtisanoa	V_PUNOA	intransitive
irtisanoutua	V_ROHTUA	intransitive
irvailla	V_ARVAILLA	intransitive
irvata	V_ARVATA	intransitive
irvistellä	V_ÄKSYILLÄ	intransitive
irvistyttää	V_RÄPSYTTÄÄ	intransitive
irvistää	V_KIVISTÄÄ	intransitive
irviä	V_RYSKIÄ	intransitive
iskettää	V_RÄPSYTTÄÄ	intransitive
iskeytyä	V_SILIYTYÄ	intransitive
iskeä	V_KYTKEÄ	intransitive
iskostaa	V_MUTRISTAA	intransitive
iskostua	V_KAUNISTUA	intransitive
iskukuumentaa	V_HUONONTAA	intransitive
iskuttaa	V_VIEROITTAA	intransitive
islamisoida	V_KOPIOIDA	intransitive
isoloida	V_KOPIOIDA	intransitive
isoloitua	V_ROHTUA	intransitive
isomerisoida	V_KOPIOIDA	intransitive
isomeroida	V_KOPIOIDA	intransitive
isomeroitua	V_ROHTUA	intransitive
isontaa	V_HUONONTAA	intransitive
isontua	V_VAKAANTUA	intransitive
isota	V_KARHETA	intransitive
isota	V_KARHUTA	intransitive
isotella	V_SULATELLA	intransitive
istahtaa	V_MOJAHTAA	intransitive
istua	V_KAUNISTUA	intransitive
istuksia	V_KOSIA	intransitive
istuskella	V_ETUILLA	intransitive
istuttaa	V_VIEROITTAA	intransitive
istuutua	V_ROHTUA	intransitive
isännöidä	V_ISÄNNÖIDÄ	intransitive
iteroida	V_KOPIOIDA	intransitive
itkeskellä	V_ÄKSYILLÄ	intransitive
itkettyä	V_KIVETTYÄ	intransitive
itkettää	V_RÄPSYTTÄÄ	intransitive
itketyttää	V_KIVISTÄÄ	intransitive
itkeä	V_KYTKEÄ	intransitive
itsenäistyttää	V_RÄPSYTTÄÄ	intransitive
itsenäistyä	V_ÄLLISTYÄ	intransitive
itsenäistää	V_KIVISTÄÄ	intransitive
itämaistaa	V_MUTRISTAA	intransitive
itää	V_YSKÄHTÄÄ	intransitive
ivailla	V_ARVAILLA	intransitive
ivata	V_ARVATA	intransitive
iätä	V_YÖKÄTÄ	intransitive
jaanata	V_ARVATA	intransitive
jaaritella	V_SULATELLA	intransitive
jaella	V_NAKELLA	intransitive
jahdata	V_JAHDATA	intransitive
jahkailla	V_ARVAILLA	intransitive
jahkata	V_ARVATA	intransitive
jahnata	V_ARVATA	intransitive
jakaa	V_VIRKKAA	intransitive
jakaantua	V_VAKAANTUA	intransitive
jakautua	V_ROHTUA	intransitive
jakotislata	V_ARVATA	intransitive
jakotislausstabiloida	V_KOPIOIDA	intransitive
jaksaa	V_KASVAA	intransitive
jaksella	V_ETUILLA	intransitive
jaksotella	V_SULATELLA	intransitive
jaksottaa	V_VIEROITTAA	intransitive
jaksottua	V_HERMOTTUA	intransitive
jalkauttaa	V_VIEROITTAA	intransitive
jalkautua	V_ROHTUA	intransitive
jallittaa	V_VIEROITTAA	intransitive
jaloitella	V_SULATELLA	intransitive
jaloittaa	V_VIEROITTAA	intransitive
jalontaa	V_HUONONTAA	intransitive
jalostaa	V_MUTRISTAA	intransitive
jalostua	V_KAUNISTUA	intransitive
jalostuttaa	V_VIEROITTAA	intransitive
jalustaa	V_MUTRISTAA	intransitive
jammailla	V_ARVAILLA	intransitive
jammata	V_ARVATA	intransitive
jamoa	V_PUNOA	intransitive
jankata	V_MORKATA	intransitive
jankuttaa	V_VIEROITTAA	intransitive
janota	V_KARHUTA	intransitive
janottaa	V_VIEROITTAA	intransitive
jaotella	V_SULATELLA	intransitive
jaottaa	V_VIEROITTAA	intransitive
jarrutella	V_SULATELLA	intransitive
jarruttaa	V_VIEROITTAA	intransitive
jarruuntua	V_VAKAANTUA	intransitive
jatkaa	V_KASVAA	intransitive
jatkojalostaa	V_MUTRISTAA	intransitive
jatkokouluttaa	V_VIEROITTAA	intransitive
jatko-opiskella	V_ETUILLA	intransitive
jatkua	V_KAUNISTUA	intransitive
jauhaa	V_KASVAA	intransitive
jauhaantua	V_VAKAANTUA	intransitive
jauhattaa	V_VIEROITTAA	intransitive
jauhautua	V_ROHTUA	intransitive
jauhentaa	V_HUONONTAA	intransitive
jauhentua	V_VAKAANTUA	intransitive
jauhottaa	V_VIEROITTAA	intransitive
jeesata	V_ARVATA	intransitive
jeesustella	V_ETUILLA	intransitive
jekkuilla	V_ETUILLA	intransitive
jelpata	V_SIEPATA	intransitive
jelppiä	V_HYPPIÄ	intransitive
jemmata	V_ARVATA	intransitive
jengiytyä	V_SILIYTYÄ	intransitive
jermuilla	V_ETUILLA	intransitive
jiirata	V_ARVATA	intransitive
jippoilla	V_ARVAILLA	intransitive
jodioida	V_KOPIOIDA	intransitive
jodittaa	V_VIEROITTAA	intransitive
jodlata	V_ARVATA	intransitive
johdatella	V_SULATELLA	intransitive
johdattaa	V_VIEROITTAA	intransitive
johdonmukaistaa	V_MUTRISTAA	intransitive
johdottaa	V_VIEROITTAA	intransitive
johtaa	V_MOJAHTAA	intransitive
johtua	V_ROHTUA	intransitive
joiata	V_MORKATA	intransitive
joikata	V_MORKATA	intransitive
joikua	V_NUOKKUA	intransitive
jokellella	V_VAELLELLA	intransitive
jokeltaa	V_SIVALTAA	intransitive
jolkutella	V_SULATELLA	intransitive
jolkuttaa	V_VIEROITTAA	intransitive
jollei	X_51jollei	intransitive
jollotella	V_SULATELLA	intransitive
jollottaa	V_VIEROITTAA	intransitive
jomottaa	V_VIEROITTAA	intransitive
jongleerata	V_ARVATA	intransitive
jonottaa	V_VIEROITTAA	intransitive
jonotuttaa	V_VIEROITTAA	intransitive
jonouttaa	V_VIEROITTAA	intransitive
joogata	V_ARVATA	intransitive
jorata	V_ARVATA	intransitive
jorista	V_MARISTA	intransitive
jorottaa	V_VIEROITTAA	intransitive
jossitella	V_SULATELLA	intransitive
jottei	V_EI	intransitive
jouduttaa	V_VIEROITTAA	intransitive
joukkoraiskata	V_ARVATA	intransitive
jousittaa	V_VIEROITTAA	intransitive
joustaa	V_MUTRISTAA	intransitive
joustavoida	V_KOPIOIDA	intransitive
joustavoittaa	V_VIEROITTAA	intransitive
joutaa	V_MOJAHTAA	intransitive
joutua	V_ROHTUA	intransitive
judata	V_JAHDATA	intransitive
juhlaliputtaa	V_VIEROITTAA	intransitive
juhlia	V_KOSIA	intransitive
juhlistaa	V_MUTRISTAA	intransitive
jujuttaa	V_VIEROITTAA	intransitive
juksata	V_ARVATA	intransitive
julaista	V_MARISTA	intransitive
julistaa	V_MUTRISTAA	intransitive
julistautua	V_ROHTUA	intransitive
juljeta	V_HALJETA	intransitive
juljeta	V_ROHJETA	intransitive
julkaista	V_MARISTA	intransitive
julkaisuttaa	V_VIEROITTAA	intransitive
julkilausua	V_KAUNISTUA	intransitive
julkipanna	V_PANNA	intransitive
julkistaa	V_MUTRISTAA	intransitive
julkituoda	V_TUODA	intransitive
julmentaa	V_HUONONTAA	intransitive
julmeta	V_KARHETA	intransitive
julmistella	V_ETUILLA	intransitive
julmistua	V_KAUNISTUA	intransitive
jumaloida	V_KOPIOIDA	intransitive
jumiintua	V_VAKAANTUA	intransitive
jumittaa	V_VIEROITTAA	intransitive
jumittua	V_HERMOTTUA	intransitive
jumiuttaa	V_VIEROITTAA	intransitive
jumiutua	V_ROHTUA	intransitive
jumpata	V_SIEPATA	intransitive
jumppailla	V_ARVAILLA	intransitive
jumputtaa	V_VIEROITTAA	intransitive
junailla	V_ARVAILLA	intransitive
junnata	V_ARVATA	intransitive
juntata	V_LUNTATA	intransitive
juoda	V_TUODA	intransitive
juohtua	V_ROHTUA	intransitive
juoksennella	V_KOMENNELLA	intransitive
juoksettaa	V_VIEROITTAA	intransitive
juoksettua	V_HERMOTTUA	intransitive
juoksutella	V_SULATELLA	intransitive
juoksuttaa	V_VIEROITTAA	intransitive
juolahtaa	V_MOJAHTAA	intransitive
juonia	V_KOSIA	intransitive
juonitella	V_SULATELLA	intransitive
juontaa	V_HUONONTAA	intransitive
juontua	V_VAKAANTUA	intransitive
juopotella	V_SULATELLA	intransitive
juopua	V_HIIPUA	intransitive
juoruilla	V_ETUILLA	intransitive
juoruta	V_KARHUTA	intransitive
juosta	V_JUOSTA	intransitive
juottaa	V_VIEROITTAA	intransitive
juovittaa	V_VIEROITTAA	intransitive
juovuttaa	V_VIEROITTAA	intransitive
jupista	V_MARISTA	intransitive
juppiutua	V_ROHTUA	intransitive
jurnuttaa	V_VIEROITTAA	intransitive
juroa	V_PUNOA	intransitive
jurottaa	V_VIEROITTAA	intransitive
juroutua	V_ROHTUA	intransitive
jurppia	V_KALPPIA	intransitive
jurrata	V_ARVATA	intransitive
justeerata	V_ARVATA	intransitive
jutella	V_SULATELLA	intransitive
jutustaa	V_MUTRISTAA	intransitive
jutustella	V_ETUILLA	intransitive
jututtaa	V_VIEROITTAA	intransitive
juurehtia	V_AHNEHTIA	intransitive
juuria	V_KOSIA	intransitive
juurihoitaa	V_MOJAHTAA	intransitive
juurittaa	V_VIEROITTAA	intransitive
juurruttaa	V_VIEROITTAA	intransitive
juurtaa	V_KUHERTAA	intransitive
juurtua	V_PUSERTUA	intransitive
juustottua	V_HERMOTTUA	intransitive
juustouttaa	V_VIEROITTAA	intransitive
juustoutua	V_ROHTUA	intransitive
juuttua	V_HERMOTTUA	intransitive
jydätä	V_TÄHDÄTÄ	intransitive
jykertää	V_NÄPERTÄÄ	intransitive
jylhetä	V_VÄHETÄ	intransitive
jylhistyä	V_ÄLLISTYÄ	intransitive
jylistä	V_ÄRISTÄ	intransitive
jyllätä	V_YNNÄTÄ	intransitive
jylähtää	V_YSKÄHTÄÄ	intransitive
jymistä	V_ÄRISTÄ	intransitive
jymistää	V_KIVISTÄÄ	intransitive
jymähdellä	V_SÄPSÄHDELLÄ	intransitive
jymähtää	V_YSKÄHTÄÄ	intransitive
jymäytellä	V_HERÄTELLÄ	intransitive
jymäyttää	V_RÄPSYTTÄÄ	intransitive
jynssätä	V_YNNÄTÄ	intransitive
jyristellä	V_ÄKSYILLÄ	intransitive
jyristä	V_ÄRISTÄ	intransitive
jyristää	V_KIVISTÄÄ	intransitive
jyrisyttää	V_RÄPSYTTÄÄ	intransitive
jyrkentyä	V_TYHJENTYÄ	intransitive
jyrkentää	V_HIVENTÄÄ	intransitive
jyrketä	V_JYRKETÄ	intransitive
jyrkistyä	V_ÄLLISTYÄ	intransitive
jyrkistää	V_KIVISTÄÄ	intransitive
jyrrätä	V_YNNÄTÄ	intransitive
jyrsiä	V_RYSKIÄ	intransitive
jyrytä	V_SELVITÄ	intransitive
jyryyttää	V_RÄPSYTTÄÄ	intransitive
jyrähdellä	V_SÄPSÄHDELLÄ	intransitive
jyrähtää	V_YSKÄHTÄÄ	intransitive
jyrätä	V_YNNÄTÄ	intransitive
jyräyttää	V_RÄPSYTTÄÄ	intransitive
jyskiä	V_RYSKIÄ	intransitive
jyskytellä	V_HERÄTELLÄ	intransitive
jyskyttää	V_RÄPSYTTÄÄ	intransitive
jyskyä	V_ÄLLISTYÄ	intransitive
jyskähtää	V_YSKÄHTÄÄ	intransitive
jyskää	V_ÄHKÄÄ	intransitive
jysähdellä	V_SÄPSÄHDELLÄ	intransitive
jysähtää	V_YSKÄHTÄÄ	intransitive
jysäyttää	V_RÄPSYTTÄÄ	intransitive
jytistä	V_ÄRISTÄ	intransitive
jytistää	V_KIVISTÄÄ	intransitive
jytkyttää	V_RÄPSYTTÄÄ	intransitive
jytkähtää	V_YSKÄHTÄÄ	intransitive
jytyyttää	V_RÄPSYTTÄÄ	intransitive
jyvittää	V_RÄPSYTTÄÄ	intransitive
jyystää	V_KIVISTÄÄ	intransitive
jähmettyä	V_KIVETTYÄ	intransitive
jähmettää	V_RÄPSYTTÄÄ	intransitive
jähmetä	V_VÄHETÄ	intransitive
jäkälöityä	V_SILIYTYÄ	intransitive
jäkättää	V_RÄPSYTTÄÄ	intransitive
jäljentyä	V_TYHJENTYÄ	intransitive
jäljentää	V_HIVENTÄÄ	intransitive
jäljestää	V_KIVISTÄÄ	intransitive
jäljitellä	V_HERÄTELLÄ	intransitive
jäljittää	V_RÄPSYTTÄÄ	intransitive
jälkeenjäädä	V_JÄÄDÄ	intransitive
jälkiasentaa	V_HUONONTAA	intransitive
jälki-ilmoittautua	V_ROHTUA	intransitive
jälkikylvää	V_KIVISTÄÄ	intransitive
jälkikypsyttää	V_RÄPSYTTÄÄ	intransitive
jälkikypsyä	V_ÄLLISTYÄ	intransitive
jälkituleentua	V_VAKAANTUA	intransitive
jälkiäänittää	V_RÄPSYTTÄÄ	intransitive
jälleenlaivata	V_ARVATA	intransitive
jälleenmyydä	V_MYYDÄ	intransitive
jälleenrahoittaa	V_VIEROITTAA	intransitive
jälleenrakentaa	V_HUONONTAA	intransitive
jälleentuoda	V_TUODA	intransitive
jälleenvakuuttaa	V_VIEROITTAA	intransitive
jälleenvuokrata	V_ARVATA	intransitive
jämähtää	V_YSKÄHTÄÄ	intransitive
jämäköityä	V_SILIYTYÄ	intransitive
jänistää	V_KIVISTÄÄ	intransitive
jännittyä	V_KIVETTYÄ	intransitive
jännittää	V_RÄPSYTTÄÄ	intransitive
jännätä	V_YNNÄTÄ	intransitive
jäntevöidä	V_ÖYKKÄRÖIDÄ	intransitive
jäntevöittää	V_RÄPSYTTÄÄ	intransitive
jäntevöityä	V_SILIYTYÄ	intransitive
järeytyä	V_SILIYTYÄ	intransitive
järistä	V_ÄRISTÄ	intransitive
järisyttää	V_RÄPSYTTÄÄ	intransitive
järjestellä	V_ÄKSYILLÄ	intransitive
järjestelmällistää	V_KIVISTÄÄ	intransitive
järjestyä	V_ÄLLISTYÄ	intransitive
järjestäytyä	V_SILIYTYÄ	intransitive
järjestää	V_KIVISTÄÄ	intransitive
järkeillä	V_ÄKSYILLÄ	intransitive
järkeistyä	V_ÄLLISTYÄ	intransitive
järkeistää	V_KIVISTÄÄ	intransitive
järkevöityä	V_SILIYTYÄ	intransitive
järkiinnyttää	V_RÄPSYTTÄÄ	intransitive
järkiintyä	V_TYHJENTYÄ	intransitive
järkiperäistyä	V_ÄLLISTYÄ	intransitive
järkiperäistää	V_KIVISTÄÄ	intransitive
järkkyä	V_KÄRKKYÄ	intransitive
järkyttyä	V_KIVETTYÄ	intransitive
järkyttää	V_RÄPSYTTÄÄ	intransitive
järkähtää	V_YSKÄHTÄÄ	intransitive
järkätä	V_YÖKÄTÄ	intransitive
järsiä	V_RYSKIÄ	intransitive
järähdellä	V_SÄPSÄHDELLÄ	intransitive
järähtää	V_YSKÄHTÄÄ	intransitive
järäyttää	V_RÄPSYTTÄÄ	intransitive
jäsennellä	V_KÄÄNNELLÄ	intransitive
jäsentyä	V_TYHJENTYÄ	intransitive
jäsentää	V_HIVENTÄÄ	intransitive
jättäytyä	V_SILIYTYÄ	intransitive
jättää	V_RÄPSYTTÄÄ	intransitive
jätättää	V_RÄPSYTTÄÄ	intransitive
jäykentyä	V_TYHJENTYÄ	intransitive
jäykentää	V_HIVENTÄÄ	intransitive
jäyketä	V_JYRKETÄ	intransitive
jäykistellä	V_ÄKSYILLÄ	intransitive
jäykistyä	V_ÄLLISTYÄ	intransitive
jäykistää	V_KIVISTÄÄ	intransitive
jäystää	V_KIVISTÄÄ	intransitive
jäytää	V_YSKÄHTÄÄ	intransitive
jäädyttää	V_RÄPSYTTÄÄ	intransitive
jäädä	V_JÄÄDÄ	intransitive
jäähdytellä	V_HERÄTELLÄ	intransitive
jäähdyttää	V_RÄPSYTTÄÄ	intransitive
jäähtyä	V_SILIYTYÄ	intransitive
jäätiköityä	V_SILIYTYÄ	intransitive
jäätyä	V_SILIYTYÄ	intransitive
jäätää	V_YSKÄHTÄÄ	intransitive
jäävätä	V_YNNÄTÄ	intransitive
jököttää	V_RÄPSYTTÄÄ	intransitive
jöröttää	V_RÄPSYTTÄÄ	intransitive
kaadattaa	V_VIEROITTAA	intransitive
kaadella	V_TIPAHDELLA	intransitive
kaahailla	V_ARVAILLA	intransitive
kaahata	V_ARVATA	intransitive
kaakattaa	V_VIEROITTAA	intransitive
kaakeloida	V_KOPIOIDA	intransitive
kaakertaa	V_KUHERTAA	intransitive
kaalata	V_ARVATA	intransitive
kaapaista	V_MARISTA	intransitive
kaapata	V_SIEPATA	intransitive
kaapeloida	V_KOPIOIDA	intransitive
kaapia	V_RAAPIA	intransitive
kaaputtaa	V_VIEROITTAA	intransitive
kaareutua	V_ROHTUA	intransitive
kaarnoittua	V_HERMOTTUA	intransitive
kaarrella	V_NAKERRELLA	intransitive
kaartaa	V_SAARTAA	intransitive
kaartua	V_PUSERTUA	intransitive
kaasutella	V_SULATELLA	intransitive
kaasuttaa	V_VIEROITTAA	intransitive
kaasuttua	V_HERMOTTUA	intransitive
kaasuunnuttaa	V_VIEROITTAA	intransitive
kaasuuntua	V_VAKAANTUA	intransitive
kaataa	V_KAATAA	intransitive
kaatua	V_ROHTUA	intransitive
kaatuilla	V_ETUILLA	intransitive
kaavailla	V_ARVAILLA	intransitive
kaavamaistaa	V_MUTRISTAA	intransitive
kaavata	V_ARVATA	intransitive
kaaviloida	V_KOPIOIDA	intransitive
kaavioida	V_KOPIOIDA	intransitive
kaavoittaa	V_VIEROITTAA	intransitive
kaavoittua	V_HERMOTTUA	intransitive
kadehtia	V_AHNEHTIA	intransitive
kadota	V_VAAHDOTA	intransitive
kadottaa	V_VIEROITTAA	intransitive
kaduttaa	V_VIEROITTAA	intransitive
kahahtaa	V_MOJAHTAA	intransitive
kahakoida	V_KOPIOIDA	intransitive
kahdeksankertaistaa	V_MUTRISTAA	intransitive
kahdentaa	V_HUONONTAA	intransitive
kahdentua	V_VAKAANTUA	intransitive
kahinoida	V_KOPIOIDA	intransitive
kahista	V_MARISTA	intransitive
kahisuttaa	V_VIEROITTAA	intransitive
kahlata	V_ARVATA	intransitive
kahlehtia	V_AHNEHTIA	intransitive
kahlita	V_PALKITA	intransitive
kahmaista	V_MARISTA	intransitive
kahmia	V_KOSIA	intransitive
kahnata	V_ARVATA	intransitive
kahvitella	V_SULATELLA	intransitive
kahvittaa	V_VIEROITTAA	intransitive
kahvituttaa	V_VIEROITTAA	intransitive
kaihdella	V_TIPAHDELLA	intransitive
kaihertaa	V_KUHERTAA	intransitive
kaihota	V_KARHUTA	intransitive
kaihtaa	V_SATAA	intransitive
kaikaa	V_RAIKAA	intransitive
kaikota	V_KAIKOTA	intransitive
kaikua	V_NUOKKUA	intransitive
kailottaa	V_VIEROITTAA	intransitive
kainostella	V_ETUILLA	intransitive
kainostuttaa	V_VIEROITTAA	intransitive
kaipailla	V_ARVAILLA	intransitive
kairata	V_ARVATA	intransitive
kaita	V_PALKITA	intransitive
kaitafilmata	V_ARVATA	intransitive
kaitsea	V_SOTKEA	intransitive
kaiutella	V_SULATELLA	intransitive
kaiuttaa	V_VIEROITTAA	intransitive
kaivaa	V_KASVAA	intransitive
kaivata	V_KAIVATA	intransitive
kaivattaa	V_VIEROITTAA	intransitive
kaivauttaa	V_VIEROITTAA	intransitive
kaivautua	V_ROHTUA	intransitive
kaivella	V_ETUILLA	intransitive
kaiverruttaa	V_VIEROITTAA	intransitive
kaivertaa	V_KUHERTAA	intransitive
kajahdella	V_TIPAHDELLA	intransitive
kajahduttaa	V_VIEROITTAA	intransitive
kajahtaa	V_MOJAHTAA	intransitive
kajahuttaa	V_VIEROITTAA	intransitive
kajastaa	V_MUTRISTAA	intransitive
kajastella	V_ETUILLA	intransitive
kajastua	V_KAUNISTUA	intransitive
kajautella	V_SULATELLA	intransitive
kajauttaa	V_VIEROITTAA	intransitive
kajentaa	V_HUONONTAA	intransitive
kajota	V_KARHUTA	intransitive
kajottaa	V_VIEROITTAA	intransitive
kakaista	V_MARISTA	intransitive
kakata	V_MORKATA	intransitive
kakattaa	V_VIEROITTAA	intransitive
kakistaa	V_MUTRISTAA	intransitive
kakistella	V_ETUILLA	intransitive
kakkia	V_KUKKIA	intransitive
kakoa	V_TAKOA	intransitive
kaksikielistyä	V_ÄLLISTYÄ	intransitive
kaksinkertaistaa	V_MUTRISTAA	intransitive
kaksinkertaistua	V_KAUNISTUA	intransitive
kaksintaa	V_HUONONTAA	intransitive
kaksoisintegroida	V_KOPIOIDA	intransitive
kaksoisklikata	V_MORKATA	intransitive
kaksoismiehittää	V_RÄPSYTTÄÄ	intransitive
kaksoisnapsauttaa	V_VIEROITTAA	intransitive
kaksoisvärjätä	V_YNNÄTÄ	intransitive
kakuttaa	V_VIEROITTAA	intransitive
kalahdella	V_TIPAHDELLA	intransitive
kalahtaa	V_MOJAHTAA	intransitive
kalanteroida	V_KOPIOIDA	intransitive
kalastaa	V_MUTRISTAA	intransitive
kalastella	V_ETUILLA	intransitive
kalauttaa	V_VIEROITTAA	intransitive
kalibroida	V_KOPIOIDA	intransitive
kalista	V_MARISTA	intransitive
kalistaa	V_MUTRISTAA	intransitive
kalistella	V_ETUILLA	intransitive
kalisuttaa	V_VIEROITTAA	intransitive
kaljoitella	V_SULATELLA	intransitive
kaljuuntua	V_VAKAANTUA	intransitive
kalkahdella	V_TIPAHDELLA	intransitive
kalkattaa	V_VIEROITTAA	intransitive
kalkita	V_PALKITA	intransitive
kalkkaa	V_RAIKAA	intransitive
kalkkeutua	V_ROHTUA	intransitive
kalkkiutua	V_ROHTUA	intransitive
kalkutella	V_SULATELLA	intransitive
kalkuttaa	V_VIEROITTAA	intransitive
kalkyloida	V_KOPIOIDA	intransitive
kallistaa	V_MUTRISTAA	intransitive
kallistella	V_ETUILLA	intransitive
kallistua	V_KAUNISTUA	intransitive
kalmetoida	V_KOPIOIDA	intransitive
kalppia	V_KALPPIA	intransitive
kalskahtaa	V_MOJAHTAA	intransitive
kaltaistaa	V_MUTRISTAA	intransitive
kaltata	V_LUNTATA	intransitive
kaltevoida	V_KOPIOIDA	intransitive
kaltoinkohdella	V_TIPAHDELLA	intransitive
kalustaa	V_MUTRISTAA	intransitive
kaluta	V_KARHUTA	intransitive
kalvaa	V_KASVAA	intransitive
kalventaa	V_HUONONTAA	intransitive
kalveta	V_KAVETA	intransitive
kalvia	V_KOSIA	intransitive
kammata	V_TEMMATA	intransitive
kammeta	V_KAMMETA	intransitive
kammitsoida	V_KOPIOIDA	intransitive
kammoa	V_PUNOA	intransitive
kammoksua	V_KAUNISTUA	intransitive
kammoksuttaa	V_VIEROITTAA	intransitive
kammota	V_KARHUTA	intransitive
kammottaa	V_VIEROITTAA	intransitive
kampanjoida	V_KOPIOIDA	intransitive
kampata	V_SIEPATA	intransitive
kampauttaa	V_VIEROITTAA	intransitive
kampeutua	V_ROHTUA	intransitive
kampittaa	V_VIEROITTAA	intransitive
kamppailla	V_ARVAILLA	intransitive
kanalisoida	V_KOPIOIDA	intransitive
kanalisoitua	V_ROHTUA	intransitive
kanavoida	V_KOPIOIDA	intransitive
kanavoitua	V_ROHTUA	intransitive
kandeerata	V_ARVATA	intransitive
kangastaa	V_MUTRISTAA	intransitive
kangastella	V_ETUILLA	intransitive
kangastua	V_KAUNISTUA	intransitive
kangerrella	V_NAKERRELLA	intransitive
kangertaa	V_KUHERTAA	intransitive
kangeta	V_TUNGETA	intransitive
kangistaa	V_MUTRISTAA	intransitive
kangistua	V_KAUNISTUA	intransitive
kangistuttaa	V_VIEROITTAA	intransitive
kanittaa	V_VIEROITTAA	intransitive
kankattaa	V_VIEROITTAA	intransitive
kankeuttaa	V_VIEROITTAA	intransitive
kannatella	V_SULATELLA	intransitive
kannattaa	V_VIEROITTAA	intransitive
kannella	V_KOMENNELLA	intransitive
kanniskella	V_ETUILLA	intransitive
kannustaa	V_MUTRISTAA	intransitive
kanoniseerata	V_ARVATA	intransitive
kanonisoida	V_KOPIOIDA	intransitive
kanonisoitua	V_ROHTUA	intransitive
kanonistaa	V_MUTRISTAA	intransitive
kanotoida	V_KOPIOIDA	intransitive
kansainvälistyä	V_ÄLLISTYÄ	intransitive
kansainvälistää	V_KIVISTÄÄ	intransitive
kansallistaa	V_MUTRISTAA	intransitive
kansantajuistaa	V_MUTRISTAA	intransitive
kansanvaltaistaa	V_MUTRISTAA	intransitive
kansanvaltaistua	V_KAUNISTUA	intransitive
kansioida	V_KOPIOIDA	intransitive
kansittaa	V_VIEROITTAA	intransitive
kansoittaa	V_VIEROITTAA	intransitive
kansoittua	V_HERMOTTUA	intransitive
kantaa	V_KANTAA	intransitive
kantaesittää	V_RÄPSYTTÄÄ	intransitive
kantalinnoittaa	V_VIEROITTAA	intransitive
kantata	V_LUNTATA	intransitive
kantautua	V_ROHTUA	intransitive
kantrata	V_ARVATA	intransitive
kanyloida	V_KOPIOIDA	intransitive
kapaista	V_MARISTA	intransitive
kapaloida	V_MELLAKOIDA	intransitive
kapasitoitua	V_ROHTUA	intransitive
kapastaa	V_MUTRISTAA	intransitive
kapeuttaa	V_VIEROITTAA	intransitive
kapeutua	V_ROHTUA	intransitive
kapinoida	V_MELLAKOIDA	intransitive
kapitalisoida	V_KOPIOIDA	intransitive
kapitaloida	V_KOPIOIDA	intransitive
kapiteloida	V_KOPIOIDA	intransitive
kaplastaa	V_MUTRISTAA	intransitive
kapsaa	V_RAIKAA	intransitive
kapsahdella	V_TIPAHDELLA	intransitive
kapsahtaa	V_MOJAHTAA	intransitive
kapsehtia	V_AHNEHTIA	intransitive
kapseloida	V_KOPIOIDA	intransitive
kapseloitua	V_ROHTUA	intransitive
kapuloida	V_KOPIOIDA	intransitive
karahdella	V_TIPAHDELLA	intransitive
karahtaa	V_MOJAHTAA	intransitive
karahteerata	V_ARVATA	intransitive
karaista	V_MARISTA	intransitive
karaistaa	V_MUTRISTAA	intransitive
karaistua	V_KAUNISTUA	intransitive
karakoloida	V_KOPIOIDA	intransitive
karakterisoida	V_KOPIOIDA	intransitive
karaktiseerata	V_ARVATA	intransitive
karata	V_MORKATA	intransitive
karautella	V_SULATELLA	intransitive
karauttaa	V_VIEROITTAA	intransitive
karboksyloida	V_KOPIOIDA	intransitive
karbonoida	V_KOPIOIDA	intransitive
karehtia	V_AHNEHTIA	intransitive
kareilla	V_ETUILLA	intransitive
kareta	V_KARHETA	intransitive
karhata	V_ARVATA	intransitive
karhentaa	V_HUONONTAA	intransitive
karhentua	V_VAKAANTUA	intransitive
karheta	V_KARHETA	intransitive
karheuttaa	V_VIEROITTAA	intransitive
karheutua	V_ROHTUA	intransitive
karhita	V_PALKITA	intransitive
karhuta	V_KARHUTA	intransitive
karikoida	V_KOPIOIDA	intransitive
karioitua	V_ROHTUA	intransitive
karista	V_MARISTA	intransitive
karistaa	V_MUTRISTAA	intransitive
karistella	V_ETUILLA	intransitive
